科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"18,788,276.44","73,096,617.56","132,430,306.21","197,429,506.55","167,315,978.40","132,990,444.47","639,021,867.93","549,173,951.78","472,799,506.78","434,335,823.20","495,427,102.63","363,332,286.44","188,158,139.61","66,068,586.17","146,483,631.51","117,399,225.07","175,672,230.53","147,036,472.94","253,309,615.12","174,419,431.68","204,759,325.38","168,943,344.57","210,694,625.32","171,256,423.28","254,799,389.06","190,943,875.82","187,633,204.35","180,906,544.70","560,025,750.87","2,431,954,008.02","2,164,133,774.92","2,026,517,232.58","2,004,990,228.67","2,124,762,581.14","2,046,525,437.80","1,042,143,185.08","1,017,683,536.17","1,749,565,293.91","692,211,749.55"
短期借款,"60,610,000.00","164,500,000.00","74,385,525.82","18,000,000.00","238,516,960.48","295,324,671.55","18,000,000.00","92,904,636.66","140,500,000.00","158,668,509.49","205,000,000.00","429,820,000.00","515,830,000.00","519,500,000.00","674,500,000.00","735,000,000.00","806,000,000.00","750,000,000.00","895,500,000.00","746,000,000.00","635,000,000.00","518,000,000.00","564,000,000.00","485,000,000.00","418,000,000.00","313,000,000.00","319,500,000.00","232,000,000.00","218,500,000.00","173,410,000.00","99,810,000.00","138,380,000.00","227,297,150.00","208,954,500.00","190,454,500.00","188,550,000.00","129,550,000.00","270,502,200.00","360,726,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"35,956,710.73","13,623,648.18","18,520,973.75","14,422,174.10","40,442,112.65","57,199,358.15","36,385,908.20","29,964,244.91","99,956,465.22","122,785,231.07","120,449,151.67","186,298,101.93","227,284,637.02","252,789,664.80","250,160,888.89","300,975,375.39","497,631,886.00","481,585,064.69","364,378,442.74","332,938,897.24","275,871,323.09","282,423,745.21","254,221,950.57","236,107,734.48","234,644,655.08","190,008,079.63","172,713,290.98","164,846,858.57","99,111,792.08","223,832,965.71","357,285,057.28","633,419,223.29","543,292,045.06","287,353,223.73","392,592,797.13","398,930,656.03","373,118,658.12","343,711,117.06","360,328,964.28"
应付票据,"42,101,690.40","61,840,040.54","239,633,558.91","482,400,000.00","363,340,000.00","192,728,527.38","251,703,700.00","171,272,600.00","166,156,160.00","102,090,960.00","143,670,868.42","309,677,774.97","245,871,733.28","172,272,750.14","201,758,010.61","212,470,494.16","436,146,562.69","415,336,703.17","210,200,120.69","199,670,013.17","190,505,990.70","134,946,969.83","247,878,709.66","274,334,743.49","299,659,498.55","239,621,231.29","240,135,509.47","334,050,765.14","398,490,569.04","605,689,712.04","634,802,134.28","432,409,971.17","275,317,747.36","399,700,703.71","464,747,747.54","527,299,522.85",,"506,491,412.49",
应收账款,"47,275,466.66","83,306,054.17","104,902,853.40","171,248,370.95","166,474,570.25","138,446,682.36","214,415,930.09","255,886,770.11","282,069,901.43","273,476,277.60","310,348,235.76","426,841,702.55","452,284,742.72","401,360,878.18","438,109,951.59","586,326,743.69","526,738,834.68","549,396,177.85","523,610,153.94","498,872,821.22","484,316,884.36","450,740,328.29","476,327,057.43","539,138,801.36","424,358,724.57","443,763,293.60","515,205,139.49","520,584,081.38","801,006,081.44","724,486,893.75","693,935,663.04","764,864,285.92","810,338,788.81","969,155,701.05","1,139,934,380.74","1,226,621,283.60","1,090,446,242.56","926,524,193.69","1,072,834,046.14"
应付账款,"21,382,029.92","66,794,268.90","85,018,618.36","171,450,323.96","106,324,560.93","112,522,465.95","114,123,533.32","115,208,702.33","95,756,199.15","116,987,448.45","129,434,949.35","190,490,991.73","168,050,255.32","200,362,870.07","244,663,795.12","228,955,895.88","168,690,509.47","204,050,644.59","210,724,277.09","162,120,173.65","169,674,856.15","220,380,287.98","252,441,015.37","226,805,580.47","247,043,572.08","302,825,903.78","332,612,920.85","299,142,963.26","439,173,412.14","328,117,810.00","369,787,199.14","285,147,163.55","330,729,420.53","324,680,649.65","587,225,983.92","612,976,394.84",,"576,938,684.41",
预付款项,"41,228,221.21","14,807,463.33","44,921,942.16","126,150,739.37","154,052,780.71","137,285,309.86","220,073,917.89","252,175,246.66","186,117,684.38","135,203,637.44","195,656,045.92","188,162,483.81","233,206,220.34","275,400,439.82","331,924,351.26","271,348,964.24","328,075,692.71","244,124,965.79","255,459,754.41","268,021,908.12","265,639,863.42","159,033,082.51","145,067,188.18","121,273,322.08","138,034,658.30","80,207,196.34","103,970,430.76","102,122,337.12","200,469,695.84","234,967,133.21","197,111,521.50","148,648,141.30","227,441,583.19","246,026,870.00","288,235,857.02","310,634,763.04","367,678,271.17","288,067,926.96","330,997,083.73"
预收款项,"8,749,452.42","19,842,389.14","21,977,107.14","33,215,386.68","51,398,222.15","81,992,721.42","40,608,268.65","90,666,805.23","48,416,623.46","29,721,495.23","32,540,327.56","20,707,185.07","46,682,584.24","46,161,693.73","110,346,336.09","55,766,500.94","44,926,125.93","45,276,611.19","43,847,765.31","45,614,525.92","34,949,298.04","30,922,940.36","27,165,547.48","20,587,358.95","18,270,078.89","16,006,109.30","22,019,117.85","29,961,178.95","42,959,354.07","36,006,420.38","42,350,037.28","54,505,895.05","58,723,000.24","42,224,202.52","63,790,037.67","129,208,289.71","107,925,418.60","120,134,125.72","115,407,224.59"
