科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"151,260,460.72","168,224,271.92","426,604,331.93","202,754,297.25","350,618,280.06","1,049,307,827.37","476,674,084.30","697,528,072.93","256,901,185.52","298,897,316.79","307,316,513.45","223,590,224.80","329,622,288.40","323,014,015.13","570,147,087.98","349,914,264.13","316,050,491.56","331,458,192.34","575,422,206.71","313,248,793.52"
短期借款,"324,875,705.59","631,663,764.91","709,302,583.17","518,435,972.26","653,740,595.72","406,623,049.50","531,969,659.56","747,305,740.25","522,063,500.00","503,653,289.63","481,751,680.00","454,196,820.00","355,264,856.00","387,716,232.80","539,747,766.42","477,151,858.12","425,656,013.09","437,237,663.37","539,747,698.62","694,124,723.87"
交易性金融资产,,,"3,143,500.00","11,642,300.00","7,185,090.00",,,"951,971.73",,,,,,,,,,,,"4,661,600.00"
交易性金融负债,,,"1,034,924.21",,,"1,632,392.94","271,643.33",,,,,,,,,,,,,
应收票据,"8,462,660.00","13,729,040.00","26,597,029.52","19,079,243.80","39,488,017.30","38,891,104.19","47,167,958.77","59,667,189.23","62,678,244.51","58,210,521.73","74,876,899.20","75,067,993.20","87,294,949.15","87,630,451.65","65,256,572.03","58,728,519.98","38,656,538.38","24,247,924.69","18,875,303.75","55,651,507.01"
应付票据,"100,211,657.22","233,220,113.34","222,403,468.64","186,944,487.78","171,452,413.32","222,947,435.86","204,791,835.38","145,628,449.86","160,568,344.97","184,052,596.47","215,010,282.95","235,542,846.88","181,091,071.33","157,959,374.94","171,585,567.49","167,457,127.75","176,374,262.42","176,053,932.59","168,921,093.23","172,208,441.91"
应收账款,"424,136,790.77","770,806,270.79","802,648,461.75","889,079,933.78","967,031,586.21","1,086,385,951.35","1,032,994,541.67","1,150,174,515.52","1,199,061,072.55","1,036,510,235.04","1,194,518,814.99","1,146,305,638.28","956,131,047.86","1,073,107,230.37","920,646,897.43","904,200,296.08","952,490,794.33","910,086,403.23","967,300,547.55","975,100,061.95"
应付账款,"362,965,863.65","455,654,684.92","433,381,288.47","435,135,298.84","506,665,605.22","543,323,400.55","495,523,994.13","594,394,291.87","553,360,182.33","575,072,855.63","531,018,851.04","506,523,728.74","458,742,959.62","562,142,337.13","423,997,939.32","464,264,456.92","497,063,759.23","473,359,126.58","532,097,962.24","521,064,259.44"
预付款项,"29,157,407.39","22,471,503.74","15,608,908.67","34,627,850.00","18,843,500.41","67,430,636.20","37,392,879.93","38,200,746.44","31,233,434.92","41,965,078.79","15,522,268.64","21,598,636.79","14,617,712.75","23,281,337.33","16,200,997.01","34,537,183.16","28,108,018.14","25,329,871.44","30,814,399.06","17,798,855.60"
预收款项,"18,578,496.53","28,725,201.08","112,608,679.35","42,098,703.26","49,335,818.98","84,098,123.88","44,122,209.14","47,114,265.28","39,511,314.38","62,574,460.98","45,947,266.87","67,570,746.44","49,713,590.28","44,129,553.92","37,798,756.43","64,485,391.74","74,858,461.60","74,153,675.05","90,036,859.49","81,171,112.06"
