科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"1,296,855,323.53","3,604,468,288.82","6,173,865,971.07","8,973,561,411.35","2,536,611,265.81","6,216,166,489.19","9,902,102,100.19","13,548,784,328.04","3,517,037,065.53","9,266,773,841.92","14,818,806,711.28","20,762,163,099.20","5,898,679,496.92","16,088,837,630.50","23,901,293,612.34","32,192,673,210.38","10,735,322,428.37","24,148,443,983.58","33,207,118,065.97","46,322,580,713.20","11,608,926,000.50","29,119,503,863.31","39,108,474,570.48","48,071,170,000.00","5,962,606,043.97","20,164,757,196.06","28,897,077,886.35","38,541,775,254.36","5,365,866,287.26","13,988,787,862.47","19,766,090,961.91","25,851,195,135.57","3,782,836,809.78","10,571,350,008.70","14,953,114,785.92","20,753,346,644.02","3,023,695,826.80","9,003,793,128.02","14,102,837,171.54","20,022,516,698.58","5,274,912,307.44","12,790,140,942.64","17,860,271,276.78","23,272,893,731.36","6,360,464,384.08","14,720,283,618.34","21,035,136,622.24","28,696,542,909.99","9,016,755,410.05"
二、营业利润,"213,346,516.22","513,005,649.25","913,948,737.49","1,358,011,493.18","469,336,359.95","1,050,062,076.31","1,502,196,045.40","1,659,597,535.48","354,418,156.06","1,269,150,695.46","1,971,681,910.66","2,729,845,805.19","885,344,424.12","2,527,118,943.61","3,610,329,765.61","5,373,872,292.61","2,311,659,735.86","5,373,581,358.57","6,984,016,780.80","9,514,369,773.66","2,541,374,423.46","6,803,315,445.44","8,418,815,616.36","8,908,990,000.00","827,258,284.85","3,671,385,024.57","4,690,139,240.48","4,534,236,539.83","414,143,053.94","1,151,291,810.27","1,283,771,663.39","662,921,762.34","-428,220,580.57","-410,017,249.18","-881,091,242.29","-605,136,535.06","-854,119,379.52","-998,328,164.78","-1,006,107,323.86","-1,803,451,229.20","46,988,346.53","1,049,739,314.50","1,137,134,238.52","1,217,777,901.09","438,665,738.02","1,068,030,204.91","1,574,970,636.54","2,601,157,680.05","1,140,544,204.86"
减:营业成本,"902,913,882.03","2,610,541,896.35","4,464,905,102.67","6,404,793,585.64","1,717,347,000.77","4,362,942,274.18","7,096,239,539.15","9,841,625,384.73","2,632,046,250.31","6,877,467,364.36","10,995,537,249.84","15,422,266,517.95","4,346,132,671.62","11,437,578,967.68","17,082,355,533.04","22,423,986,220.34","7,351,533,402.17","16,290,934,440.21","22,531,981,436.32","31,316,026,319.85","7,883,125,014.53","19,208,241,281.76","25,644,440,842.73","32,545,610,000.00","3,837,080,734.67","13,690,766,210.45","19,823,689,706.38","27,300,089,843.06","3,691,313,324.58","9,937,420,501.46","14,117,993,730.04","18,641,595,484.36","2,841,004,786.72","8,042,262,168.92","11,150,352,623.55","15,145,955,937.59","2,224,634,875.91","6,780,370,431.89","10,520,557,785.73","15,244,686,881.99","3,871,607,399.67","10,299,272,492.44","14,033,682,609.92","18,304,123,934.48","4,749,408,662.64","10,953,262,132.69","15,488,532,729.31","20,923,083,349.30","6,310,895,956.89"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"4,423,273.46","13,145,776.92","19,216,137.64","28,204,383.29","3,995,477.25","10,998,225.64","18,462,226.13","32,314,861.29","11,334,984.53","35,138,953.40","62,833,437.99","108,006,155.17","28,793,435.20","79,332,732.14","136,900,186.94","177,175,478.58","70,263,492.20","161,388,708.49","187,265,284.52","263,627,349.62","60,096,904.31","145,841,263.34","183,096,124.72","260,920,000.00","43,518,750.78","120,358,641.61","211,532,880.07","270,855,257.72","20,467,092.43","112,243,983.14","132,699,318.40","228,129,224.12","17,177,473.78","57,237,698.61","76,667,853.98","102,758,809.07","34,058,170.24","71,460,895.65","93,472,068.03","225,403,151.26","61,737,846.90","178,209,042.89","231,469,020.22","301,081,581.76","48,327,355.40","141,203,688.36","190,857,592.41","251,046,518.51","75,902,168.98"
营业外收入,"1,433,671.00","10,820,058.61","21,508,410.30","57,812,456.32","1,261,312.82","58,846,907.50","67,459,182.55","182,393,292.06","25,173,258.77","41,943,292.85","71,729,819.30","130,720,207.58","27,304,602.96","61,087,964.93","98,009,298.65","139,734,451.83","68,338,567.27","97,101,792.42","141,292,234.55","227,311,947.23","35,226,309.55","66,271,083.83","104,579,009.78","335,000,000.00","32,318,397.95","75,585,488.14","115,911,694.15","245,535,385.48","96,011,132.13","159,204,805.19","208,315,897.93","414,044,510.94","61,062,613.63","137,551,753.01","378,228,990.33","720,989,725.82","91,703,222.69","98,061,038.62","183,539,937.33","938,906,704.25","76,656,257.51","83,870,414.15","136,222,776.68","127,881,019.59","23,074,532.87","40,575,306.45","59,443,127.76","99,328,039.88","16,496,910.21"
销售费用,"83,103,148.46","233,185,510.22","414,784,495.01","690,954,047.70","154,772,434.77","379,975,247.26","615,867,220.85","959,402,909.05","174,749,640.83","435,098,150.71","768,368,381.13","1,250,108,157.91","282,232,008.64","985,439,349.76","1,566,584,892.31","2,145,689,108.10","419,257,570.49","1,230,081,967.16","1,955,398,662.16","3,159,739,323.20","539,975,752.98","1,472,979,631.55","2,503,604,376.99","3,376,140,000.00","638,984,607.13","1,525,904,048.87","2,380,887,772.57","3,631,169,614.06","508,192,851.58","1,165,277,466.27","1,949,163,629.78","3,035,566,833.69","542,196,772.67","1,144,580,534.97","1,764,040,798.82","2,501,551,583.15","540,214,341.32","1,050,214,003.53","1,522,998,845.22","2,445,960,816.81","409,200,297.53","1,370,583,533.59","1,856,234,969.34","2,451,324,001.55","504,140,155.86","1,213,020,594.54","1,881,364,195.94","2,379,412,233.06","714,871,584.83"
减:营业外支出,"6,310,899.87","14,062,153.86","37,502,326.45","51,499,788.74","6,853,130.22","30,602,187.31","37,428,926.05","56,810,897.29","6,373,796.56","14,432,729.17","21,732,390.21","33,171,885.73","4,032,096.85","29,604,252.55","70,634,930.32","97,501,459.96","7,200,661.75","26,120,262.86","43,992,175.78","139,207,808.48","84,704,310.04","171,124,366.16","221,113,933.38","385,850,000.00","75,916,547.68","158,256,640.83","173,388,839.02","257,861,136.27","53,972,947.31","191,917,163.24","225,616,136.37","213,827,377.25","16,978,391.64","42,530,607.24","67,137,856.04","82,566,857.45","15,788,714.99","75,758,506.09","89,108,741.06","150,680,906.38","16,253,827.69","59,276,422.97","98,713,902.23","104,237,351.51","12,549,911.55","37,886,549.56","49,608,186.75","61,961,764.50","13,368,688.87"
管理费用,"62,943,421.21","156,626,740.95","244,476,338.51","367,688,163.24","112,201,304.35","246,835,024.94","392,772,135.51","637,914,981.26","186,303,985.11","368,871,086.28","595,894,797.82","833,984,252.68","234,284,888.84","588,755,229.05","887,586,732.66","1,338,550,077.03","321,735,544.52","702,112,669.32","1,155,163,169.93","1,755,880,397.95","416,234,895.40","956,100,885.66","1,483,326,783.74","1,935,670,000.00","392,514,985.51","847,879,517.78","1,257,423,875.83","1,953,446,392.73","407,473,133.61","845,423,724.35","1,254,740,889.52","1,929,816,921.18","459,991,921.99","902,779,567.73","1,321,441,142.94","1,700,890,773.40","497,184,606.72","964,428,373.81","1,425,523,411.85","1,733,987,462.91","407,825,876.33","960,188,989.39","1,295,591,388.71","1,768,766,776.57","497,395,644.29","807,417,873.14","1,109,004,756.61","1,459,267,670.19","434,129,034.16"
其中:非流动资产处置净损失,,"9,081,962.04","27,899,504.99","27,340,867.25",,,"3,530,109.99","14,657,214.14","2,836,113.21","7,335,086.77","9,599,517.50","17,068,665.36","850,906.74","12,577,767.02","40,892,476.71","45,638,164.00","3,655,756.44",,,"15,296,124.98","8,647,556.18","17,435,380.18",,"30,170,000.00",,"14,825,477.78",,"30,221,746.71",,"6,996,992.16",,"19,702,293.58",,"6,687,232.39",,"11,566,210.68",,"11,449,781.04",,"48,552,114.94",,"14,046,413.43","14,519,478.41",,,,,,
