科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"346,125,727.87","816,263,923.24","1,235,499,457.35","1,653,955,364.95","364,697,704.80","749,802,132.67","1,177,940,057.34","1,513,436,237.50","273,106,990.16","595,410,146.46","958,336,722.44","1,394,541,531.47","281,828,260.92","710,539,815.60","1,107,773,160.68","1,495,527,374.22","391,702,895.55","947,894,622.28","1,434,545,806.06","1,863,253,549.47","416,590,690.21","851,218,300.53","1,209,113,245.76","1,521,979,266.15","398,118,579.67","792,124,153.23","1,188,868,055.47","1,535,706,911.25","374,282,883.67","774,912,253.19","1,160,884,560.10","1,425,715,596.96","393,941,332.13","711,740,342.13","1,196,257,482.05","1,607,518,439.61","400,592,922.66","779,919,864.03","1,251,085,098.39","1,779,499,226.64","474,819,352.69","1,002,378,717.50","1,463,701,858.01","2,079,715,105.37","515,183,744.97"
二、营业利润,"23,744,984.97","59,580,481.69","111,997,257.88","135,691,808.11","17,360,698.63","71,834,838.35","107,388,138.34","114,986,354.02","17,391,280.74","65,493,593.40","96,080,243.93","74,449,999.66","13,846,954.71","81,326,205.43","118,268,452.76","100,908,230.11","19,062,436.49","113,418,892.26","136,531,832.22","110,664,550.09","21,759,502.98","66,150,849.41","98,058,886.33","115,917,699.65","24,997,156.80","66,570,543.77","102,529,429.16","132,467,348.20","23,895,351.30","68,232,547.29","96,433,660.59","109,383,151.46","24,680,460.66","67,610,779.87","102,472,588.44","129,594,203.09","27,343,985.34","64,631,898.10","97,606,564.52","172,114,760.97","35,122,154.98","98,139,789.27","146,332,619.91","216,330,939.98","26,696,133.49"
减:营业成本,"283,111,342.85","668,167,288.57","1,020,964,280.41","1,362,127,241.82","298,332,431.52","602,661,320.70","962,935,663.46","1,228,006,602.87","225,607,901.51","474,282,085.58","774,875,258.89","1,124,198,173.44","220,982,477.51","570,457,579.49","896,216,234.19","1,194,506,810.09","317,853,432.18","769,799,892.96","1,171,843,807.72","1,480,888,117.35","340,008,362.48","676,485,145.01","963,602,691.90","1,148,145,743.39","326,177,119.51","620,886,543.64","924,224,474.07","1,167,001,002.75","298,175,021.24","609,950,440.82","917,349,625.68","1,086,550,652.73","323,034,478.60","562,347,397.92","983,130,991.69","1,309,843,811.63","333,650,668.53","633,196,577.91","1,031,976,617.66","1,458,596,336.53","402,792,585.16","817,281,905.05","1,180,728,657.56","1,643,653,442.93","423,905,884.12"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,308,692.43","3,472,012.99","5,562,378.32","6,403,565.64","1,521,162.92","2,610,203.49","5,471,830.76","6,368,392.42","1,198,415.85","2,231,991.88","4,015,465.78","6,135,922.42","663,198.44","3,178,277.88","4,467,934.50","5,482,065.52","1,564,240.09","6,186,373.64","7,427,091.28","9,470,065.69","2,667,562.08","6,805,514.00","8,745,504.77","10,477,768.56","2,614,394.04","5,765,226.20","10,226,702.18","13,395,695.33","2,769,660.58","6,469,418.81","9,257,961.62","11,709,558.03","3,253,523.16","5,466,860.36","8,968,843.82","12,588,252.81","2,902,901.06","6,357,716.42","8,896,009.23","17,758,961.15","3,075,268.64","8,177,166.95","13,455,129.66","19,553,933.04","4,569,447.66"
营业外收入,"1,267,498.86","2,453,564.84","3,769,061.43","15,191,743.63","1,813,187.80","5,202,692.33","7,308,767.14","23,803,528.63","2,262,279.85","3,847,541.08","8,318,751.54","22,095,430.39","1,187,646.54","3,389,201.81","9,064,049.62","23,107,331.56","1,045,415.13","5,367,780.73","9,194,078.55","20,219,544.41","581,182.40","6,565,830.48","7,417,235.79","17,865,994.35","773,115.70","5,290,608.96","6,245,247.78","55,065,362.72","436,805.42","5,049,995.17","6,015,005.67","15,166,450.39","523,858.09","2,768,512.07","3,405,580.68","7,459,363.54","484,226.19","7,728,227.93","39,022,336.71","39,097,626.70","1,037,799.89","6,830,966.75","7,101,068.77","2,330,234.97","1,685,340.09"
销售费用,"15,830,796.05","34,907,155.30","67,522,629.34","101,686,077.44","16,486,755.59","35,899,753.30","58,999,494.27","98,707,052.56","14,203,961.51","29,230,427.61","52,440,679.97","91,183,602.31","15,466,246.45","36,503,985.41","63,679,295.73","101,243,584.74","17,670,553.26","45,768,200.68","73,129,025.99","114,429,274.71","18,210,903.49","47,194,900.23","73,956,008.24","120,420,339.18","14,354,008.94","46,381,343.35","78,397,576.46","120,220,640.76","18,790,788.18","48,901,400.51","81,780,048.09","123,270,829.61","18,498,229.05","35,327,320.58","56,116,603.40","80,099,755.98","17,501,000.87","38,272,388.37","59,991,067.32","81,557,028.64","18,242,995.92","43,854,411.28","70,897,475.42","113,422,315.47","23,648,268.09"
减:营业外支出,"115,432.39","270,778.70","620,838.85","514,215.73","84,018.44","407,014.72","894,731.74","2,339,327.23","25,474.00","123,785.23","249,288.48","537,151.95","185,189.01","267,150.59","333,248.29","452,837.26","29,173.01","275,944.38","445,990.57","600,142.34","43,491.85","260,189.89","404,694.57","498,717.88","81,808.22","264,070.46","304,051.68","2,787,555.90","114,885.34","206,820.12","351,642.83","561,532.64",600.00,"4,465.70","182,333.07","1,105,912.29","22,667.47","284,024.49","441,015.11","23,033,570.81","19,842.24","67,875.87","291,011.55","187,380.52","120,347.46"
管理费用,"28,251,293.72","62,223,758.75","81,907,228.77","127,906,374.63","35,323,690.50","71,378,473.67","106,079,778.41","138,812,021.28","31,554,111.50","59,425,945.48","94,150,856.76","137,301,413.89","33,373,811.96","70,766,347.69","112,941,632.28","160,725,337.72","40,362,445.90","87,783,419.66","131,114,923.39","184,588,339.26","41,332,443.10","88,125,363.34","133,457,517.58","184,294,524.70","42,113,334.77","86,984,149.72","134,317,920.02","178,414,799.50","47,081,482.83","89,762,782.36","129,396,802.64","185,701,061.45","42,244,320.33","88,737,103.40","132,437,938.00","187,046,595.49","47,439,360.72","100,558,702.28","149,836,919.02","200,962,424.84","48,547,762.05","109,566,823.88","165,535,016.23","231,345,591.57","53,442,807.95"
其中:非流动资产处置净损失,"106,863.32","260,759.63","514,525.51","292,046.68","55,831.96","155,808.12","600,187.94","1,917,067.98",,"50,854.88","102,782.04","391,399.04","151,383.45","174,315.40","180,056.60","228,378.07","2,359.00","29,234.67","121,739.95","228,648.68","12,798.55","202,086.55","335,694.94","397,868.21","55,855.11","222,418.65","271,671.77","2,391,111.76","54,520.94","129,041.96","232,570.67","412,897.02",,"2,394.33","114,061.70","229,182.73","5,319.37","189,436.67","194,181.42","22,748,252.08",,"15,476.77","67,603.95",,
