科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"238,576,492.41","370,990,866.16","431,373,885.90","978,071,817.87","961,243,873.91","907,482,861.56","940,888,547.47","952,995,467.12","877,657,939.14","848,634,103.49","719,149,440.27","785,771,608.82","645,187,674.40","835,112,255.05","639,802,666.35","624,322,518.11","666,529,072.81","882,059,119.29","736,087,272.18","808,314,137.93","577,916,535.54","756,000,506.15","617,809,060.04","811,018,127.62","687,459,397.94","825,409,763.36","826,106,999.49","865,538,458.63","832,912,655.09","669,949,977.37","581,214,262.84","671,009,387.45","588,879,191.41","610,992,518.24","607,878,496.98"
短期借款,"180,129,159.20","150,294,735.60","289,364,664.00","333,533,624.04","343,987,585.44","517,464,570.00","596,648,700.00","670,000,000.00","704,658,875.00","704,140,875.00","827,986,510.00","846,998,010.00","776,338,480.00","775,602,570.77","722,940,620.93","640,690,320.00","624,689,750.00","664,626,100.00","674,670,180.00","712,301,560.00","605,286,167.50","510,000,000.00","480,000,000.00","477,543,600.00","442,683,400.00","345,464,150.00","364,642,935.00","383,881,564.80","471,326,925.90","456,770,229.80","422,235,221.94","532,521,768.00","501,775,216.00","581,179,200.00","690,401,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"11,768,900.00","52,505,350.00","114,344,010.00","237,523,084.62","146,309,210.00","382,855,962.96","145,714,628.45","21,972,971.20","55,357,409.95","197,557,027.37","165,105,302.82","226,639,349.82","280,262,929.76","393,087,388.26","217,628,181.90","265,660,822.26","205,972,535.04","411,536,873.21","298,215,785.50","248,138,816.95","383,615,770.00","455,596,027.99","329,585,422.71","194,640,533.84","248,074,792.04","328,569,538.79","181,081,083.49","190,517,041.28","209,174,205.94","323,197,115.56","174,555,813.73","183,874,663.91","283,613,433.88","336,030,023.92",
应付票据,"265,288,595.20","495,693,382.50","737,111,436.70","603,873,117.41","591,426,727.59","457,168,622.22","473,659,146.41","375,273,384.81","405,073,737.78","304,203,541.90","250,413,733.58","277,202,322.56","281,150,978.56","289,591,418.50","245,262,689.70","252,105,617.90","304,275,652.70","261,784,414.40","202,161,237.37","214,142,830.00","275,213,899.16","297,857,041.11","282,661,240.43","356,575,659.78","368,250,355.64","266,798,582.98","314,036,255.37","369,286,446.09","269,289,522.06","233,643,624.45","253,933,189.61","228,781,446.91",,"314,345,026.27",
应收账款,"312,438,625.11","474,438,948.86","683,673,770.58","970,176,341.70","997,286,215.78","866,122,085.99","995,351,675.57","1,022,463,707.87","1,047,398,051.11","887,195,348.80","988,099,734.52","985,538,667.86","938,051,951.49","774,083,501.23","854,768,689.24","843,348,026.60","902,509,580.90","832,628,293.86","862,151,935.81","854,380,001.33","885,856,715.31","818,212,889.88","826,653,913.08","798,542,473.63","792,891,991.00","711,946,179.56","671,556,845.16","728,987,561.44","855,616,690.98","768,132,089.51","805,323,506.86","783,505,656.44","758,840,892.41","619,306,122.28",
应付账款,"276,193,266.43","327,310,110.80","368,101,690.08","341,614,974.43","313,157,727.80","308,052,541.96","263,144,114.87","315,640,541.70","258,370,107.99","232,207,562.27","212,950,291.50","342,037,798.24","286,852,575.18","317,657,107.94","292,282,494.25","380,816,426.23","350,262,742.38","406,095,853.66","392,253,117.83","418,500,719.34","434,012,203.33","445,304,889.83","454,475,989.64","387,214,973.92","349,472,460.45","403,227,761.77","336,235,597.04","364,965,156.00","410,545,544.92","424,931,980.94","418,363,108.07","469,603,165.11",,"483,854,772.92",
预付款项,"80,411,795.00","30,361,644.53","142,771,396.57","81,526,423.74","120,723,807.70","101,947,772.58","169,964,748.50","170,701,854.67","245,751,291.05","279,987,318.03","420,800,731.88","465,745,528.10","471,348,749.58","272,353,312.43","462,259,607.14","486,536,947.15","547,642,284.72","231,837,605.37","356,967,429.71","437,401,120.21","529,264,194.28","226,689,709.15","518,536,241.03","451,508,458.68","503,767,332.17","227,669,113.82","349,435,923.36","340,167,710.43","316,301,796.52","229,595,293.37","335,099,688.56","320,685,768.07","424,406,088.68","216,413,693.38","212,081,870.14"
预收款项,"1,971,065.36","1,055,740.40","632,995.23","2,230,428.59","2,359,047.87","6,875,728.22","3,613,639.24","16,620,845.09","5,500,849.97","9,983,049.65","7,576,702.90","164,412.90","107,017.37","123,321.06","388,222.64","245,686.01","131,065.21","155,489.46","1,915,079.72","307,058.88","1,842,370.85","123,598.72","1,112,720.93","2,693,562.37","783,525.12","169,974.74","211,635.45","22,157,492.85","278,620.17","294,847.39","131,320.13","131,830.81","3,007,151.10","135,124.90","161,976.89"
其他应收款,"4,430,664.00","1,281,943.40","1,264,553.07","3,225,599.28","3,328,173.14","47,332,717.25","46,980,535.93","45,515,220.28","48,080,454.13","55,553,400.58","56,685,829.19","54,730,533.88","54,753,850.92","26,432,174.81","27,417,456.81","23,985,808.19","23,845,162.46","6,335,604.43","4,995,609.41","17,609,859.63","15,538,645.70","16,659,776.55","16,808,159.79","16,262,935.42","6,095,743.71","8,119,936.08","10,829,076.81","12,856,984.72","6,494,944.65","6,781,277.20","7,613,318.39","7,589,420.59","23,687,114.19","14,378,568.03","58,806,860.65"
应付职工薪酬,"21,741,931.05","35,891,689.82","37,512,077.12","26,606,784.46","26,677,574.43","31,596,709.34","24,832,050.95","23,126,600.21","24,160,743.57","21,777,606.92","16,763,537.38","16,448,058.95","16,149,334.18","22,001,495.42","15,588,314.62","14,989,292.00","15,510,213.34","17,838,941.47","10,289,403.14","10,599,909.53","11,932,053.90","19,496,665.43","12,712,774.17","16,857,496.99","19,350,365.28","22,597,314.25","10,775,508.08","9,775,386.00","11,432,999.40","14,873,421.63","8,689,277.70","8,982,170.98","10,784,367.71","15,270,854.47","11,088,529.86"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"24,726,068.07","50,785,482.87","5,084,565.70","-3,821,419.22","-24,674,082.67","6,123,896.22","-5,140,254.25","-660,514.85","-4,375,658.87","-1,215,853.42","125,856.47","-632,604.28","-1,490,219.27","9,106,504.71","8,762,380.86","9,967,991.58","13,622,189.96","13,038,203.56","3,083,056.04","12,105,505.56","20,161,925.20","17,256,811.67","18,274,413.10","18,240,473.92","22,435,102.43","25,616,130.94","28,883,501.00","7,604,683.17","10,274,055.68","7,116,316.49","6,181,828.67","4,850,531.67","4,532,566.93","4,842,888.56","6,460,579.59"
应收利息,,,,,,,,,,,,,,,,"4,003,625.56","497,160.00","2,893,458.90","1,464,655.56","3,433,390.00","768,262.22","2,341,177.43","1,293,900.56","690,622.22","1,227,668.89","1,417,133.33","2,077,464.44","1,637,953.33","2,618,877.78","3,476,383.34","5,193,348.89","5,740,458.89","3,522,138.89","805,311.11",
应付利息,"284,212.32","324,967.50","616,422.37","93,240.75","139,933.00","1,277,302.07","1,300,022.90","1,285,984.01","1,271,945.12","1,665,999.13","1,665,999.13","1,686,750.52","1,652,118.57","1,854,403.71","1,268,677.77","1,100,947.08","1,072,120.42","1,338,765.70","1,339,560.14","1,218,583.34","542,622.22","968,932.98","553,666.67","457,361.11","433,256.94","925,468.46","1,269,134.43","302,152.78","265,902.78","1,380,435.11","292,493.06","360,557.64","261,643.06","1,620,262.13",
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,"5,233,552.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
