科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"14,034,397.94","51,124,339.35","47,442,854.14","85,333,014.89","340,016,611.31","45,370,739.01","25,281,076.27","34,224,378.91","52,642,901.22","74,658,476.49","41,658,347.23","76,575,308.14","72,877,017.36","172,872,249.39","129,590,303.86"
短期借款,"131,050,000.00","158,000,000.00","173,820,915.97","161,336,994.36","153,893,214.01","20,396,336.36","27,030,856.23","24,501,126.68","10,072,258.26",,,,,,
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"51,150,759.71","60,727,499.10","122,533,766.91","126,026,506.02","96,285,237.23","108,050,451.88","95,408,174.20","171,455,161.58","205,653,084.75","228,359,615.64","221,779,388.35","330,197,774.35","306,845,278.39","280,856,720.77","258,547,264.92"
应付票据,,"20,227,002.91","1,000,000.00",,,,,,,,,,,,
应收账款,"31,990,456.51","49,207,227.78","42,308,031.11","40,080,564.57","94,497,850.25","63,104,298.63","126,229,243.55","95,046,346.88","136,364,977.04","120,948,140.03","192,594,256.53","136,098,143.72","179,533,634.63","132,843,391.38","143,422,621.14"
应付账款,"57,391,312.65","47,536,430.97","40,674,141.76","37,499,400.80","42,743,894.19","38,340,266.40","49,655,463.35","45,495,858.26","49,337,321.20","52,291,312.17","55,587,560.57","53,151,393.05",,"44,835,507.83",
预付款项,"27,101,635.94","12,176,642.27","33,737,951.15","30,452,484.75","51,436,771.88","40,461,963.83","45,628,135.44","34,303,378.77","38,525,409.44","23,984,484.48","50,596,566.59","28,179,809.84","65,111,293.20","51,735,608.54","68,670,486.70"
预收款项,"11,393,069.54","4,386,815.00","5,709,616.49","14,126,872.22","4,747,876.06","8,735,008.74","7,227,865.19","7,692,139.87","13,958,359.18","9,784,730.30","13,279,791.50","14,748,414.99","11,109,383.95","15,349,130.12","16,207,037.81"
其他应收款,"4,313,815.73","3,857,823.25","6,302,874.08","4,908,745.85","4,200,742.14","3,758,901.35","2,971,282.93","3,935,816.09","3,046,005.86","2,231,692.99","2,616,597.65","4,616,963.56","5,302,547.39","3,302,233.03","2,848,338.15"
应付职工薪酬,"1,374,600.00","1,517,700.00","7,050,306.00","7,782,833.03","10,384,323.73","8,579,219.27","3,313,875.00","6,477,429.00","9,590,263.48","13,397,974.17","4,321,251.04","7,429,142.84","10,713,829.67","16,389,090.44","3,399,330.07"
