科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
实收资本(或股本),"210,600,000.00","224,180,000.00","224,180,000.00","299,180,000.00","538,524,000.00","538,524,000.00","538,524,000.00","538,524,000.00","538,524,000.00","538,524,000.00","538,524,000.00","538,524,000.00","538,524,000.00","538,524,000.00","547,796,300.00","547,796,300.00","1,771,493,475.00","1,771,493,475.00","1,774,339,475.00","1,774,339,475.00","1,774,339,475.00","1,984,198,629.00","1,996,636,029.00","1,995,890,829.00","1,995,890,829.00","1,995,890,829.00","1,993,989,649.00","1,993,989,649.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"114,606,595.76","257,054,740.33","260,754,740.33","1,698,859,745.33","1,459,515,745.33","1,459,446,884.33","1,459,548,384.89","1,459,548,384.89","1,459,548,384.89","1,459,548,384.89","1,459,548,384.89","1,459,548,384.89","1,459,548,384.89","1,459,548,384.89","1,543,009,482.72","1,547,372,434.24","2,522,354,413.06","2,526,519,953.16","2,546,287,268.38","2,549,331,623.83","2,548,932,065.02","5,275,977,156.67","5,383,819,905.85","5,392,483,093.40","5,404,571,586.74","5,414,351,517.03","5,433,363,019.83","5,438,598,321.68"
无形资产,"49,724,826.87","88,143,185.11","134,237,008.92","132,215,408.71","130,464,967.24","130,461,992.44","127,026,478.64","125,220,784.86","130,516,380.09","133,825,765.59","134,089,940.17","131,787,147.27","129,764,025.68","130,550,530.39","145,882,402.92","138,625,823.88","136,944,450.24","135,303,095.87","133,780,495.03","132,150,216.76","131,178,257.62","126,101,080.91","209,524,133.44","207,471,557.34","205,346,298.67","203,878,619.94","212,875,254.11","212,208,301.16"
盈余公积,"698,963.78","19,087,493.02","20,429,899.72","20,429,899.72","20,429,899.72","20,429,899.72","20,429,899.72","20,429,899.72","20,429,899.72","20,429,899.72","22,015,735.01","22,015,735.01","22,015,735.01","22,015,735.01","92,340,328.58","92,340,328.58","92,340,328.58","92,340,328.58","137,881,405.50","137,881,405.50","137,881,405.50","137,881,405.50","190,384,926.39","190,384,926.43","190,384,926.39","190,384,926.39","342,109,822.28","342,109,822.28"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,"91,795,770.00","91,795,770.00","91,795,770.00","91,795,770.00","90,211,016.00","90,211,016.00","90,211,016.00","90,211,016.00","150,855,695.00","150,855,695.00","150,855,695.00","150,855,695.00","98,428,945.60","98,428,945.60"
商誉,,,,,,,,,,,,,,"5,306,294.89","5,306,294.89",,,,,,"6,000,000.00","6,000,000.00","6,004,742.49","6,511,065.47","7,761,065.47","8,761,065.47","11,011,065.47","11,011,065.47"
未分配利润,"258,729,245.99","680,332,391.61","963,100,286.70","975,554,786.40","949,169,789.27","932,566,909.12","873,153,056.23","857,234,720.04","894,104,035.21","914,473,271.07","942,499,000.41","991,017,997.78","1,027,030,721.48","1,104,237,528.22","1,138,802,148.14","1,212,802,592.39","910,942,352.75","1,039,497,552.52","1,268,480,138.63","1,534,822,648.63","2,049,462,833.19","2,287,218,516.99","2,683,464,664.74","3,123,003,816.38","3,720,000,552.45","4,724,793,587.99","5,896,910,885.84","6,440,091,638.74"
长期待摊费用,"43,208.71",,,,,,,,,,,,"269,675.77","346,072.43","9,214,854.15","10,560,388.84","10,346,899.53","9,938,049.54","38,055,801.06","37,376,937.17","141,796,677.63","271,884,284.31","376,658,525.45","455,290,317.43","456,922,506.71","454,102,481.33","643,382,464.16","688,152,574.36"
少数股东权益,"36,171,191.96","23,276,637.36","26,163,659.77","26,272,375.59","27,606,059.89","27,425,403.22","27,875,633.34","28,459,274.48","28,988,896.68","29,871,559.51","29,885,744.11","29,776,740.36","33,886,316.89","31,630,839.84","44,266,834.11","59,424,268.31","58,510,133.04","35,268,766.97","19,469,644.29","24,572,760.26","27,405,657.94","867,461.39","1,059,545.24","2,118,722.21","4,420,420.21","52,673,480.71","48,786,496.82","100,682,507.72"
递延所得税资产,"6,468,305.45","6,996,739.26","13,290,799.01","20,203,408.08","23,015,558.69","36,495,027.23","52,463,919.98","51,825,480.05","50,892,643.26","51,259,017.94","40,587,098.61","41,175,705.09","42,376,935.58","44,463,926.45","44,613,528.04","44,525,089.08","58,618,433.02","66,987,415.05","64,806,981.08","76,878,804.83","77,136,569.74","92,274,165.64","122,098,325.13","133,768,632.99","137,270,219.55","145,700,992.74","296,941,738.74","307,120,104.29"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"664,566,229.78","1,137,438,362.45","1,917,389,116.13","1,905,599,607.45","2,037,776,857.08","2,153,082,781.88","2,114,351,290.59","2,105,153,446.98","2,144,483,928.14","2,331,923,033.49","2,528,822,480.34","2,549,713,190.07","2,636,368,063.81","2,704,520,062.04","3,108,172,046.33","2,677,913,554.64","2,782,178,401.64","3,216,961,153.35","3,769,221,609.15","4,206,646,898.90","5,446,357,496.64","6,111,608,034.23","7,130,403,675.86","8,483,945,328.63","12,121,883,373.28","13,685,657,505.30","13,956,300,719.29","14,402,590,016.15"
所有者权益(或股东权益)合计,"620,805,997.49","1,203,931,262.32","1,494,628,586.52","3,020,296,807.04","2,995,245,494.21","2,978,393,096.39","2,919,530,974.18","2,904,196,279.13","2,941,595,216.50","2,962,847,115.19","2,992,472,864.42","3,040,882,858.04","3,081,005,158.27","3,152,830,954.37","3,262,557,624.35","3,353,552,609.87","5,261,135,932.96","5,367,993,709.85","5,653,722,451.53","5,931,096,929.93","6,455,202,749.25","9,614,602,853.61","10,093,609,739.66","10,540,984,450.54","11,154,934,599.51","12,216,156,005.76","14,244,144,519.57","14,846,943,643.84"
资产总计,"1,326,395,026.09","2,148,364,747.60","3,170,437,933.72","4,995,942,212.86","4,947,034,608.36","4,760,551,015.63","4,728,090,296.89","4,767,157,439.29","4,467,394,573.25","4,535,511,016.45","4,687,722,378.57","4,758,499,490.94","5,201,249,342.89","5,241,199,394.49","6,449,337,830.71","5,992,488,489.81","8,167,260,246.76","9,270,746,373.19","10,208,709,552.75","11,641,728,402.94","12,625,634,536.55","16,038,742,139.90","19,172,404,496.19","21,863,922,187.74","26,679,233,593.55","29,485,502,902.40","32,883,700,260.10","34,804,416,330.74"
负债和所有者(或股东权益)合计,"1,326,395,026.09","2,148,364,747.60","3,170,437,933.72","4,995,942,212.86","4,947,034,608.36","4,760,551,015.63","4,728,090,296.89","4,767,157,439.29","4,467,394,573.25","4,535,511,016.45","4,687,722,378.57","4,758,499,490.94","5,201,249,342.89","5,241,199,394.49","6,449,337,830.71","5,992,488,489.81","8,167,260,246.76","9,270,746,373.19","10,208,709,552.75","11,641,728,402.94","12,625,634,536.55","16,038,742,139.90","19,172,404,496.19","21,863,922,187.74","26,679,233,593.55","29,485,502,902.40","32,883,700,260.10","34,804,416,330.74"
