科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
分配股利、利润或偿还利息支付的现金,"4,967,175.05","5,484,789.49","5,683,351.32","3,184,165.40","5,695,266.66","8,294,282.78","11,075,311.86","4,376,689.66","6,981,050.65","9,816,256.83","21,001,056.36","3,307,288.57","10,717,217.73","14,585,236.83","17,375,390.68","4,421,993.78","8,698,213.39","13,568,013.47","18,676,821.47","4,044,923.56","12,562,844.53","17,617,771.60","20,905,404.06","7,670,405.82","10,456,389.79","15,191,997.54","47,822,028.24","3,258,716.48","6,297,452.96","11,725,029.33"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,"28,000,000.00","5,000,000.00",,,"13,000,000.00",,,
支付其他与筹资活动有关的现金,"462,100.00","1,088,741.00","2,549,300.00",,"1,500,000.00","2,100,000.00","6,412,249.22",,"3,070,000.00","3,070,000.00","1,340,000.00",,,,,,"10,000,000.00","19,046,115.68","2,046,115.68",,"1,540,828.12","1,667,381.33","2,559,296.05",,"84,434,313.07","244,071,256.69","490,407,993.44",,,
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,"306,350.57","13,232.94","39,611.84","39,611.84","39,611.84",,,
筹资活动现金流出小计,"62,819,275.05","78,049,584.36","84,582,651.32","41,679,520.50","66,140,621.76","127,339,637.88","224,857,916.18","56,376,689.66","127,952,954.65","193,986,562.83","302,891,362.36","22,307,288.57","39,717,217.73","145,585,236.83","247,825,390.68","34,421,993.78","105,698,213.39","263,037,337.59","399,897,292.53","47,402,523.56","146,225,207.65","301,825,528.45","481,554,442.00","132,670,405.82","198,390,702.86","483,763,254.23","999,388,288.68","22,258,716.48","110,797,452.96","216,225,029.33"
处置固定资产、无形资产和其他长期资产收回的现金净额,"968,000.00","40,000.00",,,,"109,431.90","1,023,594.80",,,,,,,,,,,,"102,564.10",,,,"210,000.00",,,,"964,769.85",,,
筹资活动产生的现金流量净额,"9,575,624.95","13,457,888.51","42,392,206.90","69,320,479.50","59,309,378.24","219,555,378.43","203,627,447.60","60,623,310.34","17,153,133.35","31,113,743.17","36,021,104.73","9,692,711.43","23,202,520.11","-14,209,498.99","20,858,901.85","53,584,982.09","70,609,909.42","53,628,385.22","78,084,499.96","-27,402,523.56","-14,735,659.57","9,940,549.44","313,686,110.55","-32,670,405.82","-34,837,435.86","-116,309,987.23","-464,882,342.91","45,741,283.52","60,458,647.04","13,531,070.67"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"13,781.80","-7,710.66","-191,423.33",,"-215,075.64","520,135.65","-547,758.86",,"250,630.86","-150,849.49","-389,192.43",,"-705,039.23","970,641.99","-824,285.99","138,223.13","-110,211.30","-110,211.30","69,963.45",,"228,971.55","425,854.78","698,620.47","17,119.23","10,373.78","10,373.78","785,933.45",328.24,"525,211.32","525,942.81"
收到其他与投资活动有关的现金,,,"760,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"968,000.00","40,000.00","760,000.00",,,"109,431.90","1,023,594.80",,,,,,,,,,,,"102,564.10",,,,"28,516,350.57","5,013,232.94","39,611.84","39,611.84","14,004,381.69",,,
五、现金及现金等价物净增加额,"-761,119.22","10,867,457.00","7,497,669.20","7,591,202.87","7,360,299.29","145,108,128.17","137,082,592.81","47,776,219.93","-12,486,737.36","-52,998,248.62","-13,560,047.27","-47,293,318.24","-23,915,311.22","-76,641,646.94","-64,477,614.08","25,493,919.51","22,926,067.87","-6,294,778.38","17,016,839.31","-21,031,871.38","-25,601,618.19","-40,362,887.24","15,921,897.82","-34,999,273.39","-31,353,111.07","-60,706,984.89","-60,496,343.64","-17,433,496.68","12,805,188.60","-48,809,111.54"
购建固定资产、无形资产和其他长期资产支付的现金,"18,141,010.94","11,627,694.96","28,499,967.39","11,163,827.82","16,802,893.77","16,978,818.51","25,495,911.80","5,516,705.61","2,574,644.27","19,294,180.63","108,157,178.88","19,511,195.63","43,446,802.17","60,160,203.28","96,875,397.29","15,968,804.89","12,426,312.54","81,894,041.37","48,050,575.86","28,893,405.55","40,963,375.23","55,799,695.89","54,774,861.01","6,664,266.04","8,121,942.82","8,324,768.81","8,743,258.30","13,063,702.14","20,928,271.62","35,940,532.67"
期初现金及现金等价物余额,"6,594,974.06","5,833,854.84","16,701,311.84","24,198,981.04","24,198,981.04","24,198,981.04","24,198,981.04","161,859,996.47","161,859,996.47","161,859,996.47","161,281,573.85","147,721,526.58","147,721,526.58","147,721,526.58","147,721,526.58","83,443,912.50","83,443,912.50","83,443,912.50","83,243,912.50","132,332,556.47","100,260,751.81","132,332,556.47","100,260,751.81","116,182,649.63","116,182,649.63","116,182,649.63","116,182,649.63","86,086,305.99","86,086,305.99","86,086,305.99"
投资支付的现金,,,,,,,,,,,,,,,,,,,,,,"28,000,000.00","28,000,000.00","13,000,000.00",,,"13,000,000.00",,,
期末现金及现金等价物余额,"5,833,854.84","16,701,311.84","24,198,981.04","31,790,183.91","31,559,280.33","169,307,109.21","161,281,573.85","209,636,216.40","149,373,259.11","108,861,747.85","147,721,526.58","100,428,208.34","123,806,215.36","71,079,879.64","83,243,912.50","108,937,832.01","106,369,980.37","77,149,134.12","100,260,751.81","111,300,685.09","74,659,133.62","91,969,669.23","116,182,649.63","81,183,376.24","84,829,538.56","55,475,664.74","55,686,305.99","68,652,809.31","98,891,494.59","37,277,194.45"
