科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"185,347,305.16","305,546,649.47","397,065,023.94","116,470,578.90","251,188,271.64","397,591,745.54","572,723,639.77","136,177,559.56","280,127,205.76","431,191,913.02","606,631,115.20","98,317,520.43","262,960,872.69","448,615,886.98","596,087,677.81","97,954,975.72","276,778,193.26","470,538,781.62","699,339,711.82","145,366,281.38","384,090,781.54","529,112,278.42","651,423,740.46","132,919,986.26","413,534,522.94","610,631,629.19","763,164,579.66","197,483,300.38","392,442,846.81","714,831,411.18"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,"65,000,000.00",,,,,,,,,,,,,,,,,,,,
收到的税费返还,"12,775.68",,"1,307,544.05",,"481,007.54","481,007.54","481,007.54",,,,,,"336,331.73","336,331.73","336,331.73","336,331.73","1,243,267.21","1,243,267.21","1,243,267.21","712,423.69","712,423.69","712,423.69","712,423.69","648,795.14","648,795.14","648,795.14","648,795.14","1,835,443.06","2,829,950.44","2,829,950.44"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,000,000.00",,,
收到其他与经营活动有关的现金,"3,012,744.38","1,089,115.76","9,573,206.41","374,710.76","955,080.53","1,012,828.15","4,363,930.40","614,671.56","1,046,249.33","5,745,193.30","7,203,999.60","983,596.62","1,744,903.52","2,456,725.18","2,310,615.09","4,581,172.71","4,521,425.95","8,182,041.67","8,520,853.18","7,031,735.35","3,388,415.45","25,438,403.44","5,975,117.94","675,813.03","3,021,741.37","20,717,609.39","384,958,068.26","1,337,671.13","618,964.31","11,007,045.81"
投资活动现金流出小计,"18,141,010.94","11,627,694.96","28,499,967.39","11,163,827.82","16,802,893.77","16,978,818.51","25,495,911.80","5,516,705.61","2,574,644.27","84,294,180.63","108,157,178.88","19,511,195.63","43,446,802.17","60,160,203.28","96,875,397.29","15,968,804.89","12,426,312.54","81,894,041.37","48,050,575.86","28,893,405.55","40,963,375.23","83,799,695.89","82,774,861.01","19,664,266.04","8,121,942.82","8,324,768.81","31,743,258.30","13,063,702.14","20,928,271.62","35,940,532.67"
经营活动现金流入小计,"188,372,825.22","306,635,765.23","407,945,774.40","116,845,289.66","252,624,359.71","399,085,581.23","577,568,577.71","136,792,231.12","281,173,455.09","436,937,106.32","613,835,114.80","99,301,117.05","265,042,107.94","451,408,943.89","598,734,624.63","102,872,480.16","282,542,886.42","479,964,090.50","709,103,832.21","153,110,440.42","388,191,620.68","555,263,105.55","658,111,282.09","134,244,594.43","417,205,059.45","631,998,033.72","1,148,771,443.06","200,656,414.57","395,891,761.56","728,668,407.43"
投资活动产生的现金流量净额,"-17,173,010.94","-11,587,694.96","-27,739,967.39","-11,163,827.82","-16,802,893.77","-16,869,386.61","-24,472,317.00","-5,516,705.61","-2,574,644.27","-84,294,180.63","-108,157,178.88","-19,511,195.63","-43,446,802.17","-60,160,203.28","-96,875,397.29","-15,968,804.89","-12,426,312.54","-81,894,041.37","-47,948,011.76","-28,893,405.55","-40,963,375.23","-83,799,695.89","-54,258,510.44","-14,651,033.10","-8,082,330.98","-8,285,156.97","-17,738,876.61","-13,063,702.14","-20,928,271.62","-35,940,532.67"
购买商品、接受劳务支付的现金,"130,595,609.26","218,474,631.04","344,255,190.66","144,081,545.34","243,475,725.15","384,175,015.67","523,856,787.67","113,145,797.68","225,219,294.75","247,525,332.40","434,443,464.88","106,057,868.18","210,231,318.72","359,215,603.05","459,210,009.96","88,265,297.75","246,688,103.35","349,573,711.10","589,587,656.22","82,323,030.48","286,053,304.19","410,373,670.48","360,372,881.61","88,544,155.96","321,700,413.04","449,602,827.04","564,929,153.16","203,441,510.92","352,902,871.95","629,714,356.95"
吸收投资收到的现金,,,,,,"189,445,016.31","192,500,000.00",,,,,,,,"5,115,289.20",,,,,,,,,,,,"3,333,545.28",,,
支付给职工以及为职工支付的现金,"5,272,205.73","14,515,307.50","17,612,832.97","3,737,123.25","6,688,107.39","9,688,069.20","16,446,623.81","4,362,101.21","12,158,812.51","17,968,701.20","24,445,685.00","5,757,684.72","12,872,199.76","21,357,611.66","29,947,581.99","7,133,537.56","16,366,884.22","25,143,502.57","33,396,489.80","8,579,449.46","17,608,764.85","25,162,442.89","37,077,774.07","10,224,389.75","20,179,143.20","28,492,091.69","40,210,316.98","8,858,419.73","16,439,422.72","25,220,991.85"
取得借款收到的现金,"72,394,900.00","91,507,472.87","126,974,858.22","111,000,000.00","125,450,000.00","157,450,000.00","235,900,000.00","117,000,000.00","145,106,088.00","225,100,306.00","334,556,088.00","32,000,000.00","62,000,000.00","130,000,000.00","261,627,336.00","87,958,820.69","176,259,967.63","316,617,567.63","477,752,149.23","20,000,000.00","125,766,077.89","311,766,077.89","415,125,064.89","100,000,000.00","83,553,267.00","287,453,267.00","449,726,370.56","68,000,000.00","171,256,100.00","229,756,100.00"
支付的各项税费,"15,547,275.20","26,100,560.91","19,442,053.87","4,501,628.26","11,456,365.15","19,541,202.11","23,860,578.43","5,410,490.25","18,060,659.14","34,044,071.26","33,015,490.50","5,236,157.96","15,027,261.73","25,919,190.65","37,315,062.14","1,735,867.09","15,300,797.51","26,491,860.27","36,517,356.27","3,391,962.98","25,095,378.22","33,803,767.08","44,408,274.39","8,412,745.95","25,368,720.74","37,251,230.65","46,999,684.07","9,366,790.60","26,184,415.11","38,803,430.44"
收到其他与筹资活动有关的现金,,,,,,,"85,363.78",,,,"4,356,379.09",,"919,737.84","1,375,737.84","1,941,667.33","48,155.18","48,155.18","48,155.18","229,643.26",,"5,723,470.19",,"380,115,487.66",,"80,000,000.00","80,000,000.00","81,446,029.93",,,
支付其他与经营活动有关的现金,"30,135,250.06","38,540,291.67","33,598,843.88","15,090,441.62","25,935,271.56","43,779,293.55","54,929,366.73","21,204,226.78","53,050,545.99","137,065,963.13","62,965,255.11","19,724,240.23","29,877,317.66","48,159,125.19","59,898,803.19","17,998,258.58","39,334,419.05","56,673,927.49","62,791,942.26","23,551,939.77","29,565,728.36","52,852,820.67","460,456,674.78","14,758,256.47","38,400,500.48","52,774,098.81","75,293,346.42","29,101,099.62","27,615,449.92","61,855,220.54"
筹资活动现金流入小计,"72,394,900.00","91,507,472.87","126,974,858.22","111,000,000.00","125,450,000.00","346,895,016.31","428,485,363.78","117,000,000.00","145,106,088.00","225,100,306.00","338,912,467.09","32,000,000.00","62,919,737.84","131,375,737.84","268,684,292.53","88,006,975.87","176,308,122.81","316,665,722.81","477,981,792.49","20,000,000.00","131,489,548.08","311,766,077.89","795,240,552.55","100,000,000.00","163,553,267.00","367,453,267.00","534,505,945.77","68,000,000.00","171,256,100.00","229,756,100.00"
经营活动现金流出小计,"181,550,340.25","297,630,791.12","414,908,921.38","167,410,738.47","287,555,469.25","457,183,580.53","619,093,356.64","144,122,615.92","308,489,312.39","436,604,067.99","554,869,895.49","136,775,951.09","268,008,097.87","454,651,530.55","586,371,457.28","115,132,960.98","317,690,204.13","457,883,001.43","722,293,444.55","117,846,382.69","358,323,175.62","522,192,701.12","902,315,604.85","121,939,548.13","405,648,777.46","568,120,248.19","727,432,500.63","250,767,820.87","423,142,159.70","755,593,999.78"
偿还债务支付的现金,"57,390,000.00","71,476,053.87","76,350,000.00","38,495,355.10","58,945,355.10","116,945,355.10","207,370,355.10","52,000,000.00","117,901,904.00","181,100,306.00","280,550,306.00","19,000,000.00","29,000,000.00","131,000,000.00","230,450,000.00","30,000,000.00","87,000,000.00","230,423,208.44","379,174,355.38","43,357,600.00","132,121,535.00","282,540,375.52","458,089,741.89","125,000,000.00","103,500,000.00","224,500,000.00","461,158,267.00","19,000,000.00","104,500,000.00","204,500,000.00"
经营活动产生的现金流量净额,"6,822,484.97","9,004,974.11","-6,963,146.98","-50,565,448.81","-34,931,109.54","-58,097,999.30","-41,524,778.93","-7,330,384.80","-27,315,857.30","333,038.33","58,965,219.31","-37,474,834.04","-2,965,989.93","-3,242,586.66","12,363,167.35","-12,260,480.82","-35,147,317.71","22,081,089.07","-13,189,612.34","35,264,057.73","29,868,445.06","33,070,404.43","-244,204,322.76","12,305,046.30","11,556,281.99","63,877,785.53","421,338,942.43","-50,111,406.30","-27,250,398.14","-26,925,592.35"
