科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"87,286,544.85","152,671,597.75","198,864,734.22","48,295,526.26","77,293,247.90","153,859,243.39","28,137,029.19","64,034,640.07","119,652,369.92","184,374,584.20","46,233,530.09","102,861,156.95","163,258,407.23","307,821,945.09","54,884,536.21","109,841,033.45","162,671,486.22","296,595,460.73","63,599,266.59","118,909,635.80","196,725,211.95","417,879,238.88","129,469,120.63","207,797,009.49","367,345,607.90","791,711,410.60","169,354,111.93","454,286,668.57","881,305,038.00","1,485,697,133.90","266,022,693.42","654,109,416.04","983,814,849.64","1,746,201,048.23","351,065,267.24","958,631,722.83","1,508,345,143.96","2,509,851,765.18","471,878,949.75"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,"118,622,039.04",,,"3,610,632.83","19,176,338.70",,,,,,,,,,,,"1,043,398.42",,,,"141,423,755.78",,,,,,,,"31,766,630.58",
收到的税费返还,"4,715,390.10","8,323,976.48","16,970,513.17","3,282,976.43","5,516,776.60","8,554,256.58","1,798,407.02","1,798,407.02","7,695,534.86","14,154,277.39","1,403,944.41","7,120,362.54","7,502,061.06","10,636,996.50",,"5,395,418.10","8,062,416.91","14,863,657.38","4,935,554.83","5,804,860.46","8,001,197.79","13,068,170.22",,"3,181,831.87","5,320,041.24","18,122,342.92","12,557,115.56","15,801,580.00","36,711,973.32","62,584,688.02","12,814,958.36","24,860,894.33","38,785,887.97","55,211,191.03","14,456,757.99","44,544,928.59","130,106,177.84","98,764,215.80","20,999,577.83"
支付其他与投资活动有关的现金,,,,,,,,,"55,826.78","2,073,137.44",,,,"756,385.60",,,"86,025,306.61",,,,,,750.94,,,"1,070,000.00",,,,,,,,,,,,,
收到其他与经营活动有关的现金,"385,012.76","1,944,765.47","6,496,918.12","3,811,833.76","4,136,954.65","7,066,583.44","5,247,988.73","7,031,926.67","17,412,405.56","23,117,038.46","2,397,627.70","4,352,203.99","17,583,422.40","30,900,203.33","1,132,157.26","1,941,509.42","8,992,557.35","14,941,192.91","789,913.06","1,875,792.79","8,242,362.34","32,193,999.77","1,395,361.23","13,585,182.64","14,895,658.20","12,721,588.07","4,511,563.30","14,193,505.46","27,639,994.01","108,143,801.41","12,368,884.48","21,224,355.28","29,620,737.58","105,815,828.56","4,474,730.85","14,377,052.70","29,487,817.25","200,716,258.77","16,907,013.41"
投资活动现金流出小计,"2,328,401.05","13,385,876.94","39,739,583.70","11,413,117.47","18,762,798.74","67,177,070.74","61,287,058.36","95,402,165.36","97,053,853.82","151,541,573.52","5,089,928.43","26,930,807.52","41,641,373.95","34,718,750.30","881,710.68","4,263,276.34","94,028,585.14","8,889,749.60","1,052,045.33","1,362,086.00","3,134,709.33","20,982,922.86","4,351,285.94","5,900,363.49","7,114,522.63","23,144,930.00","7,268,218.03","114,769,050.35","192,461,162.18","310,996,329.98","8,878,461.05","62,180,925.77","131,681,351.57","159,453,746.69","8,772,957.64","18,337,390.87","42,152,935.89","729,041,131.42","53,739,280.25"
经营活动现金流入小计,"92,386,947.71","162,940,339.70","222,332,165.51","55,390,336.45","86,946,979.15","169,480,083.41","35,183,424.94","72,864,973.76","144,760,310.34","221,645,900.05","50,035,102.20","114,333,723.48","188,343,890.69","349,359,144.92","56,016,693.47","117,177,960.97","179,726,460.48","326,400,311.02","69,324,734.48","126,590,289.05","212,968,772.08","463,141,408.87","130,864,481.86","224,564,024.00","387,561,307.34","822,555,341.59","186,422,790.79","484,281,754.03","945,657,005.33","1,656,425,623.33","291,206,536.26","700,194,665.65","1,052,221,475.19","1,907,228,067.82","369,996,756.08","1,017,553,704.12","1,667,939,139.05","2,809,332,239.75","509,785,540.99"
投资活动产生的现金流量净额,"-1,970,406.75","-12,239,746.13","-39,728,537.61","-11,413,117.47","-18,762,798.74","-67,177,070.74","-16,791,315.03","29,997,834.64","28,346,146.18","-106,255,507.68","-5,089,928.43","-26,930,807.52","-41,591,373.95","-32,920,020.14","13,173,837.44","9,792,271.78","-79,973,037.02","5,510,425.41","-1,052,045.33","-1,362,086.00","-3,134,709.33","-20,944,456.11","-4,336,285.94","-5,883,263.49","-7,097,422.63","-22,869,930.00","-6,866,012.21","-114,501,796.53","-183,370,370.29","-304,365,734.46","-8,852,461.05","-61,672,552.07","-130,874,841.85","-135,637,604.35","-7,638,069.14","-17,340,012.83","-41,134,841.20","-222,687,249.59","-53,738,650.25"
购买商品、接受劳务支付的现金,"37,250,698.47","58,478,693.33","101,024,573.71","70,202,981.29","99,150,322.44","109,601,786.47","53,679,779.92","85,154,244.16","106,077,727.86","123,003,141.16","58,607,705.31","96,907,402.78","129,770,162.35","212,286,720.50","59,238,659.51","116,014,914.30","136,157,776.78","296,750,916.30","79,491,082.13","151,853,027.49","243,710,978.26","383,852,323.52","141,201,348.00","247,643,416.87","413,088,861.95","608,051,681.45","191,337,167.65","380,418,549.00","589,333,893.57","879,284,799.19","252,017,404.00","436,494,795.29","655,567,632.78","1,177,515,165.07","392,926,708.21","846,553,345.73","1,292,617,504.06","1,850,956,483.26","472,417,580.42"
吸收投资收到的现金,"40,615,000.00",,,,"591,883,000.00","591,933,000.00",,,,,,"1,417,639.49","15,413,639.49","1,417,639.49",,"29,293,200.00","29,293,200.00","29,293,200.00",,"-739,440.00","-2,511,552.00","240,000.00",,,"2,400,000.00","1,202,650,000.00","43,529,500.00","43,631,500.00","45,613,500.00","56,613,500.00","45,000,000.00","301,311,080.00","301,311,080.00","637,945,075.00","39,721,000.00","49,568,920.00","51,488,320.00","51,088,320.00","1,000,000.00"
