科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"115,684,329.69","118,234,771.77","62,147,166.60","105,918,917.14","156,925,354.51","22,084,000.02","58,893,633.60","87,178,961.34","129,549,141.91","20,737,717.84","53,618,991.08","103,890,793.37","178,904,387.35","32,853,771.60","89,241,663.64","139,927,399.04","223,306,832.81","38,721,728.74","87,112,618.70","132,197,590.58","205,221,493.67","42,159,861.50","92,451,958.23","141,560,448.95","225,106,837.49","36,005,905.99","80,563,272.19","146,614,894.42","270,961,135.97","60,210,006.62","144,684,056.12","230,690,263.45","359,010,984.09","58,661,174.54","144,879,333.99","243,642,276.66","404,040,309.75","69,482,406.54","163,517,003.11","250,162,857.41","376,223,052.83","61,382,535.18"
二、营业利润,"48,920,683.75","46,321,503.84","23,938,228.34","40,759,965.74","58,829,822.82","7,980,338.63","21,377,328.96","32,865,206.30","44,391,504.07","8,474,682.53","19,225,479.46","31,716,595.07","45,264,606.19","4,581,276.47","17,946,595.21","31,644,532.06","45,551,385.81","6,294,105.78","17,353,571.18","25,551,507.58","37,921,910.61","4,322,197.20","13,970,651.86","26,931,109.11","51,647,822.42","3,802,924.20","11,612,351.63","32,550,410.82","77,494,988.37","9,382,840.03","28,045,843.09","55,377,076.18","108,349,564.32","8,569,164.52","27,694,626.03","53,917,391.34","119,883,723.30","11,020,730.45","10,277,305.85","10,367,573.47","-441,801,343.46","5,710,955.66"
减:营业成本,"52,166,444.63","52,297,526.59","26,006,132.26","45,060,355.26","71,463,588.51","10,792,654.89","28,219,217.31","39,796,374.52","58,418,029.02","8,857,452.96","23,532,237.99","51,547,256.86","86,002,856.55","17,323,119.22","47,477,468.57","73,716,290.16","117,678,252.00","20,254,561.05","45,769,426.69","70,681,100.78","108,236,679.57","21,678,841.07","46,747,655.52","67,631,541.44","103,556,293.57","15,312,037.12","34,359,594.77","58,825,624.75","105,793,192.77","24,655,164.76","57,552,505.07","87,664,888.67","130,906,921.82","24,337,701.53","61,389,052.17","103,950,490.85","167,477,372.19","26,503,699.82","79,896,474.60","125,279,251.26","186,982,423.58","29,085,676.78"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,927,452.83","1,734,779.74","1,056,796.14","1,819,645.14","2,636,496.90","289,190.45","896,649.99","1,313,078.85","2,297,326.69","278,837.81","771,192.97","1,354,600.78","2,148,389.23","224,023.73","825,396.43","1,339,656.41","2,570,104.04","444,744.48","1,034,264.01","1,543,968.45","2,740,514.22","537,002.31","1,162,555.53","1,752,004.30","3,034,341.87","503,393.65","1,105,619.91","1,956,502.02","3,383,106.74","682,451.85","1,629,026.42",,"4,748,066.22","708,910.56","1,874,532.55","3,341,693.56","5,499,912.70","918,848.77","1,916,779.63","2,810,829.34","4,736,717.79","1,023,299.34"
营业外收入,"1,837,518.10","3,247,537.71","1,625,657.25","2,205,640.18","7,414,818.87","2,809,331.96","3,109,331.96","4,537,356.36","6,776,321.24","581,658.13","1,110,658.13","1,426,908.13","1,834,774.22","4,644,404.26","5,672,316.74","6,754,667.00","9,389,545.86","1,768,663.33","3,177,475.73","4,594,569.03","8,172,416.40","794,223.56","3,469,170.27","5,098,390.58","7,461,018.67","984,347.32","1,827,166.18","4,322,470.37","10,887,617.29","2,860,843.66","6,416,785.96","10,783,905.58","16,584,040.64","4,474,566.69","4,088,530.35","8,692,175.03","5,899,940.48","1,900,620.94","4,233,468.06","4,287,005.62","5,279,570.95","608,277.89"
销售费用,"5,484,830.74","7,398,106.13","3,565,099.42","5,593,848.01","9,094,400.41","1,754,449.30","4,513,369.15","7,135,199.32","13,627,666.71","1,792,484.30","5,352,449.23","8,738,993.64","19,174,582.90","4,594,488.79","10,833,279.32","15,824,949.29","26,115,912.26","4,780,777.51","9,456,433.34","14,978,801.45","25,726,676.64","5,553,412.80","12,416,013.85","18,599,828.68","29,865,722.45","5,307,737.36","11,646,291.44","18,419,679.89","30,562,461.62","7,285,104.72","16,817,128.72",,"37,626,842.20","6,451,175.29","15,796,995.13","24,841,033.42","37,807,773.10","11,127,067.18","26,002,951.01","39,432,566.14","61,756,218.31","9,835,809.62"
减:营业外支出,"2,665.30",,,,,,"500,000.00","508,608.68","520,544.68",,,,"93,270.24","56,005.93","67,671.60","84,822.74","91,451.91",,,"29,083.60","30,083.60",345.97,389.42,899.37,"8,326.56","15,201.97","37,939.23","48,454.47","84,826.36","45,182.77","128,681.62","128,692.85","1,464,479.78","22,186.38","58,225.23","68,496.86","1,982,234.92",76.42,"12,582.83","317,764.24","505,336.31","76,283.13"
管理费用,"6,244,084.94","9,053,418.52","5,972,886.69","9,896,665.49","14,798,366.70","3,274,235.92","7,531,815.76","11,584,009.76","19,519,748.86","4,079,001.88","8,647,220.47","16,436,886.06","34,251,361.54","9,665,238.92","17,918,420.43","26,393,446.58","39,240,588.12","10,145,669.46","18,934,289.88","28,364,919.46","40,004,951.35","13,333,593.62","24,209,100.17","36,119,053.15","51,473,802.99","14,940,733.44","29,153,815.66","44,189,517.65","70,342,251.12","20,163,506.41","40,977,868.33",,"84,845,387.22","20,357,934.40","43,886,112.92","68,286,353.12","94,150,969.91","27,242,948.29","55,503,604.20","84,419,374.97","50,677,768.42","9,526,924.94"
其中:非流动资产处置净损失,"1,407.50",,,,,,,,"11,936.00",,,,"68,773.94",,"58,071.60",,"76,451.91",,,,,,,,,,"36,566.22",,"83,253.35","43,952.53","93,455.50","93,455.50","111,310.16",,"35,936.95","35,936.95",,,,,,
