科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
盈余公积,"10,101,950.60","2,202,633.38","10,041,726.73","10,041,726.73","10,041,726.73","10,041,726.73","14,540,592.67","14,540,592.67","14,540,592.67","14,540,592.67","15,610,657.62","15,610,657.62","15,610,657.62","15,610,657.62","16,871,748.04","16,871,748.04","16,871,748.04","16,871,748.04","18,430,730.35","18,430,730.35","19,346,706.39","19,346,706.39","18,750,719.39","18,750,719.39","18,750,719.39","18,750,719.39","19,878,519.25","19,878,519.25"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,"923,691.08","923,691.08","923,691.08","923,691.08","923,691.08","923,691.08","923,691.08","923,691.08","923,691.08","923,691.08","923,691.08","2,258,580,168.86","2,245,234,400.19","2,245,234,400.19"
未分配利润,"35,346,040.22","19,823,700.38","90,375,540.46","90,670,421.30","103,176,014.03","123,442,481.12","130,865,333.87","132,337,317.59","128,635,743.51","137,424,215.10","129,922,476.99","131,207,019.45","130,012,166.90","129,603,204.65","135,429,774.30","137,705,181.30","140,558,253.94","141,957,030.54","150,781,553.16","154,520,155.12","147,788,163.68","148,671,208.12","162,943,394.08","168,449,338.90","165,011,005.12","169,219,427.97","276,511,794.18","410,368,346.21"
长期待摊费用,,,,,,,,,,,,,,"422,330.10","981,437.52","929,543.61","877,649.70","825,755.79","2,018,403.55","1,935,134.65","2,014,910.75","1,815,659.34","1,881,577.95","1,736,217.71","1,647,133.31","1,558,048.91","2,434,502.01","2,255,096.34"
少数股东权益,,,,,,,,,,,,,,,"17,001,206.05","17,041,565.32","17,938,674.18","17,609,247.85","29,427,979.01","30,345,784.01","34,331,211.91","38,068,394.83","53,089,605.50","59,781,564.21","68,385,184.09","79,198,432.86","85,308,196.46","89,294,674.12"
递延所得税资产,"972,559.64","1,041,664.44","1,659,606.79","1,659,606.79","1,385,570.72","2,397,391.14","2,560,558.40","2,483,693.72","2,513,311.91","3,157,106.88","3,840,578.88","3,763,162.27","3,446,683.78","3,775,548.76","3,870,190.74","3,241,533.45","3,355,645.10","3,434,269.53","5,511,573.88","5,502,491.82","5,638,205.85","5,940,685.47","6,928,389.02","7,415,048.00","6,904,873.79","13,740,219.66","21,850,756.73","22,705,806.65"
外币报表折算价差,,,,,,,,,,,"-12,666.92","-5,509.54","-11,918.71",,,,,,,,,,,,,,,
其他非流动资产,"4,456,000.00",,,,,,,,,,,,,,,,,,"146,300.00",,,,"214,200.00","214,200.00","214,200.00","214,200.00",,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"55,812,245.78","98,749,455.10","173,695,444.90","182,012,115.65","210,214,248.17","216,340,091.13","246,655,033.77","246,523,740.62","248,552,481.00","250,077,648.19","254,836,061.16","252,814,104.50","251,089,290.68","254,212,503.99","281,773,916.36","278,416,034.17","277,012,425.90","273,493,147.09","273,634,783.43","269,839,570.47","272,984,412.52","270,948,315.31","269,892,212.06","267,785,444.04","264,260,432.93","2,689,011,263.00","2,695,046,649.55","2,689,359,317.32"
所有者权益(或股东权益)合计,"138,474,941.84","203,663,578.37","282,054,511.80","282,349,392.64","751,044,985.37","772,533,507.67","784,775,432.52","786,680,485.09","783,385,430.14","792,610,650.26","786,603,597.12","788,333,072.14","787,500,879.86","787,514,186.42","812,012,623.21","814,784,571.16","818,993,702.61","820,518,306.16","843,198,427.32","1,326,950,023.94","1,325,637,891.13","1,330,764,997.82","1,360,453,305.85","1,372,956,341.49","1,378,435,869.08","3,517,699,256.58","4,431,427,980.34","4,569,856,790.83"
资产总计,"373,197,769.62","386,177,206.34","505,824,923.20","540,963,031.28","964,838,687.00","950,738,857.93","918,500,737.93","926,965,376.96","978,091,255.91","971,371,493.57","1,003,424,482.38","968,093,688.83","1,022,753,548.27","1,060,403,338.23","1,091,090,056.48","1,234,333,339.09","1,198,468,257.52","1,171,264,048.83","1,193,262,504.63","1,727,732,034.80","1,737,748,657.68","1,688,555,553.50","1,895,537,539.33","1,964,550,536.53","1,967,927,716.34","5,405,193,288.55","5,900,720,713.22","5,686,972,152.54"
负债和所有者(或股东权益)合计,"373,197,769.62","386,177,206.34","505,824,923.20","540,963,031.28","964,838,687.00","950,738,857.93","918,500,737.93","926,965,376.96","978,091,255.91","971,371,493.57","1,003,424,482.38","968,093,688.83","1,022,753,548.27","1,060,403,338.23","1,091,090,056.48","1,234,333,339.09","1,198,468,257.52","1,171,264,048.83","1,193,262,504.63","1,727,732,034.80","1,737,748,657.68","1,688,555,553.50","1,895,537,539.33","1,964,550,536.53","1,967,927,716.34","5,405,193,288.55","5,900,720,713.22","5,686,972,152.54"
