科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"6,249,385.90","95,717,906.89","80,508,920.50","63,472,089.43","430,738,309.06","395,101,608.50","260,916,561.53","269,238,462.24","262,014,244.84","300,062,998.65","273,774,685.38","260,721,748.52","167,412,039.17","108,466,867.12","107,371,873.75","88,436,435.95","127,994,918.76","134,312,006.53","89,643,196.41","94,005,287.20","144,686,148.00","217,955,981.50","240,348,162.23","214,679,879.38","138,173,101.65","158,251,725.74","114,876,541.26","114,171,948.93","205,754,498.11"
短期借款,,,"40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","70,000,000.00","77,500,000.00","77,500,000.00","77,500,000.00","30,000,000.00",,"20,000,000.00","53,000,000.00","33,000,000.00",,,"50,000,000.00","50,000,000.00","132,000,000.00","82,000,000.00","32,000,000.00","132,000,000.00","133,000,000.00","85,000,000.00","108,000,000.00","155,000,000.00","145,000,000.00","175,000,000.00"
交易性金融资产,,,,,,,,,,,,,,"388,944.00",,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"47,931.18",,"1,260,653.00","1,750,000.00","3,393,084.00","17,796,064.29","7,138,996.99","24,454,224.72","30,658,016.02","57,310,976.29","44,762,498.36","16,297,870.54","9,160,665.11","26,110,530.51","15,453,510.70","10,362,553.72","22,521,307.97","44,009,877.18","35,236,652.18","23,380,939.99","31,000,462.87","50,662,513.65","31,810,798.79","22,357,076.02","33,721,725.37","48,135,489.04","27,825,199.89","30,796,640.17","21,627,457.73"
应付票据,,,,,,"4,400,000.00","4,400,000.00",,,,,,,,,,,,,,"2,000,000.00","2,070,448.00",,,,,,,
应收账款,"7,853,989.71","5,210,898.86","4,374,124.73","13,228,211.33","23,506,108.19","28,605,166.50","35,901,329.37","83,426,113.95","84,005,671.24","74,871,188.65","81,512,083.44","73,119,838.97","74,213,235.97","70,860,928.67","76,516,416.74","78,684,300.04","77,888,910.11","76,396,755.81","83,328,787.68","114,199,811.82","108,547,591.67","124,457,020.09","120,957,195.77","161,406,103.77","167,416,451.34","163,022,985.58","175,329,571.79","199,782,490.15","233,532,896.66"
应付账款,"28,348,336.64","34,146,853.17","37,116,261.26","38,364,108.17","35,467,225.69","42,974,157.76","22,691,000.79","32,706,390.84","27,881,272.16","23,527,050.00","20,271,862.12","26,790,848.22","31,806,253.06","37,106,708.99","34,058,517.59","33,759,094.60","36,709,605.68","43,657,812.19","37,345,948.31","51,875,813.26","50,311,992.34","48,258,995.23","41,104,832.45","59,341,836.07","56,863,296.04","52,398,160.14","50,390,449.20","78,005,195.88","97,066,932.08"
预付款项,"2,657,144.50","2,974,814.90","2,442,933.00","3,796,084.65","2,645,139.40","31,776,690.62","3,858,352.60","22,912,372.68","26,119,335.44","931,502.34","2,456,516.68","2,753,791.73","3,190,214.22","2,558,662.99","1,324,829.43","3,958,303.63","3,539,159.32","6,878,915.25","4,544,320.06","4,665,927.85","5,884,947.86","5,481,673.86","7,372,993.44","19,881,421.16","21,878,996.36","14,394,826.72","18,965,144.80","23,983,111.55","18,725,409.71"
预收款项,"19,652,322.12","10,026,080.19","12,438,592.61","8,860,084.85","10,259,987.59","6,214,807.44","6,881,108.68","4,420,806.02","16,048,616.10","6,032,731.86","6,630,156.38","6,988,093.82","8,219,620.74","6,818,554.70","12,086,411.11","6,964,684.83","7,626,891.86","14,317,635.06","10,852,428.28","10,541,620.06","8,756,624.32","13,442,272.81","13,962,550.66","18,416,025.61","13,771,786.44","12,835,181.86","11,887,957.88","10,915,225.69","8,503,886.94"
其他应收款,"71,521,737.25","9,824,960.10","1,473,148.65","1,865,072.05","2,616,651.15","2,222,682.64","1,631,313.25","5,580,854.28","4,876,744.32","2,870,051.41","4,878,034.34","14,083,748.15","4,031,729.29","30,232,753.52","18,098,238.39","19,722,534.97","17,833,365.77","17,923,004.02","9,374,838.82","8,962,332.27","9,326,375.56","9,910,354.09","8,715,762.56","45,396,344.02","49,375,999.78","48,122,151.12","119,139,478.43","123,584,486.34","39,158,482.78"
应付职工薪酬,"2,124,829.29","3,023,195.66","3,504,942.33","1,930,094.32","3,298,865.14","2,088,973.94","1,992,786.79","3,047,417.03","4,491,049.00","7,101,101.40","4,693,883.51","6,720,197.97","7,287,208.44","31,494,270.37","23,838,880.13","27,252,358.23","30,371,410.97","21,306,050.71","7,774,264.58","18,732,889.20","19,444,179.64","25,838,613.10","17,146,797.68","7,441,630.15","10,075,241.12","12,652,501.14","5,993,415.06","7,557,110.32","8,569,704.37"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"16,653,391.53","23,659,032.57","5,945,210.22","9,616,099.66","4,721,301.09","7,583,504.86","8,171,158.68","7,028,698.73","9,614,603.13","12,862,188.57","9,793,572.81","9,549,221.11","12,106,322.62","15,402,304.04","15,181,842.86","11,477,710.11","14,021,615.58","34,976,285.64","12,833,404.95","18,824,776.18","17,068,368.48","20,398,528.00","14,025,398.51","20,523,653.01","19,878,400.20","23,829,010.75","17,791,061.77","21,718,167.51","22,564,304.34"
