科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"107,910,171.11","109,590,971.09","59,944,876.93","91,779,558.33","131,317,052.55","33,743,204.21","73,237,228.11","113,438,379.14","176,621,647.96","52,864,029.84","127,508,278.27","188,441,540.07","306,422,469.70","62,301,013.03","125,602,792.00","182,887,737.48","267,650,541.45","46,977,232.64","132,363,918.52","212,032,252.61","296,645,473.66","76,301,222.70","150,100,801.73","213,411,436.50","292,409,558.93","55,036,813.57","110,309,049.19","182,860,004.64","254,185,598.12","81,431,832.52","160,515,504.35","240,347,202.09","341,014,136.08","66,118,940.64","173,435,957.36","249,227,291.83","336,941,357.56","74,692,616.74","135,138,209.27"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,"20,739,374.97","55,117,715.93","88,839,715.93","88,839,715.93","55,117,715.93",,,,,,,,,,,,,,,"162,957,865.82","318,816,430.37",,,,,,,,,,
收到的税费返还,,,,,"72,000.00",,,,"1,452,049.34","1,817,588.79","1,817,588.79","1,817,588.79","4,795,439.89","243,550.00","1,148,279.15","1,261,820.55","1,590,067.33","2,745,183.66","3,686,477.42","4,259,077.07","5,256,232.68","981,108.98","1,331,155.62","1,647,990.61","1,524,609.92","279,480.84","1,082,439.71","1,319,207.27","1,677,674.50","117,740.76","236,223.67","424,865.34","805,387.55",,"216,175.74","603,578.51","907,422.05","270,341.35","337,165.41"
支付其他与投资活动有关的现金,,,,,,,,"485,000.00",,,,,,,,,,,,,,,,,,,,,"3,050,000.00",,,,,,,,,,
收到其他与经营活动有关的现金,"5,593,612.85","1,979,335.59","572,976.05","774,654.42","1,528,917.33","601,368.24","1,821,295.16","4,628,725.09","6,291,955.25","6,278,677.58","1,744,533.85","2,027,716.28","5,969,247.53","2,165,312.91","1,283,850.23","3,664,072.38","6,334,244.02","684,295.44","7,173,151.68","11,647,909.77","4,931,773.79","4,697,581.39","5,929,617.43","8,591,240.28","7,781,451.80","860,819.02","1,306,575.01","4,297,508.48","5,812,588.28","622,912.85","1,412,935.49","2,183,069.90","3,149,756.65","1,865,756.00","2,798,003.49","4,890,533.01","6,604,334.00","3,420,274.36","13,257,577.31"
投资活动现金流出小计,"57,237,502.21","11,946,176.86","5,086,351.77","6,733,326.00","8,744,438.37","3,736,245.03","8,972,761.42","20,713,793.25","49,772,823.65","63,952,445.62","98,888,740.34","103,846,946.91","118,723,534.13","3,351,195.54","124,114,273.22","279,097,584.97","168,447,487.67","81,551,115.92","94,456,310.58","112,792,336.02","183,979,392.51","4,893,842.58","108,467,510.53","353,771,720.20","386,761,020.91","94,550,163.18","209,676,934.80","418,209,768.73","670,130,905.96","102,439,692.29","150,861,982.35","194,570,936.57","203,248,391.49","28,114,978.01","31,427,244.23","43,763,728.70","93,974,858.84","33,171,337.50","41,255,185.07"
经营活动现金流入小计,"113,503,783.96","111,570,306.68","60,517,852.98","92,554,212.75","132,917,969.88","34,344,572.45","75,058,523.27","118,067,104.23","184,365,652.55","60,960,296.21","131,070,400.91","192,286,845.14","317,187,157.12","64,709,875.94","128,034,921.38","187,813,630.41","275,574,852.80","50,406,711.74","143,223,547.62","227,939,239.45","306,833,480.13","81,979,913.07","157,361,574.78","223,650,667.39","301,715,620.65","56,177,113.43","112,698,063.91","188,476,720.39","261,675,860.90","82,172,486.13","162,164,663.51","242,955,137.33","344,969,280.28","67,984,696.64","176,450,136.59","254,721,403.35","344,453,113.61","78,383,232.45","148,732,951.99"
投资活动产生的现金流量净额,"-50,668,444.54","-11,756,879.86","-4,675,929.77","-6,322,904.00","-7,484,016.37","-3,730,245.03","-8,971,481.42","-20,712,513.25","-46,861,757.81","-53,434,408.63","-81,005,007.47","-83,579,511.97","-98,423,667.47","-2,235,612.21","-119,332,099.90","-156,880,404.28","-154,561,138.70","11,048,448.70","66,596,090.40","48,206,649.48","2,932,273.41","11,827,271.37","-27,113,350.36","-264,907,404.61","-286,241,049.94","-24,198,984.38","-35,061,798.94","-53,997,232.07","-245,648,087.59","-89,943,066.02","-40,330,908.68","-48,528,847.13","-28,710,076.28","-22,536,461.20","-19,141,681.80","-43,238,980.25","-78,073,765.41","-22,275,327.39","-10,295,290.82"
购买商品、接受劳务支付的现金,"25,717,540.36","32,900,878.15","10,516,308.68","15,257,517.53","23,974,275.70","7,500,198.45","13,535,534.46","22,151,002.05","30,051,715.76","8,313,863.99","20,190,086.02","40,780,377.93","92,714,438.27","19,584,080.15","38,242,817.28","63,291,628.66","91,387,971.71","17,610,452.45","44,817,933.31","73,324,539.20","83,499,414.68","27,811,828.95","56,426,228.58","81,377,592.11","101,186,795.85","22,695,062.05","42,251,252.01","69,206,671.63","96,015,037.46","18,717,930.17","39,643,943.59","56,749,866.84","78,300,869.55","16,246,547.48","50,215,308.28","69,429,886.16","79,728,273.45","14,284,713.15","28,556,573.30"
吸收投资收到的现金,"15,720,000.00",,,,,"421,500,000.00","421,500,000.00","421,500,000.00","421,500,000.00",,,"5,460,000.00","13,300,000.00",,,"490,000.00","8,990,000.00","980,000.00","4,190,500.00","4,190,500.00","5,275,000.00","20,000,000.00","50,000,000.00","51,631,500.00","53,210,500.00",,,"9,182,000.00","84,602,999.90","21,644,000.00","57,699,155.08","59,981,023.00","60,807,023.00","125,000.00","364,000.00","364,000.00","484,000.00",,"4,050,000.00"
支付给职工以及为职工支付的现金,"22,741,996.61","36,887,370.22","16,194,328.92","25,625,803.11","36,334,248.68","12,103,511.72","28,281,985.70","44,033,114.85","62,315,463.09","22,682,538.33","49,349,071.75","78,091,123.51","109,733,076.90","39,891,775.24","73,406,244.80","104,876,528.02","134,996,264.07","31,547,802.68","59,212,554.11","87,485,167.23","113,696,184.85","30,134,806.11","58,421,270.71","87,492,631.77","113,735,269.02","31,475,870.88","58,495,421.27","85,909,559.66","116,706,219.70","32,737,620.03","63,455,393.23","96,291,977.28","129,371,601.54","36,918,726.59","71,486,162.60","105,606,431.96","135,077,588.77","26,731,657.41","56,295,828.49"
取得借款收到的现金,"38,200,000.00",,,,,,,,,,,,,,,"21,000,000.00","42,705,516.69","774,557.04","774,557.04","1,024,557.04","4,024,557.04",,"1,000,000.00","59,600,000.00","77,900,000.00","46,800,000.00","82,800,000.00","207,260,000.00","231,340,000.00","27,000,000.00","36,700,000.00","36,700,000.00","36,700,000.00","30,870,000.00","39,870,000.00","339,870,000.00","348,870,000.00",,
支付的各项税费,"6,294,882.51","7,052,054.74","5,649,056.64","8,869,285.05","11,372,242.58","3,788,792.39","7,353,954.52","10,982,051.68","13,971,578.07","14,915,211.79","14,518,718.80","18,084,833.85","24,550,551.41","7,569,505.09","11,386,847.88","15,393,896.75","18,171,375.60","3,898,014.97","7,982,270.60","12,745,562.95","16,137,184.59","7,252,773.37","10,385,877.29","13,828,426.78","16,707,500.27","5,001,961.35","7,558,336.70","10,667,852.73","14,445,522.02","4,103,390.49","8,517,231.09","11,924,488.10","16,437,447.83","4,744,494.01","9,367,113.88","13,424,422.46","18,022,065.33","4,212,588.62","8,407,464.34"
收到其他与筹资活动有关的现金,,"300,000.00",,"1,600,000.00","1,600,000.00",,,"1,000,000.00","1,200,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"125,575,085.69","125,575,085.69"
支付其他与经营活动有关的现金,"13,273,991.25","13,135,067.71","5,661,906.95","11,249,796.25","11,219,255.20","3,908,394.37","7,459,861.31","16,902,796.41","29,652,949.59","14,678,985.77","25,890,345.16","36,661,832.25","53,653,825.10","13,628,642.22","30,057,577.03","41,961,810.76","54,463,950.89","9,668,421.77","21,810,125.60","31,425,433.83","46,404,826.20","10,946,168.76","25,410,119.28","38,056,991.32","46,016,936.82","10,041,129.40","20,938,381.23","38,033,308.30","44,073,900.62","9,018,877.36","18,161,558.97","25,876,714.96","35,234,812.72","8,953,883.77","21,451,972.76","38,375,316.55","49,322,976.82","16,228,682.79","29,932,058.33"
筹资活动现金流入小计,"53,920,000.00","300,000.00",,"1,600,000.00","1,600,000.00","421,500,000.00","421,500,000.00","422,500,000.00","422,700,000.00",,,"5,460,000.00","13,300,000.00",,,"21,490,000.00","51,695,516.69","1,754,557.04","4,965,057.04","5,215,057.04","9,299,557.04","20,000,000.00","51,000,000.00","111,231,500.00","131,110,500.00","46,800,000.00","82,800,000.00","216,442,000.00","315,942,999.90","48,644,000.00","94,399,155.08","96,681,023.00","97,507,023.00","30,995,000.00","40,234,000.00","340,234,000.00","349,354,000.00","125,575,085.69","129,625,085.69"
经营活动现金流出小计,"68,028,410.73","89,975,370.82","38,021,601.19","61,002,401.94","82,900,022.16","27,300,896.93","56,631,335.99","94,068,964.99","135,991,706.51","60,590,599.88","109,948,221.73","173,618,167.54","280,651,891.68","80,674,002.70","153,093,486.99","225,523,864.19","299,019,562.27","62,724,691.87","133,822,883.62","204,980,703.21","259,737,610.32","76,145,577.19","150,643,495.86","220,755,641.98","277,646,501.96","69,214,023.68","129,243,391.21","203,817,392.32","271,240,679.80","64,577,818.05","129,778,126.88","190,843,047.18","259,344,731.64","66,863,651.85","152,520,557.52","226,836,057.13","282,150,904.37","61,457,641.97","123,191,924.46"
偿还债务支付的现金,"12,687,200.00","10,931,177.16","9,385,776.92","22,781,622.60","22,781,622.60",,,,,,,,,,,"15,000,000.00","36,000,000.00","2,230,073.73","7,380,073.73","7,472,955.27","7,480,073.73","250,000.00","1,250,000.00","2,881,500.00","3,250,000.00","1,100,000.00","2,100,000.00","5,060,000.00","14,060,000.00","9,000,000.00","45,000,000.00","91,000,000.00","130,229,969.34",,"43,593,969.35","218,020,030.66","218,520,030.66","9,500,000.00","28,000,000.00"
经营活动产生的现金流量净额,"45,475,373.23","21,594,935.86","22,496,251.79","31,551,810.81","50,017,947.72","7,043,675.52","18,427,187.28","23,998,139.24","48,373,946.04","369,696.33","21,122,179.18","18,668,677.60","36,535,265.44","-15,964,126.76","-25,058,565.61","-37,710,233.78","-23,444,709.47","-12,317,980.13","9,400,664.00","22,958,536.24","47,095,869.81","5,834,335.88","6,718,078.92","2,895,025.41","24,069,118.69","-13,036,910.25","-16,545,327.30","-15,340,671.93","-9,564,818.90","17,594,668.08","32,386,536.63","52,112,090.15","85,624,548.64","1,121,044.79","23,929,579.07","27,885,346.22","62,302,209.24","16,925,590.48","25,541,027.53"
分配股利、利润或偿还利息支付的现金,"1,737,104.08","2,118,427.11","10,600,080.69","10,760,679.10","10,760,679.10",,"32,100,000.00","32,100,000.00","32,100,000.00",,"33,804,980.21","34,231,225.27","34,231,225.27",,,"13,005,297.62","13,190,455.70","100,021.53","151,688.19","160,466.65","155,188.19",,"16,073,855.00","16,299,632.76","17,464,567.50","1,647,599.99","8,287,119.33","13,273,322.20","17,332,936.61","4,232,196.62","8,282,127.13","11,470,314.58","14,259,604.68","2,481,657.26","5,309,262.47","7,749,857.18","12,789,002.18","5,033,734.51","9,876,876.36"
收回投资收到的现金,"196,452.63",,,,,,,,,"10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,,"115,000,000.00","5,000,000.00",,"157,070,901.00","156,680,901.00","171,164,901.00","13,916,000.00","74,228,171.39","81,123,171.39","92,438,572.87","68,009,667.90","163,698,800.13","349,418,060.73","409,341,234.06","12,160,000.00","109,220,000.00","144,513,718.91","172,135,191.70","4,845,500.00","10,845,500.00","10,845,500.00","11,295,500.00","10,000,000.00","30,000,000.00"
支付其他与筹资活动有关的现金,"922,000.00","300,000.00","500,000.00","3,050,000.00","3,730,000.00","5,145,031.14","7,036,885.00","7,036,885.00","4,436,750.00",,,,,,,,,,,,,,,,,,,,"5,089,734.15",,,,"2,216,360.00",,"15,101,020.00","15,101,020.00","158,031,653.03","508,203.11","9,227,925.71"
取得投资收益收到的现金,,,,,,,,,"2,038,352.34","18,036.99","7,174,695.10","9,384,502.17","9,390,293.52","1,115,583.33","4,781,523.32","7,213,460.73","8,726,683.97","92,596,664.62","3,978,599.98","4,315,184.50","4,414,743.06","2,770,713.95","7,065,163.37","7,671,018.21","7,505,331.31","2,340,010.90","5,510,615.73","9,371,830.93","9,704,346.71","332,826.27","1,161,517.53","1,364,215.72","2,234,838.70","283,016.81","503,796.97","601,821.97","686,155.30","834,728.06","916,311.39"
筹资活动现金流出小计,"15,346,304.08","13,349,604.27","20,485,857.61","36,592,301.70","37,272,301.70","5,145,031.14","39,136,885.00","39,136,885.00","36,536,750.00",,"33,804,980.21","34,231,225.27","34,231,225.27",,,"28,005,297.62","49,190,455.70","2,330,095.26","7,531,761.92","7,633,421.92","7,635,261.92","250,000.00","17,323,855.00","19,181,132.76","20,714,567.50","2,747,599.99","10,387,119.33","18,333,322.20","36,482,670.76","13,232,196.62","53,282,127.13","102,470,314.58","146,705,934.02","2,481,657.26","64,004,251.82","240,870,907.84","389,340,685.87","15,041,937.62","47,104,802.07"
处置固定资产、无形资产和其他长期资产收回的现金净额,"1,908,795.30","13,451.00","20,000.00","20,000.00","20,000.00",,"1,280.00","1,280.00","35,037.50",,"9,037.77","182,932.77","209,573.14",,650.00,"3,719.96","159,665.00","2,900.00","2,900.00","2,900.00","64,259.36","34,400.00","60,825.41","70,125.99","76,066.79","1,500.00","3,720.00","20,645.00","35,237.60","3,800.00","6,950.00","21,548.67","25,678.67",,"486,265.46","999,887.70","1,291,899.35","61,282.05","43,582.86"
