科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
应付利息,"3,234,329.74","8,757,921.33","13,447,583.10","10,890,446.25","13,844,437.47","11,053,766.03","8,254,812.99","7,989,452.56","8,937,342.92","9,794,239.78","6,089,586.94","7,601,487.58","6,809,172.18","6,284,784.37","4,021,503.25","3,846,839.48"
应收股利,,,,,,"8,592,807.19","8,592,807.19","7,733,526.47","6,874,245.75","5,635,324.67","3,866,763.23",,,,,
应付股利,,,,,,,,,,,,,,,,
存货,"601,577.17","707,387.15","1,202,060.50","1,305,442.01","1,325,944.08","1,239,093.58","1,229,362.42","1,312,025.47","1,482,637.23","1,510,846.32","1,553,091.08","1,602,161.24","1,489,513.78","72,619,827.08","68,999,571.10","78,628,908.11"
其他应付款,"468,747,628.83","679,536,434.10","580,589,767.37","463,114,064.58","613,899,211.05","252,666,085.94","276,960,753.59","375,598,770.89","557,035,246.10","547,168,134.31","452,665,835.64","517,033,845.98","517,196,384.55","512,774,356.13","554,243,261.93","789,917,342.11"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"70,406,974.13","70,413,333.03","75,487,492.05","75,445,759.16","75,487,492.05","71,687,492.05","20,770,409.84","20,403,825.53","20,668,343.05","20,687,492.05","1,705,413.47","1,705,413.47","1,705,413.47","1,705,413.47","67,307,749.90","67,657,749.90"
其他流动资产,"137,327,403.37","162,816,225.34","221,224,706.19","243,320,933.46","243,290,299.99","235,003,593.20","222,691,677.08","200,410,474.64","179,596,496.37","416,812,854.49","487,487,570.54","290,762,076.70","242,737,107.23","103,579,288.96","95,427,758.96","129,252,765.13"
其他流动负债,,,,,,,,,,,"24,254,266.94","21,838,090.55","18,515,166.21","16,847,086.79","25,606,518.54","22,785,460.24"
流动资产合计,"1,630,546,308.73","2,715,685,731.33","2,760,940,351.48","2,516,447,028.10","2,909,529,841.60","2,400,680,549.49","2,411,474,765.39","2,539,171,785.04","2,748,508,537.78","3,468,867,607.76","3,183,620,244.88","3,294,275,116.77","3,302,706,468.28","2,860,488,086.97","3,312,434,277.09","3,362,142,527.32"
流动负债合计,"1,650,205,258.14","2,683,538,170.40","2,703,638,497.85","2,454,833,247.06","2,509,673,769.47","2,045,496,972.54","2,047,257,747.07","2,217,976,951.37","2,412,462,816.53","2,292,634,759.96","2,018,789,270.01","2,122,945,723.28","2,151,447,176.85","1,871,926,662.84","2,501,903,938.24","2,507,022,020.29"
可供出售金融资产,,,,,,,,,,,,,,,,
长期借款,"185,000,000.00","115,000,000.00","40,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00",,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,
应付债券,,,,"22,606,689.60",,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,"143,570,000.00","65,873,756.16","67,367,898.44"
长期股权投资,"2,711,037.84","4,724,106.92","8,212,341.57","9,052,457.95","9,832,121.29","2,679,577.24","7,833,508.68","9,032,775.40","8,978,038.39","9,643,625.27","13,284,615.17","14,350,345.69","14,019,311.52","13,715,517.96","12,944,652.99","12,395,936.37"
专项应付款,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,
固定资产,"756,455,731.34","737,367,110.98","739,097,793.32","732,334,658.91","725,408,767.78","746,926,205.67","740,361,632.70","734,161,699.84","761,657,331.34","755,560,881.92","753,928,826.80","746,287,317.88","740,270,503.55","755,463,884.66","834,149,714.76","838,694,262.75"
递延所得税负债,,,,,,,,,,,,,,,"150,607,694.96","156,496,328.07"
在建工程,"391,000.00","7,223,126.00","816,000.00","1,431,286.04","1,216,003.02","1,669,799.36","12,654,918.99","31,156,284.60","6,226,342.93","15,949,280.23","35,052,928.15","53,092,117.99","59,557,167.40","82,382,802.91","115,488,328.94","113,061,625.43"
其他非流动负债,"15,545,277.92","22,548,786.72","22,707,294.67",,,"23,023,628.15",,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,
非流动负债合计,"200,545,277.92","137,548,786.72","62,707,294.67","42,606,689.60","42,423,628.15","43,023,628.15","43,457,043.84","23,539,961.63","23,175,444.11","23,156,295.11","25,887,767.65","25,887,767.65","25,035,060.91","168,605,060.91","245,299,878.66","252,384,879.08"
固定资产清理,,,,,,,,,,,,,,,,
负债合计,"1,850,750,536.06","2,821,086,957.12","2,766,345,792.52","2,497,439,936.66","2,552,097,397.62","2,088,520,600.69","2,090,714,790.91","2,241,516,913.00","2,435,638,260.64","2,315,791,055.07","2,044,677,037.66","2,148,833,490.93","2,176,482,237.76","2,040,531,723.75","2,747,203,816.90","2,759,406,899.37"
生产性生物资产,,,,,,,,,,,,,,,,
实收资本(或股本),"350,500,000.00","350,500,000.00","350,500,000.00","350,500,000.00","410,500,000.00","410,500,000.00","410,500,000.00","410,500,000.00","410,500,000.00","462,320,932.00","462,320,932.00","462,320,932.00","462,320,932.00","462,320,932.00","462,320,932.00","462,320,932.00"
油气资产,,,,,,,,,,,,,,,,
资本公积,"162,304,416.66","162,304,416.66","162,304,416.66","162,304,416.66","411,879,916.66","411,879,916.66","411,879,916.66","411,879,916.66","411,879,916.66","1,182,005,478.78","1,182,005,478.78","1,182,005,478.78","1,182,005,478.78","1,182,005,478.78","1,182,005,478.78","1,182,005,478.78"
无形资产,"200,437,437.30","195,959,542.90","191,693,824.51","190,550,597.79","189,386,497.91","234,304,937.09","232,196,533.59","231,558,099.91","261,812,731.04","261,067,440.53","258,676,506.26","258,186,966.04","255,747,844.97","801,441,025.15","784,079,096.76","786,082,073.13"
盈余公积,"2,679,678.05","6,026,022.33","8,850,610.54","9,015,521.04","8,850,610.54","8,850,610.54","10,934,707.60","10,934,707.60","10,934,707.60","10,934,707.60","14,319,932.35","14,319,932.35","14,319,932.35","14,319,932.35","16,950,012.36","16,950,012.36"
开发支出,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,"87,651,605.19","87,651,605.19"
未分配利润,"229,872,531.66","346,489,736.60","454,755,426.36","473,610,706.99","496,224,703.26","510,131,813.00","526,265,459.63","543,860,443.67","532,453,822.49","555,653,630.94","562,056,145.07","581,664,285.89","564,070,635.95","597,831,364.32","617,385,807.58","651,195,530.36"
长期待摊费用,"577,750.00","504,375.00","167,999.76","153,999.66","139,999.56","125,999.46","111,999.36","107,332.66","511,271.58","1,671,850.90","2,367,270.84","4,415,343.56","4,513,434.03","5,569,703.85","8,167,091.38","9,149,455.13"
少数股东权益,,,,,,,,,,,,,,"249,275,541.50","177,878,969.77","181,876,967.31"
递延所得税资产,"4,660,638.43","6,816,970.83","8,192,570.33","9,228,115.05","10,621,934.24","10,214,794.02","12,678,649.75","12,892,669.48","13,836,084.72","13,667,367.38","18,930,486.45","18,917,952.10","21,432,645.06","27,288,480.80","40,890,415.06","37,409,976.01"
外币报表折算价差,,,,,,,,,,,,,,,,
其他非流动资产,,"17,529,535.90","33,068,563.80","33,136,763.80","33,136,763.80","33,136,763.80","33,136,763.80","60,970,363.80",,,,,,,"7,955,920.67","7,948,044.59"
非正常经营项目收益调整,,,,,,,,,,,,,,,,
非流动资产合计,"965,233,594.91","970,124,768.53","981,249,093.29","975,887,879.20","969,742,087.60","1,029,058,076.64","1,038,974,006.87","1,079,879,225.69","1,053,021,800.00","1,057,560,446.23","1,082,240,633.67","1,095,250,043.26","1,095,540,906.53","1,685,861,415.33","1,891,326,825.75","1,892,392,978.60"
所有者权益(或股东权益)合计,"745,029,367.58","864,723,542.74","975,843,652.25","994,894,970.64","1,327,174,531.58","1,341,218,025.44","1,359,733,981.35","1,377,534,097.73","1,365,892,077.14","2,210,636,998.92","2,221,183,840.89","2,240,691,669.10","2,221,765,137.05","2,505,817,778.55","2,456,557,285.94","2,495,128,606.55"
资产总计,"2,595,779,903.64","3,685,810,499.86","3,742,189,444.77","3,492,334,907.30","3,879,271,929.20","3,429,738,626.13","3,450,448,772.26","3,619,051,010.73","3,801,530,337.78","4,526,428,053.99","4,265,860,878.55","4,389,525,160.03","4,398,247,374.81","4,546,349,502.30","5,203,761,102.84","5,254,535,505.92"
负债和所有者(或股东权益)合计,"2,595,779,903.64","3,685,810,499.86","3,742,189,444.77","3,492,334,907.30","3,879,271,929.20","3,429,738,626.13","3,450,448,772.26","3,619,051,010.73","3,801,530,337.78","4,526,428,053.99","4,265,860,878.55","4,389,525,160.03","4,398,247,374.81","4,546,349,502.30","5,203,761,102.84","5,254,535,505.92"
