科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"49,398,171.76","111,649,413.35","209,748,467.42","62,387,800.79","124,607,716.34","167,352,450.38","263,799,046.13","63,958,409.03","164,033,866.65","233,356,033.18","354,518,126.98","64,117,168.89","110,922,052.94","167,584,509.16","278,305,369.33","87,167,196.23","186,638,603.32","319,316,559.30","650,589,189.09","140,344,558.24","403,056,389.34","610,120,471.79","960,909,015.83","164,791,888.75","351,238,883.51","553,419,281.87","773,474,068.86","297,673,237.23","547,569,966.34","843,882,331.78","1,417,765,375.61","332,896,150.73","895,344,909.35","1,313,022,100.69","2,064,843,723.91","472,912,720.14"
二、营业利润,"16,507,015.66","31,489,681.45","53,215,915.55","11,092,342.93","25,379,779.75","35,532,839.85","54,426,795.08","12,043,454.23","31,587,294.18","46,286,624.82","78,783,630.18","12,024,926.21","16,607,565.23","25,159,290.86","23,646,471.65","13,431,280.87","26,084,497.47","45,816,296.79","112,357,897.25","13,852,543.86","54,064,050.02","89,349,500.24","142,530,561.59","22,928,998.87","52,148,846.19","70,365,130.53","88,676,413.44","28,799,002.74","70,736,372.19","117,671,188.10","186,731,142.05","53,407,885.68","125,039,484.86","182,025,875.26","282,685,022.02","75,226,176.13"
减:营业成本,"24,724,370.93","61,139,045.39","120,917,936.09","36,114,631.00","70,733,956.26","92,228,970.82","153,289,108.93","34,805,025.98","96,053,863.12","135,316,978.55","211,860,423.85","37,829,962.63","67,243,534.15","97,492,384.38","175,888,273.84","52,141,937.38","114,376,561.45","194,500,630.38","421,331,309.00","86,964,237.18","261,735,999.75","393,344,684.46","632,930,686.21","93,781,714.16","217,642,958.69","344,924,886.78","485,927,309.35","214,156,314.26","370,873,952.92","554,499,194.05","967,607,331.07","212,868,307.14","607,297,857.55","897,439,472.77","1,392,639,882.20","297,114,510.72"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,392,758.51","2,571,173.05","5,977,502.48","1,715,621.45","2,892,522.50","3,986,809.46","5,196,801.27","2,208,713.29","3,323,616.73","5,513,946.29","8,263,793.23","878,385.98","1,843,160.72","3,139,423.17","5,906,793.01","1,995,507.53","4,757,200.21","8,678,423.13","16,913,023.40","3,411,330.38","6,525,695.17","9,504,769.23","18,598,109.74","1,565,172.05","-781,327.06","-571,097.51","12,202,012.91","3,357,926.37","5,008,663.73","8,556,743.22","17,216,032.37","4,163,626.85","8,913,445.47","11,423,001.60","17,370,511.33","1,321,541.97"
营业外收入,,"14,510.00","942,285.14","10,000.00","31,070.00","2,610,070.00","2,661,204.12","10,711.83","1,370,987.34","1,420,817.23","1,430,479.06","367,317.35","376,979.18","706,641.01","9,083,153.05","154,694.77","368,177.07","1,386,432.88","2,003,516.07","1,131,216.12","1,305,740.04","4,013,784.91","7,321,637.62","2,893,870.16","5,023,755.73","9,356,874.15","13,315,807.58","2,836,749.89","8,422,398.53","12,543,487.53","4,076,908.48","922,847.94","3,903,377.08","4,418,912.28","4,467,259.75","5,650,504.71"
销售费用,"1,644,354.98","4,488,638.56","8,752,345.11","2,754,064.19","5,157,665.08","7,513,397.13","12,143,265.24","4,742,795.63","7,604,557.22","10,477,998.28","14,484,533.96","3,518,179.02","7,019,648.91","11,346,180.53","16,583,920.60","7,807,894.81","13,162,906.20","18,893,405.97","24,213,599.71","7,159,229.23","11,663,495.51","15,207,484.32","23,261,125.65","5,716,594.74","11,240,901.93","18,081,554.58","25,272,520.24","8,758,147.94","17,924,091.96","31,347,779.83","63,524,632.08","15,487,535.56","43,223,246.71","68,029,250.80","104,646,413.59","28,181,904.54"
减:营业外支出,"51,101.20","138,659.41","275,568.68","15,088.60","68,452.75","108,452.75","441,771.26","4,624.58","17,293.51","149,137.62","536,007.43","65,608.23","186,496.55","744,789.57","975,379.45","45,799.84","184,030.94","322,004.54","1,095,184.24","50,034.88","157,295.44","624,020.26","1,164,023.58","105,419.15","643,924.13","1,217,313.80","1,444,592.82","88,952.50","361,634.51","1,477,909.32","20,177,360.30","145,824.63","708,655.35","1,451,414.84","3,757,339.23","261,287.78"
管理费用,"4,227,813.33","9,727,964.10","19,688,670.04","9,992,895.27","17,564,693.79","25,184,838.18","35,204,102.67","10,733,143.34","27,930,305.86","38,872,442.42","49,572,555.22","15,351,481.14","25,597,863.53","36,785,936.33","49,931,038.10","17,149,133.17","32,288,339.69","54,698,719.17","84,808,191.49","25,226,803.88","50,079,151.72","73,443,237.78","108,285,845.88","30,074,688.19","55,492,281.76","89,136,541.46","128,198,710.85","39,211,213.81","73,781,144.47","113,116,874.70","163,226,437.88","46,519,297.20","90,463,078.50","94,444,425.65","131,683,560.55","46,451,182.60"
其中:非流动资产处置净损失,,,,,,,,,,,"12,441.40",,,,,,,,"98,128.26",,,,"79,967.50",,269.33,,"31,072.30",,,,,,,,,
