科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,,,,,,,,"15,277,345.67",,"3,189,850.49","9,589,017.38","15,236,026.02",,,,"18,960,000.00",,"19,932,600.34","49,454,704.52","86,995,284.85","34,197,171.89","64,295,326.92","81,107,865.48","299,049,612.99","65,880,814.80","166,946,201.69","257,536,193.72","409,035,652.80","86,754,912.15","191,882,082.27","270,809,896.20","317,645,555.20","59,828,328.38","144,878,737.62","683,003,966.85","2,219,587,708.63","574,457,757.43","1,366,204,388.28","2,103,491,988.13","2,217,396,594.66","348,025,321.29","902,040,148.04","1,411,548,987.63"
二、营业利润,"-1,834,436.53","-3,604,607.13","-5,893,288.54","-15,549,988.19","-945,110.75","-1,756,362.19","-2,430,289.06","-1,942,065.49","-1,346,153.01","-2,621,537.90","-4,275,697.44","-13,073,937.17","-1,177,428.18","-2,454,919.73","-3,479,242.71","-5,654,536.75","-487,809.83","-629,065.21","-966,614.71","357,552.27","368,190.56","200,972.45","108,448.65","110,988,352.09","22,006,916.02","69,821,189.71","107,476,188.72","170,961,546.35","27,950,833.79","43,194,436.21","32,357,285.84","-24,662,730.29","-21,243,576.37","-42,221,574.25","48,156,915.38","205,044,770.40","19,867,941.39","24,257,724.26","59,661,591.23","-200,798,984.23","-26,938,432.77","-70,991,646.24","-117,925,265.82"
减:营业成本,,,,,,,,"13,733,630.66",,"3,118,150.54","9,361,518.91","14,867,482.08",,,,"18,850,000.00",,"19,383,443.79","48,046,807.24","83,591,375.45","32,269,149.63","61,149,975.02","77,312,859.95","108,519,499.75","22,717,223.33","60,659,620.08","94,831,262.76","154,401,155.85","35,819,164.17","96,225,653.02","149,878,123.83","209,366,296.77","50,333,480.29","114,549,271.87","499,808,512.69","1,718,137,304.59","491,229,623.64","1,158,777,870.77","1,756,996,306.63","1,951,876,246.26","298,867,057.35","805,427,629.21","1,256,071,999.35"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,,,,,,,,"7,070.41",,487.56,"2,321.76","2,506.08",,,,,,"3,511.64","8,778.87","44,960.42","28,461.13","70,196.47","70,196.47","8,006,416.19","1,338,249.97","3,912,062.81","5,390,898.60","12,205,688.97","1,021,114.31","5,979,505.21","7,595,040.11","11,057,835.35","1,571,296.26","4,195,530.76","19,380,608.88","46,689,248.60","4,990,999.59","10,098,472.68","18,404,452.73","19,598,854.57","3,930,036.99","6,087,090.23","6,712,034.72"
营业外收入,,,"3,400,000.00","3,400,000.00",,,,"5,655,276.92",,,,,,,,,,,"2,173,993.36","5,523,680.74",,"6,642.17","6,880.17","866,658.70","90,344.22","522,391.79","554,738.26","1,300,964.77","22,602.51","106,608.51","202,336.66","2,983,421.71","279,133.38","730,508.77","942,162.72","5,222,686.50","125,891.73","22,411,993.20","27,131,100.19","28,295,969.52","361,736.13","3,230,720.71","3,349,439.32"
销售费用,,,,,,,,"70,963.50",,"110,271.67","521,541.87","541,693.17",,,,"38,044.60",,"294,792.33","1,039,726.95","1,850,250.41","662,978.97","1,372,624.86","1,824,919.31","17,927,109.34","8,324,381.89","7,941,108.41","11,899,110.49","17,846,448.79","6,220,695.30","9,494,796.49","11,239,394.59","15,957,100.82","3,189,312.87","11,436,962.85","19,364,313.36","37,982,266.85","15,631,226.92","26,764,376.42","45,065,344.10","69,060,204.28","12,478,112.84","30,202,930.04","42,816,741.27"
减:营业外支出,,"2,253.00","2,253.00","14,075,803.12",,"491,385.90","737,093.85","955,863.80","661,956.58","849,632.59","1,037,308.60","760,275.23",223.45,223.45,223.45,223.45,161.30,161.30,161.30,162.28,,,,"1,245,423.87","85,391.39","89,224.19","807,174.41","2,195,417.17","134,495.24","363,980.24","1,639,765.67","1,273,378.74","234,500.00","621,425.69","1,059,026.95","1,426,024.80","790,012.92","1,749,160.62","1,757,388.06","4,572,559.13","216,710.37","768,012.67","1,730,478.11"
管理费用,"1,099,738.05","2,274,670.23","3,521,650.40","5,534,287.73","749,197.16","2,425,775.44","3,403,342.38","4,211,080.39","1,532,377.87","2,758,463.47","4,269,337.37","5,912,896.83","1,012,304.16","2,043,497.71","3,157,010.69","4,603,667.98","561,555.44","1,407,736.86","2,082,843.69","3,123,535.96","461,100.06","1,150,279.45","1,681,987.31","56,082,334.48","10,472,836.67","21,676,367.32","35,133,686.04","61,211,370.81","13,509,317.19","30,872,952.00","54,378,123.59","84,093,247.96","17,179,342.32","37,033,840.55","60,987,627.47","113,608,994.55","26,115,680.68","66,678,171.56","103,190,033.18","163,211,292.55","31,594,052.63","69,182,151.51","101,125,824.84"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,,,,,,,,,,"1,069,303.24","49,046.18","4,886.34","1,053.54","409,807.36",,"19,434.25","697,132.73","189,110.39",,495.00,,"3,582.02",,"4,520.56",,"1,421,731.54",,"4,821.51",
