科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"24,365,107.02","198,708,429.76","119,122,268.68","893,619,683.55","607,120,913.89","589,783,787.77","590,031,110.06","583,319,375.27","560,152,001.25","576,296,546.86","621,770,643.46","619,257,555.01","617,015,186.37","604,078,675.25","609,774,897.51","639,890,118.77","546,554,719.60","433,902,621.25","486,341,390.76","569,150,949.03","457,102,428.99","448,215,330.50","419,792,871.77","494,416,272.48","526,606,723.83","444,797,224.85","494,141,343.46","479,433,008.73","470,373,786.35","484,117,266.99","412,989,383.62","399,767,380.84"
短期借款,"83,000,000.00","66,888,020.00","77,130,332.40","69,000,000.00",,,,,,,,,,,,,,,,,,,,,,,"10,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","70,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"3,156,004.40","3,409,190.93","9,226,059.30","18,204,950.16","24,643,603.96","18,527,770.50","32,866,184.82","33,366,633.30","62,610,893.40","62,548,586.74","54,142,406.13","46,800,518.75","48,775,566.40","77,948,721.65","110,885,779.15","103,396,627.86","90,485,563.30","107,268,230.21","136,484,462.66","156,811,715.25","110,992,672.98","133,647,977.92","146,757,182.19","130,635,974.86","149,852,830.75","182,789,189.35","215,857,380.28","223,906,266.21","214,525,655.79","190,834,827.40","275,669,266.65","310,013,399.96"
应付票据,"10,000,000.00","20,000,000.00","6,000,000.00","10,000,000.00","8,500,000.00","10,000,000.00","6,000,000.00","7,000,000.00","15,600,000.00","2,000,000.00","3,500,000.00","12,500,000.00","6,000,000.00",,,,,,,,"1,800,000.00","11,560,000.00","10,000,000.00","29,733,329.87","33,512,972.34","57,107,413.22","80,282,686.69","40,292,227.50","44,288,294.15",,"61,366,997.75",
应收账款,"17,743,560.29","11,293,652.74","15,587,238.90","28,778,171.85","41,756,558.62","52,757,272.40","40,972,430.20","44,719,127.11","68,823,934.66","62,543,103.09","61,841,768.69","73,725,602.36","90,282,424.81","92,119,137.41","75,299,495.23","90,541,588.99","106,912,120.52","117,326,042.13","106,363,271.33","90,463,345.48","116,983,350.39","111,497,441.70","105,844,678.08","106,469,415.18","136,604,176.66","163,239,687.18","132,570,715.37","138,747,142.52","153,508,439.88","145,804,015.35","161,390,658.16","183,429,526.38"
应付账款,"5,820,605.38","5,123,657.78","15,443,605.23","14,769,859.17","27,836,695.99","18,844,097.96","33,844,554.99","38,989,603.32","31,013,577.85","24,686,359.88","19,950,809.35","20,445,127.68","12,007,748.35","13,056,453.52","14,559,903.08","13,747,199.60","14,521,248.82","14,572,511.89","19,256,710.96","16,617,083.11","12,487,382.10","11,174,636.63","13,274,768.53","12,258,455.36","12,556,310.41","12,034,855.54","13,128,952.97","11,757,495.51","13,903,247.93",,"30,074,502.90",
预付款项,"3,890,252.90","3,962,806.79","1,701,177.34","3,922,526.11","3,751,432.43","15,432,806.34","8,459,485.60","9,757,076.45","3,014,541.03","4,295,171.52","3,825,132.00","11,762,837.08","6,400,231.78","15,988,777.57","12,894,647.69","5,010,813.49","10,996,004.75","45,210,977.77","29,529,767.54","6,047,359.09","29,948,603.87","22,011,163.73","52,413,148.14","74,666,908.26","13,150,747.17","43,859,305.73","33,708,195.89","7,683,772.82","24,864,906.36","24,548,364.52","31,367,596.49","10,197,448.76"
预收款项,"4,392,390.21","32,470,219.47","21,206,070.93","3,235,398.24","9,447,000.47","10,681,930.63","11,263,466.96","6,485,756.41","4,349,933.98","4,289,138.92","3,278,083.84","4,131,122.56","4,095,844.57","2,915,120.97","1,781,470.25","2,363,208.27","2,741,696.95","2,192,235.05","1,432,870.68","3,336,401.13","2,503,202.28","2,461,107.79","1,947,580.26","2,106,635.22","1,386,584.16","2,360,598.12","2,851,299.37","4,112,361.92","2,454,337.63","3,577,602.85","2,570,696.52","2,071,789.34"
其他应收款,"820,737.77","333,065.50","3,180,864.59","3,427,381.52","898,256.50","167,721.22","277,638.00","299,831.37","219,180.71","200,482.43","119,329.69","66,543.38","86,480.00","58,843.74","5,150.00","36,036.00","55,836.00","55,836.00","3,854.61","35,960.00","69,855.62","63,915.62","9,151.70","9,495.60","115,236.00","118,880.86","379,566.00","57,816.00","94,680.56","291,475.52","3,978,439.94","282,751.51"
应付职工薪酬,"14,012.77","5,082,153.03","57,448.49","23,801.62","31,422.16","34,408.50","67,158.16","35,438.83","40,614.64","41,201.96","160,259.13","46,256.44","40,862.16","42,165.43","1,238,536.21","47,589.79","42,760.08","44,820.92","775,467.58","48,081.35","44,215.48","46,387.48","537,175.30","45,100.54","46,492.49","53,114.49","4,846,647.80","77,210.42","48,246.31","3,052,597.50","6,745,362.50","101,030.11"
