科目,2014-12-31,2015-12-31,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"35,065,793.03","62,266,033.46","234,267,008.53","1,377,334,490.86","583,395,927.92","243,568,672.87","250,439,439.03","109,822,394.77","148,222,712.83","144,484,495.23","209,937,469.41","217,954,588.39"
短期借款,"80,000,000.00","127,000,000.00","220,256,524.00","234,256,524.00","164,000,000.00","64,000,000.00","14,000,000.00","100,000,000.00","130,000,000.00","160,000,000.00","200,000,000.00","200,000,000.00"
交易性金融资产,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,
应收票据,"186,820,100.66","148,112,105.50","156,772,703.79","152,161,184.03","364,068,887.16","428,418,743.91","406,281,166.31","417,584,365.73","325,489,736.38","340,073,315.33","349,637,637.33","441,815,661.59"
应付票据,"82,024,478.80","109,069,877.65","123,541,927.36","163,049,343.00","231,220,862.96","251,671,685.75","273,414,350.30","216,427,649.83","198,882,350.69",,"333,024,279.34",
应收账款,"209,821,970.76","363,554,368.07","353,929,168.09","376,643,864.33","466,635,399.90","572,108,492.67","360,940,392.07","417,615,894.27","514,736,447.89","646,619,064.48","731,912,082.73","633,533,887.99"
应付账款,"90,628,989.15","174,380,747.05","284,775,725.30","256,782,090.50","297,241,196.34","332,466,682.54","241,113,062.47","285,705,373.47","336,546,431.66",,"401,668,460.41",
预付款项,"5,166,057.21","5,074,095.23","5,109,394.39","11,638,894.49","12,181,341.10","11,993,293.89","6,109,128.78","11,678,124.07","12,108,228.28","14,039,999.14","6,410,155.53","9,243,750.58"
预收款项,"2,561,549.25","5,815,869.17","1,621,759.14","2,626,867.22","3,163,340.39","2,802,983.25","1,311,623.35","128,715.14","167,988.41","212,244.99","357,754.92","614,223.95"
其他应收款,"4,758,375.46","5,437,792.64","8,512,968.58","13,226,031.64","14,576,586.83","17,074,741.06","13,428,018.30","12,589,371.46","17,201,434.97","14,168,740.18","9,384,864.12","10,245,210.35"
应付职工薪酬,"16,581,647.88","23,711,893.08","22,642,559.20","27,296,145.14","22,571,586.69","23,418,172.84","17,696,363.84","22,638,899.33","22,749,691.24","23,748,827.61","25,222,172.24","25,495,831.62"
应收关联公司款,,,,,,,,,,,,
应交税费,"27,041,570.60","52,561,609.00","46,299,689.79","49,791,488.20","49,385,733.36","37,753,907.45","77,640,581.23","57,849,900.60","48,517,103.67","57,453,820.92","100,256,355.75","84,112,030.39"
应收利息,,,,,,,"949,300.00","1,375,331.11","833,805.55",,"652,138.89","487,200.00"
应付利息,,,,,,,,,,,,
应收股利,,,,,,,,,,,,
应付股利,,,,,,,,,,,,
存货,"116,301,528.29","124,942,341.79","152,789,993.39","190,625,802.27","219,578,678.90","270,850,377.33","309,615,111.40","297,744,848.74","300,924,352.88","281,849,334.62","271,434,879.98","290,234,435.96"
其他应付款,"3,637,644.58","5,649,833.72","11,611,688.98","36,465,438.66","35,275,184.26","62,138,289.30","65,601,590.12","81,586,977.86","93,503,209.35","86,443,234.61","78,214,716.55","78,741,996.50"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,"7,934,535.44","10,021,026.98","6,688,939.03","6,148,864.47","5,182,689.35","4,245,851.21","3,051,993.94","1,999,345.05","1,259,441.05","507,710.63",,
其他流动资产,"3,954,991.50","4,240,209.36","6,592,293.69",,"332,000,000.00","350,000,000.00","319,435,527.68","360,824,920.21","278,965,666.27","249,362,512.62","199,841,608.98","179,014,556.51"
其他流动负债,,,,,,,,,,,,
流动资产合计,"561,888,816.91","713,626,946.05","917,973,530.46","2,121,630,267.62","1,992,436,821.81","1,894,014,321.73","1,667,198,083.57","1,629,235,250.36","1,598,482,385.05","1,690,597,461.60","1,778,558,698.08","1,782,042,091.37"
流动负债合计,"310,410,415.70","508,210,856.65","717,438,812.80","776,416,761.19","808,040,593.35","778,497,572.34","693,829,565.25","766,336,861.28","831,626,216.07","943,885,420.20","1,138,743,739.21","1,251,368,722.65"
可供出售金融资产,,,,,,,,,,,,
长期借款,"4,151,860.90","9,722,667.75","3,054,719.79","1,852,181.96","1,157,613.72","463,045.49",,,,,,
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,"1,200,000.00"
专项应付款,,,,,,,,,,,,
投资性房地产,"7,329,078.68",,,,,,,,,,,
预计负债,,,,,,,,,,,,
固定资产,"208,932,017.29","299,950,173.71","579,264,982.28","572,358,548.83","588,602,706.86","603,378,351.52","778,635,004.78","803,881,840.83","927,132,667.15","1,078,678,205.49","1,253,255,353.73","1,342,590,124.79"
递延所得税负债,,,,,,,,,,,,
在建工程,"3,069,919.65","80,583,449.30","53,230,206.78","132,432,669.55","292,954,856.53","446,694,842.68","389,735,210.40","456,642,231.65","436,851,591.36","331,552,641.70","244,856,888.21","262,052,715.83"
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,"11,083,800.64","16,032,319.78","8,627,975.82","7,241,339.00","6,362,671.73","8,177,369.89","10,516,460.23","28,244,518.96","27,966,688.66","27,497,650.63","26,263,885.38","25,609,555.04"
固定资产清理,,,,,,,,,,,,
负债合计,"321,494,216.34","524,243,176.43","726,066,788.62","783,658,100.19","814,403,265.08","786,674,942.23","704,346,025.48","794,581,380.24","859,592,904.73","971,383,070.83","1,165,007,624.59","1,276,978,277.69"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"105,000,000.00","105,000,000.00","105,000,000.00","140,000,000.00","140,000,000.00","140,000,000.00","140,000,000.00","140,000,000.00","210,000,000.00","210,000,000.00","210,000,000.00","210,000,000.00"
油气资产,,,,,,,,,,,,
资本公积,"163,170,481.70","163,170,481.70","227,970,481.70","1,416,152,215.03","1,416,152,215.03","1,421,989,002.29","1,421,989,002.29","1,421,989,002.29","1,351,989,002.29","1,351,989,002.29","1,351,989,002.29","1,351,989,002.29"
无形资产,"10,179,707.83","49,003,599.95","112,587,153.32","112,751,007.02","112,249,991.71","114,122,787.92","113,997,900.16","113,200,236.80","143,099,906.77","144,173,704.36","168,034,169.84","165,156,881.52"
盈余公积,"13,993,966.83","24,887,060.86","43,401,760.25","43,401,760.25","43,401,760.25","43,401,760.25","52,974,048.17","52,974,048.17","52,974,048.17","52,974,048.17","57,895,282.57","57,895,282.57"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,
商誉,,,,,,,,,,,,
未分配利润,"216,880,601.98","360,472,882.26","553,625,913.73","595,556,894.86","578,294,780.68","651,483,744.48","640,069,335.66","662,351,609.56","620,413,281.97","641,855,209.80","675,435,324.95","698,083,646.31"
长期待摊费用,"1,142,543.11","2,198,719.27","5,043,135.60","4,332,809.25","4,042,243.04","3,426,448.67","5,965,063.18","5,201,704.63","4,300,723.18","4,625,893.13","5,435,941.11","6,911,364.32"
少数股东权益,,,"67,149,170.09","67,134,143.05","67,047,280.21","70,309,886.25","70,395,725.02","70,356,028.72","78,807,392.80","77,962,475.93","77,357,348.59","76,565,637.63"
递延所得税资产,"2,916,807.24","4,748,205.75","6,499,092.63","7,722,857.93","9,489,489.16","8,394,703.75","7,290,047.50","8,295,243.84","12,604,392.55","16,043,630.70","22,297,488.70","24,886,301.72"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,"25,080,376.14","27,662,507.22","48,616,013.32","94,674,953.18","59,523,192.14","43,827,879.23","66,952,827.03","125,795,560.87","51,304,963.90","40,492,270.04","65,246,043.32","86,672,366.94"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"258,650,449.94","464,146,655.20","805,240,583.93","924,272,845.76","1,066,862,479.44","1,219,845,013.77","1,362,576,053.05","1,513,016,818.62","1,575,294,244.91","1,615,566,345.42","1,759,125,884.91","1,889,469,755.12"
所有者权益(或股东权益)合计,"499,045,050.51","653,530,424.82","997,147,325.77","2,262,245,013.19","2,244,896,036.17","2,327,184,393.27","2,325,428,111.14","2,347,670,688.74","2,314,183,725.23","2,334,780,736.19","2,372,676,958.40","2,394,533,568.80"
资产总计,"820,539,266.85","1,177,773,601.25","1,723,214,114.39","3,045,903,113.38","3,059,299,301.25","3,113,859,335.50","3,029,774,136.62","3,142,252,068.98","3,173,776,629.96","3,306,163,807.02","3,537,684,582.99","3,671,511,846.49"
负债和所有者(或股东权益)合计,"820,539,266.85","1,177,773,601.25","1,723,214,114.39","3,045,903,113.38","3,059,299,301.25","3,113,859,335.50","3,029,774,136.62","3,142,252,068.98","3,173,776,629.96","3,306,163,807.02","3,537,684,582.99","3,671,511,846.49"
