科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"4,440,288,203.37","2,743,638,884.82","3,359,293,082.05","5,065,174,228.26","5,761,627,483.74","7,532,744,357.92","6,727,828,327.14","5,873,504,930.91","6,217,502,760.16","5,418,580,722.43","6,144,357,942.55","11,788,866,984.51","9,991,524,322.51","8,550,648,631.76","7,224,887,239.79","5,273,986,418.94","8,877,970,551.87","6,734,334,777.20","5,771,844,083.16","10,998,807,841.07","10,852,828,069.84","10,189,476,447.22","8,217,990,562.78","10,163,875,962.70","13,847,782,340.28","7,917,629,554.14","9,175,702,711.58","12,344,823,690.86","12,046,479,172.33","13,145,742,066.99","10,976,335,520.19","12,026,212,566.11","13,197,799,322.18","12,932,711,198.74","13,645,704,046.49","16,679,696,766.12","14,064,309,402.32","16,079,341,693.30","17,851,691,091.14","14,271,602,834.45","15,596,470,791.67","14,236,423,710.95","17,222,227,547.65","17,014,800,101.73"
短期借款,"3,685,000,000.00","3,822,753,086.09","4,751,045,361.18","5,025,060,593.35","6,305,502,225.49","6,891,362,309.04","9,367,911,027.06","8,589,398,194.81","8,623,599,985.01","8,266,762,298.37","8,025,748,476.14","21,463,828,111.45","19,279,451,663.88","20,214,338,711.91","18,470,244,949.56","20,023,527,803.50","19,026,393,745.00","17,985,156,295.39","19,090,197,550.39","24,039,080,008.96","29,291,880,008.96","31,968,653,503.22","33,895,648,654.23","39,668,000,000.00","46,055,188,881.86","46,905,850,227.63","47,279,412,189.06","44,532,426,116.08","43,675,487,582.23","42,074,425,392.27","41,247,622,221.06","42,686,987,039.85","44,886,333,470.47","42,906,700,000.00","43,544,570,000.00","43,741,300,000.00","41,131,300,000.00","43,248,960,000.00","39,162,100,000.00","43,756,742,990.50","42,829,772,990.50","42,269,520,000.00","42,250,006,121.70","43,234,989,201.70"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"3,813,096,515.70","3,983,491,141.31","3,853,955,494.06","3,728,150,183.53","5,057,859,196.82","3,304,736,823.75","3,975,516,567.09","4,461,156,442.76","3,332,564,867.88","4,216,682,572.66","5,348,895,237.94","10,371,619,908.65","10,921,283,746.45","9,279,398,979.31","10,321,098,374.00","11,453,740,023.25","5,820,804,651.30","10,812,007,191.67","8,042,744,778.77","7,253,840,206.28","7,305,746,605.82","8,451,488,907.87","6,946,920,259.24","10,124,277,701.15","5,451,831,704.02","8,175,888,340.39","7,948,326,733.83","9,126,079,494.37","7,214,536,570.47","4,793,643,194.52","4,385,743,878.79","4,550,396,946.59","6,876,347,719.22","6,455,946,069.28","4,350,316,394.42","2,828,422,603.90","2,416,147,969.22","3,354,324,423.15","1,810,590,313.74","2,998,018,586.10","2,479,196,129.94","5,356,006,929.25","4,507,358,465.29","6,290,498,509.93"
应付票据,"1,490,912,643.67","1,613,438,469.17","2,003,191,147.80","2,049,400,000.00","2,622,475,384.43","3,168,505,068.43","3,711,343,284.00","2,500,000,000.00","4,072,620,000.00","3,287,687,500.00","2,366,175,000.00","9,336,193,500.00","7,744,584,946.65","7,973,498,946.65","10,202,520,000.00","8,645,850,000.00","11,754,792,373.57","11,654,667,373.57","12,590,590,253.57","21,801,317,880.00","20,292,678,060.61","20,140,440,596.33","21,709,892,958.58","23,029,147,559.97","21,988,121,970.27","21,249,891,400.00","24,697,362,800.90","28,094,032,990.24","32,968,898,316.42","32,163,813,395.20","32,166,023,334.59","33,031,191,095.33","33,408,187,345.08","37,100,782,662.74","36,557,788,346.56","42,615,519,002.73","43,246,550,436.69","40,882,820,816.43","42,840,875,058.40","39,241,535,208.95","40,070,691,024.48","36,909,586,539.03","39,632,347,515.58","40,497,367,821.13"
应收账款,"54,283,732.93","75,509,577.75","135,649,329.90","58,137,641.54","186,586,801.08","125,736,879.88","462,918,135.17","626,391,404.00","449,495,326.33","417,610,438.81","270,574,521.65","301,479,325.61","290,480,527.28","324,416,714.60","695,053,291.55","395,762,879.83","1,243,434,323.17","558,147,607.00","621,496,153.42","1,009,395,723.45","1,460,917,669.76","1,047,573,189.64","620,344,839.65","1,092,198,997.72","1,736,202,547.64","698,065,245.11","1,135,384,325.84","726,960,367.75","1,147,711,421.07","1,064,949,206.02","934,790,043.97","1,821,530,501.75","2,137,509,961.25","1,995,656,186.83","2,045,891,775.17","2,111,771,268.72","2,093,366,588.07","2,066,755,717.74","2,126,316,409.53","2,117,810,708.69","2,187,976,269.41","2,066,233,653.10","2,323,556,014.17","2,543,231,797.28"
应付账款,"3,028,357,540.15","2,351,076,608.26","2,139,645,993.51","2,445,439,993.67","3,191,439,484.31","4,331,501,547.23","5,597,190,173.06","4,735,161,423.53","4,214,130,569.95","4,332,556,467.78","5,689,073,667.07","12,857,746,884.19","14,616,361,508.95","13,701,736,968.50","13,464,477,008.77","13,414,070,267.28","15,561,809,255.81","14,866,308,687.01","12,009,415,035.24","12,239,117,105.82","13,789,204,173.04","11,841,399,618.71","10,824,752,107.55","19,424,993,870.15","14,463,755,163.08","16,910,638,563.97","16,598,513,325.34","23,568,450,185.31","16,097,851,969.74","16,784,693,341.83","16,182,623,508.91","22,274,465,798.22","23,112,390,527.48","20,946,227,515.30","18,002,848,844.98","21,270,338,112.17","18,770,409,366.08","21,589,520,921.67","18,789,814,968.40","17,907,506,567.12","18,701,133,056.57","19,788,376,542.45","17,545,188,809.49","15,841,588,148.58"
预付款项,"1,157,528,391.69","1,697,891,739.77","1,836,969,096.07","2,039,038,036.71","2,251,834,463.98","3,497,555,195.05","2,973,325,226.83","3,637,658,649.80","3,620,954,536.19","4,178,076,839.45","4,105,886,118.27","4,864,968,940.67","6,217,845,524.93","5,292,925,599.98","6,873,227,240.41","5,889,335,092.49","6,241,207,617.99","5,920,362,377.73","7,614,886,379.40","6,692,779,892.51","6,743,599,866.59","5,109,269,147.96","5,291,318,277.27","4,909,853,624.97","4,873,129,418.07","4,711,771,124.12","5,348,113,910.99","4,804,993,570.87","5,338,788,326.76","4,855,923,486.37","5,526,011,457.53","3,478,831,633.11","4,031,390,472.66","3,167,427,679.18","3,361,251,357.43","2,207,725,341.06","2,259,825,003.41","2,250,043,893.47","2,527,484,490.07","2,119,913,797.01","2,268,980,735.33","1,882,112,111.19","1,912,863,190.04","896,793,519.96"
预收款项,"3,207,566,157.76","3,426,128,338.37","3,659,538,894.62","4,108,076,732.29","3,449,451,498.58","4,078,173,800.64","3,959,133,812.12","4,305,873,858.37","3,147,430,227.81","4,464,311,036.44","4,723,374,267.11","10,803,060,775.93","11,535,970,962.03","9,719,341,977.30","9,961,348,787.94","11,796,892,859.95","9,262,574,987.28","10,605,109,153.33","10,397,955,336.46","10,676,622,996.52","9,167,021,953.65","10,837,007,691.20","10,630,350,419.87","9,103,259,049.40","9,605,200,144.89","7,717,344,577.23","8,126,270,830.52","7,074,855,888.10","7,942,066,186.70","6,984,593,131.13","7,167,069,180.29","5,827,340,337.26","7,630,479,091.92","5,631,294,353.11","5,863,634,820.69","4,911,399,353.98","5,963,613,132.21","5,493,273,123.74","4,476,463,659.25","5,262,740,649.33","5,026,816,391.47","5,807,502,697.18","5,383,746,115.73","4,970,998,902.55"
