科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"125,250,649.51","288,717,509.40","449,863,550.00","674,819,241.00","151,948,007.41","374,878,256.50","567,442,224.85","809,874,150.26","152,418,266.43","355,154,713.79","538,820,484.54","776,010,120.65","158,099,404.82","391,007,102.88","631,929,635.86","918,340,046.82","199,544,640.53","462,970,536.08","698,190,427.28","979,804,455.62","181,416,866.72","445,598,705.27","708,398,935.94","1,003,341,060.69","196,200,678.74","449,771,305.77","696,051,506.12","1,026,456,993.51","227,378,425.79","557,799,153.60","850,689,091.93","1,177,723,851.84","215,352,349.41","498,875,155.40","780,529,095.95","1,132,746,534.95","234,610,309.27","510,586,155.38","827,194,668.69","1,189,518,327.20","267,448,227.64","657,606,649.71","1,109,488,495.22","1,595,779,826.14","308,213,273.35"
二、营业利润,"26,790,279.85","75,825,653.74","113,420,925.28","166,995,029.87","30,085,754.72","79,740,497.82","114,679,672.61","154,862,048.68","26,946,056.97","67,682,510.21","94,813,588.62","127,015,095.66","24,277,899.64","60,441,088.93","98,702,993.55","137,440,339.65","23,153,243.03","65,762,338.70","97,595,508.31","128,480,219.93","12,760,860.14","35,682,457.80","62,821,063.47","93,467,961.12","12,677,419.34","33,751,092.80","56,899,757.03","89,748,732.32","14,322,432.44","31,130,502.17","56,965,036.20","82,736,772.43","7,047,920.95","8,024,159.12","28,742,307.43","60,791,636.96","7,577,417.37","18,757,269.84","60,436,290.63","105,179,793.83","12,321,054.73","69,109,883.26","159,081,503.45","240,994,707.79","59,464,152.09"
减:营业成本,"74,079,673.51","172,310,289.05","266,574,878.66","400,198,187.65","89,603,812.44","222,772,419.76","342,251,923.38","497,861,749.91","97,072,923.08","223,340,313.80","343,017,806.29","499,177,604.51","105,142,307.65","262,525,539.58","426,495,353.95","621,673,626.51","143,097,352.00","320,427,246.95","478,343,443.85","668,658,845.34","132,036,262.39","323,742,563.88","508,229,692.57","710,177,435.91","139,810,651.22","316,577,202.81","486,781,259.24","715,061,956.26","159,964,060.31","396,980,609.42","602,232,874.83","831,621,419.41","148,574,519.07","347,094,285.35","547,283,949.27","799,547,969.26","168,938,017.82","359,445,477.63","564,838,617.84","799,326,053.08","188,572,313.36","433,280,039.43","710,655,033.73","998,098,493.08","184,330,737.56"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,355,641.98","3,223,134.54","4,584,541.24","6,450,272.85","1,292,061.29","3,725,902.92","5,722,044.93","8,216,426.61","1,117,523.01","2,754,356.61","3,933,855.97","7,034,779.47","1,125,131.36","2,659,909.05","3,993,414.21","6,579,196.74","1,109,238.08","3,543,571.91","4,517,404.41","7,149,987.43","1,551,258.47","4,046,081.28","5,840,726.74","8,002,436.92","1,001,960.21","3,167,936.71","5,000,468.55","7,890,435.47","3,024,261.48","5,509,427.92","7,483,920.42","10,820,286.72","1,642,336.30","4,242,278.15","6,267,488.54","8,508,699.69","2,041,064.64","4,736,973.01","7,666,928.41","21,084,366.00","5,859,841.89","13,155,684.44","21,275,526.47","29,129,221.19","5,517,694.86"
营业外收入,"1,132,629.85","1,421,212.74","2,039,032.64","3,341,801.72","50,700.18","1,470,613.04","7,768,048.75","16,538,884.26","23,447.65","104,102.51","384,040.96","6,166,427.63","5,622,148.96","6,291,330.72","7,169,550.52","9,954,964.11","57,119.06","506,636.71","1,098,969.92","3,088,353.68","1,393,985.79","2,518,188.18","3,343,233.26","4,765,153.79","1,031,778.51","2,632,540.42","5,644,630.81","10,427,287.14","350,782.59","1,638,324.23","1,984,861.58","8,009,405.47","451,987.07","7,721,384.31","12,042,332.17","14,744,237.17","2,409,643.05","10,793,059.52","17,004,194.30","27,755,385.65","6,836,034.72","4,337,303.25","5,058,999.69","8,295,618.12","1,140,936.41"
销售费用,"12,384,649.68","28,150,866.32","44,169,136.35","67,098,940.30","15,357,792.95","34,170,365.16","52,627,498.31","72,107,480.92","8,654,591.60","23,256,210.38","39,363,019.67","59,906,953.96","11,431,703.86","29,487,595.18","48,276,817.62","73,906,695.78","14,142,864.30","33,501,322.11","55,791,452.65","82,770,197.19","15,237,420.85","35,743,723.01","59,330,319.00","91,750,321.54","22,216,809.88","45,589,380.26","68,885,860.56","106,440,893.00","26,371,121.93","63,280,217.99","96,343,209.75","134,299,151.68","30,802,401.46","67,629,508.96","106,627,957.13","149,051,580.42","32,692,396.88","77,792,114.06","116,366,615.32","169,935,585.28","43,477,453.18","92,161,147.42","134,131,076.71","192,295,352.24","36,942,179.10"
减:营业外支出,"223,920.84","628,389.45","900,581.65","2,034,773.55","140,209.50","808,689.66","1,202,397.09","2,051,634.72","35,276.31","611,815.95","840,536.86","1,681,844.70","25,293.49","774,960.11","996,923.13","2,423,740.99","143,095.04","1,775,426.91","3,201,632.16","3,455,697.34","400,503.21","1,097,869.57","2,370,891.67","2,750,659.57",,,"268,143.97","920,442.17","1,700,772.18","2,561,997.25","2,562,050.58","2,777,257.60","311,022.39","834,204.96","1,000,673.34","6,482,063.46","35,326.24","37,802.18","187,374.89","1,099,631.20","46,796.19","2,807,736.28","3,086,439.33","3,418,864.51","4,434.87"
管理费用,"6,723,360.72","12,659,469.22","21,772,356.34","31,958,277.17","9,783,876.44","21,154,979.70","31,787,404.66","49,992,882.86","13,169,696.60","28,585,150.96","43,438,073.52","59,953,099.09","14,933,699.67","30,882,126.80","47,876,548.73","66,321,293.98","16,908,421.61","35,385,984.42","53,703,739.31","77,119,485.69","18,326,440.37","38,065,491.26","58,960,008.15","81,409,117.88","18,439,449.90","41,249,611.43","61,704,913.00","83,457,940.56","18,884,757.84","42,132,910.48","62,687,554.55","85,246,077.59","21,589,174.03","40,981,202.10","61,187,764.83","90,922,411.71","22,873,424.43","47,757,966.77","71,218,514.13","95,274,006.46","18,146,976.33","45,721,404.96","72,182,626.52","114,296,500.29","24,670,909.40"
其中:非流动资产处置净损失,"1,024.78","13,493.39","30,073.19","1,087,978.87",849.50,"18,323.18","197,080.39","800,853.01",,"41,502.00","41,502.00","770,135.62",,"112,784.49","112,784.51","1,165,859.13",,"1,024,193.37","1,024,193.37","1,024,193.37",,"567,907.78","997,457.19","1,022,098.25",,,,"11,762.41","1,110,770.75","1,579,629.83","1,579,629.83","1,775,036.85","3,678.09","101,211.67","195,486.56","357,423.22","2,900.00","2,900.00","65,298.61","982,477.31",,"515,572.80","523,923.88",,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"2,595,700.57","5,125,813.88","7,845,768.60","10,727,014.41","3,287,545.24","8,461,308.37","15,125,535.11","19,009,665.97","3,863,207.56","6,204,378.78","9,679,174.55","12,550,651.30","841,532.47","2,462,264.57","2,905,945.62","4,836,686.29","676,649.57","2,723,338.22","4,831,756.24","7,089,492.35","1,362,693.65","3,944,462.16","5,078,958.62","8,937,873.25","2,321,856.67","5,882,903.24","8,377,700.02","11,145,094.11","2,523,014.31","4,916,987.23","7,929,842.30","11,391,072.28","2,838,457.95","5,919,116.76","8,697,265.05","10,932,104.96","2,727,078.72","4,176,675.02","3,978,233.56","1,841,486.10","1,060,688.91","2,515,792.18","3,334,289.06","5,110,740.57","2,897,847.99"
三、利润总额,"27,698,988.86","76,618,477.03","114,559,376.27","168,302,058.04","29,996,245.40","80,402,421.20","121,245,324.27","169,349,298.22","26,934,228.31","67,174,796.77","94,357,092.72","131,499,678.59","29,874,755.11","65,957,459.54","104,875,620.94","144,971,562.77","23,067,267.05","64,493,548.50","95,492,846.07","128,112,876.27","13,754,342.72","37,102,776.41","63,793,405.06","95,482,455.34","13,709,197.85","36,383,633.22","62,276,243.87","99,255,577.29","12,972,442.85","30,206,829.15","56,387,847.20","87,968,920.30","7,188,885.63","14,911,338.47","39,783,966.26","69,053,810.67","9,951,734.18","29,512,527.18","77,253,110.04","131,835,548.28","19,110,293.26","70,639,450.23","161,054,063.81","245,871,461.40","60,600,653.63"
资产减值损失,"1,196,158.21","3,513,330.92","3,990,218.38","4,054,911.46","2,499,460.61","4,836,311.75","5,231,674.83","7,848,342.54","1,613,042.12","3,350,567.56","4,478,730.46","10,275,701.20","347,130.17","2,567,639.50","3,809,578.27","7,713,223.96","456,871.94","1,626,733.77","3,407,122.51","8,536,227.69","141,930.85","4,373,925.88","8,138,167.39","9,605,620.10","-261,442.65","3,563,606.31","8,441,505.03","12,751,899.10","2,288,777.48","13,870,645.53","17,068,801.02","21,631,218.87","2,915,158.65","25,042,223.96","21,779,982.70","13,049,750.95","-2,239,090.59","-2,080,320.95","2,689,468.80","-3,215,534.52","-1,433,334.49","10,350,921.47","23,674,015.22","35,844,999.07","-2,669,398.73"
减:所得税,"9,295,467.64","23,358,838.40","36,040,213.62","35,460,209.13","4,584,004.79","13,693,445.87","20,873,311.08","21,915,009.94","3,093,273.61","6,477,046.35","9,606,016.64","14,557,066.86","3,754,059.78","8,396,190.78","13,810,023.21","22,195,749.86","-310,588.71","6,754,279.29","12,338,617.58","19,943,062.08","1,664,692.77","4,362,414.12","7,173,411.11","10,846,848.16","1,820,690.35","5,637,525.05","6,619,421.86","12,786,376.62","441,203.68","1,745,279.47","5,026,965.87","9,483,493.35","394,495.79","1,640,664.80","5,841,136.23","11,508,150.49","2,577,348.37","3,780,219.53","13,325,488.11","27,167,313.56","2,092,667.63","7,972,271.18","21,916,808.53","32,120,175.40","7,388,294.37"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-109,948.41","109,948.41","109,948.41","109,948.41","109,948.41",
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"-125,184.99","12,091,048.27","12,494,274.85","12,663,392.71","-37,703.72","-16,471.02","-16,471.02","24,447.23","18,774.51","18,774.51","-96,235.46","-96,235.46",,"19,060.73","131,016.09","131,016.09",,,,,,,,"9,706.03","6,025.83","10,427.79","39,957.31","39,957.31",,"22,147.14","22,147.14","22,147.14","57,619.00","57,619.00","57,619.00","57,619.00",,,,"17,377.44","446,817.86","446,817.86","1,478,932.93","2,977,237.96","1,593,946.44"
