科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"95,674,490.94","122,433,300.26","135,718,815.19","65,885,945.06","296,748,167.33","182,131,963.22","411,485,890.67","304,154,166.58","245,462,270.54","151,901,078.40","266,499,726.38","97,877,867.70","95,134,806.45","274,297,025.99","407,539,964.62","232,220,671.85","350,887,222.56","340,112,379.47","474,556,354.49","481,557,829.33"
短期借款,"16,500,000.00","32,000,000.00","33,500,000.00","33,500,000.00","25,500,000.00",,,,"6,150,000.00","5,100,000.00","10,800,000.00","26,048,289.07","79,164,755.25","40,382,000.00","19,450,000.00","14,450,000.00","12,000,000.00","14,600,000.00","14,000,000.00","13,400,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,"180,000.00","180,000.00"
应付票据,,,"6,478,446.00","5,121,768.00","1,963,693.00",,"10,179,970.00","9,301,612.00",,,"12,648,542.00","14,056,473.00","1,983,554.00",,,,,,"8,100,833.00",
应收账款,"51,279,120.46","53,770,910.93","87,439,965.92","90,301,628.19","138,452,269.03","173,060,359.23","122,928,430.14","166,957,949.30","172,866,679.48","273,277,276.11","214,039,296.45","224,923,277.52","259,159,606.39","261,771,412.65","240,173,912.52","295,857,203.05","265,959,630.78","302,534,977.24","320,263,778.44","389,255,255.29"
应付账款,"13,403,344.97","19,629,830.38","10,022,547.20","1,770,833.40","4,192,803.91","6,330,585.59","7,876,996.35","4,473,194.06","11,466,134.56","36,478,749.19","31,638,045.81","24,187,252.04","45,333,997.89","37,518,563.83","25,471,007.13","39,846,119.84","30,101,476.23",,"53,340,303.39",
预付款项,"2,755,767.40","2,829,299.83","4,281,608.63","6,704,709.58","7,148,408.49","10,299,000.18","4,240,881.68","6,194,186.13","15,203,619.50","14,725,541.78","13,006,947.88","19,569,843.90","19,164,264.26","21,762,891.33","25,782,352.46","14,315,548.07","22,422,852.23","23,781,949.98","24,125,058.04","49,725,704.75"
预收款项,"33,850,956.29","31,155,952.17","48,882,297.91","27,922,392.24","14,890,111.03","27,240,074.25","22,127,164.25","22,261,906.56","37,473,875.05","26,421,917.65","29,401,833.90","22,689,324.22","25,192,069.98","34,431,895.46","65,932,152.38","58,402,978.11","50,578,306.63","50,098,406.55","42,565,744.39","37,112,826.26"
其他应收款,"5,470,854.42","6,471,605.32","6,842,233.73","8,156,241.90","4,169,937.75","5,429,757.99","4,435,899.29","5,872,143.68","10,905,669.51","16,046,582.66","11,521,987.41","12,361,073.57","11,359,262.23","15,362,973.00","16,406,027.22","17,108,922.10","15,877,358.63","18,018,450.36","19,092,638.98","18,314,079.30"
应付职工薪酬,"4,786,135.20","7,451,624.30","9,485,939.17","6,308,102.84","6,269,066.14","7,255,641.15","12,682,324.49","8,260,421.41","9,309,860.67","9,917,723.99","15,999,924.99","9,263,864.04","8,912,106.01","8,978,776.74","16,530,620.96","9,553,662.98","8,568,716.84","9,095,987.50","17,677,183.27","10,902,071.94"
应收关联公司款,,,,,,,,,,,,,,,,,,,,
应交税费,"8,036,374.95","11,009,596.61","12,449,995.95","8,590,462.90","5,490,085.07","6,622,353.32","17,892,090.20","11,300,807.00","6,061,463.67","10,960,083.83","20,419,678.83","12,706,523.42","16,731,343.35","12,025,097.14","27,877,304.33","13,052,307.54","14,017,976.86","15,927,181.35","43,220,830.24","24,079,522.91"
应收利息,,,,,,,,,,,,,,,"705,143.84","1,488,085.30","1,685,654.79",,"695,725.48",
应付利息,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,"174,385.43","174,385.43","133,558.97","128,489.20","268,189.19","263,084.13","176,970.98","176,970.98","311,878.28",,"85,385.62","73,667.18"
存货,"38,428,079.65","63,718,176.68","76,241,271.26","79,195,061.01","80,610,704.76","85,873,935.59","74,946,482.51","82,607,327.70","121,261,769.94","97,161,412.16","96,096,568.00","105,935,415.43","116,105,516.41","134,112,494.57","134,551,792.21","143,517,872.25","156,310,234.22","162,069,868.15","151,342,880.49","147,422,493.44"
其他应付款,"1,183,257.51","943,158.39","941,673.15","1,157,309.93","200,015.43","560,901.68","20,172,092.88","19,716,438.14","74,132,395.88","72,625,076.06","65,839,017.25","65,354,699.24","37,371,529.25","26,828,642.83","20,497,138.78","20,348,774.38","104,389,662.61","103,017,228.66","99,765,012.48","98,420,016.84"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"2,303,823.71","2,471,350.93","2,488,181.25","2,606,381.52","2,759,574.27","2,807,354.29","2,842,784.27","2,892,620.79","2,918,287.98","2,203,021.05","1,478,370.12","744,212.10","4,780,834.31",,,,,,,"10,494,000.00"
其他流动资产,"344,182.44","420,664.99","1,010,570.89","220,500.50","1,067,948.84","62,398,126.69","660,154.07","880,831.93","4,961,920.59","4,908,574.52","8,995,280.08","23,622,846.84","27,776,519.60","97,820,142.15","87,858,396.76","210,994,867.15","154,402,788.31","140,773,493.36","119,037,741.97","2,173,098.48"
其他流动负债,,,,,,,,,,,,,,,,,,,,
流动资产合计,"193,952,495.31","249,643,958.01","311,534,465.62","250,464,086.24","528,197,436.20","519,193,142.90","618,697,738.36","566,666,605.32","570,661,929.56","558,020,465.63","610,159,806.20","484,290,324.96","528,699,975.34","805,126,939.69","913,017,589.63","915,503,169.77","967,545,741.52","987,291,118.56","1,108,598,452.41","1,088,628,460.59"
流动负债合计,"80,063,892.63","104,661,512.78","124,249,080.63","86,977,250.83","61,265,348.85","50,816,910.28","93,773,422.44","78,206,999.96","147,686,403.24","163,880,957.20","188,358,971.87","175,179,126.33","219,738,379.23","160,428,060.13","175,935,194.56","155,830,813.83","219,968,017.45","238,015,777.46","278,669,906.77","241,426,287.98"
可供出售金融资产,,,,,,,,,,,,,"1,000,000.00","1,000,000.00","10,000,000.00","10,000,000.00","14,000,000.00","14,000,000.00","18,000,000.00",
长期借款,"9,464,800.09","6,993,449.16","4,504,066.40","3,737,270.75","2,923,226.31","2,200,676.19","1,478,370.12","731,671.65",,,,"5,000,000.00","19,602,938.81",,,,,,,"24,486,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,"22,156,442.05","21,821,681.59","33,037,709.14","65,456,923.33","64,730,061.30","75,588,804.19","75,220,907.64","74,598,587.32"
预计负债,"290,075.13","346,048.42","338,668.61","338,668.61","338,668.61","338,668.61","263,033.28","263,033.28","263,033.28","263,033.28","265,956.27","265,956.27","265,956.27","265,956.27","188,923.20","188,923.20","188,923.20","188,923.20","188,923.20","188,923.20"
固定资产,"48,197,010.38","55,452,763.96","54,336,472.45","53,607,305.60","53,476,238.00","54,922,100.20","54,480,608.78","53,555,122.18","56,988,790.75","59,066,574.47","89,167,246.06","106,361,956.94","308,175,593.39","317,979,646.27","303,393,574.35","269,104,205.89","265,255,042.38","255,996,990.14","257,252,488.54","250,240,151.67"
递延所得税负债,,,,,,,,,,,,,,,,,,,,
在建工程,,,,,,,,,,"66,695,092.28","122,389,007.75","206,686,042.76","9,321,914.89","1,612,103.41","11,581,142.66","11,380,201.99","12,580,893.29","6,926,397.22","1,236,854.70","1,232,220.03"
其他非流动负债,,,,"1,140,000.00",,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,"17,658,243.96","4,278,694.41","3,737,698.98","4,592,471.02","2,318,967.39","5,371,767.91","1,401,074.15","1,751,252.05",,,
非流动负债合计,"11,664,875.22","8,599,497.58","5,982,735.01","5,215,939.36","4,401,894.92","5,079,344.80","4,281,403.40","3,534,704.93","5,903,033.28","10,403,033.28","9,965,956.27","15,565,956.27","30,008,895.08","10,405,956.27","8,104,925.40","7,992,731.70","7,080,538.00","7,080,538.00","5,767,149.10","26,783,038.63"
固定资产清理,,,,,,,,,,,,,,,,,,,,
负债合计,"91,728,767.85","113,261,010.36","130,231,815.64","92,193,190.19","65,667,243.77","55,896,255.08","98,054,825.84","81,741,704.89","153,589,436.52","174,283,990.48","198,324,928.14","190,745,082.60","249,747,274.31","170,834,016.40","184,040,119.96","163,823,545.53","227,048,555.45","245,096,315.46","284,437,055.87","268,209,326.61"
生产性生物资产,,,,,,,,,,,,,,,,,,,,
