科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"23,381,992.95","33,874,220.14","24,764,708.27","18,180,948.16","358,742,859.76","358,904,703.84","358,937,660.13","295,166,009.55","262,404,649.63","176,899,816.58","195,507,255.98","193,604,974.12","116,289,218.17","127,661,061.53","117,921,846.57","94,289,777.05","190,627,014.67","117,945,254.96","166,208,995.39","118,349,461.50","139,176,032.35","165,258,362.11","364,825,178.38","362,580,506.09","294,226,664.62","705,936,451.25","777,556,753.58","755,090,636.43","644,102,438.07","623,524,661.29","642,236,900.75","598,672,420.19"
短期借款,,,,,,,,,,,"30,000,000.00","30,000,000.00",,,"19,916,160.00","30,048,270.00","115,000,000.00","85,000,000.00","70,000,000.00","46,275,770.00","59,381,340.52","66,840,899.33","65,180,800.71","65,665,510.55","39,216,038.67","9,401,151.48","16,162,391.76","16,162,391.76","90,559,700.00","166,418,647.95","308,781,450.33","409,054,582.06"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"300,000.00",,,"515,986.27","51,000.00","2,200,000.00","220,000.00","950,000.00",,,"1,500,000.00","976,900.00","1,039,300.00","684,808.57","590,000.00",,"250,000.00","424,000.00","1,100,000.00",,"2,295,316.00","440,000.00","4,748,980.00","1,643,991.00","884,000.00","1,888,735.01","17,652,463.50","6,933,954.95","12,532,531.22","16,732,187.20","22,718,932.30","29,889,712.84"
应付票据,,,"15,281,691.98","45,949,697.19","40,039,005.27","47,813,388.94","70,140,522.71","56,102,999.05","57,765,725.44","43,756,886.34","52,792,451.77","85,954,088.24","72,941,067.46","104,474,479.86","101,568,816.48","95,727,723.36","98,205,556.15","82,654,455.72","98,781,374.89","123,159,738.17","168,536,800.07","181,308,333.81","147,698,292.28","99,899,528.47","149,679,443.17","312,347,289.95","385,421,189.09","323,712,629.78","333,081,584.43","512,360,523.19","536,927,338.01","491,544,761.02"
应收账款,"26,758,053.00","30,107,284.87","42,750,978.98","39,779,440.20","50,194,986.75","53,384,393.52","40,164,600.98","46,775,986.65","55,750,176.08","74,170,567.44","107,344,592.52","107,653,585.25","145,636,651.92","171,795,807.44","188,702,544.29","188,891,387.72","212,278,093.07","211,760,251.72","238,548,113.98","229,810,698.90","307,963,215.49","340,670,198.89","313,698,573.78","310,813,018.70","356,464,976.45","433,379,542.97","370,463,667.93","413,463,674.28","455,421,338.82","481,512,007.01","1,030,166,755.21","1,039,811,575.63"
应付账款,"34,879,612.70","44,491,746.07","59,684,803.67","28,358,610.51","51,382,651.88","78,932,103.23","81,500,437.55","90,951,599.88","94,076,737.47","134,514,949.50","175,402,722.10","113,529,191.31","163,654,186.72","176,649,363.72","182,445,123.86","175,258,413.89","197,190,892.39","142,626,179.99","251,277,258.58","301,569,060.19","260,950,651.95","214,536,395.57","206,284,175.73","270,753,299.58","367,478,942.06","415,528,005.14","355,307,238.34","487,558,958.56","581,228,107.58","534,651,359.54","813,244,060.55","876,086,693.16"
预付款项,"11,525,138.44","9,579,353.31","7,262,392.00","15,020,100.89","12,940,850.32","16,453,669.55","29,800,402.29","26,187,784.63","33,479,586.00","32,191,368.97","18,565,809.34","36,248,550.98","40,732,263.82","46,961,938.08","8,842,330.22","19,038,200.51","10,482,182.27","17,265,031.52","11,243,145.89","9,979,822.35","27,568,705.27","26,815,019.37","9,020,541.53","18,765,735.81","31,694,050.96","47,732,237.73","21,776,126.59","59,045,761.61","51,520,647.07","57,184,376.81","117,005,322.21","157,117,234.73"
预收款项,"35,556,585.05","36,566,652.01","30,757,494.19","37,732,186.60","38,680,345.09","45,315,397.64","37,669,502.31","51,566,129.95","62,515,293.69","57,070,266.54","71,694,947.45","93,563,437.19","75,287,247.13","70,231,464.22","61,005,271.38","77,830,746.03","85,591,920.92","60,790,761.51","126,038,967.12","159,261,459.58","132,872,904.19","116,546,908.65","90,268,490.74","111,979,539.06","139,592,756.88","149,822,877.44","179,632,288.72","189,584,883.50","176,169,421.31","210,903,280.86","241,937,300.03","271,814,879.90"
