科目,2007-06-30,2007-12-31,2008-03-31,2008-06-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-12-31,2015-06-30,2015-12-31
货币资金,"1,324,671.38","2,183,967.78","2,354,325.41","2,034,885.20","240,518.67","421,432.57","1,089,218.43","1,492,798.60","1,742,386.07","5,322,270.53","5,679,742.40","3,109,819.23","3,581,144.05","3,548,810.00","4,616,393.05","2,447,897.02","3,372,589.15","2,366,527.18","2,035,644.82","1,826,754.47","3,227,635.20","2,389,514.02","963,874.93","2,384,443.08","3,684,285.00","3,472,405.44","2,976,804.43","1,585,143.04","2,121,065.89","9,063,527.59"
短期借款,"18,238,400.00","7,380,000.00","7,380,000.00","7,380,000.00","7,380,000.00","7,380,000.00","7,380,000.00","7,380,000.00","7,380,000.00","7,380,000.00","7,380,000.00","7,380,000.00","2,790,000.00","2,790,000.00","2,790,000.00","2,790,000.00",,,,,,,,,"8,000.00","8,000.00",,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,"105,000.00","105,000.00","105,000.00",,,,,,,,,,,,,,,,,,
应收账款,"1,638,525.37","417,664.42","12,039,435.95","13,929,531.83","3,619,561.94","2,021,622.92","3,683,157.95","4,104,518.75","3,196,202.94","3,044,175.46","4,192,848.57","2,278,313.92","1,526,925.48","4,395,478.00","3,922,601.80","2,666,328.13","1,180,968.04","1,477,036.71","1,382,071.99","1,026,558.39","1,248,349.24","774,785.98","74,595.46","-26,096.24","2,676,104.72","611,344.27",,"2,648,406.10",,"3,123,832.27"
应付账款,"12,248,699.12","6,862,538.35","6,862,538.35","6,862,538.35","10,009,603.87","10,009,603.87","10,009,603.87","10,009,603.87","8,453,410.61","8,453,410.61","8,453,410.61","8,453,410.61","7,543,694.61","7,543,694.61","7,543,694.61","7,543,694.61","8,036,492.07","8,036,492.07","8,036,492.07","8,036,492.07","7,304,935.61","7,304,935.61","7,304,935.61","7,304,935.61","6,841,688.85","6,841,688.85","5,651,606.19","10,728,845.52","10,120,399.99","7,188,864.84"
预付款项,"21,295,761.45","23,129,959.51","13,213,438.55","11,643,869.13","12,203,195.08","13,698,004.20","15,609,174.66","10,457,845.77","8,058,478.07","4,637,814.91","3,382,996.06","5,412,956.99","6,315,691.32","2,709,734.46","3,601,770.43","6,666,507.05","4,101,923.83","5,130,967.95","5,822,439.41","6,058,368.06","2,876,125.89","4,431,235.83","6,569,643.69","7,668,061.37","4,459,169.03","5,758,203.90","4,790,894.15","4,900,804.90","11,368,562.54","3,433,459.60"
预收款项,"30,501,995.90","16,353,490.13","16,353,490.13","16,353,490.13","3,048,696.59","3,048,696.59","2,979,250.97","2,979,250.97","2,464,018.64","2,464,018.64","2,464,018.64","2,464,018.64","3,836,565.41","3,836,565.41","3,836,565.41","3,836,565.41","1,950,161.21","1,950,161.21","1,950,161.21","1,950,161.21","1,104,860.57","1,104,860.57","1,104,860.57","1,104,860.57","3,316,492.82","3,316,492.82","1,749,555.80","679,585.89","3,966,171.07","1,972,798.47"
其他应收款,"16,008,632.47","17,517,834.28","14,193,219.65","14,186,887.13","14,952,488.42","14,537,128.42","13,945,622.42","14,549,024.52","15,200,247.40","15,252,065.10","15,371,648.65","15,765,904.14","15,389,870.44","14,448,190.44","12,666,400.52","13,207,510.32","14,674,224.00","14,590,253.00","18,055,052.20","18,771,990.70","17,106,858.18","17,549,835.18","17,377,104.18","17,126,602.60","16,520,898.32","58,445,124.32","30,569,984.90","33,152,073.48","27,282,701.56","22,621,487.90"
应付职工薪酬,"457,725.29","170,275.98","152,701.48","127,450.89","183,630.78","183,630.78","183,630.78","183,630.78","27,191.67","27,191.67","27,191.67","27,191.67","21,924.17","21,924.17","21,924.17","21,924.17","21,924.17","21,924.17","21,924.17","21,924.17","21,924.17","21,924.17","21,924.17","21,924.17","14,144.17","14,144.17","14,144.17",,,
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"439,781.72","52,953,292.16","52,993,803.35","52,984,693.89","55,726,794.73","55,797,813.55","55,889,357.58","55,271,616.32","55,311,309.26","55,461,097.35","55,569,391.15","55,578,753.36","55,570,385.06","54,842,440.76","55,846,325.11","55,705,787.49","56,516,739.98","56,561,857.25","55,877,734.31","55,845,813.54","58,004,201.19","58,441,713.52","57,714,947.43","57,395,774.61","57,543,647.93","57,986,641.78","60,451,526.60","60,369,633.52","57,084,295.92","59,534,896.92"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,"12,021,324.49","3,060,051.25","4,860,051.25","3,360,051.25","3,561,013.75","3,711,013.75","3,861,013.75","4,011,013.75","4,144,101.25","4,294,101.25","4,444,101.25","4,594,101.25","3,126,095.96","2,684,795.96","2,865,545.96","3,030,920.96","2,491,274.06","2,656,649.06","2,822,024.06","2,987,399.06","2,491,274.06","2,656,529.06","2,821,784.06","2,987,039.06","2,491,274.06","2,656,529.06","2,821,784.06","2,491,274.06","2,821,784.06","2,491,274.06"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"984,698.40","984,698.40","984,698.40","984,698.40","984,698.40","984,698.40","984,698.40","984,698.40","984,698.40","984,698.40","984,698.40","984,698.40","984,698.40","984,698.40","984,698.40","984,698.40","984,698.40","984,698.40","984,698.40","984,698.40","984,698.40","984,698.40","984,698.40","984,698.40","984,698.40","984,698.40","984,698.40","984,698.40","984,698.40","984,698.40"
存货,"28,270.34",,,,,,,,,,,,,,,,,"4,000.00",,,,,,,,,,,,
其他应付款,"30,781,380.52","23,027,693.60","22,200,999.25","21,752,819.23","20,770,984.68","20,458,881.16","24,688,722.98","21,231,746.06","21,200,409.11","21,258,656.30","21,149,160.97","19,241,874.37","21,991,631.50","21,846,298.50","21,362,477.57","21,252,542.75","22,362,407.98","22,500,882.93","27,378,438.89","27,305,941.65","22,841,333.98","23,085,333.77","23,550,474.27","26,082,418.82","22,594,238.98","63,094,280.53","23,967,576.86","23,747,784.03","23,154,782.93","22,365,883.33"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
