科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"1,143,694.68","1,329,867.88","1,569,466.88","4,254,804.74","225,766.00","1,020,854.96","2,184,055.90","6,869,210.31","1,071,160.94","2,106,705.88","3,170,533.82","3,268,161.42","97,900.00","228,401.00","372,722.00","1,176,281.16","113,947.00","230,329.00","340,863.00","2,094,739.48","1,380,465.69","2,635,971.13","3,776,899.70","4,760,929.64","949,466.94","14,526,134.90","1,582,444.90","1,582,444.90",,"121,505,401.55","184,705,632.72","286,773,673.92","76,923,895.85","195,747,113.86","321,681,708.70","512,402,568.85","109,301,327.36","273,627,574.00","427,777,041.32","627,517,536.60","101,701,713.47","455,251,150.02","761,924,970.79","727,192,615.15","219,175,107.85","469,896,775.72"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"642,762,753.36","642,762,753.36","643,865,503.86",,,,,,,"12,805,464.12","16,454,808.12",,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,717,666.66","26,095,882.38","23,410,881.83","2,476,791.62","3,172,440.59","26,727,859.69","27,905,730.74","8,860,062.95","19,408,104.55","38,606,309.32","48,081,490.99","10,408,219.67","35,497,142.89","43,057,814.17","39,765,167.40","7,765,269.83","18,226,129.39"
支付其他与投资活动有关的现金,,,,"36,360.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,820,000.00","4,050,000.00","4,050,000.00","24,200,000.00",,,"33,496,000.00","5,881,230.97","73,770.74",,"25,000,000.00","8,998,084.00","416,575.00","424,650.79"
收到其他与经营活动有关的现金,"251,046.91","2,025,658.22","3,240,058.58","2,727,922.24","1,225,867.21","2,644,384.44","3,222,518.15","17,707.93","477,904.79","574,904.79","787,269.65","152,000.44","286,188.62","505,210.88","603,210.88","24,327.60","286,520.80","402,542.67","402,590.88","131,696.01","8,093,572.70","7,525,427.01","8,074,755.10","8,246,037.64","209,256.70","1,722,140.05","3,542,465.84","5,193,861.73","6,677.20","98,989,692.01","120,755,816.28","9,867,837.51","99,408,051.55","102,240,571.84","118,541,243.01","36,863,770.79","8,020,959.24","20,533,545.26","37,872,280.97","15,035,522.38","67,382,359.89","24,768,170.42","52,386,813.02","34,279,597.68","38,867,591.83","258,041,301.44"
投资活动现金流出小计,,"44,189.01","44,189.01","830,717.15","3,200.00","3,200.00","3,200.00","3,200.00",,,,,,,,,,,,,,,,,,,"5,699.00","7,799.00",,"165,714,128.27","511,272,803.60","796,637,245.24","834,697,736.97","912,327,440.60","970,306,116.60","1,029,181,840.58","126,312,538.25","311,478,699.59","1,197,329,229.02","1,476,000,943.65","202,356,845.91","481,387,735.22","832,764,793.38","890,968,202.69","376,288,826.49","403,453,037.64"
经营活动现金流入小计,"1,394,741.59","3,355,526.10","4,809,525.46","6,982,726.98","1,451,633.21","3,665,239.40","5,406,574.05","6,886,918.24","1,549,065.73","2,681,610.67","3,957,803.47","3,420,161.86","384,088.62","733,611.88","975,932.88","1,200,608.76","400,467.80","632,871.67","743,453.88","2,226,435.49","9,474,038.39","10,161,398.14","11,851,654.80","13,006,967.28","1,158,723.64","16,248,274.95","5,124,910.74","6,776,306.63","6,677.20","242,212,760.22","331,557,331.38","320,052,393.26","178,808,739.02","301,160,126.29","466,950,811.40","577,172,070.38","126,182,349.55","313,569,223.81","504,255,631.61","690,634,549.97","179,492,293.03","515,516,463.33","857,369,597.98","801,237,380.23","265,807,969.51","746,164,206.55"
投资活动产生的现金流量净额,,"1,177,718.71","1,177,718.71","391,190.57","-3,200.00","340,200.00","416,185.00","717,628.00","383,500.00","383,500.00","383,600.00","3,100.00",,,,,,,,,"327,706,213.28","327,706,213.28","349,136,818.58","395,579,281.45",,"93,198,241.90","106,136,085.46","106,133,985.46",,"-160,825,132.91","-511,272,683.21","-764,346,439.88","-659,960,490.33","-752,137,440.60","-809,969,464.10","-775,848,877.40","-116,312,538.25","-255,463,698.03","-1,116,194,227.46","-1,428,489,393.17","-202,356,845.91","-481,387,735.22","-832,673,583.92","2,977,195.78","-376,288,826.49","-403,453,037.64"
购买商品、接受劳务支付的现金,"184,783.38","184,783.38","184,783.38","487,427.54","7,000.00","7,000.00","73,959.50","2,686,190.52",,"16,821.40","35,381.56","34,957.09","16,403.50","35,719.70","63,283.70",,"16,141.50","31,890.20","60,282.40",,,,,,,,,,,"111,464,162.96","48,783,155.92","134,563,589.73","48,780,084.53","63,304,532.12","89,082,067.32","148,622,566.74","50,337,743.63","124,784,067.40","153,907,077.02","164,732,167.61","47,147,978.95","152,422,238.09","283,648,406.04","234,200,079.96","48,535,816.75","143,948,761.14"
吸收投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"560,999,988.00","561,000,108.39",,,,,,,,,,,"733,560,294.60","739,440,294.60",,"3,196,509.00"
