科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"585,465,245.64","434,355,570.38","479,470,113.68","291,745,922.27","1,117,694,459.52","535,126,052.95","740,396,273.46","546,142,340.49","764,838,308.20","796,766,665.19","668,739,693.16","695,103,244.41","838,458,446.95","657,866,729.96","1,657,038,947.61"
短期借款,"130,000,000.00","120,891,260.00","361,000,000.00","428,000,000.00","401,000,000.00","24,000,000.00","116,000,000.00","154,872,000.00","117,636,900.00","80,000,000.00","180,000,000.00","280,000,000.00","330,000,000.00","330,000,000.00","685,022,652.32"
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,"619,000.00",,"481,600.00","35,700.00",700.00,,,"1,108,150.00","162,750.00",,,
应收票据,"8,845,900.00","4,850,580.20","10,055,133.10","19,270,239.04","12,248,794.70","27,662,531.32","39,184,035.94","34,986,738.36","37,561,147.51","43,451,109.99","43,190,375.25","33,840,126.06","24,891,068.31","8,163,108.00","39,527,838.06"
应付票据,"154,140,000.00","402,190,000.00","341,558,800.00","200,023,908.30","289,260,000.00","420,540,000.00","470,444,421.38","562,251,926.18","561,717,504.80","601,718,408.55","685,035,549.33","652,198,346.98",,"762,923,876.40",
应收账款,"136,640,574.98","220,341,083.81","222,942,504.59","166,389,091.02","219,252,981.52","312,351,072.21","351,387,074.75","380,077,738.74","339,856,823.81","277,817,830.90","339,154,867.47","374,706,340.89","413,522,541.88","440,267,996.39","473,381,964.24"
应付账款,"944,772,236.35","815,128,558.76","731,902,893.19","738,721,714.08","644,583,299.02","545,595,791.57","548,424,211.08","378,518,635.15","515,643,352.23","527,025,941.01","443,029,354.13","465,312,293.86",,"481,117,800.21",
预付款项,"24,492,855.46","19,534,256.76","33,745,557.55","32,733,821.74","35,367,742.88","39,950,415.07","35,296,167.17","31,385,663.34","23,104,578.05","43,620,572.42","96,387,179.33","51,290,540.24","68,017,281.26","82,936,106.89","48,188,803.89"
预收款项,"101,405,447.68","52,369,174.50","16,805,190.46","22,672,170.06","28,335,516.18","20,953,353.33","25,479,724.75","23,850,010.67","41,586,855.47","40,769,628.47","27,083,680.30","21,599,612.25","32,115,513.34","28,587,994.54","39,101,730.23"
其他应收款,"478,815.50","414,815.50","323,125.00","1,885,969.51","281,456.39","2,302,494.91","588,813.37","521,035.86","685,382.00","141,700.00","1,638,465.00","773,632.04","8,774,266.31","12,858,786.61","14,784,134.02"
应付职工薪酬,"18,994,469.45","18,963,279.88","20,823,459.00","20,824,352.83","20,493,212.52","20,442,092.19","20,764,737.08","20,355,620.98","21,284,290.92","27,859,820.04","17,688,729.49","19,393,374.69","21,181,670.91","23,815,573.62","23,205,380.99"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"59,012,607.29","52,727,784.06",,"34,309,624.21","41,336,875.86","41,820,453.93","28,392,236.17","14,568,293.75","38,470,146.09","25,045,839.91","27,247,687.23","9,385,468.47","20,364,502.88","8,132,666.26","12,856,546.38"
应收利息,"786,964.32","2,595,468.61","1,671,410.29","495,811.21","559,898.02","1,037,172.16","1,258,370.42","1,282,263.34","1,122,350.54","1,027,533.33","1,791,355.08","680,439.63","687,854.77","1,195,957.14","1,068,175.52"
应付利息,"1,759,741.39","1,922,513.01","1,147,606.88","653,652.77","612,871.54","80,527.78","182,028.00","345,079.31","139,102.68","148,194.44","258,958.33","396,875.01","469,375.00","516,312.51","973,354.87"
应收股利,,,,,,,,,,,,,,,
应付股利,,,"45,738,588.00",,,,,,,,,,,,
存货,"801,945,142.47","851,730,128.26","896,161,383.78","847,915,498.10","841,601,488.20","819,902,542.99","914,170,394.59","975,892,120.67","911,613,076.70","940,931,315.08","1,033,235,599.26","1,049,991,658.14","886,362,574.51","949,288,484.73","874,553,931.76"
其他应付款,"26,209,170.88","32,006,335.16","44,694,766.98","55,127,648.02","39,092,550.53","33,371,689.36","55,457,446.07","36,018,394.20","37,574,179.20","36,040,902.74","36,797,169.83","37,822,437.92","41,027,075.85","48,790,501.77","60,964,373.15"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,"265,000,000.00","310,100,000.00","432,923,200.00",,"122,500,000.00","70,000,000.00","70,000,000.00","70,000,000.00",,,"70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00"
其他流动资产,"3,004,024.21","5,060,176.56","3,931,116.73","3,327,446.74","224,898.52","136,221,031.72","3,936,133.84","3,560,517.43","2,762,300.09","1,301,318.92","1,681,515.58","1,217,005.47","895,769.51","19,115,365.82","13,407,066.76"
其他流动负债,,,,,,,,,,,,,,,
流动资产合计,"1,561,659,522.58","1,538,882,080.08","1,648,300,344.72","1,363,763,799.63","2,227,231,719.75","1,874,553,313.33","2,086,217,263.54","1,973,848,418.23","2,081,543,966.90","2,105,058,045.83","2,185,819,050.13","2,207,602,986.88","2,240,921,948.73","2,170,496,578.40","3,120,882,686.34"
流动负债合计,"1,701,293,673.04","1,806,298,905.37","1,996,594,504.51","1,500,952,070.27","1,587,214,325.65","1,177,285,508.16","1,335,180,504.53","1,260,780,660.24","1,334,052,331.39","1,338,608,735.16","1,488,249,278.64","1,556,271,159.18","1,664,988,489.56","1,753,368,412.80","2,025,831,313.95"
可供出售金融资产,"15,816,130.77","55,825,000.00","103,125,000.00","58,025,000.00","63,387,500.00","54,175,000.00","56,512,500.00","54,725,000.00","43,175,001.00","39,600,000.00","41,112,500.00","20,350,000.00","18,150,000.00","17,325,000.00",
长期借款,"610,000,000.00","355,000,000.00",,"122,500,000.00",,,,,,"70,000,000.00",,,,,
持有至到期投资,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,"2,960,916.69","2,887,700.02"
专项应付款,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,
固定资产,"1,478,943,210.66","1,529,973,822.74","1,516,056,490.23","1,471,695,605.27","1,447,753,156.38","1,417,554,943.96","1,391,188,623.15","1,347,867,566.70","1,313,197,713.18","1,303,642,776.97","1,281,346,035.78","1,306,720,083.62","1,275,188,304.79","1,265,829,590.61","1,234,322,665.84"
递延所得税负债,,"6,001,330.38","13,096,330.38","6,331,330.38","7,135,705.38","5,753,830.38","6,104,455.38","5,836,330.38","4,103,830.53","3,567,580.38","3,794,455.38","680,080.38","350,080.38","5,507,306.44","5,961,056.44"
