科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"63,740,367.03","89,968,787.46","73,969,680.98","71,413,702.25","64,830,176.73","107,774,588.49","94,556,509.76","97,999,953.10","88,762,677.79","288,476,271.23","339,812,038.39","203,022,075.04","341,997,676.62","337,536,750.01","241,069,537.65","638,181,572.27","699,830,855.10","713,250,779.51","605,559,413.49","414,471,426.54","593,493,159.41","445,671,147.49","507,470,557.30","592,422,040.97","707,755,914.97","868,013,739.61","843,693,368.82","718,754,506.35","611,714,718.40","793,836,922.15","929,742,731.73","632,282,795.19","531,325,336.82","352,655,859.44","337,057,778.26","1,344,908,512.18","954,136,206.84","796,805,068.30","459,739,937.37","491,199,946.18","296,040,247.01","409,346,570.32","384,227,009.13","419,989,243.25","349,034,614.77","469,961,164.91","346,069,354.07","520,547,688.27","645,480,243.84"
短期借款,"238,735,008.57","231,104,848.96","219,513,568.08","210,000,000.00","158,360,165.41","153,933,939.35","164,000,000.00","132,500,000.00","154,000,000.00","352,074,085.67","421,670,000.00","215,745,368.20","427,530,000.00","350,000,000.00","315,000,000.00","320,000,000.00","282,530,000.00","295,000,000.00","283,000,000.00","164,690,000.00","448,010,000.00","519,641,299.00","576,300,000.00","581,854,034.72","735,017,572.28","989,587,743.41","990,083,915.32","887,498,664.29","862,305,713.34","1,032,010,627.36","1,056,764,869.66","834,561,615.67","633,129,182.23","528,919,037.83","664,719,176.65","1,070,965,995.52","716,008,641.95","437,354,541.75","341,721,128.90","166,884,788.44","90,000,000.00","120,000,000.00","200,000,000.00","154,800,000.00","199,800,000.00","249,700,000.00","169,700,000.00","129,900,000.00","150,600,000.00"
交易性金融资产,,,,,,,,,,,,,,,"130,509.10","37,813.53",,,,"1,278,753.58","225,720.00",,,,,"81,853.82","228,048.98","408,527.10","116,834.43","225,223.57","-572,054.33","745,357.08",,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"8,989,952.87","9,272,842.59","7,305,656.61","10,344,130.40","11,496,738.11","4,575,100.14","5,019,641.94","7,265,488.07","7,251,250.51","3,440,784.72","8,721,330.60","14,699,707.35","17,925,431.87","28,481,381.57","11,816,895.48","29,298,792.89","53,054,106.24","80,295,875.82","66,261,975.55","60,190,246.34","49,550,344.12","45,372,094.78","65,765,231.66","81,491,449.68","62,304,067.76","69,716,277.66","42,917,271.60","48,716,945.77","25,835,448.31","35,143,212.37","32,113,145.45","46,445,814.81","27,305,886.34","16,375,505.57","32,883,507.52","41,852,442.03","34,210,449.70","15,134,135.23","16,709,224.34","31,798,552.33","24,315,120.72","25,424,968.22","32,629,310.67","41,178,406.78","47,644,252.29","44,491,545.00","51,155,982.78","34,159,247.28","35,565,869.20"
应付票据,"56,505,678.54","66,559,530.39","72,569,739.11","43,355,143.76","67,944,870.50","101,905,644.00","78,808,279.50","62,708,283.50","41,599,000.00","61,913,600.00","72,101,252.00","50,497,652.00","53,556,000.00","65,365,249.98","90,456,849.98","109,290,990.00","152,446,700.00","183,037,500.00","223,586,826.42","206,869,299.76","119,045,892.34","62,697,325.83","184,878,399.71","248,059,689.12","195,213,404.44","229,746,411.20","227,773,646.74","262,327,503.54","258,281,503.43","237,342,796.77","382,107,431.43","370,120,471.07","302,177,153.33","303,531,707.96","353,706,312.45","271,485,835.71","312,436,115.89","109,450,806.51","145,791,964.77","205,609,662.70","137,232,280.84","92,882,345.71","67,456,355.81","105,497,992.52","110,777,755.49","34,130,321.26",,"104,079,685.96",
应收账款,"113,269,898.58","97,963,257.80","98,408,558.29","73,899,196.41","100,398,803.26","74,221,454.49","81,946,228.04","64,767,928.54","64,076,952.66","127,734,621.70","138,950,300.28","101,795,689.69","131,459,092.30","159,854,805.61","186,768,879.87","186,088,522.25","211,492,821.52","193,240,964.82","511,385,993.12","474,653,234.61","542,945,261.09","586,714,122.68","626,055,712.34","589,416,047.90","735,327,396.89","654,621,753.05","831,269,529.98","668,784,267.49","754,291,135.72","767,898,112.36","847,821,025.03","708,240,144.89","670,244,342.10","698,317,815.78","885,259,715.84","729,180,056.87","765,404,344.80","825,633,899.10","895,854,408.70","830,316,574.57","942,841,239.96","826,463,567.96","961,675,707.93","957,022,339.12","1,036,980,219.77","912,757,202.54","1,002,697,130.01","951,777,572.51","772,544,158.93"
应付账款,"100,890,806.14","105,738,120.36","100,120,427.28","98,013,504.70","115,372,041.68","101,905,733.35","106,458,051.98","98,120,748.87","116,301,693.29","143,019,707.30","143,446,465.50","134,474,212.54","151,787,517.50","180,050,481.04","173,516,377.73","228,883,105.29","164,693,957.41","195,223,831.34","332,827,905.31","503,109,312.30","431,171,664.07","476,960,213.08","512,330,210.14","620,506,455.78","601,017,341.50","618,349,401.08","673,195,565.54","542,642,748.75","519,583,697.59","568,640,274.86","684,208,855.68","659,224,688.90","721,652,169.96","868,200,552.49","768,614,428.04","396,664,110.97","491,779,817.03","451,778,571.31","392,254,471.03","347,091,019.24","429,625,216.22","469,567,699.56","539,833,312.85","407,082,323.29","389,696,376.94","388,649,269.94",,"409,837,167.51",
预付款项,"22,401,078.18","17,307,579.94","25,800,437.09","11,790,298.20","11,591,389.37","19,789,484.79","17,361,920.61","12,456,793.52","14,666,950.47","19,738,340.10","23,996,996.05","16,456,644.99","29,847,340.24","17,051,372.78","19,835,910.30","21,160,890.58","18,501,748.55","24,399,033.74","60,224,670.70","44,820,366.87","53,198,120.83","54,912,278.67","107,462,942.74","35,803,255.81","50,095,480.10","102,075,647.46","85,980,288.99","39,408,737.83","46,604,696.41","66,293,457.24","213,610,221.75","57,189,860.18","52,884,328.15","65,919,557.74","64,267,511.32","90,870,067.59","203,547,912.38","99,115,073.93","117,176,279.74","60,373,008.63","83,405,823.52","59,740,334.23","63,176,423.69","57,272,627.00","34,511,782.29","44,002,039.68","43,906,176.73","37,325,312.28","45,531,809.70"
预收款项,"10,817,564.45","13,299,830.07","15,984,672.23","13,370,333.03","13,037,910.83","12,990,552.67","13,997,089.80","9,991,810.28","11,025,989.93","13,559,567.64","14,676,548.07","10,556,058.60","18,801,023.76","19,737,077.73","5,551,871.21","6,148,404.78","7,421,790.84","7,816,800.92","4,298,955.24","8,104,656.52","10,437,030.60","6,727,256.88","5,355,385.64","5,049,660.60","10,034,651.27","7,998,658.61","8,661,565.94","13,436,062.34","13,158,276.65","97,314,900.79","163,003,718.03","4,612,076.00","55,215,936.82","1,588,971.53","9,134,958.46","14,417,544.50","18,034,201.16","10,331,866.33","12,090,704.18","18,647,567.81","17,107,647.06","16,541,887.44","18,145,967.19","15,893,894.61","18,767,766.94","17,104,801.90","15,645,767.40","17,082,056.72","16,748,815.11"
其他应收款,"8,644,243.24","13,776,312.99","8,350,186.90","3,496,635.77","19,788,598.65","4,950,984.73","8,897,055.78","3,931,082.08","4,745,150.03","8,173,835.35","9,673,514.37","5,470,360.71","7,989,349.29","15,843,148.45","10,240,350.63","14,083,862.51","14,020,947.71","8,426,604.03","14,335,126.65","15,949,707.21","23,080,892.93","28,108,853.17","46,126,335.78","49,566,947.97","58,221,937.00","104,216,121.30","95,797,237.75","90,999,439.46","98,259,310.30","104,889,851.38","142,430,784.31","123,135,149.88","154,574,102.87","148,990,566.78","137,269,825.86","464,895,709.19","466,318,584.53","115,441,248.33","145,104,294.07","122,518,194.65","138,079,597.25","136,790,069.18","115,424,254.73","129,480,254.46","140,363,799.22","139,831,956.06","149,087,983.23","153,129,673.44","191,684,632.79"
应付职工薪酬,"226,028.76","247,549.55","94,418.14","18,191,314.88","17,879,457.84","21,864,081.71","19,795,030.28","20,211,961.35","20,487,793.25","30,637,238.76","27,568,513.45","35,275,382.39","33,838,614.14","50,138,823.87","49,063,269.40","41,588,489.48","40,920,299.24","51,615,106.15","42,328,552.90","42,469,260.64","35,256,028.82","34,726,520.46","37,403,303.42","43,334,742.47","42,350,606.64","40,363,418.46","40,815,620.56","24,732,202.68","21,132,066.20","18,098,232.57","19,881,313.44","18,179,426.76","12,297,088.70","15,342,995.04","15,669,166.52","12,871,976.21","9,079,277.21","7,748,065.76","9,337,762.04","15,514,411.93","12,505,100.66","8,474,153.62","10,139,754.05","18,478,369.08","13,193,921.33","10,674,194.68","10,878,484.20","22,100,428.95","18,983,066.77"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"679,283.08","-965,985.26","169,281.00","3,201,925.84","1,822,829.92","257,176.24","671,039.75","4,134,953.88","3,238,589.09","8,574,519.53","10,334,119.48","18,771,884.55","12,707,522.86","10,157,789.82","11,458,306.28","20,432,258.69","15,937,734.39","2,864,591.29","7,673,024.15","7,412,323.59","-1,665,731.06","-8,529,409.08","-10,146,598.29","-13,486,695.81","-9,583,623.20","-14,262,089.71","-8,621,838.45","20,041,638.04","16,670,621.10","21,100,833.68","20,420,207.10","24,926,883.76","17,037,483.28","20,715,154.47","18,989,516.05","24,794,985.67","18,808,297.66","4,465,877.96","3,740,672.81","31,894,562.35","11,004,007.27","9,131,576.03","12,459,904.86","26,124,693.60","21,328,851.93","14,612,379.60","15,761,879.97","33,498,260.20","21,565,768.72"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,200,000.00",,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,"275,992.33","515,170.59","1,676,917.57","2,864,375.13","586,412.08","1,683,701.18","1,299,746.70","721,986.07","1,948,560.75","1,603,845.73","1,099,627.75","1,484,663.52","1,201,319.74","1,020,081.91","743,805.43",,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,"45,715.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
