科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"219,012,177.90","232,209,322.42","262,406,038.21","126,136,658.21","231,035,453.39","271,184,334.08","63,399,228.33","133,915,726.43","213,727,965.57","266,362,196.51","75,255,727.54","150,468,152.52","231,269,152.29","291,528,279.91","103,202,996.41","216,462,106.58","323,494,163.71","399,071,335.83","75,516,453.27","163,756,990.86","258,389,876.65","327,584,499.71","87,084,779.47","180,822,938.90","268,071,606.49","363,255,420.48","100,995,201.79","222,270,599.13","325,029,921.88"
二、营业利润,"24,948,141.39","27,067,101.13","31,663,837.28","15,298,670.62","26,502,603.15","31,532,092.87","5,301,498.48","12,170,866.11","20,195,777.06","27,603,179.84","5,644,964.88","15,308,395.93","26,905,619.11","26,241,665.67","1,177,181.02","10,512,252.53","24,211,824.21","28,435,995.01","5,858,822.41","19,776,704.20","34,771,305.46","41,471,286.16","11,357,528.41","34,679,316.64","53,615,618.74","64,681,705.81","16,009,579.84","41,177,280.02","61,453,587.14"
减:营业成本,"131,811,464.91","144,171,270.21","167,481,000.42","80,570,854.11","147,833,182.94","177,990,310.18","47,156,181.13","93,988,178.78","146,359,608.25","179,479,860.12","52,653,075.50","94,537,507.04","142,671,419.86","187,657,701.49","83,583,684.09","174,978,126.63","256,259,369.74","310,705,610.84","56,101,265.18","121,254,115.92","191,539,088.22","244,926,668.86","64,286,479.19","127,628,629.76","188,236,467.30","255,015,084.21","70,332,411.04","158,117,962.83","231,378,057.94"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"2,398,132.19","2,656,350.51","3,161,176.51","770,487.25","3,123,994.40","2,328,310.12","849,178.33","1,672,758.32","2,942,516.15","3,469,164.64","1,175,951.69","2,203,373.28","3,429,615.72","4,493,181.33","509,424.42","1,219,349.55","2,244,601.23","3,650,643.79","1,139,429.39","2,231,314.32","3,030,465.57","3,899,617.69","600,495.87","1,415,904.82","1,952,332.35","4,694,784.65","582,954.51","1,958,534.24","1,927,171.02"
营业外收入,"1,656,012.50","14,220,217.69","24,214,088.25","1,265,417.26","1,500,000.00","4,879,365.22","180,000.00","2,745,011.30","3,195,011.30","6,910,388.60","175,000.00","449,727.27","992,637.43","10,315,679.71","5,366,748.00","9,021,107.41","9,412,366.97","11,061,425.46","1,647,866.00","2,366,971.73","3,837,204.06","7,951,679.95","166,285.57","2,100,830.97","2,667,159.99","7,046,567.77","127,833.85","227,286.85","430,218.85"
销售费用,"35,217,215.62","34,887,142.47","35,275,939.22","16,361,563.25","28,413,899.87","31,036,802.06","4,877,499.29","12,329,900.51","20,681,245.65","28,842,555.26","8,332,483.35","18,797,671.97","27,917,420.72","35,826,091.33","8,915,030.55","15,966,425.58","21,572,663.34","31,663,086.61","5,526,167.99","11,363,392.40","17,197,704.76","25,798,272.29","7,145,422.24","12,207,371.58","18,022,545.14","29,472,197.79","8,879,036.96","16,243,273.68","23,687,209.69"
减:营业外支出,"397,386.94","682,251.28","169,031.67","87,939.22","87,939.22","120,939.22",,,,"2,315.12",,,,"802,059.39",,"51,378.88","111,378.88","150,271.17","29,314.64","189,314.64","215,314.64","337,514.64","557,816.84","918,272.08","974,424.38","1,139,518.96","71,916.00","471,916.00","471,916.00"
管理费用,"19,093,575.33","18,552,624.77","19,042,635.30","11,235,741.18","21,258,722.60","22,409,720.58","4,602,619.40","11,159,276.69","20,952,506.88","23,174,663.39","8,125,952.63","17,220,229.99","26,494,482.41","31,247,414.26","7,774,596.05","15,920,284.29","23,452,662.76","32,193,932.55","8,479,377.75","15,363,447.10","24,279,083.52","35,622,561.95","7,797,146.29","17,107,368.32","27,002,356.97","39,952,304.14","9,759,459.74","19,889,184.24","30,489,412.56"
其中:非流动资产处置净损失,,,,,,,,,,"2,315.12",,,,,,,,"35,271.17",,"29,314.64",,"29,314.64",,,,"370,712.08",,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
