科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"621,061,130.22","1,274,734,794.43","1,953,381,247.08","2,683,440,041.75","754,796,835.01","1,511,455,848.98","2,265,222,000.34","3,049,701,649.16","768,414,498.45","1,549,833,425.46","2,349,252,600.06","3,306,089,482.58","866,730,658.67","1,772,855,408.44","2,735,574,710.42","3,865,479,479.20","986,571,753.74","2,028,306,165.18","3,105,533,447.91","4,239,351,634.93","1,111,786,173.66","2,289,404,113.94","3,460,081,754.52","4,673,315,397.00","1,184,294,457.58","2,462,324,707.53","3,796,730,790.04","5,141,313,419.26","1,288,196,061.04","2,681,437,778.79","4,079,988,837.69","5,527,678,576.31","1,389,542,513.23","2,773,932,728.75","4,196,487,790.03","5,619,735,354.23","1,442,696,919.48","2,984,650,287.66","4,534,592,334.78","6,166,683,056.12","1,583,747,526.69","3,213,661,518.38","4,918,489,181.87","6,761,550,874.37"
二、营业利润,"153,703,306.28","306,300,068.44","514,272,028.08","594,416,956.25","189,695,734.42","370,166,637.65","555,556,576.27","708,070,672.06","174,996,423.46","359,172,433.92","545,880,963.13","756,340,178.26","224,404,487.58","393,414,714.50","651,477,272.73","833,224,224.80","225,793,639.11","463,690,535.17","706,029,524.09","954,324,241.52","239,233,434.90","520,069,301.69","778,568,951.32","1,147,950,863.48","308,155,719.99","621,521,936.99","920,880,511.76","1,315,394,282.45","345,950,972.03","701,939,960.01","1,029,156,691.55","1,575,958,856.19","429,364,872.18","853,058,547.93","1,275,701,417.70","1,747,338,193.71","456,082,846.42","925,975,921.87","1,394,991,936.14","1,899,517,038.17","509,560,627.13","1,050,402,178.86","1,607,031,101.91","2,164,936,622.04"
减:营业成本,"319,436,716.15","669,408,137.97","1,011,694,595.30","1,428,817,493.70","411,365,648.81","847,681,923.77","1,279,522,189.36","1,763,487,215.68","460,544,269.89","884,672,269.43","1,352,172,928.68","1,899,423,599.27","506,191,413.54","1,083,542,723.59","1,660,920,523.87","2,452,525,912.12","593,893,100.21","1,256,174,881.89","1,917,839,834.20","2,654,413,969.41","699,965,846.81","1,442,906,245.62","2,168,564,062.78","2,852,876,091.11","755,928,102.27","1,592,668,691.73","2,498,174,227.54","3,261,251,903.25","824,476,872.63","1,743,613,893.32","2,677,452,727.93","3,392,685,032.23","838,067,151.17","1,668,575,136.21","2,517,395,939.85","3,366,175,400.38","867,913,057.74","1,815,901,788.30","2,749,765,918.66","3,724,036,883.98","971,224,272.83","1,945,463,196.18","3,002,665,926.93","4,018,885,671.11"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"22,359,372.82","46,694,223.85","70,643,760.45","102,107,616.62","27,824,671.04","58,295,818.30","86,587,155.55","118,431,827.86","29,863,950.40","59,840,232.65","90,368,840.23","127,395,848.56","34,029,503.17","69,099,331.67","106,783,888.64","152,582,492.87","39,214,724.99","80,552,794.99","122,723,176.72","169,200,364.30","45,573,545.92","92,408,832.44","139,283,693.12","166,424,816.94","12,174,046.90","24,011,125.85","35,097,895.82","47,792,552.58","12,220,718.98","24,157,734.99","35,792,743.10","46,645,736.37","12,043,357.20","23,760,269.26","34,357,856.17","45,668,378.63","10,726,445.86","12,429,837.36","15,786,416.99","66,248,735.15","13,498,270.63","24,856,226.00","34,517,828.65","88,497,276.79"
营业外收入,"201,839.09","911,358.35","1,178,879.44","4,929,231.45","282,823.50","704,928.07","755,545.47","894,377.63","2,179,346.87","3,393,548.65","3,595,145.61","3,863,156.34","950,605.02","5,582,679.90","5,990,516.38","10,638,084.89","7,144,468.15","13,612,145.07","20,465,152.18","27,887,978.26","21,027,873.32","28,493,139.59","35,189,721.41","44,393,307.35","7,006,795.83","14,043,038.44","21,366,068.76","40,366,573.49","11,300,971.25","18,513,690.91","25,627,083.61","39,203,744.98","7,135,249.64","14,385,794.35","23,338,423.38","32,747,044.91","7,759,315.01","13,748,565.11","27,547,272.80","10,695,858.78","7,065,715.37","5,607,449.40","7,094,261.37","7,690,436.94"
销售费用,"35,355,127.97","59,803,642.78","78,003,260.71","137,147,759.14","29,765,027.51","33,802,889.58","46,665,882.57","75,545,843.23","12,569,236.40","26,870,669.62","42,380,496.23","65,774,131.61","12,812,477.40","29,674,073.93","43,454,439.25","67,428,980.97","15,557,984.37","30,216,828.11","48,924,578.80","79,814,451.21","16,458,861.56","34,749,475.56","52,502,798.22","81,942,323.43","17,373,827.65","36,701,262.73","57,642,664.75","83,407,246.45","18,053,894.47","39,927,187.94","61,917,201.15","92,682,716.93","21,367,767.33","41,442,020.19","64,985,735.95","102,912,919.31","20,076,273.86","40,640,309.13","61,680,867.38","100,995,007.13","17,129,339.45","35,551,715.84","51,892,699.42","88,346,033.54"
减:营业外支出,"70,466.22","313,208.38","394,429.44","736,070.66","183,149.55","1,447,888.34","1,652,595.33","4,172,023.33","127,358.00","260,676.42","296,755.78","2,943,806.28","464,187.20","350,758.43","872,732.83","9,300,504.03","581,222.15","1,006,604.71","1,288,340.08","5,258,154.58","208,339.44","255,273.45","1,029,197.32","124,879,901.64","126,214.49","214,816.10","733,561.15","66,261,684.81","555,677.33","2,427,403.94","3,489,455.45","65,514,805.36","756,882.67","2,074,299.22","4,921,208.46","27,814,223.81","1,468,797.39","1,264,214.69","1,649,621.69","5,503,683.92","-29,598,184.54","4,803,955.45","36,831,966.94","6,844,988.78"
管理费用,"65,076,056.17","130,839,109.82","197,815,182.84","316,943,006.46","62,528,258.32","131,828,549.10","202,891,718.09","264,302,441.95","55,646,948.10","120,528,199.76","185,716,818.49","311,473,450.32","63,373,600.04","126,727,324.89","198,214,841.53","311,857,687.66","89,286,653.44","158,370,424.96","245,199,400.42","338,756,450.43","85,626,509.78","155,355,234.15","260,234,192.06","387,062,971.48","76,310,427.37","164,194,897.01","262,839,330.08","436,353,452.29","86,358,624.72","179,989,960.67","281,980,813.13","455,870,489.81","84,681,239.60","209,557,360.26","322,818,634.85","455,666,559.32","89,286,502.95","216,845,498.27","327,590,784.36","392,988,817.47","73,484,374.58","188,651,299.73","284,589,272.50","423,106,162.89"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,,"335,411.02",,,,"2,402,007.68",,,,"111,913,117.39",,,,"56,075,122.98",,,,"36,600,626.86",,"32,178.81",,"263,746.10",,"160,539.18",,"1,786,608.72",,"1,944,667.32",,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"25,130,550.83","57,676,983.34","80,834,009.54","101,186,228.40","30,601,963.32","62,395,250.95","84,779,381.45","97,131,125.26","27,101,058.88","59,993,111.18","83,814,293.61","69,891,490.42","20,471,371.89","56,768,289.77","68,024,574.78","50,233,359.19","16,575,824.01","30,088,294.53","51,444,733.26","68,694,385.09","21,595,824.09","37,221,777.19","50,611,229.92","54,350,568.46","10,336,895.30","15,825,813.43","13,889,266.60","3,220,530.02","-3,727,444.49","-12,277,882.14","-16,430,831.49","-36,002,668.84","-8,760,256.54","-25,955,306.32","-28,916,349.99","-47,734,800.10","-8,682,249.05","-16,399,062.11","-20,281,104.28","-6,435,457.90","-2,101,679.75","-3,117,221.25","-2,303,141.86","38,668,629.07"
三、利润总额,"153,834,679.15","306,898,218.41","515,056,478.08","598,610,117.04","189,795,408.37","369,423,677.38","554,659,526.41","704,793,026.36","177,048,412.33","362,305,306.15","549,179,352.96","757,259,528.32","224,890,905.40","398,646,635.97","656,595,056.28","834,561,805.66","232,356,885.11","476,296,075.53","725,206,336.19","976,954,065.20","260,052,968.78","548,307,167.83","812,729,475.41","1,067,464,269.19","315,036,301.33","635,350,159.33","941,513,019.37","1,289,499,171.13","356,696,265.95","718,026,246.98","1,051,294,319.71","1,549,647,795.81","435,743,239.15","865,370,043.06","1,294,118,632.62","1,752,271,014.81","462,373,364.04","938,460,272.29","1,420,889,587.25","1,904,709,213.03","546,224,527.04","1,051,205,672.81","1,577,293,396.34","2,165,782,070.20"
资产减值损失,,"4,012,628.23","4,012,628.23","2,744,457.39","3,145,493.00","7,249,583.50","9,183,900.92","22,697,326.99","7,692,611.32","38,756,508.90","52,289,484.94","79,162,009.39","5,447,805.05","13,628,950.09","8,495,484.96","-576,863.07","6,249,827.61","9,212,405.53","13,372,200.42","-21,689,827.03","3,332,150.60","6,693,247.29","10,316,827.10","-11,440,237.90","4,015,438.10","7,400,979.79","8,206,893.49","-4,057,640.07","4,862,422.70","5,290,955.20","11,649,849.84","9,538,268.19","12,515,762.42","4,584,363.67","11,889,580.90","-32,346,015.11","8,375,522.20","1,861,728.29","10,244,979.96","19,264,380.06","9,822,682.11","2,316,763.03","8,285,494.73","18,778,746.50"
