科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"382,183,932.81","372,900,795.61","528,618,338.98","123,799,893.81","346,431,414.77","552,262,978.49","897,578,945.10","259,708,577.71","595,344,289.84","955,178,556.15","1,401,638,660.84","337,887,234.28","857,345,937.23","1,411,252,726.69","1,967,906,061.96","333,570,825.19","955,442,219.57","1,391,221,147.09","1,930,286,530.80","493,507,211.86","941,763,055.54","1,127,203,265.18","1,519,446,179.63","181,936,124.74","474,062,211.43","670,123,884.76","1,140,869,316.12","504,463,122.35","851,067,692.34","1,353,806,762.36","1,663,341,043.23","409,383,370.62","749,122,145.26","1,264,725,773.69","1,429,711,892.47","357,385,150.88"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,"6,106,856.62",,,"5,858,656.62","38,587,219.48","59,702,719.55","59,702,719.55","55,157,871.57",,,,,,,,,
收到的税费返还,"8,655,938.47","4,440,463.36","5,093,273.70","271,731.87","868,611.31","1,717,289.97","6,990,715.48","2,525,109.91","4,352,100.24","5,327,856.82","5,327,856.82","2,610,090.69","205,565.46","205,565.46","205,565.46",947.54,947.54,"747,370.00","2,908,929.53","670,309.01","1,051,345.61","1,064,945.84","2,176,688.20","2,791,633.92","3,486,988.97","15,838,718.73","26,503,362.08","13,041,446.06","16,783,882.72","24,559,175.21","28,430,311.94","3,473,810.85","11,378,754.39","19,600,102.71","35,005,588.27","16,281,934.19"
支付其他与投资活动有关的现金,,,"6,718,245.98",,,,,,"38,963.71","187,544.57",,,,,,,,,,"7,616,210.85","7,616,210.85","4,586,819.97","7,616,210.85",,,,"29,506,872.58",,,,,,,,"3,270,498.53",
收到其他与经营活动有关的现金,"4,354,597.23","11,123,433.32","11,482,290.02","592,803.36","1,434,801.23","5,437,836.47","7,339,135.75","1,591,716.66","4,734,362.48","5,427,542.88","5,031,536.50","2,233,913.88","6,614,299.55","9,839,738.40","12,178,713.33","2,933,547.22","12,812,123.42","11,872,435.07","16,021,637.33","15,126,378.31","7,390,782.34","10,489,847.04","19,801,335.64","10,470,364.25","3,568,152.47","12,057,357.88","12,463,601.85","3,533,211.63","5,611,990.57","7,815,902.19","37,137,477.91","22,549,846.72","22,033,589.42","24,701,892.79","30,061,089.16","24,700,103.47"
投资活动现金流出小计,"34,952,628.28","28,772,047.94","126,074,937.75","37,594,276.70","62,042,636.57","79,240,987.85","125,229,238.98","20,974,775.43","64,284,905.45","100,289,910.30","129,014,565.20","150,884,568.37","186,843,322.86","299,322,714.94","371,733,001.24","41,181,455.87","72,424,253.23","116,922,615.45","220,127,422.82","132,851,902.60","212,497,831.46","370,064,326.56","448,342,745.45","102,520,794.12","101,633,214.82","109,934,007.93","285,873,448.58","3,306,201.67","62,860,047.11","84,745,292.56","150,856,056.68","29,532,849.30","54,046,512.28","109,607,653.16","174,918,996.92","22,621,088.39"
经营活动现金流入小计,"395,194,468.51","388,464,692.29","545,193,902.70","124,664,429.04","348,734,827.31","559,418,104.93","911,908,796.33","263,825,404.28","604,430,752.56","965,933,955.85","1,411,998,054.16","342,731,238.85","864,165,802.24","1,421,298,030.55","1,980,290,340.75","336,505,319.95","968,255,290.53","1,403,840,952.16","1,949,217,097.66","509,303,899.18","950,205,183.49","1,138,758,058.06","1,541,424,203.47","195,198,122.91","481,117,352.87","698,019,961.37","1,179,836,280.05","521,037,780.04","873,463,565.63","1,386,181,839.76","1,728,908,833.08","435,407,028.19","782,534,489.07","1,309,027,769.19","1,494,778,569.90","398,367,188.54"
投资活动产生的现金流量净额,"-34,952,628.28","-24,972,047.94","-114,638,777.75","-37,594,276.70","-62,042,636.57","-79,214,030.54","-94,789,238.98","-20,974,775.43","-64,279,489.93","-99,470,434.56","-128,092,122.10","-150,884,568.37","-186,843,322.86","-299,322,714.94","-285,808,111.88","-41,157,529.04","-72,400,326.40","-116,922,615.45","-212,197,660.18","-132,662,902.60","-205,256,338.96","-362,822,834.06","-432,113,580.41","-101,312,320.85","-88,196,095.06","-94,618,404.60","-267,483,191.64","32,861,845.58","-22,591,152.16","-35,613,726.54","-95,492,798.45","-29,018,962.92","-52,611,241.80","-106,440,452.84","-117,476,310.54","-22,621,088.39"
购买商品、接受劳务支付的现金,"286,658,856.92","241,731,824.14","392,875,060.19","181,026,056.13","413,586,560.66","678,626,049.86","915,920,271.81","279,107,299.32","511,398,287.58","784,816,478.22","931,352,340.82","258,921,922.94","740,434,014.77","1,285,017,929.51","1,565,273,450.46","297,111,390.76","543,170,544.44","819,491,824.18","1,137,103,843.50","336,344,570.59","565,028,055.97","669,514,578.39","953,389,709.00","320,719,195.63","518,803,470.64","709,736,167.04","823,504,152.10","336,026,464.69","628,635,630.03","1,049,582,724.45","1,227,506,017.78","297,974,281.49","499,889,007.15","824,676,620.25","769,390,207.59","250,439,428.06"
吸收投资收到的现金,"39,140,000.00",,"4,050,000.00",,"365,681,570.60","365,681,570.60","381,920,200.00",,"2,524,940.00","5,041,624.69","2,500,000.00","750,000.00","750,000.00","750,000.00","24,699,120.00",,"965,000.00","2,465,000.00","3,565,000.00","7,889,636.07","17,679,497.79","782,623,103.95","786,742,173.36","22,825,935.00","43,649,133.20","43,672,621.20","30,053,966.20","23,649,500.00","24,355,231.68","24,355,231.68","48,720,731.68","4,161,225.00","4,161,225.00","4,161,225.00","4,161,225.00",
