科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"4,845,684,102.00","4,094,289,501.00","2,746,013,541.00","2,340,019,264.00","2,680,522,234.00","3,644,542,302.00","4,820,783,077.00","5,012,714,464.00","5,700,595,715.00","6,172,429,550.00","5,252,915,627.00","4,640,377,124.00","5,097,481,091.00","4,450,350,052.00","3,070,914,313.00","2,559,133,585.00","3,067,449,154.00","2,901,910,309.00","3,177,577,864.00","2,887,390,603.00","3,163,968,320.00","2,926,635,501.00","2,360,847,466.00","2,855,872,380.00","2,671,732,450.00","5,015,700,006.00","3,125,593,280.00","3,433,959,513.00","2,613,166,636.00","4,758,769,731.00","4,621,167,164.00","4,309,779,604.00","5,309,997,055.00","5,178,244,740.00","5,643,515,378.00","6,575,392,949.00","6,485,852,820.00","10,871,096,366.00","11,126,554,065.00","8,075,867,900.00","9,362,593,771.00","11,599,944,591.00","12,147,627,166.00","10,894,413,884.00","9,396,164,212.00"
短期借款,"260,000,000.00","110,000,000.00","2,130,000,000.00","2,130,000,000.00","2,424,405,000.00","2,125,468,000.00","650,000,000.00","650,000,000.00","950,000,000.00","950,000,000.00","700,000,000.00","700,000,000.00","400,000,000.00","880,000,000.00","880,000,000.00","880,000,000.00","880,000,000.00","700,000,000.00","500,000,000.00","700,000,000.00","1,480,000,000.00","1,600,000,000.00","1,400,000,000.00","1,200,000,000.00","850,000,000.00","1,250,000,000.00","1,250,000,000.00","1,250,000,000.00","1,200,000,000.00","1,200,000,000.00","1,200,000,000.00","1,150,000,000.00","830,000,000.00","482,208,110.00","552,208,110.00","492,214,110.00","692,214,110.00","500,000,000.00","380,000,000.00","780,000,000.00","880,000,000.00","600,000,000.00","1,100,000,000.00","700,000,000.00","848,023,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"600,000,000.00","600,000,000.00",,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,"25,500,000.00","28,050,000.00",,,,,,,,,,,,,,,,,,,,,"3,781,459.00",,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"28,631,955.00","32,585,870.00","26,169,009.00","28,319,572.00","33,465,539.00","51,599,878.00","58,263,548.00","55,936,519.00","52,120,799.00","51,995,919.00","62,115,552.00","31,173,751.00","33,804,566.00","42,059,779.00","41,531,604.00","94,006,533.00","81,229,388.00","122,534,145.00","29,484,526.00","35,613,171.00","30,184,162.00","44,214,533.00","55,595,743.00","51,312,047.00","45,962,392.00","61,681,314.00","59,583,877.00","52,453,072.00","33,952,297.00","53,992,915.00","45,958,403.00","71,431,917.00","57,037,512.00","48,034,014.00","67,731,348.00","58,997,190.00","85,925,501.00","111,928,706.00","133,293,935.00","57,848,504.00","147,049,105.00","123,048,364.00","141,165,278.00","102,501,156.00","118,066,492.00"
应付账款,"447,861,277.00","568,434,087.00","624,764,884.00","838,599,662.00","467,017,159.00","554,713,511.00","499,348,876.00","1,725,812,105.00","1,304,611,845.00","1,316,996,733.00","1,430,519,918.00","2,054,989,203.00","2,345,455,335.00","2,404,891,103.00","2,636,198,993.00","2,823,590,907.00","2,385,496,197.00","2,184,906,722.00","2,297,572,088.00","2,758,659,122.00","2,757,176,869.00","1,982,133,178.00","2,015,456,812.00","2,480,724,240.00","2,149,092,813.00","2,151,488,057.00","1,385,942,554.00","2,182,050,336.00","1,484,996,546.00","2,767,527,413.00","2,280,840,497.00","2,943,787,062.00","2,221,721,023.00","2,692,291,919.00","2,319,278,250.00","2,887,149,865.00","2,506,764,162.00","3,191,837,162.00","2,855,871,051.00","3,741,301,533.00","2,975,258,189.00","4,997,242,466.00","3,426,295,491.00","5,196,582,061.00","3,709,469,953.00"
预付款项,"162,823,760.00","386,513,737.00","7,562,567,460.00","213,512,252.00","224,313,991.00","342,084,394.00","402,543,913.00","274,732,445.00","275,212,149.00","277,382,319.00","246,327,802.00","335,954,437.00","310,497,977.00","567,260,449.00","218,867,078.00","315,919,371.00","353,293,997.00","501,338,441.00","794,409,784.00","439,740,106.00","561,880,495.00","420,309,331.00","362,086,908.00","422,651,365.00","502,255,152.00","473,696,687.00","535,421,823.00","467,610,566.00","484,440,419.00","649,890,285.00","663,550,659.00","743,288,122.00","624,043,624.00","761,155,337.00","1,580,782,585.00","1,008,289,061.00","860,687,491.00","1,213,908,238.00","2,298,150,534.00","3,198,197,191.00","225,311,157.00","85,864,806.00","1,728,926,216.00","2,212,734,774.00","918,448,247.00"
预收款项,"2,581,474,365.00","2,842,815,494.00","2,643,014,084.00","3,186,038,579.00","2,867,126,280.00","4,315,506,527.00","5,056,340,137.00","4,647,175,594.00","4,244,632,738.00","3,660,962,944.00","3,613,175,646.00","3,626,621,038.00","3,676,908,273.00","3,678,142,528.00","2,072,717,905.00","2,151,964,823.00","2,708,697,950.00","2,303,371,497.00","2,943,855,365.00","3,664,700,844.00","3,862,597,922.00","3,518,853,550.00","3,528,877,592.00","3,983,168,604.00","4,182,925,192.00","4,236,167,534.00","4,529,715,937.00","4,919,311,927.00","5,118,132,286.00","5,264,771,000.00","5,476,533,526.00","5,401,732,228.00","5,220,316,668.00","5,408,823,435.00","5,913,663,596.00","7,018,306,880.00","7,259,526,734.00","11,548,450,229.00","17,205,395,905.00","18,350,958,213.00","20,467,843,381.00","20,253,853,342.00","22,582,884,045.00","22,563,894,314.00","23,673,622,400.00"
其他应收款,"173,557,917.00","318,118,543.00","61,305,773.00","70,835,987.00","149,457,573.00","73,003,666.00","122,228,564.00","182,267,073.00","80,598,824.00","267,519,716.00","107,370,950.00","71,255,139.00","89,194,827.00","89,744,117.00","85,341,479.00","65,960,662.00","72,981,097.00","63,660,104.00","220,742,232.00","56,220,493.00","59,028,912.00","72,399,388.00","74,831,680.00","82,487,993.00","65,705,275.00","56,203,084.00","59,986,829.00","591,515,684.00","589,128,203.00","41,672,533.00","355,585,093.00","113,143,634.00","466,068,387.00","1,411,762,969.00","1,004,135,286.00","552,954,206.00","1,348,758,071.00","923,896,244.00","1,755,093,752.00","1,830,933,864.00","2,223,855,463.00","3,136,541,190.00","2,825,408,214.00","2,139,752,024.00","2,699,641,663.00"
