科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"81,830,264.20","179,251,451.34","101,102,495.48","186,428,317.42","222,184,772.90","188,818,152.19","257,304,321.22","181,473,199.22","276,621,266.88","306,538,698.33","578,750,961.64","412,539,040.50","300,164,599.55","278,303,344.78","393,559,282.68","386,437,511.38","668,659,246.10","363,057,519.06","578,978,540.50","691,485,758.39","804,797,921.63","537,192,391.83","486,897,263.75","1,915,907,407.17","902,178,163.15","1,083,477,761.04","847,870,622.43","1,003,963,992.74","2,288,835,299.11","1,873,627,028.63","4,044,874,936.57","1,668,549,534.88","1,500,947,627.80","1,980,184,678.41","2,098,867,389.23","4,740,485,183.32","1,742,357,585.67","1,400,326,010.08","1,936,736,292.63","4,769,335,869.66","3,794,566,325.16","4,438,221,797.14","5,207,709,962.53","6,000,925,854.33","5,713,759,855.96"
短期借款,"229,000,000.00","179,000,000.00","119,000,000.00","165,000,000.00","155,000,000.00","215,000,000.00","290,000,000.00","189,000,000.00","299,000,000.00","349,000,000.00","300,560,615.17","155,000,000.00","154,516,504.22","391,036,351.80","557,497,647.14","455,877,593.25","1,226,136,156.32","1,078,073,382.16","1,405,224,953.51","1,109,626,370.67","1,717,776,373.29","1,723,852,670.85","2,515,206,162.33","2,891,686,962.72","3,119,646,203.42","3,518,491,821.55","2,809,833,899.07","3,420,580,719.03","3,119,197,534.86","3,193,759,338.62","3,002,049,282.30","2,780,660,222.38","2,683,612,080.54","2,922,027,245.14","2,739,726,000.00","2,238,372,000.00","1,762,000,000.00","2,334,500,000.00","2,954,500,000.00","4,245,050,000.00","4,891,437,000.00","3,825,136,800.00","3,452,975,480.00","4,065,070,400.00","3,938,112,360.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"50,422,039.71","50,380,012.96","76,259,063.74","93,079,759.16","93,700,831.15","71,181,464.13","61,655,277.58","45,071,411.63","34,619,827.54","29,740,013.99","24,304,265.89","30,998,606.29","46,457,038.16","26,846,373.69","63,344,104.76","27,468,717.97","50,556,166.05","108,118,147.12","88,481,792.36","81,984,386.97","132,555,225.03","139,924,047.83","33,546,670.92","31,089,743.35","87,717,895.93","105,837,665.82","109,048,162.04","131,189,748.49","93,714,450.60","278,896,324.76","72,753,465.09","180,565,530.82","238,124,993.33","124,077,396.04","165,184,773.14","89,303,627.02","212,158,776.81","171,401,683.12","514,140,640.54","260,391,852.70","345,946,860.20","754,978,661.76","768,864,039.47","703,774,386.94","625,330,786.83"
应付票据,,,,,,,,"5,000,000.00","14,499,045.59","17,868,688.06","11,919,642.47","12,150,000.00","12,900,000.00","5,500,000.00","69,435,492.15","122,215,492.15","46,760,000.00","138,040,000.00","420,720,000.00","262,680,000.00","60,000,000.00","215,754,846.30","318,754,846.30","522,449,992.00","701,135,578.36","500,997,628.36","646,577,260.57","741,499,664.74","1,252,290,484.98","1,015,896,494.66","789,247,392.74","544,053,527.12","862,405,184.77","1,157,430,023.72","1,526,597,703.92","1,491,495,711.41","1,215,298,989.62","466,498,961.21","1,415,943,908.22","1,523,308,061.65","659,158,554.10","885,662,821.75","899,726,340.91","990,445,970.62","1,500,045,386.15"
应收账款,"155,790,272.04","164,834,667.06","145,437,421.66","122,289,591.33","127,896,426.49","122,731,578.23","126,674,672.32","82,417,586.26","111,393,977.87","125,489,399.83","161,450,291.03","126,257,351.07","179,818,186.04","176,718,176.75","190,420,514.87","223,876,006.00","316,695,021.74","352,479,088.95","546,023,911.01","386,694,133.52","425,634,042.04","472,907,700.95","518,020,329.18","910,964,070.06","957,420,854.31","752,645,539.97","788,791,523.08","1,015,198,860.66","1,384,875,505.72","1,194,877,635.42","1,060,026,495.86","1,093,643,998.77","1,063,013,862.90","954,900,583.14","834,381,277.81","1,130,717,481.54","1,447,107,902.34","1,076,153,487.26","1,068,976,007.12","973,746,632.02","1,155,451,184.78","1,230,444,212.89","1,281,203,597.56","1,354,316,643.25","1,506,816,948.68"
应付账款,"44,084,695.48","38,198,715.63","38,607,386.91","38,829,034.15","57,255,796.71","63,289,124.12","69,929,957.44","75,216,899.30","65,766,685.96","75,136,091.51","90,118,004.43","127,207,767.60","139,367,618.86","169,453,915.53","298,835,311.06","256,042,205.34","371,003,257.88","341,943,926.04","445,688,452.30","379,611,789.71","450,211,430.17","455,329,780.87","476,614,104.20","957,955,668.27","964,708,995.67","684,778,991.80","833,449,248.38","860,179,746.49","1,198,747,454.82","1,040,688,268.20","609,053,111.27","542,413,259.72","782,369,385.80","789,041,689.40","825,246,481.36","769,703,962.65","911,571,072.86","745,448,375.31","855,364,305.84","1,401,507,763.78","1,161,435,516.83","1,619,131,274.52","1,433,752,414.63","2,031,979,613.94","2,082,927,289.40"
预付款项,"80,904,602.41","84,320,522.45","83,007,417.92","36,829,099.32","53,491,071.55","153,566,999.09","130,143,607.36","126,233,983.82","149,841,246.47","170,337,560.47","175,043,701.18","170,969,418.42","177,599,974.31","203,604,836.51","226,470,754.78","300,115,513.80","417,876,999.01","682,941,277.26","698,704,606.13","478,959,262.86","337,604,343.68","352,989,020.56","336,516,725.91","386,916,095.86","402,456,362.94","238,503,606.34","400,828,232.54","831,899,704.26","707,931,098.48","903,000,063.96","938,814,189.64","494,005,455.43","628,773,126.32","435,853,395.53","366,933,233.01","292,772,657.40","500,741,461.41","297,911,010.05","519,390,741.24","201,461,508.91","436,602,680.28","596,657,523.38","583,134,412.45","670,452,790.85","791,322,374.19"
预收款项,"8,030,547.55","6,685,304.78","24,629,943.73","19,778,093.88","28,281,804.74","23,504,334.01","32,507,892.89","30,719,654.79","20,291,064.14","9,973,113.66","4,828,463.07","3,108,795.71","10,425,698.04","3,739,200.98","73,180,840.93","49,847,935.12","27,298,016.17","40,020,323.86","21,026,393.94","284,859,571.37","98,730,049.45","11,211,172.28","8,203,987.74","13,073,940.56","33,588,103.67","49,194,300.52","17,981,436.26","19,601,691.69","63,088,756.78","24,028,388.04","20,020,056.56","26,325,280.48","36,650,368.73","106,855,771.84","173,223,976.66","170,112,799.86","8,531,174.67","18,670,540.40","62,417,646.14","80,725,728.06","255,739,871.91","554,884,484.74","433,224,648.82","350,099,772.84","440,108,865.51"
