科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
三、利润总额,"15,831,481.94","46,573,951.97","64,157,652.77","12,873,572.79","37,476,480.45","60,029,038.91","95,350,772.24","19,619,738.39","51,894,537.16","104,898,766.61","172,493,888.07","49,510,401.81","127,478,210.36","233,207,431.67","368,501,846.52","95,152,574.00","206,682,341.06","330,939,422.60","535,529,739.93","241,577,028.44","454,140,990.69","610,510,078.29","569,221,873.83","200,759,823.21","335,944,051.77","490,597,021.52","233,762,879.79","161,796,137.51","457,638,842.88","614,121,816.65","-3,051,248,479.89","218,482,278.57"
资产减值损失,"465,449.48","-525,319.95","106,791.44",,"205,520.14","205,520.14","324,356.38",,"297,594.14","297,594.14","2,240,603.57","294,634.88","1,045,272.94","1,079,122.86","-52,232.70",,"677,560.61","719,175.69","16,465,821.14",,"2,083,176.06","2,082,279.90","182,715,202.22",,"6,299,306.70","11,263,140.33","512,183,253.43",,"2,045,844.63","1,895,893.53","3,681,545,226.76",
减:所得税,"2,107,123.15","5,239,139.11","8,470,963.56","1,993,438.66","5,563,511.94","8,661,107.56","13,050,765.81","2,699,489.46","6,887,835.87","13,182,550.57","18,874,517.17","6,687,082.39","12,372,033.68","16,995,035.04","18,049,170.82","10,532,902.91","26,460,551.34","38,312,624.78","34,335,764.99","4,387,242.06","12,125,868.82","14,144,443.05","12,025,657.24","32,273,803.78","55,290,813.66","76,274,169.88","-58,467,470.10","18,252,093.84","35,459,583.49","49,782,371.09","44,199,777.89","32,627,673.90"
加:公允价值变动净收益,"-1,070.00","1,070.00",,,,,,,,,"618,151.49",,,,"28,447,458.31",,,,"52,435,500.37",,"704,832.76","704,832.76","61,044,944.71",,,"942,923.73","167,482,097.72",,,,,"44,769,095.01"
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"-730,111.18","1,253,710.38","84,069.64",,"94,788.55","94,788.55","1,783,409.79",,"-78,762.13","-132,020.26","-484,747.56","-2,067,366.77","-2,528,278.97","-4,799,959.13","-7,123,141.74","-2,048,860.61","-5,340,338.73","-4,677,549.37","-8,819,436.86","-2,162,166.35","-3,598,038.28","-7,218,493.99","9,731,744.88","15,630,270.70","63,836,165.90","93,621,567.94","128,317,467.65","20,447,592.21","40,815,262.42","61,156,510.83","86,684,366.99","42,589,693.14"
四、净利润,"13,724,358.79","41,334,812.86","55,686,689.21","10,880,134.13","31,912,968.51","51,367,931.35","82,300,006.43","16,920,248.93","45,006,701.29","91,716,216.04","153,619,370.90","42,823,319.42","115,106,176.68","216,212,396.63","350,452,675.70","84,619,671.09","180,221,789.72","292,626,797.82","501,193,974.94","237,189,786.38","442,015,121.87","596,365,635.24","557,196,216.59","168,486,019.43","280,653,238.11","414,322,851.64","292,230,349.89","143,544,043.67","422,179,259.39","564,339,445.56","-3,095,448,257.78","185,854,604.67"
其中:对联营企业和合营企业的投资权益,,,,,,,,,"-398,868.19","-915,074.32","-1,300,389.02","-2,067,366.77","-3,470,906.22","-6,774,077.75","-11,314,320.36","-2,048,860.61","-5,340,338.73","-4,677,549.37","-8,819,436.86","-2,162,166.35","-1,380,978.28","-5,001,433.99","13,881,656.19","6,664,146.48","16,482,840.44","18,588,255.79","30,125,656.63","20,447,592.21","35,692,361.65","56,033,610.06","62,914,158.50","6,999,995.86"
归属于母公司所有者的净利润,"13,724,358.79","41,334,812.86","55,686,689.21","10,880,134.13","31,912,968.51","51,367,931.35","82,300,006.43","16,920,248.93","45,006,701.29","91,716,216.04","153,619,370.90","42,823,319.42","110,422,098.94","203,448,616.27","330,591,859.68","78,196,842.93","168,480,974.01","272,127,532.20","470,408,837.57","221,350,691.89","418,500,603.55","559,628,496.49","508,585,833.21","161,848,098.45","267,118,883.60","394,273,020.65","263,894,420.28","131,572,064.59","380,352,328.41","516,348,065.61","-3,149,933,630.14","186,748,323.06"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,,,,,"4,684,077.74","12,763,780.36","19,860,816.02","6,422,828.16","11,740,815.71","20,499,265.62","30,785,137.37","15,839,094.49","23,514,518.32","36,737,138.75","48,610,383.38","6,637,920.98","13,534,354.51","20,049,830.99","28,335,929.61","11,971,979.08","41,826,930.98","47,991,379.95","54,485,372.36","-893,718.39"
