科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"35,635,595.98","62,511,488.32","118,414,748.69","21,812,561.77","57,804,703.44","81,066,627.26","120,298,451.39","33,898,829.84","73,330,497.24","130,354,222.95","213,304,830.17","60,892,720.28","97,848,406.52","143,140,707.89","179,882,018.32","69,312,435.22","122,616,787.56","166,745,858.46","217,432,360.54","55,093,128.89","272,561,001.84","123,992,572.53","153,072,590.98","189,569,141.75","262,453,004.53","477,423,318.03","290,540,296.05","28,046,024.13"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,"47,199,977.01",,,"7,940.00","32,978,766.23",,"267,850,000.00",,"486,855,158.08",,,,"300,000,000.00",,,"463,104.13",,
收到的税费返还,,"11,499,525.40",,,,,"13,628.68",,,"21,912.32",,185.53,"696,031.30","696,031.30","876,783.67",,"43,323.62","985,988.05","539,156.43","29,917.93","1,202,214.66","1,288,383.65","3,959,759.89","1,717,775.30","2,756,474.55","3,342,682.92","3,340,437.00","61,380.25"
支付其他与投资活动有关的现金,,,,,,,,,,,,"862,520.00","862,520.00","862,520.00",,,,,,,,,,,,,"2,193,870.85","90,000,000.00"
收到其他与经营活动有关的现金,"426,063.74","863,853.04","3,890,524.75","189,179.85","1,738,865.80","40,838,555.55","54,374,130.32","6,483,350.40","12,296,802.68","17,264,034.69","16,630,015.02","3,535,692.51","8,529,491.49","15,234,559.90","11,228,708.94","26,058,856.18","182,589,227.65","192,235,486.30","25,621,551.01","4,666,950.80","45,324,729.80","4,562,542.29","64,373,393.00","18,480,306.86","77,855,247.61","354,006,165.91","96,247,567.94","103,860,597.76"
投资活动现金流出小计,"2,468,300.00","18,414,434.15","7,505,048.90","7,693,050.00","27,339,056.29","42,575,163.07","124,311,334.94","4,275,484.45","23,757,092.81","34,091,184.81","134,770,564.50","17,233,889.40","69,386,494.91","95,958,150.49","143,008,340.77","31,685,541.22","306,201,080.63","343,664,463.80","764,371,701.16","116,011,506.79","285,035,040.46","162,213,496.26","517,142,194.38","27,471,495.79","29,526,925.73","34,715,482.19","62,639,528.67","95,755,933.46"
经营活动现金流入小计,"36,061,659.72","74,874,866.76","122,305,273.44","22,001,741.62","59,543,569.24","121,905,182.81","174,686,210.39","40,382,180.24","85,627,299.92","147,640,169.96","229,934,845.19","64,428,598.32","107,073,929.31","159,071,299.09","191,987,510.93","95,371,291.40","305,249,338.83","359,967,332.81","243,593,067.98","59,789,997.62","319,087,946.30","129,843,498.47","221,405,743.87","209,767,223.91","343,064,726.69","834,772,166.86","1,199,131,534.59","174,627,061.78"
投资活动产生的现金流量净额,"-2,468,300.00","-18,414,434.15","-7,505,048.90","-7,693,050.00","-27,339,056.29","-42,575,163.07","-124,311,334.94","-4,275,484.45","-23,727,092.81","-34,061,184.81","-134,742,564.50","-7,183,286.05","-59,295,130.85","-85,864,411.93","-122,793,481.13","-31,685,541.22","-306,161,080.63","-343,624,463.80","-744,204,785.36","9,570,523.21","-159,405,040.46","-36,538,769.15","-389,909,762.53","-27,460,495.79","-29,506,964.70","232,800,478.69","420,991,945.40","-95,755,933.46"
购买商品、接受劳务支付的现金,"26,851,234.73","32,303,003.25","47,916,350.10","14,419,569.67","48,117,471.99","97,204,600.70","72,410,147.89","21,435,794.03","26,815,178.48","44,471,243.44","72,439,281.86","47,509,697.56","114,226,636.11","142,151,188.61","161,252,003.07","19,520,022.95","40,289,826.66","88,107,689.33","129,912,557.44","18,646,905.64","93,540,733.09","68,583,128.41","882,039,055.82","108,654,945.84","316,007,076.32","920,264,327.98","134,531,398.28","33,825,912.53"
吸收投资收到的现金,,"55,528,196.04",,"790,070,000.00","790,070,000.00","790,070,000.00","790,070,000.00",,,,,,,,,,,,,,,,"723,972,718.94","600,000.00","2,004,416.91","7,229,464.74","11,556,568.63","4,820,000.00"
支付给职工以及为职工支付的现金,"1,905,868.57","5,648,692.93","14,641,706.03","5,680,731.89","11,279,427.69","19,089,513.57","26,981,402.78","7,816,191.76","16,984,197.89","28,751,281.30","40,457,116.30","13,703,252.80","26,017,639.21","39,552,113.64","52,408,746.97","12,345,481.61","19,998,927.33","34,644,022.81","48,737,302.53","9,024,323.44","19,260,079.38","26,173,505.84","36,522,226.89","11,205,455.21","20,193,053.93","28,358,162.13","41,949,903.64","9,363,587.29"
取得借款收到的现金,"25,400,000.00","41,400,000.00","20,000,000.00","10,000,000.00","10,000,000.00","21,500,000.00","35,000,000.00",,,"1,000,000.00",,,"60,830,000.00","63,580,000.00","56,580,000.00","95,000,000.00","175,000,000.00","192,850,000.00","249,181,666.67","184,908,143.51","345,248,000.00","362,338,000.00","460,551,576.94","2,290,000.00","2,972,842.59","2,952,007.51","2,080,000.00",
支付的各项税费,"17,281,990.90","12,594,430.37","27,078,125.86","24,150,718.03","31,180,522.23","31,845,292.99","35,295,239.31","20,272,410.63","26,429,343.25","29,813,775.70","37,165,431.28","17,670,180.49","21,158,976.80","21,771,933.36","29,551,211.01","10,555,604.89","17,380,903.30","20,889,265.97","24,611,272.92","29,760,168.56","41,264,680.07","50,126,096.28","59,442,974.55","21,540,294.34","57,280,089.86","60,406,053.94","70,189,512.10","29,388,121.32"
收到其他与筹资活动有关的现金,"17,100,000.00","12,540,950.00",,,,,,,,,,,,,,,,,"597,115,800.00",,,"417,289,479.26","1,096,803,904.10",,,"3,000,000.00","934,010,000.00","10,000.00"
支付其他与经营活动有关的现金,"1,696,124.26","5,624,374.65","11,131,212.58","9,640,595.64","12,500,440.51","51,080,050.53","42,393,262.27","5,654,736.89","32,843,446.18","43,297,009.53","25,666,502.86","17,825,503.06","33,145,044.06","52,520,167.02","39,955,682.74","24,821,449.51","40,089,045.65","79,459,703.95","35,283,819.66","35,466,296.84","111,152,783.42","33,253,577.30","33,348,275.55","8,478,408.71","67,080,177.49","176,953,891.53","1,905,702,843.90","28,529,893.72"
筹资活动现金流入小计,"42,500,000.00","109,469,146.04","20,000,000.00","800,070,000.00","800,070,000.00","811,570,000.00","825,070,000.00",,,"1,000,000.00",,,"60,830,000.00","63,580,000.00","56,580,000.00","95,000,000.00","175,000,000.00","192,850,000.00","846,297,466.67","184,908,143.51","345,248,000.00","779,627,479.26","2,281,328,199.98","2,890,000.00","4,977,259.50","13,181,472.25","947,646,568.63","4,830,000.00"
经营活动现金流出小计,"47,735,218.46","56,170,501.20","100,767,394.57","53,891,615.23","103,077,862.42","199,219,457.79","177,080,052.25","55,179,133.31","103,072,165.80","146,333,309.97","175,728,332.30","96,708,633.91","194,548,296.18","255,995,402.63","283,167,643.79","67,242,558.96","117,758,702.94","223,100,682.06","238,544,952.55","92,897,694.48","265,218,275.96","178,136,307.83","1,011,352,532.81","149,879,104.10","460,560,397.60","1,185,982,435.58","2,152,373,657.92","101,107,514.86"
偿还债务支付的现金,"2,200,000.00","45,800,000.00","41,000,000.00",,"10,000,000.00","68,254,262.84","71,150,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","13,252,000.00","19,889,500.00","79,219,500.00","56,580,000.00","95,000,000.00","95,000,000.00","95,000,000.00","173,581,666.67",,,,"115,600,000.00","11,197,150.00","129,912,585.00","149,912,585.00","190,644,151.99",
经营活动产生的现金流量净额,"-11,673,558.74","18,704,365.56","21,537,878.87","-31,889,873.61","-43,534,293.18","-77,314,274.98","-2,393,841.86","-14,796,953.07","-17,444,865.88","1,306,859.99","54,206,512.89","-32,280,035.59","-87,474,366.87","-96,924,103.54","-91,180,132.86","28,128,732.44","187,490,635.89","136,866,650.75","5,048,115.43","-33,107,696.86","53,869,670.34","-48,292,809.36","-789,946,788.94","59,888,119.81","-117,495,670.91","-351,210,268.72","-953,242,123.33","73,519,546.92"
分配股利、利润或偿还利息支付的现金,"277,491.74","8,148,411.50","8,048,924.25","10,933.80","87,470.40","833,020.34","949,963.88","284,533.33","18,970,097.33","18,970,097.33","20,770,866.91",,"18,028,844.53","20,660,277.35","21,436,545.42","173,361.39","21,960,801.58","21,960,801.58","25,222,322.79","1,298,270.88",,"15,225,128.91","20,579,140.37","1,761,975.00","3,347,498.33","3,755,431.66","4,128,161.02",
收回投资收到的现金,,,,,,,,,,,,"10,007,603.35","10,008,364.06","10,010,738.56","18,618,385.49",,,,"19,980,000.00","125,580,000.00","125,580,000.00","125,580,000.00","125,580,000.00",,,,,
支付其他与筹资活动有关的现金,"7,100,916.00","30,635,200.00",,,"6,461,368.50","6,461,368.50","6,461,368.50",,,,,,,,,,"1,658,806.12","1,658,806.12","9,004,235.40",,"1,743,770.00","422,099,270.83","629,290,200.00","6,263,067.95","13,505,557.10","19,130,557.10","422,528,007.95","1,192,590.08"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,"2,030.00",,,,,,,,
筹资活动现金流出小计,"9,578,407.74","84,583,611.50","49,048,924.25","10,933.80","16,548,838.90","75,548,651.68","78,561,332.38","20,284,533.33","38,970,097.33","38,970,097.33","40,770,866.91","13,252,000.00","37,918,344.53","99,879,777.35","78,016,545.42","95,173,361.39","118,619,607.70","118,619,607.70","207,808,224.86","1,298,270.88","1,743,770.00","437,324,399.74","765,469,340.37","19,222,192.95","146,765,640.43","172,798,573.76","617,300,320.96","1,192,590.08"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,,,"30,000.00","30,000.00","28,000.00","43,000.00","83,000.00","83,000.00","1,583,000.00",,"40,000.00","40,000.00","42,000.00",,"50,000.00","50,000.00","30,058.24","11,000.00","19,961.03","515,960.88","3,064,056.28",
筹资活动产生的现金流量净额,"32,921,592.26","24,885,534.54","-29,048,924.25","800,059,066.20","783,521,161.10","736,021,348.32","746,508,667.62","-20,284,533.33","-38,970,097.33","-37,970,097.33","-40,770,866.91","-13,252,000.00","22,911,655.47","-36,299,777.35","-21,436,545.42","-173,361.39","56,380,392.30","74,230,392.30","638,489,241.81","183,609,872.63","343,504,230.00","342,303,079.52","1,515,858,859.61","-16,332,192.95","-141,788,380.93","-159,617,101.51","330,346,247.67","3,637,409.92"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,"70,852.95",,,,"1,478,127.06",,,,"294,992,308.76",
四、汇率变动对现金的影响,,"-59,373.05",,-7.47,"-171,248.80","-179,779.80","-171,248.80",-63.73,140.95,"-15,143.53","-39,974.10","-1,139.74","-29,912.05","-601,630.37","-728,900.44","-814,437.15","252,533.99","73,646.52","-716,001.23","9,934,940.54","634,685.03","2,202,858.37","9,408,499.76","-430,551.90","-4,424,339.12","-8,234,580.58","-10,922,225.72","-5,744,823.03"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,"13,474.15",,,,"74,062.85",,,"44,727.11","144,246.55",,,"267,000,000.00","185,575,109.03",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,,,,,,,"30,000.00","30,000.00","28,000.00","10,050,603.35","10,091,364.06","10,093,738.56","20,214,859.64",,"40,000.00","40,000.00","20,166,915.80","125,582,030.00","125,630,000.00","125,674,727.11","127,232,431.85","11,000.00","19,961.03","267,515,960.88","483,631,474.07",
五、现金及现金等价物净增加额,"18,779,733.52","25,116,092.90","-15,016,094.28","760,476,135.12","712,476,562.83","615,952,130.47","619,632,242.02","-39,357,034.58","-80,141,915.07","-70,739,565.68","-121,346,892.62","-52,716,461.38","-123,887,754.30","-219,689,923.19","-236,139,059.85","-4,544,607.32","-62,037,518.45","-132,453,774.23","-101,383,429.35","170,007,639.52","238,603,544.91","259,674,359.38","345,410,807.90","15,664,879.17","-293,215,355.66","-286,261,472.12","-212,826,155.98","-24,343,799.65"
