科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"93,688,894.89","154,758,741.37","183,545,036.34","57,354,081.31","117,776,162.01","185,858,184.84","255,577,536.42","83,719,154.31","201,355,432.15","340,557,279.53","464,507,916.97","115,613,941.84","274,580,574.49","412,886,689.72","550,536,596.43","118,918,367.83","267,057,522.85","391,600,559.08","524,417,771.50","125,522,467.78","276,766,165.65","450,484,791.59","637,596,256.87","156,818,536.38","402,155,482.37","601,226,233.87","763,212,111.07","200,078,977.87","547,293,890.10","774,341,657.27","964,423,168.00","289,793,152.66","570,460,786.62","967,921,915.43"
二、营业利润,"28,414,282.90","49,038,516.16","58,854,615.28","20,826,363.78","41,454,966.81","67,410,445.88","85,862,382.80","31,739,183.61","77,360,928.89","127,517,717.26","165,099,240.73","33,591,479.93","79,605,087.46","123,400,771.30","137,262,753.71","20,548,093.76","59,918,557.00","79,477,492.20","85,372,448.86","16,121,356.88","36,227,948.26","54,833,981.56","66,065,197.34","29,519,935.98","68,964,056.96","98,275,339.40","128,443,907.45","42,991,667.22","97,919,410.13","136,888,287.18","160,820,780.40","49,363,051.32","86,547,943.31","171,817,516.76"
减:营业成本,"55,513,948.44","84,583,180.15","101,116,833.80","31,767,857.63","64,263,531.88","101,534,772.52","139,502,466.57","45,420,839.92","108,637,437.89","183,138,853.64","252,023,514.02","66,096,890.35","158,920,110.85","229,722,825.44","324,556,415.49","73,146,933.26","166,281,024.33","244,335,033.64","328,658,986.18","78,097,485.52","174,661,664.27","298,357,878.16","420,475,957.48","94,320,695.55","258,379,302.93","391,365,700.81","493,267,582.50","122,808,931.95","374,050,456.80","516,104,472.02","641,572,295.80","210,810,193.37","422,805,722.49","714,666,431.02"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,265,801.69","1,835,809.47","1,736,037.72","390,329.52","885,210.24","1,089,717.95","1,224,203.56","168,799.13","416,519.83","1,361,161.97","2,468,365.61","576,735.61","1,412,517.09","2,151,018.79","3,399,687.94","718,505.39","1,399,830.85","1,870,546.47","2,627,773.19","515,976.66","1,574,428.92","2,510,289.02","3,287,824.31","702,352.20","1,423,970.94","2,559,997.05","3,915,661.43","1,101,748.44","1,481,103.12","2,443,810.36","6,354,608.16","2,152,954.83","5,112,053.10","8,244,609.47"
营业外收入,"51,097.20","291,650.01","2,522,353.18","36,350.50","1,574,385.70","3,631,584.20","3,768,593.41","107,627.85","567,499.46","769,227.82","1,329,212.28","6,098,515.13","6,294,030.69","9,648,895.81","10,894,315.95","12,584,771.61","12,865,119.16","16,221,966.27","17,045,525.62","1,614,398.54","2,309,340.01","5,273,331.25","7,294,377.38","571,263.56","1,277,036.32","2,749,739.64","2,598,837.11","892,686.32","1,547,150.19","2,632,426.64","4,944,036.75","11,196,824.70","12,156,384.08","15,203,493.28"
销售费用,"2,698,111.97","3,757,920.61","4,425,066.15","1,013,325.08","2,161,012.01","3,347,173.59","5,566,394.44","1,841,483.67","4,048,680.30","6,746,645.29","10,140,385.16","1,777,973.59","4,647,388.58","6,452,892.01","9,870,134.00","1,675,899.62","4,247,627.73","7,555,089.51","12,687,327.40","2,259,934.53","5,894,141.55","9,302,086.75","15,391,098.72","3,308,328.57","8,582,077.71","14,331,154.33","23,371,020.42","4,416,521.39","9,626,528.33","14,195,728.45","19,560,631.40","2,893,452.38","8,565,175.27","11,500,506.17"
减:营业外支出,"8,310.00","12,670.00","38,210.16",528.48,"111,228.48","131,228.48","141,178.48","7,191.80","9,591.80","9,591.80","9,591.80",,,,"5,956.48","1,100.00","1,100.00","1,480.04","70,406.93",200.00,"93,417.79","96,818.62","98,225.66","10,245.44","10,273.82","10,290.18","28,621.25","2,445.50","18,130.35","205,183.02","542,596.48","105,043.39","110,798.34","393,914.82"
管理费用,"5,849,185.53","13,179,309.95","16,288,084.85","3,383,185.00","8,757,188.85","14,905,888.89","28,820,157.59","6,849,152.56","15,277,641.13","27,530,105.87","42,111,931.38","13,558,140.75","29,066,916.96","44,301,104.11","63,029,492.59","14,882,759.58","18,796,811.71","35,323,533.17","52,361,119.44","14,651,545.95","31,671,183.06","49,482,210.96","70,227,194.16","15,314,259.38","35,448,672.33","52,894,307.56","72,883,673.11","15,031,666.95","32,351,218.91","51,443,219.55","70,069,264.05","17,444,225.69","40,713,643.39","69,424,236.28"
其中:非流动资产处置净损失,,,"38,020.76",,,,,,,,,,,,,,,,,,,,"94,865.96",,,,,,"4,490.43","191,536.17","528,934.52","105,043.39","105,748.34","385,974.94"
