科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"6,929,046,774.49","8,573,183,225.17","4,689,165,274.58","7,145,597,400.44","9,497,689,179.72","2,932,347,148.27","5,345,368,025.49","8,113,702,129.84","10,932,885,529.22","3,658,696,075.76","6,523,394,578.29","9,861,762,091.73","13,254,656,772.58","3,904,422,231.37","7,027,409,170.21","10,666,426,620.10","14,031,167,953.82","3,897,937,922.24","6,939,417,586.16","10,413,044,698.51","13,744,158,581.92","3,738,906,796.84","6,742,905,943.20","10,030,435,636.96","13,143,426,341.17","3,511,882,769.39","6,314,185,777.02","9,437,843,563.07","12,262,509,030.05","3,277,047,716.61","5,737,815,410.03","8,526,090,971.00","11,513,380,765.84","2,914,518,913.62","5,145,885,341.84","7,515,493,657.15","9,675,482,757.46","2,625,970,043.39"
取得子公司及其他营业单位支付的现金净额,"2,872,727.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"426,000,000.00","426,000,000.00","426,000,000.00",
收到的税费返还,"401,349.33","682,422.31","115,775.73","122,342.40","115,775.73",,"95,799.87","95,799.87","90,563.92",,,,,,,,,,"14,957.25","3,871,047.29","3,856,090.04",,"78,076.83","78,076.83","234,071.41","6,700.85","39,822.31","97,712.88","120,926.52","1,305,465.44","1,305,465.44","1,305,465.44",,,,,"528,541.71",
支付其他与投资活动有关的现金,"38,297,654.59","147,888,839.17","22,866,991.64","22,866,991.64","22,866,991.64",,,,,,,,,,,,,"6,456,103.24","806,456,103.24","806,456,103.24","1,306,456,103.24",,"250,000,000.00","250,000,000.00","750,000,000.00","100,000,000.00","100,000,000.00","350,000,000.00","550,000,000.00","900,000,000.00","900,000,000.00","1,610,000,000.00","2,000,000,000.00","620,000,000.00","815,500,000.00","1,185,500,000.00","1,535,500,000.00","150,000,000.00"
收到其他与经营活动有关的现金,"263,801,573.31","165,272,290.40","87,569,588.56","162,101,750.75","176,645,791.50","100,698,091.12","150,640,675.18","207,728,152.22","265,424,037.64","150,750,874.10","206,406,811.75","341,270,460.43","343,474,906.77","158,987,366.19","279,055,693.89","361,443,507.90","561,345,683.99","131,529,545.33","272,492,835.78","380,665,707.00","550,055,568.40","115,484,368.48","210,348,153.30","327,895,592.03","525,208,578.64","134,665,242.40","217,625,663.96","296,261,237.58","416,266,153.75","99,472,607.59","160,797,995.24","246,576,825.91","315,628,169.48","84,680,123.51","155,427,763.27","253,094,574.37","361,064,239.01","82,240,703.05"
投资活动现金流出小计,"196,239,008.81","549,596,543.38","145,754,680.23","225,669,790.09","322,254,778.46","1,732,112,506.43","1,580,213,982.41","1,849,184,365.04","507,033,271.78","255,175,185.38","363,866,755.09","719,157,946.06","965,274,555.32","162,432,678.66","269,228,125.28","374,565,236.40","490,472,718.31","128,939,635.80","1,007,835,635.28","1,094,992,914.87","1,638,315,523.47","327,171,032.43","677,150,796.01","811,544,711.76","1,420,741,754.67","182,891,497.80","253,219,190.99","584,990,047.64","837,685,657.44","975,150,541.40","1,029,211,135.52","1,787,477,096.71","2,263,244,661.89","678,815,729.28","1,366,788,070.00","1,784,775,895.48","2,239,348,498.10","214,079,072.72"
经营活动现金流入小计,"7,193,249,697.13","8,739,137,937.88","4,776,850,638.87","7,307,821,493.59","9,674,450,746.95","3,033,045,239.39","5,496,104,500.54","8,321,526,081.93","11,198,400,130.78","3,809,446,949.86","6,729,801,390.04","10,203,032,552.16","13,598,131,679.35","4,063,409,597.56","7,306,464,864.10","11,027,870,128.00","14,592,513,637.81","4,029,467,467.57","7,211,925,379.19","10,797,581,452.80","14,298,070,240.36","3,854,391,165.32","6,953,332,173.33","10,358,409,305.82","13,668,868,991.22","3,646,554,712.64","6,531,851,263.29","9,734,202,513.53","12,678,896,110.32","3,377,825,789.64","5,899,918,870.71","8,773,973,262.35","11,829,008,935.32","2,999,199,037.13","5,301,313,105.11","7,768,588,231.52","10,037,075,538.18","2,708,210,746.44"
投资活动产生的现金流量净额,"-122,231,805.84","-549,376,543.38","-145,754,680.23","-225,669,790.09","-322,254,778.46","-1,732,112,506.43","-1,578,065,426.41","-1,843,903,673.81","-506,531,451.21","-254,992,955.38","-362,692,745.09","-717,815,936.06","-931,145,344.81","-162,432,678.66","-269,228,125.28","-374,565,236.40","-490,472,718.31","-127,704,926.22","-814,982,902.63","-902,139,782.22","-627,553,578.48","-324,670,052.43","-653,456,684.10","-787,850,199.85","-615,198,734.09","-82,444,771.36","154,356,447.78","76,238,674.89","28,910,220.38","-572,796,113.99","78,661,539.84","-679,604,270.35","-142,971,512.22","-326,247,253.80","-731,782,608.82","-580,216,394.18","-682,984,991.68","161,396,090.03"
购买商品、接受劳务支付的现金,"5,387,574,077.03","6,803,261,194.70","3,792,201,875.39","5,552,880,679.05","7,498,165,697.73","2,117,632,634.95","4,321,502,396.84","6,350,508,371.72","8,703,869,928.44","2,851,873,474.57","5,279,815,788.31","7,783,775,585.48","10,587,409,694.03","3,035,588,740.95","5,526,253,862.01","8,320,742,948.39","11,089,474,380.73","3,058,899,370.65","5,637,250,502.60","8,204,865,220.82","11,083,371,033.39","3,064,231,186.13","5,689,104,158.80","8,353,365,634.39","10,728,498,388.74","2,868,278,458.53","5,272,597,625.26","7,577,276,564.52","10,048,606,086.99","2,445,772,218.68","4,603,961,554.85","6,690,849,050.59","9,375,537,917.33","2,250,166,359.37","4,045,651,721.27","5,687,588,378.02","7,349,355,257.09","2,131,910,063.54"
吸收投资收到的现金,"14,700,000.00",,,,,"2,582,070,000.00","2,582,070,000.00","2,582,070,000.00","2,582,070,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"200,000.00",
