科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"84,568,335.44","67,373,208.75","90,832,032.28","84,043,521.74","84,353,385.54","126,582,627.53","89,213,623.64","108,233,795.73","159,454,079.72","103,063,846.18","85,816,429.55","95,701,580.19","130,916,657.26","108,361,661.27","94,009,319.33","613,455,817.52","345,553,495.22","298,373,212.07","148,062,094.89","169,627,301.98","247,337,914.88","210,307,884.08","173,858,373.52","140,420,994.71","224,976,409.54","95,490,125.02","153,882,051.61","107,663,110.74","199,442,302.96","159,843,756.99","152,290,074.81","116,455,070.54","281,835,287.99","160,454,732.91","161,268,979.59","638,962,875.93","523,660,853.97","498,671,980.62","478,024,625.22","428,802,755.81","374,803,763.34","385,224,003.87","283,300,365.16","187,152,891.32","296,979,735.97","281,009,271.58","198,396,686.09","164,828,059.97","147,427,728.61"
短期借款,"170,000,000.00","190,000,000.00","230,000,000.00","310,000,000.00","310,000,000.00","480,000,000.00","540,000,000.00","575,000,000.00","535,000,000.00","495,000,000.00","515,000,000.00","555,000,000.00","605,000,000.00","606,540,850.00","690,540,850.00","728,253,730.00","547,253,730.00","622,311,000.00","642,311,000.00","980,107,000.00","1,238,107,000.00","1,375,000,000.00","1,480,000,000.00","1,409,800,000.00","1,078,792,441.63","918,787,629.42","1,038,787,629.42","1,023,000,000.00","1,123,000,000.00","880,000,000.00","830,000,000.00","989,445,000.00","1,263,926,826.97","1,142,601,517.52","1,162,017,000.00","988,186,200.00","1,243,612,400.00","1,183,344,590.08","1,236,099,739.12","1,098,438,070.00","977,152,240.00","919,078,240.00","765,718,810.00","525,990,510.00","595,009,500.00","479,917,100.00","464,922,149.78","547,118,452.97","556,436,738.65"
交易性金融资产,"3,904,200.00","2,970,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,"2,000,000.00","914,963.22","5,500,000.00","8,100,000.00","7,100,000.00","10,436,928.79","18,942,659.00","6,233,800.00","6,162,768.29","6,873,709.20","6,903,361.70","1,736,764.22","7,197,788.08","9,312,284.97","8,808,123.43","4,812,452.93","7,662,556.28","11,401,129.29","11,978,785.61","11,843,004.08","9,693,883.68","3,996,359.78","4,632,089.34","6,153,469.16","7,051,846.85","8,932,241.48"
应付票据,,,,,,"30,000,000.00","30,000,000.00",,"30,000,000.00","30,000,000.00",,,,,,,,,,,"125,000,000.00","125,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"28,635,717.40","35,284,640.15","32,741,330.57","37,220,749.57","50,918,194.94","50,141,340.38","55,667,443.81","100,540,669.65","95,060,684.58","119,418,604.84","117,756,842.00","121,982,162.66","134,099,886.03","146,059,148.89","165,896,815.90","175,896,199.78","188,231,352.90","238,457,840.66","274,706,488.91","268,900,768.37","304,023,208.25","358,231,728.75","388,668,060.03","309,117,274.31","341,256,287.10","352,990,365.07","400,625,668.32","324,457,339.19","390,101,497.14","429,298,599.75","426,920,314.79","351,276,905.53","466,398,300.47","447,304,649.72","460,686,372.15","304,725,676.29","346,656,603.65","328,952,478.70","350,048,714.86","306,671,021.69","338,296,600.73","315,123,497.85","338,666,010.37","326,254,624.94","350,094,006.61","378,420,568.27","441,505,342.28","370,545,656.61","421,762,298.67"
应付账款,"44,612,784.42","47,621,390.26","68,714,484.37","56,312,772.48","70,586,117.48","78,278,490.25","57,538,835.88","58,809,238.66","53,545,445.16","79,384,069.41","87,294,626.47","82,618,423.24","91,442,743.56","88,605,985.49","111,785,130.72","156,353,328.00","183,273,345.80","205,300,470.39","195,585,024.59","191,460,941.62","163,772,050.21","185,929,348.00","221,834,459.59","211,297,566.43","177,785,802.81","211,299,461.08","303,917,689.92","222,347,620.47","164,091,943.32","194,912,347.73","224,882,732.40","147,119,118.81","205,872,784.85","189,597,291.95","183,504,292.65","155,939,686.54","147,364,351.87","105,071,067.57","63,383,403.37","215,422,089.74","188,058,080.26","199,488,268.27","148,025,474.49","263,256,495.65","246,717,568.76","266,982,797.21",,"259,913,612.34",
预付款项,"9,077,235.06","12,058,462.35","11,530,888.28","76,850,318.78","84,701,431.88","40,551,503.92","29,080,422.18","20,772,416.86","16,722,162.13","12,809,035.64","12,187,350.07","9,635,501.76","8,524,511.17","10,881,369.00","12,118,402.93","36,644,253.43","29,952,711.05","24,779,790.36","38,260,037.03","55,639,710.01","39,373,696.37","42,160,697.24","70,160,413.05","75,418,566.40","78,908,148.16","76,280,021.13","133,622,629.81","43,487,613.07","37,424,918.36","30,242,553.26","30,838,800.55","43,054,642.06","29,602,821.35","34,128,592.47","29,090,291.86","48,869,563.60","36,194,279.58","36,175,028.32","34,068,040.16","33,709,656.73","29,281,140.20","28,575,041.43","26,315,018.90","24,663,314.53","22,777,236.40","24,690,349.29","30,813,702.67","13,666,816.33","20,318,636.22"
预收款项,"1,877,357.31","3,862,052.99","3,696,767.24","3,604,104.94","4,694,274.24","1,177,387.71","960,979.12","2,092,162.76","1,245,791.97","530,173.37","1,411,285.70","2,012,363.70","3,222,571.68","3,026,408.61","6,104,089.36","8,464,969.63","7,870,758.61","3,464,531.40","8,782,184.80","3,740,327.89","8,361,555.11","9,999,570.06","12,313,113.31","12,131,032.89","16,284,699.39","6,715,812.84","9,053,183.00","9,667,278.30","9,492,706.35","16,871,862.79","14,947,173.62","12,087,368.17","23,987,632.31","27,210,870.61","29,368,126.05","18,031,129.87","19,650,315.91","18,436,237.69","17,796,322.82","13,902,703.90","12,204,036.00","8,875,797.18","16,748,559.84","15,141,587.79","17,513,401.24","18,605,653.79","19,322,876.99","16,459,445.00","27,695,233.88"
