科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"12,715,885.25","36,538,682.00","81,797,451.17","85,085,303.26","77,840,379.15","90,399,184.08","524,753,740.80","491,787,839.95","464,339,400.44","492,189,497.67","405,993,869.54","401,456,043.57","381,024,808.46","393,156,107.02","350,696,020.30","358,281,697.56","343,475,484.04","471,890,917.42","409,890,930.97","377,746,207.99","240,358,367.31","243,093,567.12","267,895,012.69","277,768,221.93","193,860,727.60","251,447,456.78","185,945,647.88","207,972,932.87","287,060,599.18","361,659,960.56","239,968,975.95","177,927,621.19","190,833,042.26"
短期借款,"4,250,000.00","8,900,000.00","10,650,000.00","24,200,000.00","68,600,000.00","53,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","30,000,000.00","30,000,000.00","15,000,000.00","35,000,000.00","60,000,000.00","100,000,000.00","175,000,000.00","217,316,674.58","184,791,300.31","190,000,000.00","146,833,333.34","146,583,333.35","166,333,333.36","136,087,000.00","117,700,000.00","154,393,828.40","215,993,828.40","275,050,000.00","218,550,000.00","228,256,171.60","271,761,171.60"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,"3,458,000.00",,,,,"1,849,430.00","530,000.00",,,"3,188,031.01","12,008,031.01","14,529,132.00","41,014,752.00","26,557,500.00","200,000.00",,,,,,,,"950,150.00","50,000.00","50,000.00","100,000.00","100,000.00","100,000.00","253,781.73",
应付票据,,,,,,,,,"40,255,056.00","40,255,056.00","35,000,000.00","37,916,960.00","1,933,900.00","2,578,300.00","253,200.00",,,,,,,"3,863,737.02","3,863,737.02",,,,,,,,"11,250,000.00","11,250,000.00",
应收账款,"26,022,027.39","42,907,979.95","48,492,187.61","59,858,773.39","85,537,465.05","58,160,114.44","79,145,171.39","110,069,372.60","121,302,684.36","164,920,354.64","175,052,676.91","217,304,521.43","218,742,994.81","177,053,317.59","170,260,490.04","145,870,512.78","162,773,240.59","163,972,350.45","174,174,241.70","261,162,593.71","295,883,741.06","372,471,001.41","226,791,656.53","269,045,255.45","327,316,741.43","277,755,105.40","226,128,947.13","203,636,150.55","191,542,358.59","216,439,016.31","194,107,414.26","205,856,183.12","222,055,050.08"
应付账款,"4,707,099.36","7,959,103.20","10,806,461.85","12,069,396.68","18,252,657.41","11,769,650.67","11,429,846.00","16,166,941.11","15,897,509.47","14,352,364.28","9,444,241.78","15,089,062.01","16,531,195.21","20,744,708.69","15,443,073.27","21,120,039.90","45,996,969.97","78,603,918.35","73,331,754.71","52,242,591.78","49,090,155.61","92,055,918.78","86,978,590.03","136,369,578.18","209,955,863.36","125,690,688.78","92,183,131.32","78,660,167.90","48,865,993.12","93,212,223.57","78,665,556.33","76,603,382.49","88,945,002.00"
预付款项,"7,586,062.90","1,385,154.56","3,744,816.34","5,923,718.79","26,290,551.23","52,421,387.63","61,689,819.85","47,429,002.50","72,411,592.39","41,619,175.20","59,667,284.35","56,205,853.90","43,889,568.57","25,923,460.51","43,197,770.07","57,079,101.45","52,381,334.07","16,773,299.19","106,059,525.90","41,165,156.90","75,266,492.11","28,355,518.47","49,466,489.57","75,946,574.12","128,877,111.76","54,267,582.26","84,586,977.73","81,278,350.53","145,875,062.69","131,004,481.26","94,467,167.66","103,071,258.72","124,306,913.71"
预收款项,"1,793,127.00","2,793,787.86","1,270,011.80","3,378,335.58","3,023,345.20","1,751,450.00","2,097,493.61","2,043,684.11","2,686,150.00","2,381,651.65","7,556,876.15","4,842,306.15","3,084,714.40","4,449,476.09","5,353,022.69","6,236,585.09","7,580,347.95","58,897,344.21","64,152,828.57","22,739,775.95","26,430,396.86","38,495,277.31","49,306,655.34","68,174,688.45","68,654,352.01","60,602,991.81","67,406,051.29","41,664,921.54","43,439,971.76","64,103,960.33","70,998,516.49","73,670,882.80","72,121,827.32"
