科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"615,879.80","43,604,546.19","50,761,126.02","52,339,698.39","52,945,741.63","827,590,684.22","774,724,921.35","731,199,527.91","709,075,525.39","703,812,501.22","684,607,566.85","639,165,437.50","532,880,114.12","547,800,328.13","505,097,586.98","455,488,551.35","324,745,299.48","315,164,033.43","276,410,921.03","192,916,925.36","118,577,505.16","110,986,656.67","279,806,942.60","213,400,614.91","439,172,856.95","257,979,555.46","231,738,690.87","226,126,169.70","199,750,909.09","220,315,764.67","216,953,263.80","225,449,946.65","220,667,687.79"
短期借款,,"20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","15,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"29,532,738.94","29,842,520.84","40,250,174.25","46,273,127.79","46,983,900.03","60,962,814.42","67,505,301.02","85,656,292.67","85,306,692.72","78,412,812.60","90,465,515.51","85,602,398.21","87,454,703.29","65,830,437.77","74,051,323.63","85,242,079.61","96,106,053.70","58,931,512.14","75,798,782.25","95,649,515.15","88,842,139.61","37,256,716.98","25,914,479.16","38,519,550.32","50,201,964.42","7,873,163.24","14,959,257.61","14,436,860.76","24,297,458.96","10,234,602.41","11,850,185.67","10,685,534.11","17,618,412.50"
应付账款,"20,828,613.15","11,860,448.83","21,768,833.26","19,877,555.05","15,348,160.24","16,817,158.44","10,318,633.26","15,863,070.02","18,901,382.73","28,700,037.95","19,693,045.88","27,054,435.35","15,495,797.02","18,860,469.44","20,489,616.49","15,146,619.43","15,665,942.39","27,198,421.34","26,285,869.54","31,803,030.28","22,127,447.60","16,353,647.43","17,345,178.07","23,344,890.39","22,479,725.62","34,638,274.17","30,706,728.41","23,052,917.45","18,230,837.10","20,462,184.19","20,447,598.42","28,443,263.09","20,494,928.39"
预付款项,"18,629,715.72","17,313,857.70","18,501,053.60","17,380,210.84","13,662,361.23","15,012,747.91","22,403,973.56","8,941,954.33","9,650,571.01","39,456,517.17","16,478,534.86","17,532,704.08","22,857,739.95","18,960,972.40","18,724,001.81","8,138,950.32","19,590,284.87","5,928,541.56","9,367,589.04","18,923,475.54","6,729,793.87","6,615,930.28","14,072,902.09","4,932,855.41","8,301,200.81","10,740,378.73","8,646,347.11","9,607,006.98","8,947,602.77","9,900,832.31","6,299,733.97","6,033,327.40","10,844,774.84"
预收款项,,"1,772,464.00","1,443,584.00","159,852.00","1,444,001.50","424,300.00","2,988,503.70","3,386,149.70","3,593,330.70","1,318,656.51","3,020,227.71","6,315,324.72","3,674,765.33","10,169,576.69","4,568,015.64","3,751,124.20","2,955,438.20","7,807,494.13","4,503,914.55","4,909,838.37","5,203,381.82","5,390,398.07","10,910,264.05","8,784,368.66","6,153,095.36","18,111,956.31","12,699,420.49","4,442,567.18","4,136,256.77","8,924,982.78","14,697,140.49","7,751,320.29","7,446,671.61"
其他应收款,"221,708.38","906,569.00","1,867,718.60","3,216,550.48","4,010,190.18","1,472,652.72","2,561,886.75","3,763,451.79","3,776,817.03","3,497,431.56","3,262,363.88","3,330,004.27","1,416,062.48","883,614.72","1,543,334.95","3,619,730.62","1,330,142.90","1,133,571.45","2,857,623.29","2,292,431.52","1,408,025.40","1,396,766.62","8,581,399.87","1,646,978.94","1,693,335.92","1,268,383.93","2,115,311.05","3,281,761.85","3,787,339.53","1,160,802.95","1,943,356.45","1,774,898.73","2,022,510.88"
应付职工薪酬,"924,181.20","1,169,328.50","1,332,979.00","905,028.40","932,261.60","1,077,660.00","1,378,132.03","1,539,991.60","1,582,272.40","1,672,457.86","1,737,262.83","2,110,474.32","2,409,774.27","3,394,025.45","2,089,135.33","1,970,306.07","2,109,164.35","3,269,716.08","1,872,402.90","2,140,798.21","2,769,920.49","3,606,511.81","2,374,476.12","2,685,203.24","2,637,327.50","5,259,220.17","3,081,674.74","3,231,983.89","3,007,256.02","3,395,336.92","3,569,411.34","3,671,356.60","3,497,729.71"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"20,085,770.49","7,034,296.40","5,615,025.28","4,288,740.47","1,382,024.44","3,402,501.89","3,050,265.01","4,673,518.95","4,979,472.43","3,068,271.61","3,658,790.87","8,904,999.65","2,426,620.71","-329,098.62","3,136,661.79","1,934,728.01","3,040,426.43","1,720,545.49","7,033,033.78","13,251,844.11","11,634,964.30","4,767,086.01","15,625,134.43","13,938,714.48","13,301,560.15","2,026,201.37","5,242,980.21","5,232,232.71","7,477,512.14","2,687,801.67","4,516,784.61","5,584,070.61","7,129,070.75"
应收利息,,,,,,"2,368,136.17","5,855,194.51","8,885,297.61","12,239,279.80","997,113.38","4,533,194.44","8,316,014.82","11,737,860.35","2,206,555.50","1,819,513.88","3,746,357.59","4,348,927.04","158,333.32","1,605,333.33","2,925,155.54","599,830.19","3,468,350.00","1,027,916.66","3,410,746.59","1,589,494.68","34,037.26","246,400.00","266,089.60","210,395.49","153,578.08","781,852.05","127,400.00","673,400.00"
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,"14,600,000.00",,,,,,,,,,"17,556,490.11","345,599.97","345,600.00","345,600.00","230,400.00","230,400.00",,,,,,,,,,,,,,,,
