科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"63,688,477.76","71,570,869.91","75,509,795.31","68,944,813.90","87,635,790.38","469,640,625.07","463,361,619.49","427,817,504.20","459,467,114.21","412,254,112.80","379,484,417.30","340,162,386.60","378,509,260.13","313,032,333.12","253,369,824.58","225,995,567.93","274,461,416.77","208,056,519.72","234,887,845.55","231,048,830.01","201,938,744.19","153,523,082.34","195,896,370.71","124,418,903.96","157,708,126.65","106,695,133.74","109,844,700.11","97,048,362.99","166,522,619.76","114,269,925.59","155,153,427.92","162,408,256.42","183,023,492.49","130,346,926.67","120,055,093.39","97,917,118.64"
短期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,000,000.00","6,998,293.53","9,378,293.53","9,380,000.00",,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"300,000.00","8,516,000.00","200,000.00","15,000,000.00","15,546,865.00","25,811,865.00","15,761,865.00","5,500,000.00","3,696,690.60","5,859,700.00","12,329,545.55","11,790,644.35","28,660,496.36","25,880,496.36","6,255,000.00","3,639,138.00","62,593,445.69","64,826,676.85","44,032,272.30","32,702,117.38","71,557,115.09","63,924,478.13","34,270,251.97","37,885,996.68","65,769,876.10","61,459,137.72","56,443,461.81","45,705,984.67","90,435,679.47","80,849,051.60","34,033,025.02","22,645,164.08","100,548,832.45","84,246,706.02","39,859,949.90","39,709,355.88"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,"7,021,930.97","8,188,296.45","5,108,430.79","6,994,738.44","8,209,101.17","9,319,016.64","8,578,069.25","7,429,450.00","11,595,282.50","8,036,693.50","2,938,710.00","1,991,310.00"
应收账款,"26,408,794.10","29,452,601.79","53,235,318.53","69,913,592.48","60,774,899.29","77,016,669.80","99,758,134.36","112,456,314.91","100,029,001.46","117,886,174.15","121,578,090.94","141,495,742.39","119,061,299.22","119,876,915.52","150,962,690.07","163,303,404.93","121,317,759.62","149,983,854.73","134,835,401.87","137,300,437.75","161,059,438.66","174,927,272.02","198,439,629.91","197,903,450.14","203,913,917.51","218,106,602.72","219,897,984.86","218,543,759.65","149,983,806.11","170,595,492.19","174,854,308.60","177,366,155.83","115,044,991.74","171,085,394.10","176,422,889.87","186,585,705.75"
应付账款,"3,081,825.69","11,944,666.67","10,496,613.75","18,320,961.19","24,262,603.98","20,014,055.97","14,899,516.36","16,159,457.15","19,211,236.60","13,621,798.62","13,913,123.18","13,515,387.60","16,115,895.78","5,727,819.31","14,437,300.86","18,144,529.04","21,899,397.75","20,240,115.59","18,159,082.68","18,725,935.80","29,560,140.12","26,688,118.20","32,654,151.09","29,634,013.96","22,420,032.79","15,997,338.89","17,486,221.07","15,697,368.19","18,701,567.34","17,579,689.19","23,344,126.76","18,791,686.32","19,585,039.95","24,637,989.49","25,865,641.83","28,414,696.05"
预付款项,"7,251,625.40","14,818,066.78","21,062,380.50","8,521,298.09","11,286,717.58","14,827,048.12","17,084,891.62","16,498,743.13","18,959,078.81","36,557,484.83","26,255,301.43","35,221,629.86","28,351,397.74","34,108,118.78","34,522,891.52","40,879,986.92","57,097,296.81","61,697,066.53","50,874,746.73","47,432,235.33","55,543,232.41","52,529,811.08","50,657,064.25","49,142,685.89","56,342,542.64","62,811,025.92","71,104,060.42","73,752,954.06","68,772,744.73","72,822,468.82","77,541,403.49","88,546,113.30","83,516,353.52","90,444,306.65","100,192,938.55","104,031,119.04"
预收款项,"30,513,790.38","26,816,723.62","26,032,316.01","33,542,425.15","53,895,962.30","41,674,577.03","53,689,069.38","45,350,133.98","58,213,921.49","52,121,327.65","58,993,497.54","55,605,687.11","79,469,876.87","42,939,833.59","47,659,418.97","49,158,163.39","57,091,073.55","35,552,508.13","39,200,778.05","42,257,087.13","45,411,309.24","21,012,912.69","41,723,175.26","17,234,146.07","29,734,861.23","12,323,817.68","12,083,905.23","15,777,482.20","32,451,865.76","25,805,941.06","25,870,004.71","23,857,008.00","17,273,447.62","17,995,632.97","9,458,204.20","11,345,620.97"
