科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"26,117,820.05","69,244,684.11","117,855,748.42","183,768,130.55","27,555,706.09","83,634,954.19","144,204,433.23","241,545,284.86","39,273,654.49","107,336,444.84","201,561,151.60","314,340,387.61","39,814,757.56","139,343,885.65","241,164,591.54","352,977,268.97","50,244,153.48","135,568,386.69","243,375,363.74","370,142,507.50","52,926,972.35","153,721,287.12","259,860,756.87","376,966,907.11","57,014,295.49","176,544,963.52","283,923,069.00","432,770,239.75","74,316,256.15","182,122,353.55","248,807,867.80","313,200,970.58","32,904,867.64","78,480,534.45","135,117,144.47","209,370,332.34","39,001,043.08","107,333,482.74","181,841,777.30","288,618,425.48","53,208,618.29","152,278,707.77","231,456,353.16"
二、营业利润,"3,694,316.25","14,918,246.87","26,771,240.65","39,101,874.97","3,698,093.14","16,691,658.22","29,882,577.93","52,982,579.41","2,539,434.41","22,097,716.04","42,094,198.29","80,401,211.24","3,326,792.29","26,350,873.82","52,317,215.65","77,112,314.65","3,681,662.92","14,320,827.37","37,545,039.85","54,518,245.26","2,753,989.27","19,216,413.40","44,114,379.54","59,608,688.02","4,474,248.81","20,305,683.89","38,237,127.39","26,207,651.77","2,212,821.65","-2,780,484.17","-30,658,111.61","-117,911,899.46","16,233,597.48","109,274,320.79","106,671,750.17","128,793,998.66","-16,277,178.57","-15,825,881.61","-1,117,138.01","67,331,684.12","-11,486,018.23","-80,288,688.78","-109,688,383.68"
减:营业成本,"15,627,989.25","40,219,237.06","68,945,491.66","107,205,215.36","16,911,990.27","46,731,136.86","80,421,828.93","133,743,794.98","23,124,638.44","61,305,145.44","113,819,390.57","170,936,075.85","23,338,689.31","73,869,071.36","129,398,332.94","176,993,345.29","28,803,894.67","72,645,891.74","133,549,139.58","205,069,644.89","27,355,350.07","86,197,866.05","138,345,745.34","207,132,000.51","30,476,235.86","104,015,796.89","160,866,894.80","281,851,041.31","46,264,185.84","123,286,691.78","169,577,511.23","222,531,838.85","24,894,745.29","54,666,607.34","90,796,669.46","137,875,211.36","26,557,334.83","65,916,067.56","108,821,511.12","176,829,700.04","38,353,552.64","110,601,696.75","166,488,862.03"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"65,867.18","267,336.13","447,906.93","735,028.24","76,745.41","267,290.49","514,772.15","993,473.34","127,671.02","327,769.71","704,598.09","1,316,690.19","94,029.49","578,727.30","875,471.65","1,755,345.70","494,490.75","1,357,196.19","2,300,216.86","3,400,573.71","584,809.07","1,063,746.48","1,872,130.95","3,154,828.49","427,342.33","1,910,428.29","2,613,201.75","3,583,205.88","241,559.89","1,110,921.63","1,654,037.74","2,087,883.59","235,238.82","850,668.07","1,199,784.07","2,241,539.94","2,734,218.15","3,145,539.73","3,610,435.72","6,575,903.09","662,363.11","1,714,791.68","2,777,850.45"
营业外收入,,"28,300.00","28,300.00","1,567,757.18","27,750.00","2,081,218.80","2,316,561.96","2,624,020.59","44,431.11","152,707.52","186,694.78","2,832,031.78","82,351.28","361,656.96","411,636.02","3,620,969.93","348,229.06","15,773,915.15","18,575,134.85","27,875,245.47","2,817,927.48","11,346,687.31","12,962,825.27","15,428,718.39","1,059,566.27","2,104,579.44","3,338,013.83","11,557,768.83","1,839,139.76","4,224,274.60","5,874,306.43","11,302,472.86","1,702,900.81","2,280,278.71","7,530,293.31","7,725,816.31",279.16,"1,710,410.90","12,100,081.46","14,486,718.27","1,097,707.04","3,909,469.59","3,545,746.56"
销售费用,"3,157,277.28","6,140,461.72","9,610,337.26","14,666,137.59","4,421,866.84","9,841,682.47","15,879,607.65","29,157,835.59","8,304,223.77","16,168,659.65","28,693,997.64","39,821,744.84","4,566,474.74","11,335,347.15","20,861,819.84","32,694,245.27","7,941,345.58","16,038,407.29","24,786,454.24","47,523,744.14","6,860,839.30","18,831,902.00","35,405,178.74","46,451,697.88","7,692,175.39","19,195,905.46","34,109,169.60","43,454,885.34","10,705,153.19","25,368,145.05","40,982,876.09","79,594,593.58","7,047,341.01","22,893,378.90","33,390,064.21","47,439,473.03","7,802,855.86","19,803,540.90","32,114,148.21","49,406,002.36","9,186,044.21","23,317,826.59","32,982,843.72"
减:营业外支出,,,,,"4,676.50","325,275.17","325,275.17","325,275.17",,"13,872.51","13,872.51","13,872.51",,"3,254.31","23,254.31","65,829.93","109,899.00","109,899.00","470,445.94","489,622.42",1.37,"36,596.67","63,255.83","64,313.52",,"486,918.34","502,112.51","583,383.54","13,981.90","48,838.12","85,442.27","13,321,838.36","-302,586.33","-302,586.33","-108,586.33","1,222,231.31","17,382.95","133,617.99","972,973.22","1,330,000.93","15,363.30","89,057.30","92,228.72"
管理费用,"3,297,190.65","6,217,598.41","10,552,663.35","14,672,890.28","3,056,595.00","9,667,131.68","14,429,082.73","21,881,212.96","5,325,353.47","10,796,281.28","17,134,066.23","29,617,548.28","7,379,539.41","13,970,327.16","23,266,861.94","45,137,506.63","10,304,991.49","27,897,270.99","40,675,775.92","57,832,690.87","15,250,277.94","26,768,691.58","39,981,430.22","57,811,019.36","14,152,469.73","30,720,769.97","47,756,543.08","73,030,884.70","15,361,302.26","33,167,844.83","52,138,916.80","109,884,156.87","19,997,489.09","38,149,470.95","52,051,738.90","81,978,681.32","29,905,152.26","54,720,792.74","80,623,306.66","120,675,096.54","32,628,901.89","61,145,825.68","91,171,557.93"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,,"35,484.93",,,,"364,223.42",,,,"27,716.85",,"486,918.34","500,112.51","511,383.54","13,981.90","46,851.12","79,555.27","5,084,345.29","7,246.43","7,246.43","7,246.43","949,782.73","17,211.50","17,211.50","14,678.98","105,540.49","9,306.56","9,306.56","11,574.94"
