科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"36,235,385.45","15,803,929.92","34,447,630.34","16,596,447.31","569,357,353.56","561,926,498.26","527,133,690.14","469,964,399.89","413,148,187.82","402,557,085.12","467,714,802.27","434,449,052.23","382,929,095.31","346,778,134.37","333,491,592.83","294,463,325.76","301,902,108.90","300,527,522.76","245,166,387.30","123,904,668.72","79,322,318.51","225,640,544.90","167,189,071.50","266,493,470.00","328,368,872.89","372,733,984.01","362,616,988.80","290,681,209.26","330,788,418.03","356,704,819.24","315,807,743.88"
短期借款,"28,500,000.00","24,950,000.00","55,000,000.00","125,000,000.00","85,000,000.00","100,000,000.00","105,400,000.00","60,400,000.00","27,766,000.00","14,766,000.00","84,000,000.00","84,000,000.00","80,000,000.00","27,500,000.00","38,500,000.00","8,000,000.00","8,000,000.00",,"21,775,000.00","54,354,573.40","49,429,573.40","125,259,573.40","157,347,973.40","262,590,000.00","267,590,000.00","288,760,000.00","401,232,210.80","464,372,210.80","459,372,210.80","413,410,000.00","368,060,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"3,410,180.00","22,170,953.91","83,438,053.03","72,600,554.42","23,968,351.69","15,522,227.92","27,124,813.82","43,512,023.51","53,021,635.43","20,716,325.65","15,163,916.19","26,452,015.92","31,955,802.17","15,013,781.63","19,094,434.03","11,856,353.61","11,133,565.32","16,983,491.18","16,507,498.26","20,613,545.73","88,574,641.65","77,277,813.85","122,288,917.23","27,529,424.32","61,867,764.40","73,394,544.55","25,348,610.15","30,515,786.24","13,057,717.92","38,714,119.34"
应付票据,,,,,,,,,,"29,963,900.00","32,112,900.00","6,630,000.00","26,567,947.60","18,251,084.46","20,160,454.94","20,875,000.00","56,924,829.72","74,461,940.72","37,100,000.00","4,000,000.00",,"55,245,604.26","138,855,352.80","270,405,587.16","464,127,317.92","607,821,223.75","669,853,120.61","595,287,496.36",,"521,540,439.54",
应收账款,"91,462,579.46","95,399,267.04","217,208,089.96","208,938,693.44","193,002,749.56","206,995,553.94","199,053,366.42","201,219,220.43","177,079,908.56","173,734,055.51","189,615,486.82","216,190,784.92","211,010,334.66","212,321,674.91","211,158,740.26","220,604,832.46","240,924,985.22","222,406,086.34","231,943,936.37","267,674,196.12","288,378,470.55","427,982,919.28","439,945,638.38","489,654,967.50","678,155,988.46","820,878,521.66","942,631,860.32","1,048,799,664.85","1,007,625,227.71","1,008,422,135.75","903,219,594.36"
应付账款,"89,939,752.22","43,424,979.49","64,341,561.03","71,972,248.09","48,059,149.04","37,425,479.38","94,155,213.18","32,631,426.22","55,127,166.83","56,187,310.81","41,670,823.28","45,804,727.03","35,785,534.28","47,058,348.15","45,971,564.84","52,702,788.46","26,003,054.39","58,970,888.45","74,153,375.60","92,569,483.15","105,123,689.16","334,873,374.84","448,864,134.85","373,789,058.90","673,166,878.91","703,568,846.15","802,506,294.31","672,043,083.52",,"592,758,754.06",
预付款项,"1,680,461.00","2,177,979.66","6,958,935.07","13,704,118.02","49,130,009.36","66,165,217.32","157,075,720.78","39,034,526.03","47,811,793.42","33,069,457.77","35,375,876.55","34,556,215.37","39,366,875.90","37,338,028.05","53,237,820.56","41,750,447.87","39,333,173.80","17,850,614.40","26,774,931.53","25,223,573.93","26,277,939.12","43,039,419.11","111,332,458.27","105,675,636.53","166,555,552.13","60,822,185.08","90,159,198.52","57,660,146.99","80,741,428.39","64,823,783.17","61,522,440.75"
预收款项,"2,345,762.18","1,991,307.80","16,003,853.83","22,086,512.31","9,704,343.37","6,562,506.15","3,344,325.23","5,029,737.09","3,932,254.22","3,564,746.96","4,059,598.27","5,822,497.45","5,453,728.12","7,660,925.24","8,249,253.86","6,597,829.09","8,500,702.70","6,126,943.02","5,450,417.15","4,023,087.67","5,633,954.50","281,754,934.49","314,432,745.42","439,974,082.44","376,036,793.74","202,752,217.07","205,848,039.03","182,280,068.12","256,773,234.42","293,293,199.88","251,692,130.36"
其他应收款,"512,792.73","914,593.85","1,984,755.37","3,841,522.72","1,688,288.20","529,469.99","584,139.61","3,550,726.74","13,574,431.60","15,483,435.12","20,191,746.82","23,728,769.22","53,446,388.22","17,753,239.19","19,931,437.23","19,542,110.81","20,684,709.10","17,747,133.61","17,876,203.86","20,018,456.90","25,147,322.92","18,972,613.91","23,158,551.23","21,489,804.84","33,821,992.24","15,978,597.36","22,591,183.37","20,393,560.03","26,686,909.96","21,732,491.38","26,295,231.66"
