科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
负债合计,"244,679,691.89","249,955,163.61","241,929,045.42","236,864,051.53","260,996,290.95","271,932,295.67","262,426,683.11","269,125,295.28","265,437,493.75","354,042,977.68","536,143,622.44","605,221,197.53","690,760,226.61","736,417,773.57","739,579,491.57"
生产性生物资产,,,,,,,,,,,,,,,
实收资本(或股本),"66,000,000.00","66,000,000.00","66,000,000.00","66,000,000.00","66,000,000.00","88,000,000.00","88,000,000.00","132,000,000.00","132,000,000.00","132,000,000.00","138,708,671.00","138,708,671.00","138,708,671.00","143,313,207.00","143,313,207.00"
油气资产,,,,,,,,,,,,,,,
资本公积,"56,302,776.06","56,302,776.06","56,302,776.06","56,302,776.06","56,302,776.06","224,415,776.06","224,415,776.06","180,415,776.06","180,415,776.06","180,415,776.06","397,307,109.49","397,307,109.49","398,193,583.16","452,523,564.26","452,523,564.26"
无形资产,"22,257,664.77","21,637,901.01","21,018,137.25","20,708,255.37","20,553,314.43","20,398,373.49","20,243,432.55","21,842,227.37","22,411,520.69","22,930,842.77","27,107,932.98","32,199,511.28","31,785,841.29","34,529,090.41","34,990,973.48"
盈余公积,"17,858,080.02","21,550,505.77","25,608,415.28","25,608,415.28","25,608,415.28","29,817,445.96","29,817,445.96","29,817,445.96","29,817,445.96","32,715,953.98","32,715,953.98","32,715,953.98","32,715,953.98","34,254,123.91","34,254,123.91"
开发支出,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,"347,432,760.78","343,788,101.90","343,788,101.90","325,313,349.92","325,313,349.92"
未分配利润,"95,060,467.85","115,174,140.39","135,211,312.40","129,669,114.84","140,535,390.83","157,037,764.52","156,729,098.97","158,897,205.38","163,164,213.24","173,189,037.28","173,758,840.12","183,088,689.03","184,075,347.97","214,685,609.27","209,188,931.80"
长期待摊费用,,,,,"2,781,510.32","2,711,385.29","2,641,262.99","2,617,888.98","2,477,645.19","2,407,522.89","2,337,401.76","2,517,435.67","2,443,633.05","2,307,406.40","2,256,977.49"
少数股东权益,,,,,,,,,,"-192,237.05","-586,911.70","-1,134,110.44","-2,037,476.80","-327,876.74","-772,014.35"
递延所得税资产,"5,826,013.49","5,318,562.18","5,332,919.42","5,234,929.32","5,065,134.62","5,460,965.81","5,739,717.05","6,225,928.78","6,379,821.02","8,607,134.01","8,969,585.39","10,562,253.29","10,826,530.92","13,389,119.43","13,436,174.67"
外币报表折算价差,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,"424,528.30","424,528.30","424,528.30",,
非正常经营项目收益调整,,,,,,,,,,,,,,,
非流动资产合计,"85,406,096.86","81,605,694.68","75,423,078.14","75,053,544.82","78,338,354.89","81,390,248.87","80,164,161.69","109,847,220.61","115,359,422.67","123,546,409.71","476,448,979.07","484,956,773.63","484,391,974.01","469,348,594.49","468,724,594.65"
所有者权益(或股东权益)合计,"243,614,779.56","270,130,388.46","297,061,795.20","292,400,962.67","303,755,010.33","515,574,406.35","515,556,527.63","518,257,865.54","522,804,190.09","536,740,111.26","760,850,449.36","770,174,453.17","771,315,755.09","865,551,521.12","859,874,093.47"
资产总计,"488,294,471.45","520,085,552.07","538,990,840.62","529,265,014.20","564,751,301.28","787,506,702.02","777,983,210.74","787,383,160.82","788,241,683.84","890,783,088.94","1,296,994,071.80","1,375,395,650.70","1,462,075,981.70","1,601,969,294.69","1,599,453,585.04"
负债和所有者(或股东权益)合计,"488,294,471.45","520,085,552.07","538,990,840.62","529,265,014.20","564,751,301.28","787,506,702.02","777,983,210.74","787,383,160.82","788,241,683.84","890,783,088.94","1,296,994,071.80","1,375,395,650.70","1,462,075,981.70","1,601,969,294.69","1,599,453,585.04"
