科目,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"39,199,620.21","358,500,401.64","358,114,360.48","367,210,961.63","345,368,768.96","347,451,919.86","314,242,634.72","288,522,172.29","288,245,175.03","302,415,115.12","314,567,190.85","262,096,748.32","245,613,846.90","212,270,444.38","204,260,495.24","191,325,257.31","57,915,069.98","64,330,240.79","73,209,330.49","75,399,284.71","80,803,316.16","81,457,425.09","76,045,853.04","118,072,315.71","103,702,315.26","123,486,829.19","163,775,482.52","135,680,418.83","107,420,853.64","56,536,276.96","123,641,801.61","129,066,430.16","995,236,184.31","898,455,240.03","949,461,806.47","930,573,992.03","888,912,492.16","931,526,366.18","951,986,787.03","849,528,783.41","617,447,225.33","549,843,989.58","696,579,472.05","723,455,349.64"
短期借款,"38,600,000.00","25,200,000.00","25,200,000.00","25,200,000.00","25,200,000.00","25,200,000.00","25,200,000.00","25,200,000.00","40,495,700.00","60,974,000.00","61,453,800.00","61,436,700.00","87,670,519.00","68,407,901.00","60,134,479.02","76,406,470.33","76,712,024.58","78,969,860.65","68,710,944.83","58,737,162.08","70,608,231.02","59,106,515.99","64,055,064.90","63,272,777.54","64,871,779.12","66,529,489.98","67,744,545.38","57,767,140.49","67,254,003.53","76,254,603.42","87,036,609.25","98,689,311.56","173,257,754.46","194,149,776.25","173,116,575.83","155,502,886.49","154,345,161.14","118,233,572.49","135,038,936.76","124,306,522.52","125,262,969.44","146,527,654.16","260,437,580.97","297,615,309.83"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"188,693.54","387,553.02"
应收票据,"32,856,880.90","59,334,373.60","75,783,602.67","49,113,281.77","46,323,734.95","48,712,715.24","43,290,151.56","36,942,315.79","28,405,061.60","48,935,830.96","58,703,866.30","51,500,162.11","55,888,953.27","75,100,328.65","71,368,121.52","65,526,541.00","65,102,788.98","76,488,111.93","99,997,153.11","78,946,790.23","78,805,584.72","112,808,926.68","117,391,923.41","84,346,057.58","104,032,185.05","134,846,851.80","157,836,951.91","120,043,928.70","121,452,972.30","146,464,201.26","133,901,970.00","110,487,075.11","100,327,491.57","153,926,110.63","137,150,601.70","101,178,397.92","129,489,473.66","78,615,798.40","130,157,318.02","135,529,615.91","123,823,572.37","122,978,332.41","141,006,974.88","129,550,020.78"
应付票据,,,,,,,,,,"3,683,610.00",,"9,020,000.00","11,701,000.00","16,615,000.00",,"13,085,000.00","14,420,000.00","37,310,000.00","12,800,000.00","533,000.00","24,221,200.00","25,670,700.00","12,757,338.86","11,033,164.30","24,419,286.89","21,629,595.43","27,475,610.19","25,163,382.11","28,054,598.06","31,053,260.15","39,679,159.78","37,439,853.74","38,965,830.20","49,856,844.11","57,885,403.62","37,238,464.81","25,344,133.80","34,360,240.63","55,382,276.39","67,585,861.70","59,538,896.94","47,930,836.61","69,505,706.25","73,105,898.67"
应收账款,"70,994,828.19","62,797,216.97","49,979,241.17","54,731,884.35","56,600,211.91","57,336,988.98","53,939,758.91","53,380,626.31","70,568,572.99","75,922,505.99","60,141,002.84","68,047,915.22","86,252,985.87","108,198,222.51","106,238,680.40","109,959,101.00","162,337,521.57","155,742,901.38","121,864,695.60","140,501,309.59","120,806,615.60","122,577,623.63","115,889,552.19","113,437,306.05","152,433,896.35","137,486,316.54","113,990,457.79","137,746,485.99","171,925,632.86","189,962,800.08","143,906,943.51","131,232,122.31","174,416,860.85","168,423,289.86","150,322,115.45","130,743,563.68","141,631,081.51","160,149,201.75","148,678,560.18","158,572,066.71","191,669,981.12","206,385,137.41","285,122,642.19","298,866,804.97"
应付账款,"74,029,015.51","86,517,572.31","83,174,283.06","71,176,338.57","89,020,586.56","80,461,514.87","44,843,172.27","52,045,327.58","53,715,779.60","72,197,233.79","71,380,805.20","86,895,826.37","119,690,739.35","119,299,932.32","119,256,628.10","125,740,132.76","178,998,993.90","121,354,759.39","93,677,541.55","117,563,825.12","107,721,793.17","98,394,297.39","86,817,203.32","79,709,429.40","123,833,353.80","128,683,481.95","120,921,803.86","130,105,471.65","149,861,194.34","150,212,996.44","113,197,313.09","110,203,424.20","132,843,072.92","138,588,224.26","122,823,830.29","122,539,889.13","169,607,974.65","190,321,671.58","183,868,548.25","198,974,417.91","280,404,854.05","334,845,747.21","351,578,799.42","332,721,419.34"
预付款项,"7,171,026.49","3,830,010.45","11,805,686.27","5,239,199.44","14,707,028.03","19,991,633.29","28,495,811.53","26,022,212.60","22,625,455.40","21,020,973.01","11,202,236.59","30,048,239.05","36,546,969.57","47,956,834.17","13,346,346.92","39,490,535.26","34,210,711.15","37,755,036.55","11,069,282.46","27,942,988.71","17,767,326.45","16,221,316.72","9,858,523.15","16,505,802.95","33,871,449.10","33,614,172.03","9,401,722.18","9,341,545.03","7,710,874.55","10,778,282.32","9,394,371.79","8,893,752.87","7,888,307.16","14,384,418.25","5,709,623.15","9,088,617.38","7,440,367.91","9,206,058.80","5,208,358.37","7,586,485.42","9,749,491.13","9,125,547.21","9,970,513.63","18,745,347.78"
预收款项,"8,778,618.69","12,486,055.80","9,874,168.84","12,873,976.99","9,747,167.58","13,594,027.99","5,347,083.98","2,840,010.82","2,273,219.60","4,827,052.09","5,710,156.85","6,379,547.19","5,979,146.39","4,886,327.19","4,154,920.24","6,448,457.15","8,494,186.97","4,950,652.40","2,549,015.65","4,535,229.75","3,598,576.46","3,910,942.81","2,335,230.58","5,718,666.40","5,317,688.01","5,028,758.51","5,098,566.33","11,111,091.75","7,798,299.18","5,346,489.75","3,079,038.37","5,019,134.46","4,797,420.33","6,152,803.04","4,321,398.60","8,059,266.95","8,347,468.06","11,948,369.31","14,674,703.77","24,225,282.99","27,646,477.31","26,377,979.12","18,876,671.63","22,601,943.80"
其他应收款,"655,099.72","206,304.03","172,218.64","295,054.95","591,665.27","476,191.87","561,732.47","922,113.98","980,359.60","790,428.82","765,618.52","4,065,841.12","1,528,065.60","1,873,292.05","1,743,528.20","2,628,688.40","1,626,650.84","1,770,539.32","1,644,412.91","1,846,263.65","1,489,035.83","1,376,063.43","1,129,748.89","1,633,450.55","1,548,406.49","1,424,811.11","1,396,487.27","1,350,515.49","10,571,697.39","13,723,994.73","2,465,249.95","3,033,190.34","2,429,846.20","2,280,487.04","2,740,625.82","3,510,406.21","2,086,045.85","1,334,153.91","3,058,053.91","1,262,821.49","1,106,159.28","1,181,886.63","5,338,090.71","4,174,429.58"
应付职工薪酬,"2,127,843.63","1,786,453.03","3,539,279.90","1,954,021.24","3,008,881.68","4,089,621.22","4,230,213.76","1,942,640.35","3,003,282.02","4,114,951.53","6,313,365.16","3,206,120.57","4,695,017.66","7,215,457.80","11,344,153.46","5,842,561.76","8,355,020.44","11,144,095.27","13,791,280.22","7,356,824.58","9,360,616.40","11,685,191.62","14,039,723.13","8,274,372.73","13,026,578.66","13,888,101.62","18,887,008.99","9,645,359.03","13,667,251.32","16,005,827.21","20,687,092.36","10,502,151.97","15,237,216.80","19,175,993.34","22,593,772.64","12,409,546.63","17,045,346.11","20,476,407.25","25,658,345.23","14,394,089.79","20,021,489.74","25,637,955.22","61,233,016.64","33,615,842.88"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"4,692,778.29","3,680,874.96","3,361,419.15","4,042,477.99","10,701,743.79","9,243,516.64","3,342,840.00","215,521.01","3,007,578.73","8,758,577.54","6,000,198.59","10,519,984.18","7,021,315.02","10,585,344.53","11,070,841.86","13,914,916.62","20,969,322.30","23,689,191.01","13,831,508.23","16,301,889.86","9,321,559.62","19,464,803.16","21,957,890.48","22,917,769.53","14,826,605.82","22,445,540.65","22,660,037.91","23,147,477.56","15,951,823.40","21,730,634.25","25,674,853.13","20,210,937.90","14,443,486.58","17,109,667.80","20,657,889.56","20,413,104.40","14,806,232.93","14,841,886.61","20,303,297.31","16,283,844.23","13,319,674.67","23,392,744.31","41,863,304.19","36,921,861.83"
应收利息,,,,,,,"4,331,773.97","3,387,187.05","4,632,613.59","1,537,954.45","996,365.37","756,827.57","783,274.17","583,311.06","256,468.35","261,471.41","230,455.16","219,514.26","221,793.59","275,109.33","259,375.86","330,693.39","368,461.87","433,965.96","348,093.91","397,459.49","462,685.87","402,185.48","1,745.20","45,496.16","172,854.78","364,304.20","672,436.48","4,990,201.41","7,379,323.80","9,448,778.12","7,599,194.27","3,741,642.15","5,500,319.33","6,036,785.14","7,290,612.69","2,046,570.36","2,649,474.40","2,297,661.85"
应付利息,"459,102.95","181,396.88","393,559.14","190,825.66","190,825.16","428,067.87","180,157.02","76,301.52","24,300.00","238,468.25","235,065.08","472,334.04","631,063.19","550,671.84","125,970.47","283,485.29","179,892.93","230,842.57","282,573.20","204,760.03","299,464.63","155,281.79","139,235.84","252,180.90","184,780.74","104,389.70","114,842.64","85,586.67","90,643.87","108,256.37","155,379.63","239,137.29","328,468.15","407,209.18","644,811.17","229,786.12","704,168.30","234,931.58","387,852.41","229,894.28","327,891.83","439,479.51","2,026,437.83","2,074,744.04"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"70,983,403.55","82,808,363.80","78,532,957.50","80,802,612.26","89,261,753.89","91,623,589.30","67,003,408.49","74,428,686.35","69,178,104.37","76,034,834.32","81,297,014.71","98,229,225.06","122,715,665.31","119,005,792.48","128,343,645.77","157,550,907.97","171,083,772.18","160,242,612.54","138,987,976.82","153,916,968.88","150,666,891.47","136,688,662.45","130,777,161.91","141,747,921.16","137,523,416.50","143,668,147.65","133,220,416.14","168,548,112.52","158,728,056.43","150,901,961.50","144,178,577.03","167,636,936.07","156,166,859.46","154,789,866.18","136,312,361.09","153,297,907.52","161,432,902.65","180,461,497.84","166,072,512.22","199,152,799.09","238,275,029.94","240,213,960.49","335,724,289.14","398,660,103.40"
