科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
处置固定资产、无形资产和其他长期资产收回的现金净额,"13,000.00",,"155,500.00","20,100.00","22,100.00","22,100.00",,,,,"464,000.00","65,000.00","65,000.00","344,950.00","356,480.00",,,,,"31,000.00","31,000.00","121,000.00","121,000.00",,,,,"6,000.00","262,800.00","262,800.00","262,800.00",,"13,370.00","13,370.00"
筹资活动产生的现金流量净额,"4,598,969.51","-22,883,209.66","-739,267.28","1,482,831.70","525,927,675.14","530,620,281.76","526,944,899.66","5,475,634.38","17,667,458.39","-16,501,302.52","-10,284,867.39","2,989,586.32","-11,987,758.03","-10,659,873.49","-21,357,312.98","-1,439,877.61","-25,402,008.96","-31,512,396.26","-33,746,570.04","-3,099,257.32","-38,302,345.76","-39,275,714.00","101,286,455.17","-25,443,161.91","-40,357,853.74","-30,060,238.87","-15,244,500.55","-44,354,358.86","-50,531,541.09","-43,494,097.12","-61,672,889.77","-1,632,904.69","-14,731,040.64","-36,079,792.29"
处置子公司及其他营业单位收到的现金净额,,,,,,,"22,100.00",,,,,,,,,,,,,,,,,,"6,900,000.00","9,400,000.00","19,681,000.00","8,500,000.00","8,500,000.00","8,500,000.00",,,,"2,000,000.00"
四、汇率变动对现金的影响,"-492,362.81","-588,154.79","-360,150.27","-89,279.46","-251,252.82","-458,201.26","-655,902.14","-169,495.97","-474,627.61","-802,280.06","-946,433.28","-16,193.71","145,718.78","347,846.66","-450,158.21","-844,091.56","-2,007,719.05","-2,872,451.09","-3,524,179.29","-248,552.36","290,439.60","-160,316.65","-293,559.58","80,716.44","268,722.53","459,046.01","1,608,551.75","-738,193.10","465,680.10","436,606.98","1,279,105.50","-647,944.08","-1,569,885.27","-3,702,029.99"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,500,000.00",,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"13,000.00",,"155,500.00","20,100.00","22,100.00","22,100.00","22,100.00",,"250,000.00","250,000.00","714,000.00","65,000.00","65,000.00","344,950.00","356,480.00",,,,,"23,031,000.00","33,352,824.66","76,575,427.40","103,905,271.24","52,598,356.16","191,496,827.58","285,130,243.78","487,064,757.10","290,828,273.98","462,533,567.13","583,491,402.75","714,482,772.61","80,647,111.11","80,660,481.11","82,660,481.11"
五、现金及现金等价物净增加额,"8,801,930.18","20,296,558.04","14,974,302.26","4,150,880.48","460,410,060.78","429,053,400.43","408,570,845.49","-18,298,730.63","-58,874,608.35","-94,973,273.73","-131,074,985.44","-37,592,795.98","-84,714,406.74","-73,235,108.08","-63,827,922.83","5,742,337.42","-41,840,473.65","-50,413,557.90","-81,324,465.50","10,310,163.93","-21,544,733.68","-45,419,684.45","102,926,090.83","-52,572,975.55","-50,774,791.62","-118,499,844.82","-77,395,279.22","-90,355,639.47","-48,994,186.48","-38,410,588.63","30,020,839.98","136,599,099.26","77,913,321.67","64,615,613.53"
购建固定资产、无形资产和其他长期资产支付的现金,"12,911,226.43","27,222,482.29","9,245,168.99","9,334,170.77","14,782,069.99","25,452,405.79","72,747,078.35","23,881,247.51","54,628,801.47","78,511,559.01","132,346,016.95","15,430,994.60","38,299,845.35","56,716,918.29","68,925,646.00","2,782,870.80","6,898,679.37","11,811,342.38","19,650,145.39","4,052,376.08","16,223,470.25","22,789,139.02","36,288,088.39","3,333,246.00","6,992,903.83","9,482,969.58","14,862,087.62","29,199,401.24","35,874,967.05","43,786,143.17","53,502,867.56","10,034,552.56","37,881,388.16","60,113,689.71"
期初现金及现金等价物余额,"20,999,122.89","29,801,053.07","50,097,611.11","63,255,451.68","65,071,913.37","65,071,913.37","65,071,913.37","473,642,758.86","473,642,758.86","473,642,758.86","473,642,758.86","342,567,773.42","342,567,773.42","342,567,773.42","342,567,773.42","278,739,850.59","278,739,850.59","278,739,850.59","278,739,850.59","197,415,385.09","197,415,385.09","197,415,385.09","197,415,385.09","300,341,475.92","300,341,475.92","300,341,475.92","300,341,475.92","222,946,196.70","222,946,196.70","222,946,196.70","222,946,196.70","252,967,036.68","252,967,036.68","252,967,036.68"
投资支付的现金,,,,,,,,,,,,,,,,,"7,000,000.00","27,000,000.00","51,000,000.00","10,000,000.00","10,000,000.00","59,000,000.00","113,302,300.00","105,000,000.00","210,000,000.00","440,000,000.00","610,000,000.00","324,500,569.80","466,000,569.80","596,000,569.80","696,000,569.80",,"2,000,000.00","12,020,000.00"
期末现金及现金等价物余额,"29,801,053.07","50,097,611.11","65,071,913.37","67,406,332.16","525,481,974.15","494,125,313.80","473,642,758.86","455,344,028.23","414,768,150.51","378,669,485.13","342,567,773.42","304,974,977.44","257,853,366.68","269,332,665.34","278,739,850.59","284,482,188.01","236,899,376.94","228,326,292.69","197,415,385.09","207,725,549.02","175,870,651.41","151,995,700.64","300,341,475.92","247,768,500.37","249,566,684.30","181,841,631.10","222,946,196.70","132,590,557.23","173,952,010.22","184,535,608.07","252,967,036.68","389,566,135.94","330,880,358.35","317,582,650.21"
