科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"341,145,750.20","376,475,030.10","180,695,023.09","223,101,332.58","318,621,322.22","39,785,370.95","79,674,753.57","134,799,299.63","249,030,138.11","115,161,154.61","230,921,112.28","361,329,134.17","454,771,707.66","69,574,776.07","146,413,972.36","234,999,175.65","276,705,424.88","85,015,815.92","122,891,716.25","179,768,578.27","250,322,769.64","33,712,875.41","58,526,859.57","72,079,495.47","493,503,308.00","193,451,949.61","302,001,635.94","383,338,934.30","516,867,539.17","103,295,234.51","196,992,566.70","315,123,797.19","423,302,026.78","136,858,991.46","220,526,857.24","322,160,827.75"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,"500,000.00","500,000.00","500,000.00",,"570,880.42","570,880.42","436,821.11",,,,,,"5,589,659.94","5,589,659.94",,,,,"277,758.05",,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,"15,350,000.00",,,,,"220,000,000.00",,,"1,218,907.10",,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"25,167,751.59","4,960,344.33","4,518,060.13","6,271,363.84","6,282,303.70","293,932.57","5,879,465.20","11,075,480.63","11,334,820.08","692,741.57","5,110,938.94","11,828,009.13","18,447,658.40","165,592.02","4,342,093.85","9,227,168.32","14,595,224.06","3,523,442.37","6,430,501.91","4,898,671.77","46,442,921.09","11,587,997.16","14,672,886.32","22,197,644.71","252,041,279.10","33,540,760.21","212,462,798.19","269,647,301.61","79,657,495.10","58,235,723.50","281,562,171.82","410,723,534.03","30,291,767.52","27,733,500.70","93,621,742.69","269,133,827.61"
投资活动现金流出小计,"18,008,362.02","33,340,344.54","1,141,025.64","20,649,730.77","21,395,278.81","2,200,745.18","2,207,881.93","48,772,373.38","103,236,370.58","17,894,550.13","28,578,518.81","63,715,456.17","123,069,042.03","47,846,836.19","100,746,151.99","109,468,272.45","143,726,341.81","222,959,308.38","404,256,904.10","394,722,559.10","1,077,556,708.61","526,000,000.00","709,678,153.72","991,678,153.72","1,129,078,314.45","175,862,809.50","616,273,116.13","748,360,663.95","1,694,755,459.53","349,848,401.69","802,150,596.89","1,146,632,756.89","1,603,105,872.13","120,047,262.42","412,854,471.04","1,267,067,861.04"
经营活动现金流入小计,"366,313,501.79","381,435,374.43","185,713,083.22","229,872,696.42","325,403,625.92","40,079,303.52","86,125,099.19","146,445,660.68","260,801,779.30","115,853,896.18","236,032,051.22","373,157,143.30","473,219,366.06","69,740,368.09","156,345,726.15","249,816,003.91","291,300,648.94","88,539,258.29","129,322,218.16","184,667,250.04","297,043,448.78","45,300,872.57","73,199,745.89","94,277,140.18","745,544,587.10","226,992,709.82","514,464,434.13","652,986,235.91","596,525,034.27","161,530,958.01","478,554,738.52","725,847,331.22","453,593,794.30","164,592,492.16","314,148,599.93","591,294,655.36"
投资活动产生的现金流量净额,"-18,008,362.02","-23,331,084.54","-1,141,025.64","-20,649,730.77","-20,792,947.65","-2,200,745.18","-2,198,081.93","-48,762,573.38","-103,226,570.58","-13,197,238.88","-28,272,285.20","-62,857,953.89","-57,786,627.55","-47,846,836.19","-100,712,462.40","-109,404,582.86","-143,659,819.34","-222,959,308.38","-404,198,438.35","-388,864,505.46","-407,978,056.25","11,082,489.40","-645,663.70","-36,392,567.81","-86,104,640.31","261,423,153.06","-10,455,064.25","19,702,867.37","10,533,178.21","-59,116,237.28","-49,013,941.36","-96,691,163.64","423,207,451.75","-53,677,090.82","-7,959,769.40","-27,009,735.55"
购买商品、接受劳务支付的现金,"261,648,742.81","236,226,253.26","83,626,305.83","133,361,972.29","177,218,272.28","36,888,096.86","86,537,771.67","121,897,191.36","202,401,370.68","92,545,716.06","166,830,045.63","265,581,181.97","344,283,415.16","44,426,274.08","115,015,092.46","164,815,521.79","191,935,512.49","39,524,995.86","74,297,235.50","128,040,044.35","146,698,302.27","40,854,431.31","60,943,032.37","68,658,036.26","420,578,385.40","96,214,729.02","170,344,496.84","215,166,386.88","291,081,209.04","65,645,321.56","134,805,333.74","203,102,434.11","323,194,425.70","67,032,529.26","133,671,411.25","210,185,851.82"
吸收投资收到的现金,,,,,,"647,645,000.00","647,645,000.00","647,645,000.00","655,600,315.00",,,,,,,,,,,,,,,,,,"53,568,438.03",,,,,,"3,000,000.00",,,
