科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"164,881,477.01","218,043,119.46","308,778,153.07","176,167,305.69","270,676,540.99","383,103,572.70","100,088,023.42","211,345,565.57","318,196,853.67","438,857,276.26","125,397,983.85","257,867,702.91","385,109,727.64","531,741,558.86","144,413,129.96","296,621,870.15","451,230,690.29","627,549,555.85","166,841,485.02","346,213,664.55","504,136,740.26","698,444,819.49","208,662,075.78","419,828,865.79","629,770,901.42","898,604,718.96","265,570,450.67","523,785,813.14","800,478,222.84","1,128,861,164.53","323,250,701.54","644,326,731.21"
二、营业利润,"16,907,250.91","42,782,903.96","78,549,331.41","45,321,759.52","65,687,327.46","92,806,936.23","30,145,185.36","61,730,248.03","93,105,684.00","124,658,981.69","29,942,276.89","62,421,062.76","97,221,658.95","133,629,429.74","34,184,774.39","67,939,424.23","102,309,153.97","139,896,330.99","37,770,689.79","76,106,042.02","115,647,621.17","160,739,029.92","51,068,354.02","101,798,400.23","154,003,915.76","217,761,861.07","69,160,550.42","156,315,768.72","226,872,688.26","296,073,683.17","77,740,219.21","186,503,408.80"
减:营业成本,"103,290,879.98","124,061,863.82","168,923,686.27","100,638,688.62","157,075,487.24","221,430,323.67","55,176,066.19","117,714,170.55","178,068,798.84","248,949,935.93","77,911,276.81","160,239,732.44","231,799,835.03","316,842,249.97","86,980,345.92","182,223,571.04","275,781,473.05","386,859,938.28","102,428,443.66","211,784,288.61","305,108,079.66","425,479,479.42","126,803,905.25","251,334,516.99","375,559,857.09","533,692,459.37","152,565,562.33","296,772,473.64","466,409,036.35","665,002,067.49","193,091,201.96","380,684,212.45"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"104,502.61","1,683,822.06","1,385,155.40","1,114,857.64","2,159,127.97","3,366,191.02","1,020,441.18","2,166,465.26","2,982,995.62","4,260,926.90","1,002,795.65","2,112,869.70","2,682,171.15","4,105,924.23","1,379,320.65","2,448,424.85","2,876,650.87","3,204,487.34","375,637.48","989,743.64","1,239,036.90","4,355,840.65","2,053,443.79","3,176,549.94","4,945,603.69","10,500,215.12","3,970,251.71","5,886,832.26","8,767,443.16","12,887,710.17","4,292,803.46","6,123,402.27"
营业外收入,"6,725,339.52","15,154,795.86","7,386,611.97","6,293,082.02","7,955,001.96","10,494,293.58","3,565,223.92","5,349,712.46","7,890,866.42","8,338,229.67","1,580,456.26","1,999,752.18","6,214,528.85","10,184,864.78","1,739,846.62","7,914,959.01","8,438,820.96","10,316,308.03","262,878.02","7,869,484.50","11,082,999.61","12,683,552.64","1,764,100.49","12,321,948.36","14,490,682.32","16,461,797.63","1,894,433.24","306,583.48","321,637.14","392,982.99","569,191.06","814,545.89"
销售费用,"8,966,633.35","11,701,050.21","14,621,986.35","6,597,151.71","9,428,543.53","13,915,149.14","4,182,372.02","6,803,537.42","9,846,716.56","13,236,142.90","4,298,690.26","8,135,765.13","11,933,151.11","16,511,800.18","3,525,257.85","6,682,341.42","10,850,711.46","15,808,391.93","3,788,980.69","8,015,500.22","11,859,728.36","17,145,620.12","5,845,052.77","12,964,743.56","19,474,024.13","30,461,371.80","11,628,038.77","18,158,026.05","26,217,453.71","41,346,686.70","11,729,315.67","20,792,153.12"
减:营业外支出,"1,055,019.40","1,713,300.25","814,796.31","266,124.67","338,159.71","479,390.63","203,202.45","295,074.30","403,227.11","438,616.62","63,869.82","150,907.35","439,074.16","462,349.76","58,612.82","187,830.82","187,830.82","377,561.91","20,049.93","468,110.49","577,790.22","644,167.84","61,108.70","179,493.89","257,354.35","420,991.24","8,769.79","143,090.89","114,855.78","483,063.84","16,101.22","189,398.49"
管理费用,"18,695,217.68","24,661,956.35","29,241,726.75","14,877,588.07","24,086,843.82","40,025,113.02","10,065,133.04","21,709,506.06","33,285,167.27","44,376,992.15","12,260,569.50","22,675,405.21","36,707,538.10","52,106,252.80","16,451,105.08","31,828,594.21","52,451,222.23","69,751,410.35","18,849,813.29","40,569,315.77","59,023,310.37","73,251,896.39","20,971,874.55","44,397,688.80","67,494,913.76","90,853,527.25","24,778,987.27","49,743,976.76","71,093,173.40","99,344,417.86","24,899,127.53","56,723,360.97"
其中:非流动资产处置净损失,"368,233.01","316,186.51","360,126.43",,,"141,536.09",,,,57.05,,,"226,663.06","238,903.12","6,973.00","6,973.00","6,973.00","71,233.10",,,"75,287.57","115,171.21","18,408.55","19,235.45","35,997.53","92,400.76",,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"16,385,502.71","11,358,671.26","13,586,864.87","8,525,856.16","13,768,479.26","13,272,359.67","-359,474.37","-604,527.64","-918,674.51","-184,590.75","252,636.37","1,939,031.88","4,416,843.81","6,901,937.61","2,759,676.21","5,062,110.90","7,403,932.80","11,503,971.42","3,637,476.39","6,957,272.79","10,476,029.35","12,920,283.68","3,151,953.36","3,679,931.11","4,766,322.85","7,025,897.61","2,957,861.61","7,646,422.23","13,686,431.92","19,541,085.63","12,809,280.01","9,166,945.30"
三、利润总额,"22,577,571.03","56,224,399.57","85,121,147.07","51,348,716.87","73,304,169.71","102,821,839.18","33,507,206.83","66,784,886.19","100,593,323.31","132,558,594.74","31,458,863.33","64,269,907.59","102,997,113.64","143,351,944.76","35,866,008.19","75,666,552.42","110,560,144.11","149,835,077.11","38,013,517.88","83,507,416.03","126,152,830.56","172,778,414.72","52,771,345.81","113,940,854.70","168,237,243.73","233,802,667.46","71,046,213.87","156,479,261.31","227,079,469.62","295,983,602.32","78,293,309.05","187,128,556.20"
资产减值损失,"1,195,189.77","2,062,851.80","2,669,402.02","-599,596.03","-1,217,681.82","-1,403,500.05",,"2,231,865.89","2,231,865.89","3,964,587.44","-123,111.63","754,985.79","759,679.49","2,055,114.33","-646,950.14","804,953.50","-74,904.09","892,575.54","17,693.72","1,962,751.50","954,184.45","4,723,919.31","-1,136,587.96","2,716,955.16","3,766,184.14","8,549,306.74","509,198.56","1,646,316.05","1,412,349.16","15,220,711.03","112,123.25","882,781.99"
减:所得税,"2,173,147.16","8,495,168.56","12,500,277.40","7,358,986.08","10,729,160.97","16,775,614.59","4,731,203.78","10,123,104.11","15,699,666.56","20,804,976.25","4,905,029.96","9,811,544.78","15,341,075.97","21,340,895.47","6,698,943.97","13,145,743.22","19,967,039.00","24,261,988.78","7,333,964.18","16,286,826.11","25,257,674.58","32,855,032.24","10,204,770.40","21,449,974.50","31,485,686.98","43,116,928.60","14,030,458.60","31,512,033.28","44,589,882.12","45,649,388.74","12,154,587.77","28,460,849.68"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"663,700.00","270,000.00","200,000.00","309,000.00","311,586.47","309,000.00","141,700.00","405,700.00","405,700.00","405,700.00","147,150.00","411,150.00","411,150.00","411,150.00","220,400.00","367,550.00","367,550.00","367,550.00","27,250.00","171,250.00","171,250.00","171,250.00","95,920.00","239,920.00","239,920.00","239,920.00",,"144,000.00","144,000.00","144,000.00","104,640.00","248,640.00"
四、净利润,"20,404,423.87","47,729,231.01","72,620,869.67","43,989,730.79","62,575,008.74","86,046,224.59","28,776,003.05","56,661,782.08","84,893,656.75","111,753,618.49","26,553,833.37","54,458,362.81","87,656,037.67","122,011,049.29","29,167,064.22","62,520,809.20","90,593,105.11","125,573,088.33","30,679,553.70","67,220,589.92","100,895,155.98","139,923,382.48","42,566,575.41","92,490,880.20","136,751,556.75","190,685,738.86","57,015,755.27","124,967,228.03","182,489,587.50","250,334,213.58","66,138,721.28","158,667,706.52"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"20,414,124.56","47,763,642.54","72,620,869.67","43,989,730.79","62,575,008.74","86,046,224.59","28,776,003.05","56,661,782.08","84,893,656.75","111,753,618.49","26,553,833.37","54,458,362.81","87,656,037.67","122,011,049.29","29,167,064.22","62,520,809.20","90,593,105.11","125,573,088.33","30,679,553.70","67,220,589.92","100,895,155.98","139,923,382.48","42,566,575.41","92,490,880.20","136,751,556.75","190,685,738.86","57,015,755.27","124,967,228.03","182,489,587.50","250,334,213.58","66,138,721.28","158,667,706.52"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"-9,700.69","-34,411.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
