科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"254,527,919.46","304,656,717.53","142,828,737.55","212,957,491.73","343,784,761.83","98,844,655.25","168,979,848.87","272,500,869.25","480,727,702.43","114,192,102.99","238,001,961.04","385,262,770.39","589,164,598.83","90,092,115.34","234,905,818.64","364,957,931.71","554,853,758.52","107,582,899.65","187,224,371.17","348,373,304.05","592,200,724.09","109,818,385.69","293,566,309.85","467,615,997.92","937,901,922.18","169,173,454.62","394,939,202.54","652,744,583.42","1,120,788,840.88","158,564,019.29","480,692,698.12","857,109,458.32","1,947,509,468.69","281,066,253.20","618,347,143.84","1,107,470,770.46","1,956,074,423.96","264,098,179.50","704,232,830.08","1,227,059,068.50","2,146,839,975.46","351,805,631.87"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,"23,124,239.96",,,,,,,,"1,768,787.07",,"29,333,535.86",,"42,852,948.41","12,600,000.00","10,389,108.26","-2,041,489.05","28,803,688.95",,"7,591,524.29","101,192,861.21","101,192,861.21",,"496,559,485.41","639,135,708.60","1,030,709,983.58",,"89,800,000.00","241,090,789.45","125,800,000.00",,"349,569,272.96","459,484,344.96","792,995,047.86","58,500,000.00"
收到的税费返还,,"1,002,230.99","129,860.38","498,387.88","631,213.19","891,671.35","2,195,765.73","2,457,280.39","4,974,054.97","396,769.23","3,311,565.98","3,351,047.72","4,223,403.58","601,401.71","1,155,399.68","1,633,074.63","4,210,623.16","2,084,710.25","4,752,293.56","7,231,507.81","6,844,877.35","1,979,330.64","7,299,196.92","10,861,962.01","14,373,799.52","13,976,873.04","16,384,652.74","22,175,131.31","34,802,899.64","17,214,166.28","20,028,098.30","23,417,414.50","40,619,256.65","12,206,575.88","22,816,033.88","28,861,055.34","41,794,221.55","17,148,707.07","20,461,901.69","22,811,541.37","26,616,674.69","716,118.18"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,"87,949.30",,,,,,,"111,425,413.98",,,,"748,756,888.02",,,,,,,"3,027,629.24",,
收到其他与经营活动有关的现金,"3,117,882.36","3,760,314.22","3,808,444.82","2,543,749.62","5,724,464.91","1,020,742.32","7,284,195.54","15,987,129.24","13,378,604.08","2,052,352.25","5,803,506.05","42,346,988.15","12,505,821.29","6,005,428.71","9,616,376.99","7,954,674.07","20,713,087.89","695,285.59","2,097,932.17","2,363,639.64","27,456,444.64","2,391,770.98","11,564,492.11","12,008,105.86","34,131,136.39","5,611,361.19","17,488,886.63","29,887,704.15","10,070,881.40","147,172,741.10","61,871,613.32","96,096,770.60","165,061,740.45","2,329,712.56","62,978,271.24","137,875,945.13","68,017,152.11","65,659,142.42","72,444,730.83","131,307,349.20","99,295,927.17","96,265,807.73"
投资活动现金流出小计,"24,477,128.09","16,049,691.44","3,868,823.75","9,990,783.21","296,657,258.36","3,121,769.66","43,617,573.28","108,420,241.56","223,627,641.64","5,981,962.06","132,733,637.08","172,263,259.74","280,273,793.00","109,669,704.34","108,654,876.56","189,725,954.82","106,330,356.53","37,305,305.38","85,981,113.18","167,951,653.57","154,399,337.38","27,822,380.23","65,549,256.19","93,551,144.91","137,208,003.64","7,955,527.44","38,448,074.81","165,975,199.69","416,190,689.47","32,976,055.58","677,888,750.92","1,615,191,339.74","2,070,166,498.91","45,419,193.36","171,465,520.23","415,140,513.21","663,417,561.56","289,555,919.62","476,395,916.48","704,457,942.51","1,200,986,610.34","100,912,975.28"
经营活动现金流入小计,"257,645,801.82","309,419,262.74","146,767,042.75","215,999,629.23","350,140,439.93","100,757,068.92","178,459,810.14","290,945,278.88","499,080,361.48","116,641,224.47","247,117,033.07","430,960,806.26","605,893,823.70","96,698,945.76","245,677,595.31","374,545,680.41","579,777,469.57","110,362,895.49","194,074,596.90","357,968,451.50","626,502,046.08","114,189,487.31","312,429,998.88","490,486,065.79","986,406,858.09","188,761,688.85","428,812,741.91","704,807,418.88","1,165,662,621.92","322,950,926.67","562,592,409.74","976,623,643.42","2,153,190,465.79","295,602,541.64","704,141,448.96","1,274,207,770.93","2,065,885,797.62","346,906,028.99","797,139,462.60","1,381,177,959.07","2,272,752,577.32","448,787,557.78"
投资活动产生的现金流量净额,"-24,434,311.74","-15,353,321.92","-3,774,159.66","-9,869,960.95","-295,890,621.87","-3,121,769.66","-41,726,623.81","-47,197,194.76","60,842,300.55","-2,572,644.27","-29,842,196.71","-46,164,814.63","-143,446,612.86","19,365,071.29","61,205,412.73","-6,782,210.78","-1,869,713.77","36,000,475.87","25,790,882.30","-50,600,647.44","-78,599,792.73","-27,312,286.02","-64,692,362.68","-92,325,949.70","-120,882,354.57","-2,497,338.61","-32,323,129.07","-130,105,878.20","-380,683,205.47","18,968,044.64","-666,763,386.86","-1,548,992,979.32","-2,029,731,063.80","-29,375,460.74","100,676,478.67","-99,812,825.22","-270,445,335.43","-267,122,826.37","-77,209,596.20","-229,218,295.64","-314,005,911.64","-83,687,220.56"
购买商品、接受劳务支付的现金,"174,286,721.93","224,579,067.63","111,602,319.92","185,234,694.89","284,157,670.61","89,375,056.19","151,339,910.07","246,455,897.41","405,057,435.00","93,216,558.47","205,301,691.27","332,341,736.02","421,657,453.52","104,705,861.22","191,676,945.17","251,688,274.74","384,601,276.05","54,393,046.82","120,106,726.43","228,757,481.46","407,180,023.34","96,589,218.68","196,595,422.88","297,316,954.00","584,735,805.08","150,083,188.24","320,693,620.47","491,417,843.44","650,244,518.60","215,920,482.83","377,861,195.39","731,413,397.04","1,211,868,572.70","301,188,853.82","608,170,286.82","1,018,326,382.08","1,420,564,751.98","294,946,275.04","589,143,518.43","991,584,302.24","1,354,263,900.77","223,190,760.17"
吸收投资收到的现金,"22,507,087.50",,,"454,200,000.00","477,000,000.00",,,,"5,734,043.00","1,750,000.00","15,000,000.00","1,620,000.00","2,240,000.00",,,"980,000.00","15,205,957.00",,"900,000.00","3,500,000.00","11,703,500.00",,"980,000.00","126,669,956.80","127,894,956.80","7,230,792.48","7,369,214.36","108,033,687.88","105,372,246.45","15,592,254.91","1,782,366,998.59","1,842,781,982.40","1,821,849,541.16","3,811,549.83","9,183,066.67","11,445,164.61","15,231,880.73",,"3,500,000.00","10,548,700.00","13,800,637.00",
