科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"56,981,533.83","76,728,308.24","51,619,926.80","26,147,291.80","23,264,046.70","24,589,655.95","24,588,673.71","19,651,475.64","94,789,062.30","199,043,487.35","248,771,297.67","257,640,965.45","240,696,370.34","181,998,500.74","134,324,102.33","30,407,871.49","52,483,541.59","61,730,509.17","50,687,553.09","27,601,586.39","26,838,026.53","36,314,581.36","28,431,182.95","48,648,155.26","50,436,520.66","112,998,647.02","62,907,422.96","85,265,175.27","58,464,021.81","103,643,522.20","76,292,780.06","81,617,456.52","71,130,104.60","68,893,026.72","24,251,463.74","68,454,438.69","124,766,534.05","255,101,949.53","211,555,816.62","31,576,167.66","24,635,313.21","22,516,319.55","52,127,704.00","16,109,820.58","8,490,446.56"
短期借款,"860,852,346.83","860,468,680.23","810,768,680.23","609,478,680.23","609,169,580.23","609,119,580.23","609,069,580.23","729,144,851.13","730,044,851.13","730,044,851.13","753,644,851.13","690,044,851.13","690,044,851.13","953,848,097.70","859,698,097.70","832,513,092.32","845,513,092.32","845,513,092.32","845,513,092.32","838,065,173.70","838,065,173.70","698,665,173.70","629,087,264.23","616,114,264.23","616,114,264.23","616,114,264.23","616,064,964.23","616,007,964.23","616,717,964.23","616,007,964.23","615,977,964.23","615,977,964.23","615,977,964.23","615,977,964.23","615,947,964.23","610,947,964.23","567,224,362.57","567,224,362.57","567,224,362.57","327,481,116.00","327,481,116.00","322,481,116.00","322,481,116.00","71,614,040.00","71,614,040.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"13,728,893.75","23,566,551.03","30,430,915.01","34,343,211.22","15,130,909.66","11,436,289.08","26,258,679.68","30,630,080.85","15,825,757.51","56,697,910.32","93,867,321.77","39,449,300.52","59,557,880.74","70,400,209.06","21,706,357.53","23,265,027.76","3,716,557.95","3,526,000.00","12,533,348.80","11,324,576.00","8,059,576.00","10,767,553.84","28,258,500.00","9,270,236.25","14,297,313.50","16,080,599.12","8,082,968.52","2,833,530.00","4,710,000.00","6,682,000.00","6,890,544.20","28,975,024.52","13,421,072.27","7,478,678.44","12,388,789.22","6,575,961.11","14,137,371.33","14,840,190.40","5,777,805.64","7,283,301.25","20,173,894.08","22,856,814.00","28,005,520.00","2,619,583.25","6,719,567.74"
应付票据,"39,400,000.00","47,200,000.00","31,200,000.00","400,000.00",,,,,"42,100,000.00","133,234,000.00","194,751,920.04","180,590,664.66","187,817,920.04","97,300,000.00","41,000,000.00","9,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"721,654,363.27","725,131,195.12","710,636,542.65","741,757,778.46","729,181,413.62","725,117,831.78","746,282,417.91","730,030,478.01","746,696,048.02","721,443,205.44","707,438,815.11","662,960,877.90","688,219,736.05","645,904,866.74","651,067,017.59","610,564,166.29","623,083,380.38","613,507,364.90","607,140,913.36","532,282,829.93","541,318,827.00","557,641,730.28","577,968,244.61","543,848,958.21","555,977,044.00","565,588,455.51","565,204,273.42","566,225,933.95","501,238,630.90","509,954,199.98","502,798,850.16","598,423,378.12","576,711,883.23","308,916,351.05","322,318,694.23","225,717,372.06","235,355,778.37","202,744,170.24","202,841,714.29","194,266,939.12","212,790,409.21","205,993,302.72","215,510,524.89","183,412,801.35","182,741,939.27"
应付账款,"525,229,593.21","555,150,069.70","467,559,905.41","509,021,363.31","422,756,381.38","440,270,107.38","459,654,686.49","461,844,567.20","444,839,996.48","423,927,778.98","437,833,850.82","372,195,616.70","393,761,459.17","372,459,801.91","454,156,471.61","426,194,108.34","426,657,438.10","461,567,644.16","487,847,160.49","472,500,059.61","476,549,048.48","438,010,506.91","442,901,447.53","413,825,897.18","422,957,240.34","423,731,039.69","385,872,194.55","339,028,712.60","365,870,081.19","370,593,084.48","369,737,430.24","321,594,132.82","299,312,785.92","298,287,964.83","300,184,042.38","291,708,539.93","272,372,046.62","281,133,970.60","283,446,979.09","269,230,524.08","241,326,536.67","239,706,487.95","218,099,994.67","231,012,384.45","229,287,196.36"
预付款项,"333,318,245.91","357,782,666.43","328,244,063.90","380,480,694.56","330,770,938.25","319,838,352.00","341,803,547.55","238,176,659.59","217,625,864.48","254,388,435.82","238,093,228.66","276,257,332.95","258,928,658.89","247,898,997.12","269,620,829.43","256,054,682.73","236,232,571.68","191,820,937.09","208,421,931.35","186,069,801.73","199,325,635.82","195,306,530.67","187,356,026.31","176,531,016.17","150,914,457.03","153,396,714.20","181,105,928.04","147,445,366.91","147,771,084.47","158,295,908.14","161,364,499.93","233,676,664.67","238,760,401.02","184,472,199.44","176,844,079.56","171,320,871.61","160,046,109.30","176,031,338.40","212,131,089.08","158,897,833.35","194,494,791.09","170,732,810.15","189,245,452.12","138,223,618.11","146,044,740.92"
预收款项,"65,521,947.98","124,288,977.88","126,566,329.36","218,662,728.64","224,948,356.59","215,945,446.19","238,605,883.47","290,706,635.37","267,704,722.93","301,466,265.36","206,865,692.97","232,992,295.46","223,388,499.67","134,154,315.84","128,929,780.95","65,587,095.51","114,131,181.27","67,120,589.59","101,625,199.83","80,054,978.26","67,181,944.60","87,763,110.18","85,121,603.15","101,840,813.67","67,011,975.89","103,919,708.51","109,755,301.37","203,951,753.00","58,380,251.37","78,411,211.08","75,541,524.82","94,970,563.55","131,379,501.22","121,652,643.73","120,887,981.91","131,016,783.68","109,451,287.10","125,024,459.84","130,099,955.73","133,767,788.87","135,246,438.33","148,988,563.37","217,136,531.27","161,223,549.92","159,578,661.12"
