科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"89,628,275.16","145,554,037.75","140,010,936.11","82,857,359.04","327,667,359.81","313,832,826.36","317,038,659.61","291,151,659.47","279,332,778.72","260,943,695.49","215,800,857.65","171,825,132.32","230,566,599.00","186,380,449.22","180,846,161.13","176,797,225.20","182,950,730.33","161,471,573.04","162,876,180.22","119,724,020.45","60,712,427.59","93,980,157.65","50,090,452.00","32,595,348.48","42,111,934.93","43,708,497.69","90,699,741.73","21,529,116.26"
短期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,"500,000.00","500,000.00","124,740.00","1,616,330.00","1,056,330.00","710,000.00","610,000.00","20,000.00","50,100.00","96,750.00","1,146,750.00","1,379,947.20",,,,,"10,064,500.00","10,064,500.00",,,,,,"210,000.00","190,000.00"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"13,084,331.03","45,297,157.55","64,290,128.64","106,573,679.74","136,145,498.29","164,284,848.15","169,504,041.41","196,549,806.38","199,768,471.04","200,039,147.19","178,926,711.86","191,688,535.91","172,801,221.02","201,939,432.90","204,682,101.45","183,098,585.33","189,369,537.78","205,803,428.06","186,789,427.63","180,522,589.96","186,482,156.47","167,911,726.11","141,956,815.68","147,857,393.13","166,368,141.55","206,051,283.05","182,890,942.75","194,541,689.36"
应付账款,"62,777,478.37","73,310,353.14","130,940,159.68","169,727,525.43","164,412,579.10","175,127,753.34","181,963,331.08","167,012,329.18","163,177,413.57","158,600,256.57","186,906,342.60","149,681,343.86","149,793,638.11","147,983,703.73","145,585,017.20","136,162,760.38","152,216,673.27","150,717,439.20","117,964,286.72","132,576,904.48","126,566,155.19","121,694,263.33","106,436,646.33","106,727,924.88","112,501,157.44","127,436,532.38","115,512,212.42","109,858,737.00"
预付款项,"6,625,045.26","1,008,739.67","60,627,321.13","113,469,660.81","110,348,312.86","106,597,721.34","33,075,984.13","25,060,543.10","29,619,931.90","34,399,591.67","12,246,913.31","12,467,866.46","63,094,708.69","42,602,554.45","33,049,631.05","30,828,350.59","34,455,759.24","39,146,145.14","38,304,899.21","36,430,222.78","36,394,903.43","32,361,893.10","29,047,949.59","27,575,007.68","31,012,100.83","34,728,511.56","20,931,228.18","32,844,333.25"
预收款项,"5,953,706.04","9,380,162.98","5,148,248.62","7,219,376.08","438,224.20","1,016,930.64","813,068.64","531,128.64","1,409,084.84","2,075,924.84","3,703,734.56","1,623,590.51","745,196.64","3,591,175.34","24,241,826.52","4,445,352.87","7,481,669.87","2,880,680.47","1,012,680.47","2,679,477.20","1,497,400.20","1,464,650.20","4,478,725.20","4,729,865.12","4,678,686.12","962,700.22","1,834,831.89","1,207,491.89"
