科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"51,944,821.42","199,553,113.21","595,172,530.06","264,352,707.11","440,196,850.11","578,812,058.81","143,754,485.61","358,738,759.75","498,933,880.12","608,885,987.78","102,839,429.98","265,045,009.56","461,486,391.10","701,992,180.41","200,201,133.80","400,776,549.33","607,568,073.80","862,816,285.32","212,734,900.38","472,805,596.00","801,351,997.02","1,092,134,359.47","242,149,775.36","783,197,953.91","1,115,116,656.07","1,395,846,083.34","327,035,173.58","833,703,382.16","1,272,000,811.32"
二、营业利润,"4,298,815.13","93,202,517.65","266,206,711.85","109,298,299.25","190,677,496.46","239,992,189.12","42,320,565.29","81,242,368.78","67,680,587.13","85,882,623.01","10,049,787.82","24,973,519.45","49,241,834.44","70,125,014.23","17,656,036.17","19,684,246.15","24,137,553.76","36,432,522.98","21,868,358.39","52,718,326.27","71,698,673.45","60,193,271.48","10,746,789.28","32,801,998.42","43,921,526.81","3,556,068.15","6,587,493.25","244,032.03","-5,779,847.08"
减:营业成本,"36,032,320.34","81,586,373.62","260,736,613.79","122,812,225.95","197,187,621.77","269,126,682.58","95,337,591.81","256,633,570.34","375,251,935.44","467,810,790.42","88,365,293.92","228,788,257.07","392,901,141.48","594,055,948.17","171,670,700.77","353,747,485.37","541,160,494.37","745,567,492.45","172,777,307.17","392,537,759.39","668,775,161.07","918,706,266.76","204,943,073.37","679,336,298.83","963,174,443.87","1,191,649,455.55","276,252,066.92","714,502,773.03","1,087,189,114.84"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"122,238.17","621,724.20","4,351,737.10","3,264,297.86","5,555,109.42","6,862,392.75","1,088,514.10","1,581,344.15","1,581,344.15","1,661,711.62",336.00,"399,336.00","399,336.00","782,002.67","121,800.00","315,000.00","1,815,200.78","2,229,703.46","316,775.78","316,858.25","1,414,595.74","2,152,611.28",,"1,417,942.99","1,764,195.60","8,365,544.23","3,956,531.63","11,993,348.02","14,639,402.01"
营业外收入,"2,847,650.00","2,971,396.00","1,116,448.37","2,767,952.07","2,777,332.07","11,470,251.29","14,070.73","187,339.02","411,661.15","830,901.87","174,119.10","2,398,350.90","5,621,852.81","6,963,984.37","1,391,112.29","3,626,277.78","5,077,020.11","10,973,028.95","1,909,821.22","5,235,765.61","8,228,796.50","11,228,734.75","1,975,835.40","3,953,681.21","6,503,138.43","10,258,842.30","2,521,948.74","5,087,571.70","9,017,778.44"
销售费用,"1,846,864.23","4,107,395.68","17,735,179.70","7,442,332.43","11,238,190.82","14,851,886.32","3,816,990.72","8,355,242.40","12,124,116.10","16,719,164.64","4,358,567.14","8,802,339.91","12,598,536.78","19,243,868.85","6,015,630.00","12,384,985.11","18,011,328.01","25,437,186.02","7,056,595.87","12,991,795.86","22,085,515.72","31,803,258.32","5,887,127.87","15,908,330.11","24,208,039.50","39,432,059.18","8,592,776.73","25,331,480.47","38,679,783.81"
减:营业外支出,"192,876.81","170,457.22","723,746.13","714,136.21","888,252.86","1,111,681.65","143,764.94","432,469.21","573,581.03","715,175.65","109,635.76","334,761.92","675,016.35","6,038,096.69","235,275.72","545,839.42","781,948.14","4,574,530.73","562,104.06","699,273.27","1,030,619.88","5,003,411.09","15,167.13","23,030.66","144,375.09","874,449.80","101,966.00","426,329.91","1,217,097.95"
管理费用,"6,212,620.97","12,757,285.83","34,593,075.14","17,774,498.50","27,897,879.36","44,230,196.17","10,196,030.77","24,869,885.94","38,655,227.49","54,380,879.67","11,345,744.17","25,290,090.93","41,698,585.47","59,892,405.42","15,428,759.17","35,459,817.30","52,529,642.63","70,018,958.44","16,008,940.56","33,855,027.24","54,500,033.13","83,266,289.43","20,167,464.24","46,214,735.23","68,226,998.61","114,972,853.40","23,177,326.65","54,318,959.30","90,611,626.77"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,,,,,,,,"53,407.11","53,407.11",,"15,167.13","24,722.26","3,290.60","3,290.60","3,290.60"
