科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"2,652,803,292.99","3,820,892,912.20","4,459,764,867.70","2,022,072,532.72","4,251,977,596.71","5,559,319,869.30","1,548,022,392.31","3,254,209,862.07","6,330,494,789.77","7,688,419,420.14","2,434,438,434.24","5,010,090,366.10","8,420,571,572.52","10,264,606,108.33","2,910,397,976.33","6,306,220,930.59","9,950,379,381.08","12,447,415,691.16","2,450,897,361.53","6,098,893,905.19","10,562,437,856.35","13,399,087,531.31","4,297,407,778.30","9,263,474,650.55","14,832,951,234.41","17,426,587,432.14","5,292,440,207.63","12,921,709,055.27","20,199,846,959.76","18,796,907,462.70","5,511,642,887.98","13,648,875,733.43","22,497,207,648.06","19,087,403,033.96","6,740,474,494.36","13,089,785,446.41","21,469,153,041.03","17,368,500,034.04","4,150,074,563.50"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,"5,396,462.73",,,,"14,425,600.00",,,,,,,,,,,,,,,,"736,236,562.68",,,,,,,,"24,897,984.57",
收到的税费返还,,,,,,,,,,"5,199,158.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42,011,327.12",,,,,,,,,
收到其他与经营活动有关的现金,"8,421,405.26","18,212,519.01","20,533,226.45","28,281,992.97","28,959,669.31","46,738,622.22","11,739,460.44","71,681,290.94","113,177,243.43","75,508,972.33","98,135,164.65","140,003,396.88","227,601,821.88","122,478,601.16","35,660,773.51","40,067,836.38","102,679,260.09","77,149,562.67","10,280,482.39","20,292,298.86","37,813,483.32","67,260,354.99","13,665,779.43","107,107,978.63","137,222,574.49","92,608,766.07","17,290,580.66","82,003,641.59","222,677,561.26","159,816,619.19","48,279,866.37","80,014,919.40","141,223,509.62","160,531,063.02","53,311,073.30","110,834,797.66","148,127,713.46","328,435,707.41","34,719,723.72"
投资活动现金流出小计,"284,077,667.93","261,418,391.90","169,793,364.14","27,141,110.50","46,069,788.59","65,262,990.09","92,573,398.53","163,150,840.87","313,085,292.92","723,231,463.16","276,159,028.53","679,338,952.31","925,717,390.03","1,344,276,523.58","193,672,965.28","701,536,913.79","1,116,653,635.78","1,259,188,704.00","237,199,874.77","613,570,811.90","625,136,288.40","987,475,918.25","147,744,925.67","316,130,999.67","971,443,913.17","1,079,246,901.73","87,673,341.97","1,210,616,039.22","1,337,421,573.64","1,460,891,022.18","148,886,879.14","339,961,625.99","516,712,448.90","1,787,042,042.78","190,611,897.47","386,702,849.93","586,316,531.66","1,531,417,537.04","304,843,437.50"
经营活动现金流入小计,"2,661,224,698.25","3,839,105,431.21","4,480,298,094.15","2,050,354,525.69","4,280,937,266.02","5,606,058,491.52","1,559,761,852.75","3,325,891,153.01","6,443,672,033.20","7,769,127,550.89","2,532,573,598.89","5,150,093,762.98","8,648,173,394.40","10,387,084,709.49","2,946,058,749.84","6,346,288,766.97","10,053,058,641.17","12,524,565,253.83","2,461,177,843.92","6,119,186,204.05","10,600,251,339.67","13,466,347,886.30","4,311,073,557.73","9,370,582,629.18","14,970,173,808.90","17,519,196,198.21","5,309,730,788.29","13,003,712,696.86","20,422,524,521.02","18,956,724,081.89","5,559,922,754.35","13,728,890,652.83","22,638,431,157.68","19,247,934,096.98","6,793,785,567.66","13,200,620,244.07","21,617,280,754.49","17,696,935,741.45","4,184,794,287.22"
投资活动产生的现金流量净额,"-282,929,492.51","-261,084,907.79","-155,502,256.49","-26,884,652.81","-46,009,963.69","-64,704,543.75","-92,391,674.41","-162,745,219.56","-312,349,904.32","-723,034,463.16","-276,099,201.61","-677,417,053.88","-925,223,141.11","-1,342,322,063.58","-193,672,965.28","-699,874,938.97","-1,114,881,509.38","-1,241,035,577.85","-237,177,471.72","-600,708,194.93","-583,225,215.23","-944,483,072.64","-147,499,001.10","-310,744,289.38","-962,465,757.28","-998,449,833.52","-85,430,041.24","-1,190,422,523.37","-1,308,756,985.30","-1,288,345,614.63","-147,146,344.55","-332,540,044.54","-509,051,554.90","-1,708,317,157.65","-118,740,043.67","637,094,219.77","687,018,768.51","-253,533,902.95","-304,420,958.38"
购买商品、接受劳务支付的现金,"2,519,002,876.52","3,317,516,437.24","3,205,753,056.46","2,257,715,303.60","3,685,563,304.85","5,537,201,133.92","1,980,716,696.17","3,696,837,060.57","5,857,611,911.86","7,516,318,032.76","2,055,425,081.89","4,656,584,303.62","7,102,829,915.33","9,183,329,156.02","2,378,169,209.22","5,037,699,105.78","7,688,003,107.15","10,075,154,950.53","2,308,584,141.77","4,717,198,506.47","8,621,599,033.07","11,438,254,852.81","3,372,815,738.42","7,402,929,056.75","10,061,028,475.66","13,224,010,686.23","4,979,576,563.75","11,542,961,933.52","16,733,751,107.44","16,203,282,827.36","4,589,239,835.04","10,000,580,768.72","19,028,654,530.67","14,613,477,072.67","6,748,084,057.94","11,814,721,403.80","18,734,356,883.52","15,615,622,948.36","4,883,708,955.48"
吸收投资收到的现金,"154,906,000.00",,,,"1,403,141,186.35","1,403,141,186.35",,,"40,000,000.00","40,000,000.00",,,"8,800,000.00","12,800,000.00",,,,,,"3,000,000.00","3,000,000.00","2,030,528,554.28","29,400,000.00","29,400,000.00","29,400,000.00","20,150,000.00","19,253,993.00","819,253,629.00","825,573,572.98","872,184,616.48","40,411,776.79","1,506,233,528.79","1,506,233,528.79","1,515,518,247.26","312,935,000.00","340,500,000.00","544,800,000.00","544,800,000.00",
