科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"76,706,809.86","48,903,669.10","58,134,029.44","49,492,659.50","43,777,683.66","71,140,435.57","63,052,033.09","100,835,245.87","76,599,804.09","62,341,489.59","82,320,896.63","110,838,127.80","119,779,116.81","140,798,948.00","149,204,085.34","132,055,658.42","123,955,871.67","120,125,364.61","174,354,400.83","205,013,713.13","154,895,474.16","163,316,867.70","168,789,959.59","194,288,202.53","139,972,946.63","136,559,321.04","132,043,485.68","158,979,980.38","147,317,797.24","139,516,541.89","123,450,882.62","208,706,587.64","141,736,944.33","168,558,958.42","145,442,658.65","94,493,409.36","93,035,957.22","141,939,867.51","170,387,858.48","224,250,062.25","206,910,762.70","256,108,614.83","215,547,868.98","170,470,557.14","133,567,590.97"
短期借款,"344,000,000.00","334,000,000.00","336,000,000.00","335,000,000.00","335,000,000.00","345,000,000.00","335,000,000.00","335,000,000.00","354,000,000.00","346,000,000.00","344,000,000.00","342,000,000.00","337,000,000.00","334,000,000.00","362,500,000.00","353,000,000.00","357,000,000.00","343,000,000.00","310,500,000.00","343,500,000.00","343,500,000.00","332,500,000.00","338,500,000.00","333,500,000.00","324,500,000.00","338,500,000.00","333,000,000.00","333,000,000.00","352,700,000.00","352,200,000.00","365,200,000.00","355,200,000.00","322,300,000.00","350,700,000.00","355,000,000.00","385,000,000.00","390,000,000.00","412,000,000.00","411,300,000.00","350,300,000.00","320,700,000.00","293,200,000.00","253,400,000.00","202,900,000.00","222,720,000.00"
交易性金融资产,,"2,000,000.00","2,000,000.00","2,673,022.58","2,504,162.58","2,504,162.58","2,504,162.58","1,395,798.82","1,395,798.82","1,395,798.82","1,895,798.82","4,418,910.39","2,418,910.39","2,418,910.39","2,418,910.39","2,357,114.62","2,357,114.62","2,357,114.62","2,357,114.62","2,005,598.32","2,005,598.32","2,005,598.32","2,005,598.32","2,303,350.22","2,303,350.22","2,303,350.22","2,303,350.22","2,252,877.75","2,252,877.75","2,252,877.75","361,277.75",,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"30,559,229.85","48,411,088.21","32,257,142.93","63,550,383.35","34,124,312.22","34,513,800.00","36,884,361.66","33,106,329.74","14,104,222.60","21,638,453.66","16,071,243.33","28,782,719.59","19,358,706.99","34,772,516.92","35,353,909.66","37,597,403.88","47,678,134.01","48,504,332.56","57,288,128.37","49,597,034.69","42,807,109.33","55,158,860.35","51,117,154.29","40,657,080.73","32,849,857.52","51,702,030.68","64,848,209.58","66,476,610.68","61,198,861.74","56,504,943.81","51,219,003.43","58,488,632.23","52,043,416.43","65,274,420.51","57,559,428.31","52,662,665.85","55,028,726.58","57,874,111.52","48,131,088.89","52,416,267.99","42,011,565.07","42,402,147.85","44,754,638.27","48,940,611.19","35,360,209.86"
应付票据,"46,814,572.91","16,000,000.00","16,000,000.00","21,000,000.00","15,000,000.00","26,080,000.00","39,310,000.00","52,291,141.41","53,021,141.41","35,000,000.00","42,000,000.00","72,000,000.00","110,000,000.00","110,000,000.00","100,000,000.00","77,700,789.94","87,690,789.94","92,855,436.77","136,780,211.01","119,449,073.60","90,658,862.59","114,500,000.00","129,500,000.00","137,520,000.00","119,655,000.00","118,135,000.00","162,618,248.88","183,969,371.08","165,389,943.40","145,234,101.88","140,545,280.68","122,350,000.00","135,404,777.03","175,404,777.03","158,404,777.03","123,541,745.44","144,932,906.25","159,790,924.98","199,195,798.51","195,443,310.52","201,127,628.13","199,917,560.87","184,006,443.14","174,861,459.22","131,792,225.00"
应收账款,"34,432,687.42","19,260,496.44","39,029,904.03","27,978,004.35","39,665,357.13","23,097,590.99","37,480,781.50","20,094,440.86","29,988,091.01","19,921,177.70","36,419,631.23","15,339,810.54","27,023,452.57","18,031,266.66","29,431,530.94","16,029,302.18","28,269,192.60","19,665,815.96","27,523,977.79","16,977,325.43","25,251,401.92","17,925,641.15","23,621,801.88","20,121,604.84","31,480,265.47","25,776,036.69","34,125,772.54","33,122,518.99","41,612,691.17","24,967,545.90","32,194,791.43","27,438,153.40","42,954,158.81","27,750,039.68","44,393,191.09","29,677,174.67","32,488,282.95","22,548,505.54","36,435,693.53","26,508,454.18","33,239,575.63","22,482,339.17","29,716,092.82","18,264,233.00","31,359,236.71"
应付账款,"21,608,692.37","40,839,761.91","36,846,067.83","11,764,628.52","32,760,199.99","16,166,375.37","23,701,361.64","9,402,914.98","12,368,271.09","13,151,804.54","19,415,554.47","10,076,576.39","18,220,226.16","20,663,546.12","40,903,784.56","9,323,644.81","34,236,428.56","15,282,631.28","21,233,488.12","7,975,361.09","15,462,796.68","6,980,969.21","4,922,750.91","5,481,839.93","6,382,387.49","5,013,219.86","4,362,989.77","13,773,910.74","5,126,202.78","6,245,132.90","5,446,822.60","29,620,748.93","31,805,154.57","27,249,823.55","25,448,824.14","18,828,251.93","13,743,144.60","9,806,942.35","9,574,598.86","7,622,269.27","5,898,500.49","4,863,406.46","6,048,499.42","7,841,657.68","5,129,545.67"
预付款项,"23,803,404.27","33,755,474.83","38,035,193.86","22,217,495.67","26,027,038.75","19,301,597.35","25,596,687.97","11,811,337.78","28,020,690.34","21,200,966.42","12,786,336.91","8,715,100.36","21,694,802.42","6,533,928.26","38,285,290.63","10,212,802.48","17,895,726.49","2,087,453.53","12,203,953.83","19,555,659.88","24,794,650.86","23,179,611.93","3,258,710.68","4,218,719.49","17,061,335.38","18,801,520.79","31,938,638.08","7,110,721.91","31,829,522.13","27,473,271.86","38,061,202.48","19,988,170.48","46,513,546.88","38,190,053.39","22,520,842.76","8,972,336.80","15,076,508.97","21,619,093.16","23,683,573.77","10,446,352.31","29,654,333.38","7,159,396.87","22,900,576.64","9,231,508.00","17,237,793.67"
预收款项,"1,644,186.01","3,931,297.00","3,598,898.25","3,446,727.97","5,012,809.61","11,844,891.39","4,027,454.90","2,887,127.95","7,755,356.22","3,583,701.40","8,919,767.64","2,563,239.56","5,987,191.67","4,319,004.76","1,566,799.91","3,840,357.33","5,468,248.59","5,469,153.59","8,239,726.75","2,651,346.62","4,269,003.67","3,242,178.98","2,490,902.47","1,413,862.80","1,463,897.49","1,098,962.31","2,406,445.51","2,135,613.80","1,192,564.40","1,790,566.20","1,593,667.98","1,199,789.05","2,153,782.98","1,251,604.51","579,090.70","610,572.90","458,992.47","443,244.38","1,196,509.49","55,120,827.32","51,835,748.73","100,530,189.46","5,070,445.68","1,726,776.24","5,292,213.50"
其他应收款,"421,416.38","459,995.29","467,111.27","261,079.98","74,500.69","273,033.45","413,752.76","186,984.72","4,791,964.43","187,023.20","193,374.49","212,235.63","231,805.27","340,064.67","344,030.15","962,533.83","243,810.53","273,412.24","328,342.95","180,002.86","168,028.02","177,402.15","180,630.60","579,132.14","770,729.07","742,998.04","1,554,906.92","1,503,543.51","1,383,591.51","1,440,712.47","2,659,397.28","1,975,268.62","1,203,735.59","1,334,165.34","2,288,605.36","1,059,152.84","1,142,008.83","1,067,332.66","1,778,128.44","2,774,741.17","2,735,465.87","184,648.05","208,268.63","195,558.20","350,051.43"
应付职工薪酬,"558,016.37","816,448.37","898,169.85","727,260.80","70,626.56","79,807.92","453,653.43","598,978.01","558,295.29","557,172.35","568,304.06","651,153.34","462,649.41","770,339.31","731,836.75","799,674.08","813,170.76","704,279.90","605,900.07","743,157.02","646,335.28","704,662.06","117,622.76","357,372.58","214,983.28","141,438.68","226,988.23","198,990.33","202,535.64","255,386.11","261,153.27","287,402.12","293,435.10","365,120.99","369,255.33","413,670.94","300,494.57","409,351.65","498,627.91","559,404.48","538,380.91","567,276.76","530,128.01","579,569.22","392,752.73"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-1,533,590.93","402,337.54","3,280,301.55","2,836,828.94","1,771,603.82","652,770.56","1,705,767.64","1,317,231.73","-1,040,159.38","1,370,021.49","2,477,317.97","387,544.26","200,604.74","707,590.81","1,659,667.05","-289,161.69","215,160.93","-1,154,758.01","246,323.71","1,874,229.16","145,774.73","1,851,528.44","-2,562,607.83","3,420,309.44","-298,340.41","1,141,207.93","84,024.28","1,602,892.14","4,396,017.79","922,600.23","244,045.99","1,504,692.88","1,186,125.19","1,529,471.72","2,045,985.54","2,349,433.84","605,927.84","2,672,817.44","3,243,340.66","1,937,216.28","3,447,351.72","2,397,852.05","3,329,869.09","2,895,067.41","5,503,031.03"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,"756,616.61","687,191.95","767,597.50","767,597.50","767,597.50","767,597.50","710,351.25","710,351.25","600,727.28","600,727.28","483,380.87","483,380.87","483,380.87","483,380.87","544,222.78","544,222.78","544,222.78","682,738.00","726,849.28","686,857.00","617,000.00","564,166.67","690,677.02","540,833.33","540,833.33","555,000.00","654,594.07","564,452.00","555,000.00","555,000.00","676,834.05","617,741.67","617,833.33","617,833.33","780,942.50","644,150.83","681,863.33","681,863.33","746,481.44","579,761.94","545,333.33","545,333.33","310,352.05","369,166.00"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"4,644,220.80","3,657,835.20","3,657,835.20",,,,,,,,,"2,615,696.39","2,615,696.39","2,615,696.39","2,615,696.39","2,615,696.39","2,615,696.39","2,615,696.39","2,615,696.39","2,615,696.39","2,615,696.39","2,615,696.39","2,615,696.39","2,615,696.39","2,615,696.39","2,615,696.39","2,615,696.39","2,615,696.39","2,615,696.39","2,615,696.39","2,615,696.39","2,615,696.39","2,615,696.39","2,615,696.39","2,615,696.39","2,339,211.87","2,339,211.87","2,339,211.87","2,339,211.87","2,339,211.87","2,339,211.87","567,468.00","567,468.00","567,468.00","567,468.00"
存货,"146,728,906.46","143,478,931.77","131,028,945.25","110,496,809.21","144,904,510.74","152,374,580.34","141,965,796.64","82,025,686.85","97,727,350.49","87,770,965.44","86,796,625.62","83,345,696.61","110,661,405.39","107,894,843.05","95,275,547.22","101,034,239.25","123,539,944.06","125,115,291.49","129,735,050.01","103,965,705.02","124,724,150.51","116,145,903.30","112,909,059.10","114,197,649.76","114,984,844.91","110,773,974.04","111,575,292.38","104,878,042.26","86,749,079.98","87,598,248.15","90,610,256.15","86,031,898.53","89,942,080.18","98,057,173.44","88,979,334.41","83,663,509.23","90,951,966.73","91,820,166.17","82,991,458.42","100,741,743.46","103,221,612.30","101,870,214.14","88,313,647.30","90,061,270.11","90,146,576.20"
其他应付款,"3,401,077.74","2,424,614.69","2,234,331.40","5,095,283.53","3,783,467.47","2,685,304.76","2,841,353.11","2,009,621.71","3,691,245.77","2,503,422.64","2,685,210.51","2,553,793.87","3,909,454.04","2,935,011.96","2,647,568.27","2,471,020.75","2,961,750.06","3,239,901.61","3,353,399.37","3,356,602.89","3,050,259.46","2,538,898.22","14,144,870.12","3,398,330.09","3,199,482.24","3,940,642.27","5,578,798.98","2,367,985.90","18,031,842.83","20,655,446.76","19,530,232.32","692,438.05","1,617,376.11","2,169,775.49","1,715,886.91","932,101.88","1,987,579.30","10,034,237.83","8,454,205.19","1,976,048.92","3,387,891.60","377,274.15","1,442,208.41","10,762,909.98","1,708,648.17"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"23,350,000.00","9,000,000.00","23,350,000.00",,,,,"42,350,000.00","14,350,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,"20,000,000.00","20,000,000.00",,,,,,,"1,000,000.00","1,000,000.00"
其他流动资产,,"105,702.68","539,510.21",,,,,"356,559.24","356,559.24","168,517.32",,"19,577.25","18,730.54","18,730.54",,"30,223.06","30,223.06",,,"2,708.73",,,,"2,411,723.54","276,123.04","50,148.69","71,645.85",,"47,425.35","66,221.67","101,682.38","859,503.15","5,894.92","67,234.46","74,079.47","43,086,848.48","40,326,896.87","22,018,228.97","30,000,633.68","31,786,394.76","62,182.62","234,220.85","243,004.62","781,991.58",
其他流动负债,,,,"3,652,171.20","1,034,553.60","2,615,696.39","2,615,696.39","2,615,696.39","2,615,696.39","2,615,696.39","2,615,696.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
