科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"388,375,367.51","299,928,607.79","320,106,164.48","183,046,181.52","3,216,717,464.25","3,220,532,973.60","3,143,235,093.82","2,809,099,267.81","2,671,511,315.59","2,885,981,823.17","2,645,472,622.22","2,293,501,723.13","2,132,651,899.30","2,404,057,957.54","2,153,436,024.63","486,221,680.77","477,684,299.56","1,502,022,863.60","713,654,494.21","418,792,606.79","677,039,352.05","1,116,905,042.03","787,172,113.40","967,961,277.87",,"1,657,404,496.44","1,195,353,997.12","658,656,620.81","552,958,405.70","1,777,197,519.18","1,009,264,992.04","1,527,032,395.81","1,186,486,148.34","1,598,469,800.17","988,073,619.29"
短期借款,"216,000,000.00","182,000,000.00","196,000,000.00","206,000,000.00","208,000,000.00","24,759,346.12","34,801,680.15","49,000,000.00","54,479,985.00","44,000,000.00","2,000,000.00","1,000,000.00","1,000,000.00",,,,,"100,000.00","4,100,000.00","452,000,000.00","430,640,000.00","715,940,000.00","708,750,000.00","750,500,000.00","36,250,000.00","24,000,000.00",,"38,771,058.28","49,827,619.78","297,380,241.78","286,083,680.28","512,960,000.00","802,140,000.00","792,140,000.00","877,140,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"10,035,083.84","20,975,337.18","20,688,560.16","17,975,002.86","25,753,880.71","27,763,502.70","26,027,768.52","30,533,945.96","14,287,165.23","12,291,529.01","22,650,145.43","6,186,907.67","13,227,832.00","23,403,944.59","20,941,400.00","12,869,400.18","13,966,710.00","26,889,880.00","33,661,465.68","17,167,369.68","39,706,334.00","87,208,372.26","41,132,904.64","76,398,512.09","79,339,265.00","130,119,624.72","140,692,205.72","98,965,679.47","174,424,402.50","102,029,718.43","147,965,589.57","135,499,289.10","136,642,917.30","255,281,963.80","333,424,945.80"
应付票据,,"23,139,177.22","2,226,316.00","13,148,046.02","10,420,300.10","15,589,224.65","10,508,658.50","1,858,428.20","3,140,975.00","1,555,296.00","3,577,211.00","1,917,336.00","12,428,474.00","9,947,860.00","2,042,928.00","6,897,558.00","20,517,937.46","33,933,660.12","26,871,246.71","12,907,485.40","16,173,294.40","15,133,825.48","26,511,036.56","4,414,567.80","2,471,187.33","10,812,432.00","10,736,510.00","57,232,826.54","55,277,651.54","5,487,524.45","7,809,090.40","27,315,658.80","784,257.00","37,026,378.31","33,901,215.31"
应收账款,"108,409,739.08","149,016,864.19","228,203,952.07","389,540,541.87","459,201,012.91","286,386,596.25","305,608,090.45","454,604,840.31","474,827,206.81","377,159,063.43","428,373,452.89","474,304,427.98","607,727,115.64","572,650,548.02","514,550,242.62","702,390,653.62","925,337,483.19","951,780,608.69","1,228,459,939.09","1,186,962,454.15","1,667,065,723.26","1,566,215,553.61","1,405,445,680.97","1,716,163,224.10","1,928,039,891.15","1,755,788,731.06","1,843,482,868.43","2,121,566,627.42","2,272,087,520.30","2,447,800,212.70","2,532,406,470.10","2,836,042,604.06","2,615,737,842.56","2,392,934,804.47","2,216,348,753.73"
应付账款,"138,897,176.67","135,941,264.05","136,404,975.07","222,010,184.34","216,819,917.30","209,377,154.91","222,602,907.54","245,054,390.29","208,957,053.95","218,489,327.91","206,919,810.90","210,007,102.99","148,457,971.77","181,202,494.72","178,544,157.44","234,359,420.08","299,177,604.97","328,252,820.55","593,920,858.09","530,201,075.98","781,955,254.74","794,862,670.50","736,942,395.13","815,034,938.68","978,804,109.35","1,015,429,625.57","1,021,942,565.26","1,059,099,604.26","1,178,176,648.63","1,193,170,928.36","1,228,933,518.08","1,220,868,718.52","1,229,284,418.27","1,013,362,560.93","984,516,365.98"
预付款项,"19,498,483.89","8,606,292.46","8,134,270.40","15,212,686.86","30,604,129.73","12,922,334.59","12,328,224.43","16,395,850.49","109,173,540.21","32,139,959.20","93,230,940.78","233,211,100.08","196,965,889.72","212,197,280.94","232,563,808.48","180,257,212.11","150,403,761.88","93,963,758.34","190,618,548.93","153,538,460.28","176,536,855.05","47,011,587.11","49,124,128.13","76,690,958.11","78,168,585.05","93,669,495.44","103,623,168.62","188,438,260.74","221,864,886.51","102,154,248.26","187,833,470.88","200,845,287.39","171,678,816.39","103,539,502.09","120,039,674.80"
预收款项,"464,980,836.05","262,930,486.39","99,408,294.02","74,752,550.41","23,438,607.92","80,832,896.22","24,917,128.98","18,781,470.48","16,357,221.08","56,745,704.04","50,460,913.52","32,248,746.37","23,482,140.23","43,887,710.11","86,635,500.20","40,948,624.28","58,788,184.55","248,091,905.58","409,358,362.27","149,907,666.10","241,601,968.13","251,476,724.18","230,125,757.32","215,826,592.59","223,236,916.88","449,426,088.41","519,534,506.72","332,721,498.56","281,277,065.10","234,333,772.53","214,076,464.74","167,949,005.95","194,444,708.89","434,241,575.60","449,821,925.53"
