科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"341,501,491.60","808,026,134.96","1,013,010,378.71","1,948,492,215.22","502,433,336.29","1,222,561,962.02","1,952,183,004.49","2,892,235,677.33","871,387,897.36","1,759,557,392.36","2,297,152,580.17","3,269,389,382.12","879,085,530.33","1,625,919,185.66","2,175,829,561.62","3,216,777,166.92","659,434,088.75","1,817,697,976.22","2,454,725,871.95","4,065,255,660.43","738,574,188.59","2,095,996,655.17","2,923,502,723.32","4,024,590,406.58","984,443,732.50","1,985,552,015.09","2,856,706,771.03","4,155,024,013.80","784,374,239.22","1,814,000,027.15","2,661,760,998.10","4,311,476,903.50","903,315,994.17","1,994,821,805.00","3,131,249,657.95","4,865,351,411.77","1,379,832,178.52","2,794,445,066.40","4,189,033,618.77","6,411,749,425.42","1,266,637,689.29","2,939,175,274.87","4,873,115,455.34","7,023,511,217.26","2,020,831,898.66","4,337,867,219.49","6,649,258,486.63","11,715,547,130.35","2,239,608,579.29"
二、营业利润,"91,733,381.71","216,700,817.49","312,928,569.13","391,486,426.65","99,008,384.03","186,144,877.55","290,562,934.28","359,046,383.69","134,513,526.56","281,494,211.96","367,191,347.51","499,256,895.60","167,007,970.20","337,631,395.14","438,011,682.66","523,905,440.33","174,611,817.10","366,734,983.74","422,582,920.30","490,650,843.29","96,723,803.39","203,953,232.32","235,436,829.74","377,650,101.99","104,704,695.43","167,560,067.22","512,914,208.15","473,357,073.47","137,388,604.62","339,885,683.97","418,646,009.21","546,882,994.48","116,912,087.23","221,381,618.48","1,040,961,625.29","1,149,741,784.52","111,166,235.06","197,410,355.73","401,682,863.12","451,131,117.21","87,666,529.67","223,033,537.20","419,148,832.59","357,274,816.90","99,300,944.57","342,074,137.19","349,486,499.92","1,072,545,827.09","255,899,724.77"
减:营业成本,"239,168,040.77","584,298,877.96","637,974,585.55","1,339,469,781.43","317,587,758.79","751,551,222.53","1,209,897,698.18","1,828,416,947.73","610,092,232.14","1,195,098,303.57","1,530,049,098.55","2,152,099,799.17","516,655,707.85","922,456,500.54","1,279,099,819.86","1,982,299,830.43","395,502,670.12","1,113,039,147.86","1,487,647,014.64","2,577,988,097.10","446,749,240.77","1,337,036,721.14","1,863,523,949.64","2,599,368,895.01","612,147,794.72","1,216,684,663.08","1,800,126,377.45","2,668,207,086.10","515,225,472.63","1,165,672,573.89","1,706,463,596.28","2,927,186,352.95","594,582,908.31","1,288,553,189.64","2,062,965,239.47","3,238,027,168.50","894,246,839.73","1,862,111,443.32","2,829,723,205.85","4,445,689,645.70","846,291,155.02","1,916,604,459.37","3,188,548,214.17","4,655,527,901.97","1,227,391,747.48","2,785,651,706.88","4,299,501,654.38","7,381,166,435.70","1,438,458,314.03"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"6,481,537.99","18,929,458.27","33,784,749.79","59,510,272.26","19,891,190.89","46,739,537.92","76,337,542.32","120,599,147.90","34,041,995.81","66,486,883.06","77,460,459.67","175,689,841.73","43,148,193.28","70,051,508.41","80,647,479.49","135,512,400.24","26,364,297.83","70,311,435.49","80,573,523.55","192,261,204.23","19,985,455.07","72,188,577.52","94,409,265.97","140,810,351.94","32,044,209.04","58,618,455.86","111,283,703.56","249,139,789.03","12,803,637.53","39,513,046.99","55,368,583.14","113,216,375.21","15,465,703.31","35,755,928.17","64,761,097.86","109,294,555.55","20,721,927.00","48,827,027.64","68,314,138.57","112,260,192.17","15,244,724.92","51,428,315.63","84,547,825.53","124,422,311.17","80,280,358.35","128,536,578.65","168,476,206.08","419,558,322.66","42,929,849.14"
营业外收入,"1,365,708.22","3,532,158.52","4,383,838.94","46,450,414.06","3,980,515.10","6,714,699.23","7,321,381.21","19,204,492.88","1,243,186.79","11,782,683.76","27,731,437.17","41,361,769.49","1,972,030.16","14,358,229.89","19,900,713.67","60,365,051.47","4,595,806.75","10,901,550.82","16,070,986.01","34,067,167.19","4,778,869.22","10,146,650.15","25,951,602.82","46,499,459.34","9,582,745.08","22,240,862.34","35,547,117.97","52,499,694.69","7,777,756.01","19,878,010.04","38,738,054.59","55,276,777.92","10,603,779.37","43,112,796.08","55,812,038.11","94,975,430.57","18,149,516.81","45,426,996.77","63,304,627.95","125,550,606.43","18,629,042.72","45,640,483.87","56,563,381.32","34,988,175.83","9,771,001.72","17,697,074.43","34,042,899.30","28,899,298.48","7,395,469.55"
销售费用,"33,886,284.36","85,918,893.20","151,883,351.28","205,311,375.45","50,468,904.05","113,231,360.35","148,357,351.08","245,406,205.22","69,035,236.59","134,860,565.85","210,481,006.56","316,563,401.75","70,060,068.97","154,214,985.20","239,604,297.05","355,072,758.21","66,132,549.38","166,226,112.86","257,715,994.55","411,738,891.53","80,843,077.16","210,000,561.70","323,352,743.41","537,867,985.85","87,774,973.65","211,139,356.77","337,293,526.78","547,673,738.89","80,445,973.91","210,841,809.52","319,882,383.49","496,018,206.47","95,539,994.89","208,215,626.23","334,344,059.01","529,655,456.19","99,747,945.42","241,852,280.72","387,864,864.78","612,809,067.21","114,387,355.10","272,713,683.54","474,650,054.68","760,923,857.67","179,682,148.69","417,577,185.24","676,069,302.45","1,087,221,814.24","256,440,521.98"
减:营业外支出,"377,767.28","6,315,262.92","9,389,949.97","48,665,699.99","89,758.25","4,542,734.19","12,790,578.29","15,410,468.47","3,687,587.78","8,743,583.94","18,146,628.17","30,148,903.81","2,810,165.73","8,772,775.12","17,470,227.56","26,735,538.67","2,402,622.07","5,021,799.21","6,722,965.14","4,865,365.18","466,016.58","1,228,790.52","3,110,531.46","12,106,683.48","1,351,103.67","3,463,593.29","5,416,277.75","21,591,340.95","3,852,664.45","7,200,180.01","10,154,503.13","13,676,950.89","474,459.17","1,138,331.05","3,825,330.97","8,372,568.84","2,411,919.05","4,288,502.38","7,196,619.92","34,952,544.93","251,722.08","5,461,021.15","11,233,419.99","12,788,491.45","1,353,867.23","3,990,721.47","6,837,339.75","66,558,594.49","3,472,454.33"
管理费用,"46,268,301.59","103,238,770.04","152,696,121.42","258,941,699.13","46,015,746.54","105,892,382.10","142,266,460.59","211,124,885.48","46,447,400.21","102,267,982.74","157,267,376.22","250,076,025.24","70,533,738.88","136,633,537.61","204,846,832.37","315,487,359.54","69,328,880.73","181,054,308.89","263,453,691.63","420,772,002.09","90,408,596.10","228,619,646.80","327,692,248.12","491,278,566.33","102,951,146.18","229,068,573.46","390,176,359.35","517,071,834.89","124,660,094.46","266,468,047.05","383,585,134.77","444,557,983.49","127,818,527.83","264,187,593.68","424,385,875.58","526,119,763.56","140,897,115.41","349,590,948.34","544,990,836.98","744,843,102.14","153,251,763.13","391,629,146.87","637,048,389.08","921,150,162.39","214,647,060.44","516,901,862.91","538,809,946.84","733,836,797.77","162,411,221.17"
其中:非流动资产处置净损失,,,,"6,838,636.30",,,"153,567.89","427,735.55",,,,"1,340,343.84","17,748.71","1,609,934.33","1,610,907.06","4,943,530.47","66,303.23","80,409.66","32,246.42","582,371.45","19,436.45","292,122.35","142,747.30","2,687,532.17","21,148.05","100,193.31","76,330.44","1,492,248.55","181,500.74","2,482,955.08","2,816,643.58","3,050,796.34","96,405.22","250,476.22","347,048.88","3,258,833.91","594,668.11","745,720.16","833,280.80","13,117,311.79","5,187.77","4,000,794.01","4,175,627.14",,,,,,
