科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"2,092,464,560.77","2,591,785,400.31","3,094,616,438.33","2,935,887,687.36","3,905,359,337.61","8,129,702,652.21","7,107,086,034.95","6,210,260,478.93","6,427,589,364.12","6,806,559,338.15","6,336,981,784.93","6,741,725,122.39","7,364,146,110.61","8,360,750,099.35","6,990,516,902.03","6,782,405,490.89","7,291,696,533.16","6,499,483,208.74","3,394,260,013.36","2,908,369,691.72","4,120,630,002.58","5,446,798,988.87","3,641,764,292.73","2,546,798,969.00","3,545,290,222.63","3,925,706,382.95","2,153,603,558.38","2,686,479,097.85","6,588,607,948.23","5,071,522,785.35","4,831,349,324.85","5,454,161,468.66","8,727,705,160.24"
短期借款,,"75,596,267.00",,,"185,071,021.33","181,459,152.12",,,"282,043,812.25","282,943,341.11",,,,,"182,198,866.04","30,421,593.12","764,264,631.72","763,022,551.25",,,"743,257,321.14","773,605,510.67","300,000,000.00","300,000,000.00","300,000,000.00","150,000,000.00","250,000,000.00","6,598,828,092.33","6,269,696,000.00","6,647,321,000.00","13,037,978,000.00","18,795,829,000.00","17,386,641,047.91"
交易性金融资产,,,,"10,887.00","25,053,800.00","53,800.00","1,177,700.00","1,177,700.00",,"438,166.97","11,651,307.26","22,589,862.10","16,270,882.85","8,539,661.12","4,270,117.86",,,"14,333,091.00","214,440.00",,"1,309,000,000.00","897,000,000.00",,"496,000,000.00",,,,,"400,000,000.00",,"317,994,432.00","273,261,500.00",
交易性金融负债,,,"1,953,456.00",,,,,,"7,213,175.32",,,,,,,"8,302,362.59","1,125,401.00",,,"7,300.00",,,,,,,,,,,,,
应收票据,"958,100,886.95","3,237,728,472.56","7,726,100,420.35","9,367,927,188.27","8,941,881,502.38","7,637,232,437.93","8,702,977,854.66","9,833,140,648.59","10,696,192,693.48","12,002,317,427.63","14,790,887,422.30","14,595,550,816.24","13,658,096,216.54","15,162,418,633.62","17,548,258,868.49","16,188,393,505.55","13,362,959,647.97","16,088,567,394.15","23,352,366,377.86","22,920,027,416.08","18,190,013,456.83","19,234,588,424.18","28,161,748,218.41","27,574,294,624.72","24,586,851,180.01","27,176,314,296.15","39,786,248,863.34","34,663,979,047.33","15,644,154,262.42","26,188,189,480.63","49,075,108,590.70",,
应付票据,"1,318,212,315.53","1,177,300,018.04","3,375,709,892.95","4,964,141,065.87","5,729,233,422.11","5,018,855,656.82","3,977,526,932.93","4,087,732,908.25","4,713,678,481.94","4,708,539,326.27","4,341,672,114.91","4,204,474,459.39","4,275,374,132.24","4,461,791,362.91","4,539,529,276.71","4,722,175,180.58","4,984,134,183.07","4,627,635,114.05","4,138,158,178.41","4,439,714,076.56","4,764,659,518.72","5,659,068,913.27","5,480,528,560.69","4,763,367,241.91","5,062,643,312.34","4,541,803,148.11","4,164,982,676.22","4,608,803,976.72","5,417,862,338.00","4,867,443,994.68","3,879,647,201.41","4,644,147,278.29","4,820,970,846.67"
应收账款,"251,936,216.79","147,826,636.14","326,995,787.63","275,806,456.31","380,019,207.74","630,848,592.15","679,370,292.96","615,927,444.80","622,406,470.36","628,261,197.29","691,488,679.17","661,418,962.21","672,077,683.61","523,034,895.09","656,312,754.79","700,827,893.79","835,708,517.01","899,374,166.76","730,113,031.42","728,141,819.97","634,029,141.30","925,107,404.60","675,922,020.83","639,381,322.13","746,877,119.10","721,692,351.61","517,976,746.97","605,167,085.01","1,923,474,208.99","808,144,278.09","873,444,976.66","893,933,431.43","1,543,088,399.71"
应付账款,"1,413,364,328.62","3,095,400,063.91","4,903,563,867.05","5,075,670,720.37","5,189,076,125.12","5,074,595,456.82","6,033,540,800.73","6,481,415,511.39","7,155,847,611.66","7,080,369,924.05","8,697,430,801.03","8,651,531,586.36","8,864,123,786.19","9,246,037,300.96","10,712,169,742.15","10,050,168,776.51","9,001,630,174.24","9,674,826,972.79","14,093,151,931.66","13,281,286,828.16","12,650,125,991.78","11,605,975,314.91","15,603,253,561.15","14,231,162,678.42","15,358,379,785.75","15,582,643,525.16","25,007,335,076.72","18,691,075,569.67","14,565,652,808.22","16,855,058,596.59","27,961,741,670.91","20,891,400,261.40","17,404,208,897.07"
预付款项,"397,050,443.80","428,883,173.04","354,834,305.87","416,636,506.59","403,584,107.56","663,406,464.16","360,600,901.18","495,362,953.92","366,294,426.65","470,859,882.69","391,549,732.29","409,958,076.19","378,721,420.57","539,712,997.53","446,068,066.03","382,852,365.83","582,891,728.08","755,913,154.80","723,332,515.18","713,782,833.01","639,217,074.66","700,173,127.54","880,716,835.91","983,475,662.20","1,254,691,375.35","1,319,781,755.72","1,057,180,423.77","1,162,961,452.96","848,048,834.96","943,022,422.73","579,536,182.06","467,314,341.48","383,389,970.44"
预收款项,"355,012,443.14","1,320,489,140.43","2,439,879,137.76","2,349,353,933.62","2,697,371,420.43","2,586,961,182.08","2,711,470,723.34","2,793,058,649.06","3,191,595,728.81","3,724,608,436.34","3,195,376,434.87","3,130,468,988.86","2,904,060,199.28","3,173,761,563.72","2,808,752,768.45","1,899,524,886.28","1,527,598,240.78","3,285,571,357.45","3,180,045,338.74","2,721,798,216.39","2,083,369,039.53","4,347,961,333.46","4,937,845,265.44","4,246,891,639.54","3,268,986,457.09","5,529,337,688.88","6,311,928,102.18","3,847,093,016.48","3,652,061,470.68","7,012,790,745.01","5,457,772,639.50","4,303,090,059.22",
