科目,2008-12-31,2009-12-31,2010-12-31,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"829,622,819.79","700,663,706.37","435,166,680.66","753,609,844.36","425,386,060.06","554,116,090.93","714,246,023.28","1,016,433,274.37","976,559,087.53","1,196,931,401.84","955,350,231.50","1,046,035,751.23","984,387,919.46","971,147,493.91","831,479,349.67","866,918,894.57","1,436,856,685.55","1,295,323,441.18","1,453,236,185.64","1,279,264,912.51","1,618,043,076.03","1,449,601,855.04","1,405,765,323.42","1,354,808,792.24","1,515,368,356.41","1,313,507,448.83","1,262,009,430.40","1,383,493,086.79","1,635,192,914.38","1,429,349,643.33","1,398,009,930.82"
短期借款,,,,"187,120,000.00","300,000,000.00","300,000,000.00",,,,,,,,,,,,,"200,000,000.00","200,000,000.00","300,000,000.00","250,000,000.00","150,000,000.00",,,,,,,,
交易性金融资产,,,,,,,,,,,,,,"50,000,000.00","105,804,082.19","110,000,000.00",,"155,000,000.00","125,000,000.00","240,000,000.00",,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"6,844,149.46","7,171,244.65","27,888,677.70","26,501,073.21","27,955,380.81","37,231,070.05","23,874,179.54","29,684,488.72","24,160,277.71","24,347,000.75","20,369,729.15","16,648,301.67","20,034,788.18","15,876,475.16","28,405,705.31","26,077,531.90","36,699,272.12","38,197,947.39","39,240,638.19","42,887,610.74","35,066,743.89","39,562,207.71","39,066,408.45","42,124,336.55","47,937,870.62","49,427,692.93","45,063,414.38","49,547,858.55","38,371,457.52","48,683,610.68","46,205,182.69"
应付账款,"220,410,685.01","281,036,468.36","330,301,703.21","342,758,735.89","371,737,689.68","366,206,805.94","301,823,411.91","386,062,022.27","398,319,635.48","362,041,375.94","301,489,164.11","363,182,850.52","353,800,002.31","356,835,846.37","291,996,874.32","319,845,152.32","476,592,101.67","478,913,265.96","415,704,448.85","485,526,069.65","507,019,577.09","439,834,725.45","450,869,648.56","463,088,810.14","459,653,644.51","454,884,540.21","376,201,897.40","489,591,626.67","428,796,306.68","425,734,516.77","385,709,996.52"
预付款项,"16,992,225.45","28,167,505.84","7,835,344.11","7,927,815.33","6,651,075.09","31,245,575.34","3,742,956.04","5,176,534.50","934,557.82","1,673,383.41","2,300,222.59","2,296,985.52","9,721,995.39","13,664,424.09","14,142,309.52","16,008,238.72","13,316,723.30","2,144,947.57","14,113,382.70","15,073,186.36","5,970,392.06","5,306,964.68","6,036,817.41","5,835,771.10","4,721,492.07","4,913,943.92","4,083,084.58","4,375,865.44","9,310,603.57","2,239,521.48","2,689,902.61"
预收款项,"618,839,394.76","677,849,928.16","779,333,665.82","822,699,176.86","868,113,568.19","967,935,258.85","848,674,464.19","993,946,111.86","976,661,002.81","1,082,008,421.93","940,183,485.57","957,088,833.72","878,991,115.12","817,609,954.81","748,251,019.65","728,108,343.74","771,835,875.51","811,811,682.27","740,771,843.48","742,877,971.94","620,898,388.78","685,408,402.65","651,664,484.41","669,750,326.57","643,483,125.66","636,123,173.36","608,498,102.14","622,568,786.27","591,991,019.69","558,404,810.96","532,454,868.75"
其他应收款,"152,150,468.48","46,097,338.27","5,046,698.32","18,738,666.07","11,224,166.22","3,812,741.37","4,125,471.75","3,765,527.48","9,882,801.03","9,423,415.37","10,215,825.92","10,201,859.07","9,089,313.98","2,902,581.87","3,016,183.17","2,774,735.25","10,272,264.15","10,953,434.53","8,400,490.35","9,767,494.50","9,823,053.79","7,893,988.44","8,629,417.36","10,038,050.39","10,230,483.19","11,788,441.70","10,881,320.67","13,125,182.26","8,481,702.83","10,609,926.42","9,469,089.71"
应付职工薪酬,"23,053,833.56","25,006,074.56","29,474,001.31","30,170,726.40","44,771,593.06","13,904,930.35","23,728,428.95","25,248,198.62","51,280,478.92","22,541,190.47","20,621,420.32","17,899,131.13","30,544,846.21","8,549,721.90","14,903,344.67","14,026,589.89","59,111,810.96","31,009,038.97","36,736,380.67","37,265,883.01","70,126,335.56","37,150,808.79","32,056,952.53","36,658,918.90","65,029,440.34","34,295,576.47","44,378,844.03","51,049,602.45","73,964,115.60","42,723,451.51","54,558,822.53"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"62,319,472.81","37,883,459.99","-310,797.37","43,542,113.79","9,807,090.26","17,936,902.01","6,098,829.15","48,230,405.18","10,067,080.53","33,343,995.92","21,210,018.10","37,037,833.06","22,428,369.72","18,263,397.66","17,615,594.03","27,456,047.71","140,405,931.21","41,914,562.03","37,786,657.95","65,144,229.48","101,816,876.66","28,641,147.89","19,472,734.66","36,358,794.04","31,007,935.23","15,691,634.18","7,977,405.88","39,998,053.11","29,243,321.18","26,708,243.21","15,092,301.44"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,"575,307.50","720,221.80","854,913.17",,,,,,,,,,,,,"261,094.45","221,716.27","393,433.35","521,758.32","4,764,583.32","8,708,333.31","12,833,333.31","458,333.31","4,583,333.31","8,708,333.31","12,833,333.31","458,333.31","4,583,333.31"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,"47,590,000.00",,,,"26,503,000.00",,,,"7,500.00",,,,,,,,"83,992,975.52",,,,"150,000.00",,,"879,500.00",,,,"506,500.00",
存货,"59,960,471.70","67,301,112.96","97,235,276.52","115,328,038.92","121,181,391.15","117,429,950.30","121,067,168.31","126,475,855.00","122,493,135.16","112,271,683.37","99,702,386.52","101,893,052.32","109,123,619.33","100,623,138.44","82,327,318.28","86,674,394.36","122,700,925.20","112,236,921.69","101,456,836.82","108,403,748.74","104,872,037.48","97,502,945.45","90,070,418.58","89,623,010.71","86,774,893.26","84,612,589.59","75,492,295.62","83,122,849.29","82,482,532.48","99,365,366.91","97,760,445.30"
