科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
其他应收款,"6,353,120.47","4,203,914.94","5,806,239.75","8,959,047.89","3,596,484.90","5,519,124.91","2,414,191.67","4,671,129.45","4,535,636.56","8,023,151.40","6,961,726.76","6,919,382.00","7,266,460.77","13,207,178.02","3,468,325.45","4,996,724.45","4,804,973.48","5,997,571.16","3,500,412.90","11,415,117.74","8,526,773.30","15,040,400.79","8,374,875.25","7,626,775.28","10,844,676.98","17,605,001.01","7,947,805.31"
应付职工薪酬,"25,294,610.69","34,784,987.56","41,048,709.68","16,691,563.81","24,462,953.74","30,149,189.38","45,790,913.42","14,345,479.45","27,913,531.25","41,129,243.60","47,958,942.79","14,103,678.30","22,700,500.84","32,555,966.15","50,706,391.38","16,366,920.86","25,320,085.97","33,490,132.19","34,937,395.46","4,169,097.08","6,809,320.38","27,987,643.68","35,913,862.94","24,016,680.32","31,986,966.97","43,482,175.66","148,580,381.84"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"7,869,092.34","8,595,422.65","2,348,617.15","14,746,555.84","4,876,911.98","12,806,942.97","-4,341,183.17","17,682,731.14","2,745,493.29","8,117,770.94","-6,364,964.38","14,206,469.24","-3,822,530.10","-2,319,792.23","-11,954,419.38","12,103,559.03","-757,993.47","-6,086,260.29","11,941,527.93","22,639,812.47","14,297,422.03","17,897,901.66","20,485,379.37","28,210,658.41","22,765,719.96","24,957,577.25","41,624,973.35"
应收利息,,,,,,"2,955,406.25",,,,"214,250.00","223,080.56","202,475.00","30,875.00","30,875.00","75,715.09",,,,,,,,,,,,
应付利息,,"165,326.66","182,934.53","185,111.11","175,388.89",,,,"116,666.67","149,333.33","149,333.33","149,333.33","149,333.33","149,333.33","139,377.78","138,666.67","193,138.89","258,388.89","199,263.89","231,888.89","253,638.89","318,888.89","1,280,659.53","1,500,968.66","450,333.00","479,438.00","444,757.62"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"194,248,736.27","101,412,916.31",,,,,,,,,"336,168.29","336,168.29","126,205.90",,,,"66,920,000.00",,,,"66,920,000.00",,,,,,
存货,"411,500,360.30","439,626,181.15","491,417,310.67","482,842,583.35","551,502,602.37","573,098,046.47","596,608,015.76","578,445,258.45","626,645,586.17","695,844,512.84","712,731,282.63","701,810,443.13","759,894,420.41","759,489,360.60","772,411,303.70","725,506,854.07","759,417,232.08","739,237,312.56","736,551,392.02","700,002,356.85","754,842,742.65","762,715,747.65","779,766,946.21","802,610,333.65","805,324,613.43","775,975,615.89","821,724,817.94"
其他应付款,"23,895,717.19","33,539,460.64","57,355,258.80","55,930,953.11","50,142,715.57","56,365,272.50","61,225,416.74","58,820,906.44","56,740,286.05","61,046,618.94","81,538,916.10","70,565,226.30","64,458,556.61","70,317,009.11","98,612,701.11","100,523,323.24","70,985,680.10","72,800,989.14","88,897,249.26","80,235,007.91","108,234,233.82","118,078,542.61","98,024,067.04","90,631,769.49","199,146,552.91","210,900,060.70","114,560,257.97"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,"135,000,000.00",,,,,,,,,,"128,000,000.00","128,000,000.00","128,000,000.00","128,000,000.00",,,,,"100,000,000.00",,"100,000,000.00","100,000,000.00",,,
其他流动资产,,,,"175,463.27",,"50,179,273.21","50,000,000.00",,,,,,,,"1,658,781.99","1,601,648.38","8,639,935.54","729,001.74","69,829,027.46","70,661,054.35","66,838,975.66","51,941,978.54","69,964,553.85","50,039,830.52","55,629,446.48","140,396,432.75","921,359,385.89"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"885,714,554.13","871,867,651.06","858,612,330.77","904,201,894.85","1,549,982,462.14","1,510,760,353.15","1,408,837,218.14","1,416,979,693.22","1,457,947,603.33","1,388,464,844.06","1,387,930,531.28","1,419,572,327.45","1,411,649,241.23","1,434,818,619.28","1,452,807,196.41","1,455,451,393.40","1,510,475,729.15","1,543,891,423.49","1,547,518,031.26","1,474,589,840.04","1,609,157,440.57","1,702,138,026.82","1,595,449,365.21","1,683,857,372.90","1,593,059,181.64","2,782,500,958.28","2,682,860,916.73"
流动负债合计,"451,863,205.90","285,863,432.49","353,541,867.15","265,139,770.89","268,125,436.82","321,059,023.01","259,284,576.94","253,647,649.60","259,657,129.16","285,284,851.17","257,996,339.23","238,572,496.87","381,821,827.51","380,379,295.33","403,740,381.97","382,136,780.82","385,288,670.01","387,378,319.18","364,549,966.76","363,067,810.54","779,117,066.14","727,740,274.82","759,659,301.56","817,928,136.32","722,047,585.39","848,491,667.48","779,332,422.42"
可供出售金融资产,"4,037,517.00","2,721,329.64","2,447,208.96","2,572,846.92","2,479,984.08","2,327,033.52","2,698,484.88","2,572,846.92","2,223,245.64","2,348,883.60","2,097,607.68","2,064,832.56","2,119,457.76","92,343,421.08","93,714,513.60","93,490,550.28","94,501,116.48","93,321,212.16","93,517,862.88","102,537,623.64","102,075,398.76","100,100,773.56","198,351,874.04","198,603,149.96","198,564,912.32","198,794,338.16","198,592,224.92"
长期借款,,"140,000,000.00",,"140,000,000.00","140,000,000.00",,,,"100,000,000.00","128,000,000.00","128,000,000.00","128,000,000.00",,,,,"100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00",,"100,000,000.00",,,"70,000,000.00","70,000,000.00","70,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,"16,267,123.30",,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,"75,784,455.77","75,784,455.77","75,784,455.77","75,784,455.77","66,819,155.77","65,843,880.08","64,926,473.72","64,103,062.50","61,977,847.27","61,922,812.33","61,922,812.33","61,922,812.33","62,248,374.11","62,248,374.11",,,,,,,,,,,
长期股权投资,"136,314.17","156,476.98","196,554.42","196,554.42","225,802.35","225,802.35","7,318,617.98","7,318,617.98","67,126,633.53","159,309,152.71","159,203,276.94","159,418,476.62","161,912,409.56","73,230,368.46","73,257,257.25","73,136,646.12","73,861,053.37","83,561,017.02","99,097,359.77","100,281,223.16","103,001,250.36","104,173,922.04","104,690,474.13","106,832,800.00","108,308,994.02","115,653,264.98","108,915,947.02"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,"44,050,682.20","43,404,433.65","40,987,055.63","40,629,711.37","40,843,298.81","40,484,920.43","40,109,962.55","39,741,619.52","39,267,179.10","38,898,978.23","38,525,759.63","38,175,822.26","37,815,183.55","37,451,167.88","41,710,256.98","63,243,966.35","62,649,125.97","40,387,828.57","39,957,104.01","39,490,995.93","74,381,378.26","74,237,185.51","73,185,334.97","72,787,849.90","74,091,470.23","73,691,430.60","73,133,934.32"
预计负债,,,,,,,,,,,"517,254.21","517,254.21","517,254.21","517,254.21","207,103.84","205,503.84",,,"197,000.00","197,000.00","707,400.15","713,987.53","15,632,247.25","15,738,891.99","16,529,150.26","16,691,853.09","14,078,900.35"
固定资产,"260,358,596.43","245,979,914.25","349,019,397.15","343,336,910.65","340,740,258.30","342,318,979.01","339,004,937.11","335,535,411.49","332,136,293.93","492,666,714.35","553,752,476.15","548,169,569.29","546,119,875.98","538,553,196.80","543,627,857.66","565,269,842.89","556,608,125.15","569,250,565.29","563,329,530.08","552,056,761.82","665,191,615.27","653,523,881.39","623,078,176.90","614,316,669.72","611,723,752.44","602,612,469.90","732,965,989.57"
递延所得税负债,"560,627.55","319,477.67","278,359.57","297,205.26","283,275.84","260,333.25","316,050.96","297,205.26","244,765.07","263,610.77","225,919.38","221,003.11","229,196.89","262,791.39","468,455.26","434,860.77","586,445.70","409,460.05","438,957.66","941,421.77","822,588.04","334,394.26","12,251,119.80","12,394,865.69","13,002,232.26","13,156,343.19","11,365,206.10"
在建工程,"8,120,596.19","41,267,855.97","8,923,223.88","14,075,535.21","17,466,633.46","27,612,606.84","69,222,226.09","108,291,586.09","175,855,338.67","47,591,519.44","13,378,788.95","13,217,084.41","21,274,358.22","30,869,980.07","45,199,540.59","7,707,392.88","9,536,737.29","10,244,142.79","8,731,715.98","9,174,196.05","7,708,461.95","17,439,683.29","17,013,863.67","51,082,122.76","86,392,675.38","135,151,137.64","63,597,494.99"
其他非流动负债,"11,511,597.60","16,925,861.34","15,649,434.58","13,081,898.16","14,608,616.68","12,796,117.31","11,733,284.40","10,310,405.05","9,137,085.72","7,979,099.45","12,436,129.65","11,979,876.00","11,683,985.99","11,157,604.63","45,224,287.99","45,224,287.99","44,288,594.87",,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"12,072,225.15","157,245,339.01","91,712,249.92","229,163,559.19","230,676,348.29","88,840,906.33","78,868,491.13","76,451,490.39","174,308,324.51","200,345,772.72","203,157,150.51","202,640,945.65","74,353,249.42","73,860,462.56","119,289,407.12","120,887,793.92","164,233,560.14","163,482,630.98","168,578,776.76","167,556,898.57","79,097,926.92","176,844,427.81","108,202,196.23","108,318,516.97","182,308,884.72","182,816,993.53","159,662,958.12"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"463,935,431.05","443,108,771.50","445,254,117.07","494,303,330.08","498,801,785.11","409,899,929.34","338,153,068.07","330,099,139.99","433,965,453.67","485,630,623.89","461,153,489.74","441,213,442.52","456,175,076.93","454,239,757.89","523,029,789.09","503,024,574.74","549,522,230.15","550,860,950.16","533,128,743.52","530,624,709.11","858,214,993.06","904,584,702.63","867,861,497.79","926,246,653.29","904,356,470.11","1,031,308,661.01","938,995,380.54"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"430,000,000.00","430,000,000.00","430,000,000.00","430,000,000.00","478,000,000.00","478,000,000.00","478,000,000.00","478,000,000.00","478,000,000.00","956,000,000.00","956,000,000.00","956,000,000.00","956,000,000.00","956,000,000.00","956,000,000.00","956,000,000.00","956,000,000.00","956,000,000.00","956,000,000.00","956,000,000.00","956,000,000.00","956,000,000.00","956,000,000.00","956,000,000.00","956,000,000.00","1,044,861,787.00","1,044,861,787.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"245,442,372.03","244,075,856.05","243,842,853.47","243,949,645.74","797,757,309.07","797,627,301.10","797,943,034.75","797,836,242.49","799,914,278.90","323,531,308.66","323,674,214.13","323,646,355.28","323,692,786.70","323,883,155.52","318,100,163.35","317,909,794.52","318,100,163.35","318,100,163.35","318,100,163.35","318,100,163.35","318,100,163.35","318,100,163.35","318,100,163.35","318,100,163.35","318,100,163.35","1,290,441,123.87","1,294,814,860.46"
无形资产,"43,291,985.57","50,275,538.19","95,651,161.80","94,998,291.16","94,007,139.88","93,391,987.94","92,921,726.92","92,420,568.88","92,032,664.48","91,460,400.79","84,191,409.68","84,008,876.16","83,088,029.28","83,099,072.98","82,185,773.76","81,628,928.60","81,074,966.66","80,604,171.47","79,988,794.01","195,825,257.86","214,845,349.24","212,571,631.78","210,233,022.46","208,792,252.75","208,022,544.62","206,471,921.35","210,398,829.56"
盈余公积,"11,901,045.75","23,308,451.82","37,820,675.40","37,820,675.40","37,820,675.40","37,820,675.40","55,756,778.72","62,010,251.83","55,756,778.72","55,756,778.72","73,527,044.25","73,540,969.30","73,527,044.25","73,527,044.25","79,392,530.18","79,392,530.18","79,392,530.18","79,392,530.18","87,610,145.89","87,610,145.89","87,610,145.89","87,610,145.89","97,097,028.75","97,097,028.75","97,097,028.75","97,097,028.75","108,007,001.87"
开发支出,,,,,,,,,,,,,"367,611.96",,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,"1,000,000.00","2,135,940.65","2,135,940.65","2,135,940.65","2,135,940.65",,,,,,,"11,512,923.11","11,362,204.46","16,880,870.23","16,880,870.23","19,893,188.02","20,082,375.58","18,025,621.86"
未分配利润,"100,374,261.61","129,861,225.09","217,345,603.12","212,823,231.00","249,881,009.89","308,527,333.66","328,156,772.07","384,355,579.52","432,528,031.64","427,211,982.14","449,479,896.03","499,952,986.05","476,526,588.08","508,891,634.59","487,714,074.62","534,670,246.05","511,821,637.88","542,816,599.59","558,561,344.58","601,614,147.08","574,272,766.02","606,863,201.75","633,644,555.69","681,641,868.47","658,104,652.91","693,422,195.20","720,515,836.89"
长期待摊费用,"1,201,104.21","1,169,100.50","862,774.20","769,603.18","674,232.16","578,861.14","490,593.12","389,112.67","293,494.66","209,551.65","181,773.95","89,522.34","55,838.42","43,531.28","1,408,183.95","2,077,340.24","2,074,807.77","2,123,844.23","1,978,489.47","1,879,687.14","2,279,720.54","2,407,819.97","3,111,203.98","3,690,939.31","5,152,517.11","4,043,138.05","5,062,109.94"
少数股东权益,"6,798,079.83","7,529,281.51","6,770,611.61","6,199,048.55","7,011,868.65","7,075,269.70","7,359,020.23","7,441,470.78","7,465,055.52","8,229,393.03","8,863,067.26","8,878,513.27","8,944,844.51","9,183,163.89","10,233,846.05","11,218,932.66","11,282,253.83","11,479,608.58","11,978,767.31","12,082,699.60","32,412,567.62","38,623,272.89","21,379,218.51","24,910,996.33","25,504,437.69","24,488,080.64","37,018,619.83"
递延所得税资产,"10,144,695.21","16,982,029.21","18,395,003.27","19,017,030.80","16,012,497.15","15,415,052.75","19,416,553.98","20,299,266.32","15,551,899.51","15,326,745.18","20,172,798.78","20,778,105.79","14,526,883.25","14,447,400.79","27,315,202.44","27,288,352.26","26,772,308.00","27,104,444.79","25,443,384.14","25,677,613.46","30,142,086.19","29,478,988.32","44,650,746.05","44,890,508.46","47,913,215.65","47,915,829.53","70,524,250.73"
外币报表折算价差,"-1,395,145.16","-4,059,256.52","-5,939,150.59","-5,297,552.21","-6,840,339.79","-5,834,912.07","-5,605,604.27","-6,380,995.66","-6,405,513.93","-5,738,592.52","-5,431,250.77","-5,324,560.68","-5,471,658.16","-7,099,409.16",,,,,,,,,,,,,
其他非流动资产,,,,,,,"19,742,748.80","29,812,965.86","18,789,731.67","13,344,703.91","5,696,096.95","10,277,148.21","8,329,852.45","11,632,647.71","12,062,211.38","13,304,542.54","6,123,661.57","5,960,009.00","4,633,789.51","5,287,826.23","6,449,175.61","3,921,569.14","8,226,214.46","3,732,883.14","16,351,586.46","5,497,236.82","5,448,516.61"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"371,341,490.98","401,956,678.39","516,482,379.31","515,596,483.71","512,449,846.19","522,355,243.98","590,925,851.43","636,381,995.73","743,276,481.19","862,156,649.86","879,335,929.36","878,335,378.29","877,745,441.08","883,806,727.70","920,480,797.61","943,414,685.46","913,201,902.26","912,557,235.32","916,678,029.85","1,032,211,185.29","1,217,587,359.29","1,209,217,659.46","1,299,421,780.89","1,321,610,046.23","1,376,414,856.25","1,409,913,142.61","1,486,664,919.52"
所有者权益(或股东权益)合计,"793,120,614.06","830,715,557.95","929,840,593.01","925,495,048.48","1,563,630,523.22","1,623,215,667.79","1,661,610,001.50","1,723,262,548.96","1,767,258,630.85","1,764,990,870.03","1,806,112,970.90","1,856,694,263.22","1,833,219,605.38","1,864,385,589.09","1,850,258,204.93","1,895,841,504.12","1,874,155,401.26","1,905,587,708.65","1,931,067,317.59","1,976,176,316.22","1,968,529,806.80","2,006,770,983.65","2,027,009,648.31","2,079,220,765.84","2,065,117,567.78","3,161,105,439.88","3,230,530,455.71"
资产总计,"1,257,056,045.11","1,273,824,329.45","1,375,094,710.08","1,419,798,378.56","2,062,432,308.33","2,033,115,597.13","1,999,763,069.57","2,053,361,688.95","2,201,224,084.52","2,250,621,493.92","2,267,266,460.64","2,297,907,705.74","2,289,394,682.31","2,318,625,346.98","2,373,287,994.02","2,398,866,078.86","2,423,677,631.41","2,456,448,658.81","2,464,196,061.11","2,506,801,025.33","2,826,744,799.86","2,911,355,686.28","2,894,871,146.10","3,005,467,419.13","2,969,474,037.89","4,192,414,100.89","4,169,525,836.25"
负债和所有者(或股东权益)合计,"1,257,056,045.11","1,273,824,329.45","1,375,094,710.08","1,419,798,378.56","2,062,432,308.33","2,033,115,597.13","1,999,763,069.57","2,053,361,688.95","2,201,224,084.52","2,250,621,493.92","2,267,266,460.64","2,297,907,705.74","2,289,394,682.31","2,318,625,346.98","2,373,287,994.02","2,398,866,078.86","2,423,677,631.41","2,456,448,658.81","2,464,196,061.11","2,506,801,025.33","2,826,744,799.86","2,911,355,686.28","2,894,871,146.10","3,005,467,419.13","2,969,474,037.89","4,192,414,100.89","4,169,525,836.25"
