科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"71,238,186.73","61,045,531.36","59,981,256.55",,"54,893,970.98","52,543,226.24","346,760,442.40","75,764,552.75","67,297,104.76","132,996,590.80","133,997,300.79","189,378,718.54","107,145,216.25","129,822,815.40","347,793,283.23","288,581,491.42"
短期借款,"32,373,765.00","26,000,000.00","20,000,000.00",,"20,000,000.00",,,,,,,,,,,
交易性金融资产,,,,,,,,"230,000,000.00","220,000,000.00","160,000,000.00",,,,,,
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,,,,,,,,"4,000,000.00",,,,,,,,
应付票据,,,"5,000,000.00",,,,,,,,,,,,,
应收账款,"900,073.22","1,113,764.01","1,970,781.39",,"2,496,843.40","5,648,569.74","3,855,167.54","4,488,835.53","4,207,595.55","6,006,039.38","4,321,768.31","5,765,617.63","4,315,482.78","7,614,393.68","12,141,089.27","12,815,841.29"
应付账款,"24,314,783.82","21,859,089.65","18,826,455.89",,"22,282,819.05","33,489,475.49","19,788,012.23","19,273,885.98","21,731,476.75","17,756,153.68","20,166,718.71","19,828,541.56","24,769,855.51","44,357,476.83","56,589,110.33","54,112,091.29"
预付款项,"4,514,661.38","4,030,954.55","4,335,468.92",,"3,228,160.16","1,505,963.55","292,934.84","472,243.73","1,643,492.34","1,104,902.23","686,706.25","3,686,598.32","1,387,749.53","2,231,676.06","1,558,728.39","2,679,428.95"
预收款项,"11,517,895.61","9,915,893.61","10,818,427.84",,"18,451,432.86","14,653,657.04","3,161,658.91","6,792,689.49","10,150,683.18","7,619,557.19","6,882,731.34","6,135,856.07","7,234,818.65","7,562,003.84","10,224,768.77","6,830,639.93"
其他应收款,"5,395,518.80","4,664,385.13","3,178,669.75",,"2,605,222.06","2,578,096.29","921,127.49","309,647.50","323,647.50","1,402,546.14","55,500.00","43,500.00","44,400.00","73,050.00","319,417.05","478,457.55"
应付职工薪酬,"1,241,883.10","1,530,779.36","1,929,591.86",,"1,813,192.39","1,842,709.70","2,237,588.58","1,861,716.07","1,969,688.75","1,946,887.81","2,119,349.97","1,963,515.02","2,003,915.93","2,015,921.65","2,904,615.58","2,517,802.50"
应收关联公司款,,,,,,,,,,,,,,,,
