科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
应交税费,"2,051,414.15","3,322,789.16","2,590,816.82",,"2,189,364.03","4,345,423.14","3,746,007.39","4,990,234.33","4,140,278.57","4,270,152.12","3,507,065.86","3,768,971.48","5,239,425.07","3,911,431.28","3,859,906.61","3,352,144.95"
应收利息,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,
存货,"45,240,061.90","44,308,520.20","42,224,289.01",,"45,479,850.67","43,101,032.48","42,640,846.13","43,155,398.37","43,419,019.90","46,644,782.14","46,472,748.51","46,652,753.48","48,333,267.14","45,385,999.51","55,311,733.43","61,858,384.35"
其他应付款,"128,868.50","138,495.14","145,846.70",,"145,988.94","154,042.90","145,469.58","142,168.36","142,065.36","161,988.98","193,245.99","195,304.99","233,484.82","238,698.00","14,438,494.56","14,421,235.90"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,
其他流动资产,"6,775,703.62","1,254,130.63","640,292.51",,"546,078.58","366,589.04","5,293.56","46,000,000.00","57,408,343.49","56,654,991.86","218,180,593.01","114,216,958.15","208,500,489.21","213,972,828.38","5,183,202.65","57,075,935.22"
其他流动负债,,,,,,,,,,,,,,,,
流动资产合计,"134,064,205.65","116,417,285.88","112,330,758.13","115,709,940.11","109,250,125.85","105,743,477.34","394,475,811.96","404,190,677.88","394,299,203.54","404,809,852.55","403,714,616.87","359,744,146.12","369,726,604.91","399,100,763.03","422,307,454.02","423,489,538.78"
流动负债合计,"71,628,610.18","62,767,046.92","59,311,139.11","68,072,943.80","64,882,797.27","54,485,308.27","29,078,736.69","33,060,694.23","38,134,192.61","31,754,739.78","32,869,111.87","31,892,189.12","39,481,499.98","58,085,531.60","88,016,895.85","81,233,914.57"
可供出售金融资产,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,
固定资产,"78,005,399.80","78,997,277.49","79,473,617.01",,"78,578,400.73","80,479,256.28","78,637,278.20","77,881,266.58","78,926,795.99","80,555,613.58","82,010,665.48","81,909,819.11","81,219,910.08","218,184,837.85","235,707,685.10","233,974,625.87"
递延所得税负债,,,,,,,,,,,"557,826.89","225,225.00","80,360.61","86,061.32",,"58,765.72"
在建工程,"7,964,212.12","43,460,845.16","60,257,949.02",,"76,550,101.43","88,644,168.41","94,117,194.04","104,223,586.46","113,316,226.92","114,757,523.02","118,609,115.78","124,952,258.26","157,083,253.40","41,271,059.66","44,377,794.45","44,377,794.45"
其他非流动负债,"1,355,000.00","4,165,000.00",,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,
非流动负债合计,"1,355,000.00","4,165,000.00","4,875,000.00",,"5,330,000.00","5,957,500.00","6,005,000.00","6,217,500.00","8,180,000.00","8,142,500.00","7,362,826.89","6,992,725.00","6,810,360.61","5,628,561.32","4,505,000.00","4,526,265.72"
固定资产清理,,,,,,,,,,,,,,,,
负债合计,"72,983,610.18","66,932,046.92","64,186,139.11","73,425,443.80","70,212,797.27","60,442,808.27","35,083,736.69","39,278,194.23","46,314,192.61","39,897,239.78","40,231,938.76","38,884,914.12","46,291,860.59","63,714,092.92","92,521,895.85","85,760,180.29"
生产性生物资产,,,,,,,,,,,,,,,,
实收资本(或股本),"72,000,000.00","72,000,000.00","72,000,000.00",,"72,000,000.00","72,000,000.00","96,000,000.00","96,000,000.00","211,200,000.00","211,200,000.00","211,200,000.00","211,200,000.00","211,200,000.00","212,480,000.00","212,480,000.00","212,480,000.00"
油气资产,,,,,,,,,,,,,,,,
资本公积,"39,875,167.03","39,875,167.03","39,875,167.03",,"39,875,167.03","39,875,167.03","318,181,212.29","318,181,212.29","202,981,212.29","202,981,212.29","202,981,212.29","202,981,212.29","202,981,212.29","215,870,812.29","218,224,204.74","219,627,879.74"
无形资产,"4,487,984.34","4,342,817.34","4,197,650.34",,"4,429,586.65","4,385,388.07","4,341,189.49","4,316,657.57","5,388,311.19","5,359,335.87","4,182,561.80","4,137,863.21","4,093,164.62","4,094,849.68","4,992,368.08","4,992,832.52"
盈余公积,"3,989,014.42","9,361,913.67","15,241,406.65",,"18,074,375.88","20,282,610.08","21,858,750.80","23,350,272.27","24,821,280.29","26,790,995.61","27,714,470.93","28,858,934.19","30,579,275.68","32,344,842.36","33,928,504.64","34,611,710.85"
开发支出,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,"14,169,600.00","14,169,600.00"
商誉,,,,,,,,,,,,,,,,
未分配利润,"35,901,129.76","56,177,222.97","65,892,659.83",,"69,789,382.87","89,663,490.67","103,848,757.19","117,272,450.41","110,351,522.62","128,078,960.53","136,390,238.33","146,690,407.62","144,221,480.98","160,111,581.06","174,277,255.67","180,304,193.49"
长期待摊费用,,,,,,"1,746,910.84","1,597,175.62","1,447,440.40","1,462,705.18","1,267,969.96","1,941,630.97","2,590,364.24","2,083,041.04","3,477,330.94","1,930,558.03","1,645,860.20"
少数股东权益,,,,,,,,,,,,,,,,
递延所得税资产,"227,119.48","1,128,124.72","935,398.12",,"1,143,508.39","1,264,875.11","976,807.66","1,010,910.31","1,303,964.99","1,312,613.23","1,140,338.47","1,147,912.28","1,131,005.30","979,500.38","1,213,229.22","1,210,677.88"
外币报表折算价差,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,"827,000.00","1,011,590.00","971,000.00","885,500.00","10,079,950.00","55,409,380.00","20,392,227.00","17,900,667.90","6,733,172.00","9,256,040.44"
非正常经营项目收益调整,,,,,,,,,,,,,,,,
非流动资产合计,"90,684,715.74","127,929,064.71","144,864,614.49",,"160,701,597.20","176,520,598.71","180,496,645.01","189,891,451.32","201,369,004.27","204,138,555.66","217,964,262.50","270,147,597.10","266,002,601.44","285,908,246.41","294,954,806.88","295,457,831.36"
所有者权益(或股东权益)合计,"151,765,311.21","177,414,303.67","193,009,233.51","187,961,474.72","199,738,925.78","221,821,267.78","539,888,720.28","554,803,934.97","549,354,015.20","569,051,168.43","581,446,940.61","591,006,829.10","589,437,345.76","621,294,916.52","624,740,365.05","633,187,189.85"
资产总计,"224,748,921.39","244,346,350.59","257,195,372.62","261,386,918.52","269,951,723.05","282,264,076.05","574,972,456.97","594,082,129.20","595,668,207.81","608,948,408.21","621,678,879.37","629,891,743.22","635,729,206.35","685,009,009.44","717,262,260.90","718,947,370.14"
负债和所有者(或股东权益)合计,"224,748,921.39","244,346,350.59","257,195,372.62","261,386,918.52","269,951,723.05","282,264,076.05","574,972,456.97","594,082,129.20","595,668,207.81","608,948,408.21","621,678,879.37","629,891,743.22","635,729,206.35","685,009,009.44","717,262,260.90","718,947,370.14"
