科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
负债合计,"283,826,893.47","323,433,057.62","314,192,319.49","336,087,031.01","291,027,127.73","202,515,780.91","207,056,675.18","237,182,382.32","253,603,348.25","238,307,583.12","273,134,222.48","341,002,896.00","382,947,121.56","292,886,648.45","266,843,626.18","291,300,251.64"
生产性生物资产,,,,,,,,,,,,,,,,
实收资本(或股本),"165,600,000.00","165,600,000.00","165,600,000.00","220,800,000.00","220,800,000.00","220,800,000.00","220,800,000.00","220,800,000.00","220,800,000.00","220,800,000.00","220,800,000.00","220,800,000.00","220,800,000.00","220,800,000.00","220,800,000.00","220,800,000.00"
油气资产,,,,,,,,,,,,,,,,
资本公积,"54,460,153.89","54,460,153.89","54,460,153.89","190,954,993.76","190,954,993.76","190,954,993.76","190,954,993.76","190,954,993.76","190,954,993.76","190,954,993.76","190,954,993.76","190,954,993.76","190,954,993.76","190,954,993.76","190,954,993.76","190,954,993.76"
无形资产,"29,752,993.45","28,972,875.58","28,598,426.04","28,437,639.11","28,218,985.52","28,003,070.27","27,789,679.67","27,622,561.93","27,439,175.02","27,277,928.20","27,071,643.41","27,791,294.21","27,546,020.79","27,303,157.55","26,300,029.44","26,167,679.55"
盈余公积,"9,624,291.70","12,728,755.04","15,917,534.68","15,917,534.68","15,917,534.68","15,917,534.68","18,107,835.05","18,107,835.05","18,107,835.05","18,107,835.05","19,559,945.15","19,559,945.15","19,559,945.15","19,559,945.15","20,952,316.75","20,952,316.75"
开发支出,,,,,,,,,,"1,015,084.97",,,,,,
减:库存股,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,
未分配利润,"130,045,954.60","171,695,899.85","214,302,853.63","225,108,955.94","236,119,692.53","243,713,831.57","243,235,971.65","252,068,337.41","252,549,220.67","257,788,323.34","256,327,724.26","260,843,527.31","258,560,022.43","261,146,947.67","264,560,259.10","269,429,425.03"
长期待摊费用,,,,,,"3,561,951.05","348,055.56","318,222.24","288,388.92","258,555.60","228,722.28","198,888.96","169,055.64","139,222.32","458,644.51","448,372.29"
少数股东权益,,,,,,,,,,,,,,,,
递延所得税资产,"3,513,942.35","3,547,240.49","3,580,740.42","3,340,545.10","3,212,626.37","3,108,439.09","2,736,316.46","2,576,952.52","3,032,249.69","2,775,721.25","3,493,053.00","3,543,364.57","3,635,600.99","3,565,037.55","3,690,611.12","3,760,252.87"
外币报表折算价差,,,,,,,,,,,,,,,,
其他非流动资产,"3,260,857.50","7,222,856.79","2,239,754.00","6,904,410.00","6,085,849.63","22,153,224.28","20,023,168.12","23,920,971.68","25,491,121.57","20,866,204.85","4,362,546.53","9,926,346.87","19,818,372.34","13,909,026.96","1,140,273.79","1,149,023.79"
非正常经营项目收益调整,,,,,,,,,,,,,,,,
非流动资产合计,"270,011,659.03","316,581,514.29","364,239,191.96","372,959,451.44","380,056,334.37","412,135,762.26","416,042,106.81","437,235,923.83","440,508,232.13","457,003,896.15","450,498,624.09","453,880,699.27","459,015,399.35","459,199,163.75","417,466,285.01","412,357,178.50"
所有者权益(或股东权益)合计,"358,744,585.60","403,532,759.81","450,646,758.10","653,176,101.32","664,837,770.35","672,659,763.17","675,743,007.36","684,269,490.83","684,114,998.30","688,625,078.05","687,954,620.77","691,901,123.92","690,460,824.17","694,584,587.13","699,110,780.07","703,675,531.24"
资产总计,"642,571,479.07","726,965,817.43","764,839,077.59","989,263,132.33","955,864,898.08","875,175,544.08","882,799,682.54","921,451,873.15","937,718,346.55","926,932,661.17","961,088,843.25","1,032,904,019.92","1,073,407,945.73","987,471,235.58","965,954,406.25","994,975,782.88"
负债和所有者(或股东权益)合计,"642,571,479.07","726,965,817.43","764,839,077.59","989,263,132.33","955,864,898.08","875,175,544.08","882,799,682.54","921,451,873.15","937,718,346.55","926,932,661.17","961,088,843.25","1,032,904,019.92","1,073,407,945.73","987,471,235.58","965,954,406.25","994,975,782.88"
