科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"298,186,804.71","298,496,524.49","191,284,796.58","172,907,907.38","1,147,913,268.01","1,120,193,240.52","1,115,976,499.70","1,163,717,873.52","1,534,686,650.57","1,539,205,213.77","1,598,743,437.93","1,549,668,207.34","1,542,203,832.15","1,570,188,675.90","1,611,575,403.93","1,915,754,057.06","1,702,036,343.76","1,256,347,754.20","1,259,948,513.96","1,078,613,094.07","1,160,968,599.61","732,080,739.59","740,569,239.12","518,600,832.80","889,417,151.66","976,358,623.17","993,576,070.35","952,175,143.18","936,005,198.96","239,011,705.71","249,557,475.97"
短期借款,"456,400,000.00","327,958,163.52","220,263,462.71","201,900,000.00","195,876,417.90","181,800,000.00","184,800,000.00","201,800,000.00","201,800,000.00","238,800,000.00","308,800,000.00","308,800,000.00","303,900,000.00","254,900,000.00","264,900,000.00","284,900,000.00","284,900,000.00","284,900,000.00","284,900,000.00","144,900,000.00","144,900,000.00","214,900,000.00","214,900,000.00","214,900,000.00","365,600,000.00","215,600,000.00","205,600,000.00","164,700,000.00","143,600,000.00","1,207,177,859.30","1,207,111,148.71"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,"350,000,000.00",,,,,,,,,,,,,,,,,,,,,,
应收票据,"3,908,054.04","300,000.00",,"1,040,000.00","180,000.00",,"18,437,000.00",,,,,,,,,,,,,,,,,,,,,,,"14,400.00","-76,000.00"
应付票据,"1,582,450.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"498,070,000.00","409,362,000.00"
应收账款,"83,185,273.55","54,413,361.62","55,703,395.36","79,397,809.23","55,626,695.43","125,021,992.14","69,891,338.27","47,569,363.22","79,928,402.80","55,587,880.28","79,857,653.83","57,234,781.23","60,320,357.81","43,089,014.64","64,179,776.97","75,646,093.88","61,980,276.47","60,659,277.13","74,103,324.12","99,967,613.79","74,759,929.61","81,041,486.54","92,329,338.86","127,553,755.16","133,790,043.52","133,433,569.09","135,468,928.59","165,399,333.09","193,686,172.45","183,925,403.51","211,166,757.40"
应付账款,"66,099,944.47","25,388,770.46","22,748,919.61","49,851,685.36","12,119,929.31","75,748,635.77","66,882,378.77","37,891,056.84","59,153,981.04","32,403,998.16","39,918,392.22","24,113,610.03","33,834,019.11","140,121,446.54","149,002,803.62","73,970,812.40","38,176,376.30","55,155,636.75","60,499,984.16","53,613,542.73","56,679,278.21","81,138,011.52","89,755,040.09","558,674,536.81","107,261,834.15","95,835,278.90","116,469,690.44","94,643,717.64","131,652,282.16","237,216,866.93","269,593,065.08"
预付款项,"28,387,219.39","7,466,402.18","23,488,750.54","25,810,845.40","10,631,784.13","25,336,664.11","3,470,964.60","12,738,660.11","31,610,740.79","35,824,149.87","21,612,765.29","42,471,695.78","37,074,133.57","8,614,701.34","8,043,424.97","11,231,665.98","16,737,112.14","4,370,352.21","5,992,037.21","4,476,340.17","5,146,691.05","8,577,535.82","4,397,055.63","6,540,891.90","12,652,666.46","10,547,209.44","71,770,451.67","128,100,643.90","153,554,526.20","174,943,811.26","158,846,620.32"
预收款项,"5,335,224.98","4,169,882.02","13,525,176.22","9,505,980.83","3,480.00","31,430,867.45",,,"21,284,224.84","7,173,494.17","10,668,941.17","4,684,484.39","4,909,572.14","1,254,660.99","1,837,294.84","843,175.62","2,410,637.40","3,129,827.64","1,390,634.89","2,908,045.24","3,232,781.81","1,865,334.50","2,061,080.20","3,616,655.03","4,345,188.27","5,423,715.83","30,224,741.13","83,188,787.52","185,083,528.95","30,333,684.30","38,899,587.42"
其他应收款,"82,436,634.79","8,930,298.25","10,945,602.29","7,400,229.73","8,107,173.57","7,581,195.55","9,192,595.12","4,098,792.28","5,296,459.97","477,388.41","561,359.12","4,942,697.32","2,543,007.56","5,493,087.92","7,111,504.73","52,173,857.11","20,034,818.23","29,809,270.47","36,697,164.44","44,408,001.63","43,876,498.30","47,022,734.24","55,234,066.45","40,404,309.97","39,592,826.06","21,311,345.20","50,735,477.83","19,057,043.55","5,276,409.34","685,463,712.03","604,768,434.49"
应付职工薪酬,"2,174,100.44","3,079,459.11","4,525,058.32","6,145,153.80","3,046,835.45","3,273,610.68","5,950,062.88","3,987,855.91","3,330,318.36","3,394,025.65","1,049,061.41","1,942,616.53","3,067,736.76","9,759,638.35","7,728,474.87","12,459,110.87","3,031,842.46","11,997,002.96","9,012,887.14","5,156,944.05","8,869,509.56","18,487,537.68","10,625,366.77","11,205,865.15","7,320,257.72","13,242,037.31","7,369,672.46","13,140,331.03","12,432,298.36","18,379,512.27","15,499,482.97"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-4,768,797.67","-2,946,936.37","-1,233,995.08","4,382,136.58","-1,714,338.43","5,604,240.99","4,400,242.06","9,253,401.42","14,243,520.34","4,642,204.92","8,790,804.16","11,579,652.50","17,041,044.52","10,966,210.14","15,004,893.00","13,288,286.09","11,855,056.17","18,331,277.53","19,880,219.11","12,523,751.45","16,811,938.68","9,196,204.19","12,898,280.17","15,424,701.12","15,082,165.48","14,567,352.09","11,719,641.21","8,653,236.30","12,858,291.48","20,705,553.51","7,568,705.53"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,"831,699.15","626,893.47",,,"570,524.39",,,,,,,,,,,,,,,,,,,"1,250,000.00","2,460,435.52","4,335,435.52","-8,291,500.00","-5,335,000.00","428,215.75","2,224,465.75"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"221,214,517.66","167,568,076.49","152,886,256.77","160,640,539.17","150,596,676.77","145,303,530.38","173,057,335.36","183,205,465.79","172,909,499.94","137,134,514.16","185,168,931.49","169,569,930.54","147,934,956.37","119,612,965.32","108,741,863.96","98,582,882.19","98,709,147.28","178,531,280.79","171,188,952.04","161,597,271.02","112,223,539.80","47,087,188.84","61,779,623.53","73,593,835.49","78,353,351.55","79,800,343.52","77,822,032.96","161,575,114.50","278,010,366.94","217,388,002.58","242,572,393.48"
其他应付款,"16,018,953.57","4,596,094.31","2,064,668.46","3,852,206.93","5,543,808.19","2,233,765.71","1,923,198.94","16,338,770.46","14,561,719.10","10,279,125.59","7,849,216.57","6,897,748.13","5,156,643.02","2,234,901.01","2,286,579.22","1,641,808.53","3,613,838.93","2,186,142.36","1,781,474.68","3,888,120.49","4,907,480.45","1,840,595.41","1,942,661.83","18,353,754.42","16,569,146.11","46,631,970.57","68,485,823.20","47,992,311.94","63,845,430.63","582,894,094.61","652,502,885.18"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
