科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"25,554,526.34","17,758,673.54","20,051,794.19","7,549,315.88","4,356,045.30","-2,965,712.11","-6,114,520.18","-10,839,419.56","-16,888,097.84","-20,081,150.16","-2,824,600.85","-2,150,666.08","-974,131.44","903,637.68","-943,706.26","1,950,386.45","4,345,598.17","6,668,790.57","4,953,811.24","12,339,886.86","21,433,145.84","29,828,008.97","5,447,276.30","11,245,510.29","14,905,778.84","21,446,310.67","1,985,656.88","3,867,086.74","6,930,663.31","9,911,426.71","2,377,684.22"
三、利润总额,"63,929,039.26","88,817,114.05","185,729,592.38","157,682,113.98","216,675,080.96","258,300,437.48","57,553,994.12","96,114,911.94","124,059,948.30","157,885,934.22","30,025,948.24","47,760,979.51","70,364,290.08","79,829,424.39","37,883,154.37","81,959,462.09","118,638,432.09","193,615,670.97","27,437,501.82","54,243,210.70","74,725,426.39","74,931,108.12","23,287,569.91","44,322,296.16","68,178,309.39","69,177,338.10","57,928,679.29","78,289,129.21","102,278,898.49","121,103,070.76","7,334,206.60"
资产减值损失,"-3,669,631.64","4,372,617.29","913,954.39","3,268,234.52","3,444,127.03","2,246,283.34","2,765,284.90","1,667,145.18","3,193,365.66","1,340,749.50","3,820,181.81","3,533,623.68","3,908,774.29","3,037,150.48","2,353,207.05","3,215,085.20","4,187,545.29","4,019,768.56","1,056,405.89","437,953.07","730,206.16","17,841,969.75","1,998,894.58","2,058,210.24","2,934,233.64","7,195,428.03","3,263,203.11","5,788,163.41","9,748,296.23","15,989,612.64","2,442,395.82"
减:所得税,"1,401,167.88","1,148,331.37","2,446,535.62","24,049,769.94","32,312,782.52","36,703,628.52","8,695,899.74","15,315,142.61","18,913,367.75","22,678,580.04","4,229,977.38","7,242,232.83","9,309,960.16","11,821,440.63","4,672,525.47","12,416,614.37","15,320,501.48","26,803,160.87","3,707,378.30","7,975,007.26","12,280,145.39","6,863,575.91","3,505,172.82","6,523,927.97","11,029,506.14","5,458,051.72","5,192,648.37","5,259,562.40","8,280,221.90","16,096,225.90","705,110.49"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"397,947.68",,"1,234,419.01",,,,,,,,"386,965.98","978,887.80","1,877,440.14","3,136,172.76",,,,,,,,,,,,"-493,905.59","29,960,806.20","33,305,606.41","38,436,983.68","42,854,783.67","3,125,233.76"
四、净利润,"62,527,871.38","87,668,782.68","183,283,056.76","133,632,344.04","184,362,298.44","221,596,808.96","48,858,094.38","80,799,769.33","105,146,580.55","135,207,354.18","25,795,970.86","40,518,746.68","61,054,329.92","68,007,983.76","33,210,628.90","69,542,847.72","103,317,930.61","166,812,510.10","23,730,123.52","46,268,203.44","62,445,281.00","68,067,532.21","19,782,397.09","37,798,368.19","57,148,803.25","63,719,286.38","52,736,030.92","73,029,566.81","93,998,676.59","105,006,844.86","6,629,096.11"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,"-493,905.59",,"3,344,800.21","8,476,177.48","11,290,253.93","3,125,233.76"
归属于母公司所有者的净利润,"62,184,339.18","87,188,543.86","182,189,932.43","132,887,577.79","183,252,023.84","220,096,802.74","48,368,673.72","80,086,650.76","104,224,352.41","134,189,164.47","25,733,214.50","40,344,816.84","60,553,190.52","67,560,825.18","32,956,280.97","69,121,675.27","102,592,565.23","165,453,491.61","23,681,225.98","45,615,903.53","60,814,968.57","61,105,609.11","13,944,785.26","26,174,193.24","40,056,840.62","41,679,431.28","46,410,422.50","66,687,755.74","87,319,337.24","99,297,125.82","6,828,597.47"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"343,532.20","480,238.82","1,093,124.33","744,766.25","1,110,274.60","1,500,006.22","489,420.66","713,118.57","922,228.14","1,018,189.71","62,756.36","173,929.84","501,139.40","447,158.58","254,347.93","421,172.45","725,365.38","1,359,018.49","48,897.54","652,299.91","1,630,312.43","6,961,923.10","5,837,611.83","11,624,174.95","17,091,962.63","22,039,855.10","6,325,608.42","6,341,811.07","6,679,339.35","5,709,719.04","-199,501.36"
