科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"8,699,741.08","14,470,137.97","85,756,446.31","8,531,781.50","20,119,226.06","37,973,072.60","63,565,469.99","7,680,841.50","21,324,843.82","38,260,784.29","61,605,850.01","12,636,265.26","24,656,544.13","42,954,601.37","69,871,555.97","25,101,701.20","41,612,667.64","61,677,039.74","82,187,076.21","20,083,007.04","41,568,037.14","64,830,122.74","89,363,296.66","21,566,269.39","46,047,680.95","69,248,177.08","96,550,327.64","37,996,950.00","63,806,855.43","90,575,531.86","120,365,190.99","37,025,315.89","70,434,098.84","101,772,456.39","132,447,515.75","38,005,280.09","73,590,118.30","104,656,829.22","137,882,617.10","31,899,375.60","69,676,812.77","100,785,046.01"
取得借款收到的现金,"148,000,000.00","248,000,000.00","268,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00",,,,,,,,,,,,,,,"20,000,000.00","20,000,000.00","20,000,000.00","29,362,400.00","31,362,400.00","34,362,400.00","2,000,000.00","5,000,000.00","8,000,000.00","8,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","4,500,000.00","2,000,000.00","2,000,000.00","3,000,000.00"
支付的各项税费,"20,534,815.80","72,207,795.22","181,329,252.49","73,853,364.68","97,594,931.64","129,930,477.28","156,892,455.88","69,959,276.62","56,504,627.37","70,101,814.57","88,820,497.64","21,443,161.32","34,767,268.00","46,430,107.37","68,128,301.81","39,873,481.07","69,927,776.67","74,079,424.90","77,364,404.89","18,105,371.51","43,146,298.90","38,132,892.08","42,746,791.98","6,401,222.58","27,386,523.81","59,047,568.12","81,671,711.49","21,914,708.29","42,977,984.39","66,267,268.98","94,710,288.19","18,573,906.18","42,750,342.92","60,287,352.02","89,263,090.12","8,681,708.32","38,020,478.11","62,757,132.36","78,221,299.62","22,311,016.60","44,668,694.40","74,009,870.47"
收到其他与筹资活动有关的现金,,,,,,"16,600,000.00","28,800,000.00","460,000.00",,,"30,330,000.00","3,300,000.00","3,300,000.00","21,212,726.00","30,700,000.00",,"400,000.00","400,000.00","7,400,000.00",,,,"17,650,000.00",,,,"12,725,440.00","2,100,000.00","2,100,000.00","2,100,000.00",,,,,,,"10,056,000.00","10,056,000.00","10,056,000.00",,,"-3,016,800.00"
支付其他与经营活动有关的现金,"9,977,045.16","21,059,550.86","70,065,277.11","7,263,547.65","39,219,143.46","58,609,470.07","82,466,068.84","11,941,392.38","15,767,809.77","26,202,896.87","57,125,562.74","7,815,212.12","21,366,239.35","28,413,625.15","24,983,198.36","9,195,623.59","18,134,353.50","40,505,594.20","37,267,002.16","5,928,091.18","21,370,678.15","30,184,921.05","37,342,725.06","7,626,704.72","19,942,269.05","29,948,414.88","32,579,767.29","6,598,290.00","15,105,126.19","20,256,207.11","44,823,169.20","10,274,926.94","20,657,745.81","43,728,576.89","54,996,147.44","7,000,907.15","15,579,707.68","22,453,211.95","34,399,732.00","7,251,075.67","15,964,741.42","27,196,302.84"
筹资活动现金流入小计,"148,000,000.00","248,000,000.00","268,000,000.00","70,000,000.00","633,161,600.00","649,761,600.00","661,961,600.00","460,000.00",,,"30,330,000.00","3,300,000.00","3,300,000.00","21,212,726.00","35,364,660.00",,"400,000.00","400,000.00","7,400,000.00",,,"20,000,000.00","37,650,000.00","20,000,000.00","31,362,400.00","33,362,400.00","49,087,840.00","5,000,000.00","8,000,000.00","11,000,000.00","23,400,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","12,056,000.00","12,056,000.00","14,556,000.00","2,000,000.00","2,000,000.00","-16,800.00"
经营活动现金流出小计,"352,039,961.38","606,351,381.29","1,232,484,159.95","381,648,434.39","537,634,273.52","780,918,442.81","1,017,678,772.05","202,229,988.74","549,803,299.45","752,641,779.48","821,977,009.16","226,428,948.19","479,695,647.06","747,524,512.96","1,083,983,577.71","328,718,171.65","644,689,056.36","926,931,411.44","1,164,547,067.57","232,229,015.10","473,919,573.25","768,676,896.00","1,099,835,408.94","289,653,476.46","566,970,987.77","896,321,600.21","1,236,622,648.74","305,062,841.62","605,331,362.80","899,263,801.78","1,200,522,417.83","264,686,593.24","564,367,707.54","861,633,457.85","1,096,276,337.58","263,356,309.01","490,220,940.06","710,937,232.47","938,968,498.15","251,983,950.21","526,814,115.17","802,082,752.17"
偿还债务支付的现金,"142,000,000.00","272,000,000.00","432,000,000.00","88,000,000.00","148,000,000.00","218,000,000.00","218,000,000.00",,,,,,,,,,,,"28,139,764.99",,"68,212,324.33","68,567,779.63","78,567,779.63","1,668,423.52","9,937,056.95","21,809,213.32","54,925,550.48",,"2,000,000.00","6,000,000.00","28,346,797.14",,"2,000,000.00","2,000,000.00","68,968,288.44","2,686,997.76","6,043,282.76","8,734,605.16","14,220,192.28","1,000,000.00","4,526,452.13","9,875,777.73"
经营活动产生的现金流量净额,"31,135,586.43","213,743,740.39","384,712,783.95","21,992,336.08","177,536,122.80","198,938,434.89","258,005,334.04","77,690,138.20","227,747,569.54","284,848,026.72","235,671,708.74","42,091,747.38","74,600,742.44","115,631,922.97","170,301,576.57","-50,697,430.65","-27,916,563.22","-54,412,558.66","-13,461,324.12","44,640,070.13","111,591,404.62","117,402,318.17","75,786,844.92","-14,185,503.79","53,699,398.93","31,748,888.43","126,664,879.09","89,533,109.39","159,729,398.49","140,085,235.14","317,915,357.10","7,671,807.63","1,458,824.44","-14,160,476.33","98,490,046.36","39,805,905.42","192,135,378.15","227,457,232.64","325,799,501.36","42,757,668.55","139,348,232.36","172,439,719.05"
分配股利、利润或偿还利息支付的现金,"5,157,093.77","137,512,095.04","147,390,160.63","1,913,986.00","12,859,521.00","138,799,421.00","138,799,421.00","232,136.18","4,500,000.00","130,000,000.00","130,000,000.00",,"110,383,773.30","110,383,773.30","115,890,000.00",,"146,177,170.00","146,177,170.00","146,603,857.84",,"7,003,103.85","77,086,287.83","73,410,036.08","252,784.99","691,076.87","5,885,597.42","6,055,383.56",,"4,000,000.00","9,000,000.00","9,623,030.24","16,854.11","4,000,000.00","39,541,680.00","40,022,638.43","45,779.18","502,394.42","4,499,817.46","4,522,316.00","48,937.50","34,293.12","71,257,871.16"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,"10,000,000.00","10,000,000.00","10,000,000.00",,,,"269,552,200.00","62,100,000.00","137,001,478.61","174,313,111.12","582,688,000.00","228,520,000.00","48,020,000.00","577,020,000.00","787,000,000.00","258,567,382.81","45,563,448.35","368,775,365.85"
支付其他与筹资活动有关的现金,,,,,"4,887,500.00","8,884,580.00","9,093,957.95",,,,"246,304.43",,,,"278,070.00",,,,"1,411,618.69","50,568,363.95",,,"178,771.30",,"29,797,159.76","12,968,715.23",,,,,,,,,,,,,,,,
取得投资收益收到的现金,,,,,,"19,523.25",,,"604,809.28","969,512.32","1,194,266.27","98,750.00",,,"98,750.00",,,,"50,000.00","303,333.33","610,000.00","916,666.67","1,220,000.00","300,000.00","576,666.66","883,333.33","1,304,242.52","300,000.00","606,666.67","913,333.34","5,333,280.41","717,300.00","4,898,414.02","6,029,441.98","7,502,836.40","1,759,095.89","3,129,566.33","4,498,653.83","6,164,417.66","1,724,230.98","6,699,673.85","9,094,720.08"
筹资活动现金流出小计,"147,157,093.77","409,512,095.04","579,390,160.63","89,913,986.00","165,747,021.00","365,684,001.00","365,893,378.95","232,136.18","4,500,000.00","130,000,000.00","130,246,304.43",,"110,383,773.30","110,383,773.30","116,168,070.00",,"146,177,170.00","146,177,170.00","176,155,241.52","50,568,363.95","75,215,428.18","145,654,067.46","152,156,587.01","1,921,208.51","40,425,293.58","40,663,525.97","60,980,934.04",,"6,000,000.00","15,000,000.00","37,969,827.38","16,854.11","6,000,000.00","41,541,680.00","108,990,926.87","2,732,776.94","6,545,677.18","13,234,422.62","18,742,508.28","1,048,937.50","4,560,745.25","81,133,648.89"
处置固定资产、无形资产和其他长期资产收回的现金净额,"12,573.60","12,573.60","312,413.64","240,266.16","1,650,781.16","2,070,558.16","2,787,571.96","787,063.74","1,433,965.00","1,640,913.00","1,570,913.00",,"274,850.00","357,150.00","205,400.00","79,683.00","177,188.00","177,188.00","690,989.00",,"19,401,206.48","20,816,110.04","21,257,556.38","123,086.00","123,086.00","144,885.50","252,153.80",,"19,875.80","58,614.90","64,668.30","40,816.00","40,816.00","179,695.83","332,331.92",,"218,123.00","218,123.00","331,155.00",,,"10,000.00"
筹资活动产生的现金流量净额,"842,906.23","-161,512,095.04","-311,390,160.63","-19,913,986.00","467,414,579.00","284,077,599.00","296,068,221.05","227,863.82","-4,500,000.00","-130,000,000.00","-99,916,304.43","3,300,000.00","-107,083,773.30","-89,171,047.30","-80,803,410.00",,"-145,777,170.00","-145,777,170.00","-168,755,241.52","-50,568,363.95","-75,215,428.18","-125,654,067.46","-114,506,587.01","18,078,791.49","-9,062,893.58","-7,301,125.97","-11,893,094.04","5,000,000.00","2,000,000.00","-4,000,000.00","-14,569,827.38","1,983,145.89","-4,000,000.00","-39,541,680.00","-106,990,926.87","-732,776.94","5,510,322.82","-1,178,422.62","-4,186,508.28","951,062.50","-2,560,745.25","-81,150,448.89"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,695.76,"18,810.04",,"-1,025,508.32","-1,131,553.89","-932,958.68","-83,690.34","-54,029.07","146,991.21","-63,155.76","-569,834.70","-779,739.91","-706,827.82","-757,166.89","5,893.75","-472,383.74","-920,374.39","-1,748,653.23","4,907.11","5,584.42","13,173.57","-348,332.23","64,008.80","372,629.28","692,959.96","990,715.03","221,216.03","-5,104.85","-431,972.53","-1,125,657.40","-632,557.02","-930,596.77","451,323.67","572,376.05","-434,796.39","1,073,870.93","1,673,482.90","7,837,558.40","-1,664,057.60","-973,670.82","-1,521,902.26"
收到其他与投资活动有关的现金,,,,,,,,,,"1,000,000.00","12,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,"14,236,836.00",,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"12,573.60","12,573.60","312,413.64","240,266.16","1,650,781.16","2,090,081.41","2,787,571.96","787,063.74","2,038,774.28","3,610,425.32","14,765,179.27","10,098,750.00","10,274,850.00","10,357,150.00","10,304,150.00","79,683.00","177,188.00","177,188.00","740,989.00","303,333.33","20,011,206.48","21,732,776.71","22,477,556.38","423,086.00","10,699,752.66","11,028,218.83","11,556,396.32","300,000.00","626,542.47","971,948.24","274,950,148.71","62,858,116.00","141,940,708.63","180,522,248.93","590,523,168.32","230,279,095.89","51,367,689.33","581,736,776.83","807,732,408.66","260,291,613.79","52,263,122.20","377,880,085.93"
五、现金及现金等价物净增加额,"1,656,616.11","6,179,566.59","9,704,507.24","-18,021,809.10","580,749,974.39","389,217,382.03","392,979,866.09","49,956,247.78","178,955,651.54","97,862,854.14","106,317,343.41","22,451,965.24","-73,678,739.54","-69,641,913.04","-63,108,782.61","-90,483,625.64","-279,371,705.13","-381,773,516.97","-404,018,103.15","-31,880,499.88","25,770,675.14","-21,303,251.91","-57,716,674.76","-6,045,182.60","34,476,796.45","5,860,793.30","101,265,886.52","-4,175,395.10","51,773,058.70","30,473,564.08","41,979,215.82","-42,355,282.66","81,276,479.07","58,647,534.50","-55,127,592.66","80,966,627.47","245,149,949.36","243,889,536.69","309,808,808.75","86,596,144.98","85,331,750.01","-21,103,837.15"
购建固定资产、无形资产和其他长期资产支付的现金,"30,334,450.15","46,065,348.12","63,949,339.76","20,340,425.34","64,826,000.25","94,757,179.38","145,948,302.28","17,665,127.64","35,276,663.21","49,742,589.11","33,140,084.41","32,468,697.44","50,690,818.77","99,110,145.89","158,462,552.62","39,871,771.74","105,382,776.17","153,240,601.92","183,166,273.28","26,260,446.50","30,622,092.20","34,797,452.90","41,126,156.82","10,425,565.10","11,232,090.84","12,952,147.95","9,406,009.88","3,177,019.90","35,346,082.43","46,401,404.97","73,185,605.21","50,735,795.16","57,192,457.23","68,623,881.77","31,522,256.52","2,950,800.51","4,937,311.87","8,799,533.06","12,375,001.39","740,142.26","2,745,188.48","5,751,290.98"
期初现金及现金等价物余额,"81,165,513.11","81,165,513.11","81,165,513.11","90,870,020.35","90,870,020.35","90,870,020.35","90,870,020.35","483,849,886.44","483,849,886.44","483,849,886.44","483,849,886.44","590,167,229.85","590,167,229.85","590,167,229.85","590,167,229.85","527,058,447.24","527,058,447.24","527,058,447.24","527,058,447.24","128,782,393.03","123,040,344.09","123,937,058.78","123,040,344.09","65,323,669.33","65,323,669.33","65,323,669.33","65,323,669.33","166,589,555.85","166,589,555.85","166,589,555.85","166,589,555.85","208,568,771.67","208,568,771.67","208,568,771.67","208,568,771.67","153,441,179.01","153,441,179.01","153,441,179.01","153,441,179.01","463,249,987.76","463,249,987.76","463,249,987.76"
投资支付的现金,,,,,,,,"11,000,000.00",,,,,,"6,642,965.00",,,,"27,600,000.00","27,627,600.00",,,,,,"10,000,000.00","17,356,000.00","16,647,000.00","96,052,700.62","65,231,694.98","44,150,241.80","462,005,200.00","63,500,000.00",,,"606,200,000.00","185,000,000.00",,"557,000,000.00","814,999,150.00","215,000,000.00","100,000,000.00","483,000,000.00"
期末现金及现金等价物余额,"82,822,129.22","87,345,079.70","90,870,020.35","72,848,211.25","671,619,994.74","480,087,402.38","483,849,886.44","533,806,134.22","662,805,537.98","581,712,740.58","590,167,229.85","612,619,195.09","516,488,490.31","520,525,316.81","527,058,447.24","436,574,821.60","247,686,742.11","145,284,930.27","123,040,344.09","96,901,893.15","148,811,019.23","102,633,806.87","65,323,669.33","59,278,486.73","99,800,465.78","71,184,462.63","166,589,555.85","162,414,160.75","218,362,614.55","197,063,119.93","208,568,771.67","166,213,489.01","289,845,250.74","267,216,306.17","153,441,179.01","234,407,806.48","398,591,128.37","397,330,715.70","463,249,987.76","549,846,132.74","548,581,737.77","442,146,150.61"
